Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.575,6.65,6.725,6.8,6.875,6.95,7.025,7.0999999,,,
Egypt,,,,,,,,,,,,,,,,,,,11.6999998,11.7667,11.8333,11.8999996,10.25,8.60000038,10.1,11.6000004,10.28,8.96,7.64,6.32,5,6.7333,8.4667,10.1999998,8.4,6.5999999,7.1,7.6,8.10000038,8.0333,7.9667,7.9,7.8333,7.7667,7.69999981,
"El Salvador",,,,,,,,,,,,,,,,,,,11.6000004,10.92,10.24,9.56,8.88,8.19999981,8.54,8.88,9.22,9.56,9.89999962,9.3,8.7,8.1,7.5,6.9000001,6.82,6.74,6.66,6.58,6.5,,,,,,,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3999996,15.8667,16.3333,16.7999992,15.425,14.05,12.675,11.3000002,10.4,9.5,8.6,7.7,6.8,5.9000001,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,39.4000015,38.9,38.4,37.9,37.4,36.9,36.4,35.9000015,36.175,36.45,36.725,37,37.275,37.55,37.825,38.0999985,,,,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4000015,42.82,41.24,39.66,38.08,36.5,35.5667,34.6333,33.7,32.7667,31.8333,30.8999996,28.8667,26.8333,24.7999992,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9000001,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1000004,9.9167,9.7333,9.55,9.3667,9.1833,9,8.8167,8.6333,8.45,8.2667,8.0833,7.9000001,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,16.5333,16.5667,16.6,16.6333,16.6667,16.7000008,16.975,17.25,17.525,17.7999992,17.6333,17.4667,17.2999992,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5999999,2.275,1.95,1.625,1.29999995,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89999998,,,,,,,,,,
Ghana,,,,,,,,,,,,,,,,,,,24.7999992,25.24,25.68,26.12,26.56,27,25.95,24.9,23.85,22.8,21.75,20.7000008,20.675,20.65,20.625,20.6000004,18.8,17,15.1999998,15.45,15.6999998,15.6,15.5,15.3999996,13.8333,12.2667,10.6999998,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30000001,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,29,28.1625,27.325,26.4875,25.65,24.8125,23.975,23.1375,22.2999992,22.4,22.5,22.6,22.7000008,21.1333,19.5667,18,17.4143,16.8286,16.2429,15.6571,15.0714,14.4857,13.8999996,13.7667,13.6333,13.5,13.3667,13.2333,13.1000004
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2999992,21.8167,22.3333,22.85,23.3667,23.8833,24.3999996,23.15,21.8999996,20.98,20.06,19.14,18.22,17.2999992,,,
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2999992,21.6167,20.9333,20.25,19.5667,18.8833,18.2000008,17.2,16.2000008,17.65,19.1000004,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6000004,13.2333,12.8667,12.5,12.1333,11.7667,11.3999996,11.8667,12.3333,12.8000002,,,,,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,25.2999992,23.7,22.1,20.5,18.9,17.3,15.6999998,16.4833,17.2667,18.05,18.8333,19.6167,20.3999996,19.0833,17.7667,16.45,15.1333,13.8167,12.5,,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2999992,17.26,16.22,15.18,14.14,13.1000004,12.26,11.42,10.58,9.74,8.89999962,8.7,8.5,8.3,8.1,7.9,7.69999981,,,
Hungary,,,,,,,,,,,,,,,2.9000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,52.4000015,51.3429,50.2857,49.2286,48.1714,47.1143,46.0571,45,44.7286,44.4571,44.1857,43.9143,43.6429,43.3714,43.0999985,41.4625,39.825,38.1875,36.55,34.9125,33.275,31.6375,30,
Indonesia,,,,,,,,,,,,,,,,,,,,36.4000015,35.4667,34.5333,33.5999985,32.2333,30.8667,29.5,29.2,28.9,28.6000004,24.3999996,25.7000008,24.3999996,25.2000008,25.5,20.7000008,26.8999996,23.8,20.7000008,20.3,19.9,19.5,19.8333,20.1667,20.5,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8999996,12.8667,11.8333,10.8,9.7667,8.7333,7.69999981,8.04,8.38,8.72,9.06,9.39999962,,,,
"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,23.7000008,21.95,20.2,18.45,16.7000008,16.9625,17.225,17.4875,17.75,18.0125,18.275,18.5375,18.7999992,30.2999992,28,25.7,23.4,21.1,18.7999992,,,
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,5.4000001,5,6.69999981,3.70000005,4.0999999,2.20000005,4.5,5.5,2.5,3.2,3.9000001,3.1,2.29999995,1.89999998,3,3.4,3.79999995,3.3,2.79999995,,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,
Jordan,,,,,,,,,,,,,,,,,,,,,5.19999981,5.0143,4.8286,4.6429,4.4571,4.2714,4.0857,3.9000001,3.92,3.94,3.96,3.98,4,3.6571,3.3143,2.9714,2.6286,2.2857,1.9429,1.60000002,2.2,2.8,3.4000001,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,8.69999981,7.475,6.25,5.025,3.79999995,4.0286,4.2571,4.4857,4.7143,4.9429,5.1714,5.4000001,4.975,4.55,4.125,3.70000005,,,,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,22.3999996,21.92,21.44,20.96,20.48,20,19.8,19.6000004,19.5,19.4,19.2999992,18.9667,18.6333,18.3,17.9667,17.6333,17.2999992,,,,,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2000008,,,,,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5999999,2.79999995,2.9000001,2.9000001,2.0999999,3.0999999,2.79999995,2,1.89999998,2.4000001,2.0999999,3.0999999,3.5,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6999998,9.8333,8.9667,8.1,7.2333,6.3667,5.5,4.6333,3.7667,2.9000001,3.5,4.1,4.69999981,4.3667,4.0333,3.70000005,,,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4000015,37.4167,36.4333,35.45,34.4667,33.4833,32.5,31.36,30.22,29.08,27.94,26.7999992,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79999995,4,4.2,4.4,4.6,4.8,5,5.2,5.4000001,,,,,,,,,,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3999996,17.375,17.35,17.325,17.2999992,17.04,16.78,16.52,16.26,16,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6000004,26.7857,25.9714,25.1571,24.3429,23.5286,22.7143,21.8999996,21.05,20.2,19.35,18.5,17.65,16.7999992,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,4.5999999,4.7417,4.8833,5.025,5.1667,5.3083,5.45,5.5917,5.7333,5.875,6.0167,6.1583,6.30000019,,,,,,,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0999999,1.92,1.74,1.56,1.38,1.20000005,1.70000005,1.6667,1.6333,1.6,1.5667,1.5333,1.5,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,38.2999992,38.6,38.9,39.2,39.5,39.7999992,39.7143,39.6286,39.5429,39.4571,39.3714,39.2857,39.2000008,,,,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,26.2999992,25.8875,25.475,25.0625,24.65,24.2375,23.825,23.4125,23,22.175,21.35,20.525,19.7000008,18.45,17.2000008,15.7667,14.3333,12.8999996,15.1999998,,,,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1999998,,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,33.2000008,39.9667,46.7333,53.5,46.5,39.5,32.5,25.5,24.6125,23.725,22.8375,21.95,21.0625,20.175,19.2875,18.3999996,,,,,,
Mali,,,,,,,,,,,,,,,,,,30.8999996,31.8222,32.7444,33.6667,34.5889,35.5111,36.4333,37.3556,38.2778,39.2000008,37.68,36.16,34.64,33.12,31.6000004,31.22,30.84,30.46,30.08,29.7000008,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,44.5999985,43.41,42.22,41.03,39.84,38.65,37.46,36.27,35.08,33.89,32.7000008,31.4,30.1,28.8,27.5,26.2,24.9,23.6000004,17.7999992,20.4667,23.1333,25.7999992,21.7999992,,,
Mexico,,,,,,,,,,,,,,,,,,,,14.6000004,13.7111,12.8222,11.9333,11.0444,10.1556,9.2667,8.3778,7.4889,6.5999999,6.3125,6.025,5.7375,5.45,5.1625,4.875,4.5875,4.30000019,4.05,3.8,3.55,3.3,3.05,2.79999995,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.8714,2.7429,2.6143,2.4857,2.3571,2.2286,2.0999999,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3000002,12.6000004,10.775,8.95,7.125,5.30000019,5.30000019,5.30000019,5.30000019,5.30000019,5.30000019,5.30000019,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79999995,2.5875,2.375,2.1625,1.95,1.7375,1.525,1.3125,1.10000002,,
Morocco,,,,,,,,,,,,,,,,,,12.5,11.68,10.86,10.04,9.22,8.39999962,8.36,8.32,8.28,8.24,8.19999981,8.5833,8.9667,9.35,9.7333,10.1167,10.5,9.575,8.65,7.725,6.8,5.875,4.95,4.025,3.0999999,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7999992,29.4333,28.0667,26.7,25.3333,23.9667,22.6000004,22.2,21.8,21.4,21,20.6000004,19.5667,18.5333,17.5,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,23.3999996,23.125,22.85,22.575,22.3,22.025,21.75,21.475,21.2000008,20.8143,20.4286,20.0429,19.6571,19.2714,18.8857,18.5,17.9333,17.3667,16.8,16.2333,15.6667,15.1000004,,
Nepal,,,,,,61.2999992,60.4429,59.5857,58.7286,57.8714,57.0143,56.1571,55.3,54.4429,53.5857,52.7286,51.8714,51.0143,50.1571,49.3,48.4429,47.5857,46.7286,45.8714,45.0143,44.1571,43.2999992,41.05,38.7999992,39.9667,41.1333,42.2999992,41.38,40.46,39.54,38.62,37.7000008,36.12,34.54,32.96,31.38,29.7999992,,,,
Netherlands,,,,,,,,,,,2.20000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,10.1999998,10.38,10.56,10.74,10.92,11.1000004,10.2,9.3,8.39999962,7.3667,6.3333,5.30000019,5.45,5.5999999,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,42.0999985,42.75,43.4,44.05,44.7,45.35,46,45.35,44.7000008,44.2667,43.8333,43.4,42.9667,42.5333,42.0999985,41.5333,40.9667,40.4,39.8333,39.2667,38.7000008,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,37,36.3923,35.7846,35.1769,34.5692,33.9615,33.3538,32.7462,32.1385,31.5308,30.9231,30.3154,29.7077,29.1000004,28.625,28.15,27.675,27.2000008,28.6000004,27.2667,25.9333,24.6000004,28.75,32.9000015,21.2999992,
"North Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2000008,19.1429,19.0857,19.0286,18.9714,18.9143,18.8571,18.7999992,17.7,16.6,15.5,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,13.8999996,13.46,13.02,12.58,12.14,11.6999998,11.42,11.14,10.86,10.58,10.3,10.02,9.74,9.46,9.18,8.89999962,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,,,40.2999992,38.2667,36.2333,34.2000008,33.8286,33.4571,33.0857,32.7143,32.3429,31.9714,31.6000004,31.58,31.56,31.54,31.52,31.5,31.48,31.46,31.44,31.42,31.3999996,34.0999985,,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69999981,6.3455,5.9909,5.6364,5.2818,4.9273,4.5727,4.2182,3.8636,3.5091,3.1545,2.79999995,,,,,,,
"Papua New Guinea",,,,,,,,,,,,,,26.2000008,25.9636,25.7273,25.4909,25.2545,25.0182,24.7818,24.5455,24.3091,24.0727,23.8364,23.6,23.3636,23.1273,22.8909,22.6545,22.4182,22.1818,21.9455,21.7091,21.4727,21.2364,21,22.3333,23.6667,25,26.3333,27.6667,29,,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,2.20000005,2.2273,2.2545,2.2818,2.3091,2.3364,2.3636,2.3909,2.4182,2.4455,2.4727,2.5,2.5273,2.5545,2.5818,2.6091,2.6364,2.6636,2.6909,2.7182,2.7455,2.7727,2.79999995,,,
Peru,,,,,,,,,,,,,,,,,,,,,,9.69999981,9.04,8.38,7.72,7.06,6.4000001,6.1,5.8,5.5,5.19999981,5.36,5.52,5.68,5.84,6,5.5,5,4.5,4.9000001,4.80000019,4.0999999,3.70000005,3.5,3.29999995,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2999992,20.42,20.54,20.66,20.78,20.8999996,20.6333,20.3667,20.1000004,19.75,19.3999996,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.5,4.5,4,,,,,,,,,,,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,25.2999992,24.9375,24.575,24.2125,23.85,23.4875,23.125,22.7625,22.3999996,21.7,21,20.3,19.6,18.8999996,17.7,16.5,15.3,14.1,12.8999996,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,12.1375,12.775,13.4125,14.05,14.6875,15.325,15.9625,16.6000004,,,,,,,
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0999999,,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,19.2999992,19.8429,20.3857,20.9286,21.4714,22.0143,22.5571,23.1000004,22.8714,22.6429,22.4143,22.1857,21.9571,21.7286,21.5,20.08,18.66,17.24,15.82,14.3999996,15.2833,16.1667,17.05,17.9333,18.8167,19.7000008,15.5,18.1000004,13.8000002,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20000005,2.06,1.92,1.78,1.64,1.5,,,,,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2000008,28.7,29.2,29.7,30.2,30.7000008,28.5333,26.3667,24.2000008,23.4,22.6000004,21.4667,20.3333,19.2000008,,
Singapore,,,,,13.6000004,13.2154,12.8308,12.4462,12.0615,11.6769,11.2923,10.9077,10.5231,10.1385,9.7538,9.3692,8.9846,8.6,8.2154,7.8308,7.4462,7.0615,6.6769,6.2923,5.9077,5.5231,5.1385,4.7538,4.3692,3.9846,3.5999999,,,,,,,,,,,,,,,
"Solomon Islands",19.5,19.4263,19.3526,19.2789,19.2053,19.1316,19.0579,18.9842,18.9105,18.8368,18.7632,18.6895,18.6158,18.5421,18.4684,18.3947,18.3211,18.2474,18.1737,18.1000004,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2000008,31,27.8,24.6000004,,,,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6000004,,,,,,,,,,,
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20000005,1.1571,1.1143,1.0714,1.0286,0.9857,0.9429,0.89999998,,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9000015,34.525,33.15,31.775,30.3999996,,,,,
"Sri Lanka",,,,,,,,,,,,,,,,,,31,30.3077,29.6154,28.9231,28.2308,27.5385,26.8462,26.1538,25.4615,24.7692,24.0769,23.3846,22.6923,22,21.9714,21.9429,21.9143,21.8857,21.8571,21.8286,21.7999992,21.7,21.6000004,22.9667,24.3333,25.7000008,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,31.7000008,32.9143,34.1286,35.3429,36.5571,37.7714,38.9857,40.2000008,38.1833,36.1667,34.15,32.1333,30.1167,28.1000004,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6000004,11.8333,11.0667,10.3,9.5333,8.7667,8,7.55,7.1,6.65,6.19999981,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,8.9667,8.4333,7.9,7.3667,6.8333,6.30000019,6.4,6.5,6.6,6.69999981,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,12.5,12.525,12.55,12.575,12.6,12.625,12.65,12.675,12.6999998,12.46,12.22,11.98,11.74,11.5,11.5,11.5,11.5,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3999996,16.15,15.8999996,12.45,9,10.5333,12.0667,13.6000004,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,27,27.28,27.56,27.84,28.12,28.3999996,26.8667,25.3333,23.7999992,22.64,21.48,20.32,19.16,18,17.76,17.52,17.28,17.04,16.7999992,17.7999992,14.1999998,,,,
Thailand,,,,,,,,,,,,,,,,,,18.7000008,18.0789,17.4579,16.8368,16.2158,15.5947,14.9737,14.3526,13.7316,13.1105,12.4895,11.8684,11.2474,10.6263,10.0053,9.3842,8.7632,8.1421,7.5211,6.9000001,7.4,7.9,8.4,8.9,9.4,9.89999962,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,44.9,46.8,48.7,50.6,52.5,49.65,46.7999992,44.85,42.9,40.95,39,,
Togo,,,,,,,,,,,,,,,,,,,22.6000004,22.89,23.18,23.47,23.76,24.05,24.34,24.63,24.92,25.21,25.5,25.25,25,24.75,24.5,24.25,24,23.75,23.5,22,20.5,19.45,18.3999996,18.075,17.75,17.425,17.1000004,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0999999,,,
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,4.69999981,4.6769,4.6538,4.6308,4.6077,4.5846,4.5615,4.5385,4.5154,4.4923,4.4692,4.4462,4.4231,4.4000001,,,,,,,,,,,,,,,
Tunisia,,,,,15.5,15.0571,14.6143,14.1714,13.7286,13.2857,12.8429,12.4,11.9571,11.5143,11.0714,10.6286,10.1857,9.7429,9.30000019,9.0833,8.8667,8.65,8.4333,8.2167,8,7.6417,7.2833,6.925,6.5667,6.2083,5.85,5.4917,5.1333,4.775,4.4167,4.0583,3.70000005,3.6167,3.5333,3.45,3.3667,3.2833,3.20000005,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,9.5,9,8.5,8,7.5,7,6.35,5.7,5.05,4.4,3.75,3.0999999,2.9556,2.8111,2.6667,2.5222,2.3778,2.2333,2.0889,1.9444,1.79999995,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.20000005,,,,,,,,,
