Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,80,90,130,90,108,130,167,197,240,241,245,599,564,528,392,253,247,259,250,267,257,258,266,281,271
Botswana,200,200,200,190,220,220,220,220,70,70,80,80,80,80,90,100,110,120,120,120,120,130,130,130,130,130,130,130,130,134,70,74,77,81,86,102,117,110,130,150,147,142,137,135,130,138,184,147,120,95,130,130,59,45,24,32,51
Brazil,143109,151894,166069,172185,181173,196999,200333,207945,218977,239763,252502,276475,490002,396869,456411,478670,478060,512319,534253,633065,635505,653752,693682,706417,741841,783032,806238,888425,967253,1001062,1071434,1078039,896268,993205,950065,1060251,1086650,1124230,1134733,971758,940943,947177,955775,938676,920910,917782,930591,938681,887358,897323,922091,833073,802862,778001,778417,760762,734331
Brunei,83,83,95,95,95,95,95,95,96,106,117,86,87,78,78,77,68,69,69,55,61,57,56,59,60,60,59,54,53,50,55,53,58,54,47,52,53,59,60,66,72,71,74,75,74,75,75,76,76,77,76,75,75,81,79,80,80
"Burkina Faso",,,,,,,,,,,,,,,,,50,50,50,50,50,100,100,160,160,160,160,160,170,176,177,179,181,182,184,186,187,189,202,196,195,196,197,197,199,186,210,212,214,217,220,228,234,230,228,230,231
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,8995,9005,9010,9035,9035,8902,8350,9540,8676,8816,8965,10512,10130,10653,10600,10600,10600,10860,11111,11012,11000,11382,11114,11615,12115,11736,11688,11747,11818,11888,11958,12028,12098
"Central African Republic",,,,,,,,,,,,,,,,,,,,,,,,,4960,4960,4960,4960,4960,5057,4799,4915,5134,5341,5972,6154,6417,6459,6751,6963,6754,6440,6010,6060,6211,6260,6326,6580,6666,7145,7287,7140,8349,7624,7797,7878,7933
Chile,7800,7900,7700,8000,8100,8300,8700,9200,9400,9900,10000,10700,12195,12100,11915,11930,12085,11700,11358,11200,11200,11080,11140,11380,11555,11725,11825,12030,12070,12125,12959,13491,13622,13008,13052,13788,15501,14829,15239,16065,16730,15938,16554,17294,18277,18277,18276,19922,18481,18586,18861,18856,18846,17673,17616,17858,19235
China,80511,86739,86704,103948,109824,115944,122787,124553,124987,131412,133538,142619,146182,155419,156664,157535,163260,169549,236849,269446,284202,326381,354056,397302,549516,706046,902338,970214,1091484,1102478,1163509,1123974,1166627,1163070,1248591,1312740,1344071,1295306,1316488,1304841,1357114,1437715,1538102,1660311,1756219,1823352,2064464,2034227,2190563,2238818,2314629,2332016,2447780,2546624,2538518,2600917,2623815
Colombia,5000,5100,5200,5300,5400,5400,5400,5500,5600,5700,5800,5900,6100,6300,7000,10700,10700,10800,12275,12400,13310,12812,13162,13416,13670,17640,18200,18700,19500,7408,11957,12350,17000,18300,20600,21200,25500,23000,70900,76937,77859,75687,56765,57935,61645,84198,87403,72857,64076,57954,63136,67991,72028,71806,73537,80073,80395
"Congo (Brazzaville)",750,750,750,750,750,800,800,800,800,850,850,850,850,900,900,900,900,950,950,950,900,900,850,850,850,800,800,800,800,816,750,724,702,700,686,1748,1757,1814,1855,1875,1796,1519,1772,1793,1818,1823,1790,1843,1891,1923,1911,1916,1958,2027,1974,1955,1966
"Congo (Kinshasa)",8200,8300,8500,9100,9700,9000,8800,9000,9200,9300,9400,9400,9600,10100,10400,10500,9600,9500,9300,9200,9600,9800,9900,10100,11100,12100,12600,13100,13800,14666,16643,18037,19504,20980,14265,13954,13997,14129,13640,13181,12701,12795,12819,12840,12861,12883,13130,12926,12947,12968,12985,12727,12318,12358,12274,12191,12109
"Cook Islands",455,455,465,474,485,489,489,489,489,489,492,745,960,967,677,750,748,678,583,576,546,526,168,136,116,81,63,61,48,40,51,51,43,45,43,22,23,20,17,20,18,17,13,13,15,12,20,16,5,4,4,5,5,5,5,4,4
"Costa Rica",4900,5000,5300,5500,5900,6200,6400,6900,7100,7400,7500,7800,8000,8000,8000,8500,8800,9000,9000,9200,9300,8000,7900,7600,7500,7300,7000,6535,6892,12697,15011,17980,19992,24260,24530,25550,25605,27110,27343,27782,28500,28527,29937,27961,27386,26400,28509,28778,29036,28871,26007,25113,25178,26105,26853,27317,27786
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,608,652,926,1212,1224,1485,1370,1164,1353,1371,1380,1353,1357,1443,1468,1481,1492,1890,1850,1792,2174,2201,2212,2192,2063
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,86100,88800,97200,99800,93300,113821,113294,120467,119071,108323,105895,83276,79199,76512,74786,66565,65252,71767,69502,58661,56749,55923,49354,46135,48397,43617,33852,26615,20750,19446,14332,16555,14390
Cyprus,5150,4360,5810,5510,6350,6960,8960,10860,10650,10870,14450,13053,14946,14946,4320,4397,4433,4990,5097,5231,5378,5619,5952,6287,6623,6823,7023,7230,7300,7450,7450,7450,7500,7230,7200,7150,6900,6210,6210,5465,5385,5495,4820,5543,5217,5112,4609,4238,3925,2819,3103,3256,2670,2726,2880,3448,3515
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,2765,2915,3950,4050,3850,3100,2694,3236,2701,2859,2611,4257,4758,4626,4366,4159,3961,3761,3675,3550,3486,3359,3225,3073,2925,2680,2626,2325,2403,2661,2598,2545,2493
"Dominican Republic",,,,,,,,,,,,,,,,,,,,,,,,,6680,6690,6760,6480,6520,6493,8536,8476,8623,8782,8804,10629,11591,10628,8924,12383,8232,10121,11856,9784,9655,9485,11770,12310,17441,14974,21494,15158,15324,17265,17242,15885,17588
Ecuador,9500,9675,9526,10341,12812,14056,13849,15546,15596,16027,16731,17302,20695,22764,25338,29546,35471,32419,32664,34635,34997,34950,34815,31398,28108,20728,19496,20213,19870,19910,22102,22690,24940,21580,20390,21907,35832,21270,49301,59503,49127,39309,42181,39891,40279,40608,36010,39083,39528,38153,37825,36397,35641,36179,42275,33796,37679
Egypt,27000,32000,35000,40000,43512,49518,54758,58944,59364,62705,63203,65239,65670,69458,71077,77794,80567,82127,79750,82979,83132,88348,89989,95220,98137,109875,112825,116203,117040,125588,125053,147968,145847,127160,129692,127417,130152,131378,143152,138388,135663,135049,135720,136593,138220,162574,165619,149666,154682,157090,166207,175330,184581,185203,191541,176615,181069
"El Salvador",3900,4100,4200,4300,4400,4500,4600,4800,5600,6100,5000,4000,4000,4000,3920,3899,4480,4895,4475,4895,4900,4900,4895,4970,8005,8075,8355,8415,8425,8547,7161,8343,8233,8365,7133,6424,7162,6757,6462,6815,8336,8309,7664,7146,5704,6136,6896,7517,7532,4506,4834,5423,3696,3452,3575,3970,4062
Ethiopia,2300,2600,2600,2950,3150,3250,3500,3600,3700,3900,4050,4150,4150,4150,4150,4250,4250,4250,4250,4300,4300,4400,4400,4550,4550,4550,4550,4550,4550,4708,4827,4912,4910,5075,5034,5025,5005,4960,5003,4946,5195,5229,5391,6200,5688,5772,6822,5936,7090,6826,7595,6968,7573,7821,7878,7319,7404
Fiji,10,25,40,8,18,10,20,25,10,20,30,15,20,10,40,30,8,25,15,10,30,20,10,35,70,70,70,70,70,76,70,67,74,96,93,90,100,152,160,131,117,95,10,65,108,46,91,28,11,40,44,47,50,54,129,63,62
France,670,875,855,1165,1223,1565,825,887,1163,1075,1120,2296,2302,2487,2237,2787,2845,2823,2391,2301,2759,2913,2913,2315,1956,1842,1832,1532,1955,1986,1891,2206,2395,2244,2416,2480,2478,2546,2605,2628,2672,2763,2760,2495,2494,2564,3917,3985,3840,3702,3766,3894,4342,4160,4342,4695,4828
"French Guiana",,,,,,,,,,365,258,262,295,315,485,500,450,420,370,370,329,297,347,481,326,674,690,718,695,762,877,828,900,632,843,901,893,825,825,834,853,880,932,1014,1025,1126,1113,1112,1114,1081,1075,1250,1310,1359,1347,1333,1317
"French Polynesia",39,40,40,41,42,43,44,45,46,48,38,45,37,37,45,47,49,30,35,22,21,18,17,16,19,25,20,34,36,33,44,43,51,60,57,59,69,46,54,61,68,73,92,83,95,95,92,75,67,74,83,88,93,93,94,96,95
Gabon,120,120,120,120,120,120,120,120,120,120,120,120,120,140,140,140,160,160,160,180,180,180,190,200,200,200,200,200,200,204,175,182,189,194,200,206,210,215,220,222,223,224,226,227,228,229,230,230,230,232,235,240,245,239,241,244,247
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19100,16700,12000,13000,12500,11300,14800,15000,10000,13300,8800,13100,9700,27200,11000,23300,13015,22893,14292,14954,20706,30261,19555,22136,19122,17358
Ghana,7000,7000,7000,6500,9500,9700,13400,13800,13700,23000,23500,18500,24100,28100,28100,13000,8000,8000,6900,29700,29200,26200,21200,20000,17000,17000,17000,17000,16000,13539,16361,18558,21754,25949,32143,39636,39228,42618,42908,47097,47285,45472,41658,40875,38507,35200,26330,22204,22481,22853,23222,23500,24174,24540,24533,25025,25429
Greece,29850,30950,32550,34750,35950,37550,38850,41050,41650,42350,43550,45150,45750,46450,47650,48450,48600,48500,48650,48700,48900,49600,49700,51000,54435,55255,55810,57893,59351,59735,60355,60295,58133,58127,57980,58206,58557,58310,58766,59105,59173,58217,57682,57912,57771,58444,57577,57560,56287,54558,55030,55295,54298,44585,43846,44686,42747
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,465,430,430,430,430,413,444,449,450,459,456,466,479,479,498,493,487,487,483,477,471,464,483,477,443,445,439,413,427,458,457,456,454
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,375,445,495,540,460,409,392,302,342,349,209,372,421,403,427,353,656,637,723,774,617,625,610,617,609,619,633,628,650,671,684,695,694
Guatemala,6000,6400,6900,7700,7200,8900,9400,9400,8700,8600,9300,10000,10700,11500,12200,12000,13500,14000,14500,8670,8350,8400,8400,8400,8600,8800,9143,9180,9150,9040,12703,12181,9563,9702,9260,9311,9784,10338,11178,11890,15693,17394,17274,17302,18671,20619,23532,28021,28440,28654,28892,25343,26035,24382,24274,25038,24620
Guinea,25000,27000,29000,30000,31500,32000,32300,32600,33000,33300,33650,34000,34360,34710,35060,35400,34450,35098,35529,35350,35702,36058,36411,36780,37147,37500,38000,38000,38000,42000,42000,45000,42000,44000,41000,40000,42000,41937,41944,41000,41983,42011,42038,42074,41500,42249,41700,42573,42863,43150,44600,45000,43787,43412,43503,43583,43664
"Guinea Bissau",,,,,,,,,,,,,,,,,50,95,180,270,355,440,530,650,775,900,1030,1155,1280,1410,1600,1600,1545,1581,1598,1618,1640,1665,1648,1670,1691,1714,1718,1751,1781,1797,1820,1864,1891,1918,1943,1980,1991,1994,2003,2021,2039
Guyana,1500,1500,1500,1900,2033,2133,2104,2182,2270,2512,2763,2782,2795,1295,1376,1300,1500,1500,1400,1400,1500,1500,1500,1500,1600,1800,1600,1100,800,900,993,1000,1100,1200,650,400,1260,1691,1855,2717,2400,2108,2120,1804,1709,1791,2269,1816,2047,2189,1360,1460,1518,1239,1387,1100,1191
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,12550,12550,12550,12550,12550,11518,14784,13576,13409,13297,13075,12820,13012,13148,13597,13500,12600,12986,12652,14100,16622,16719,19400,20219,20344,22868,24993,27053,30707,31587,31713,31831,33186
Honduras,3382,3633,3688,3960,4037,4079,4148,3835,3974,4176,4000,4568,4600,4600,4850,5500,6000,6500,7000,7500,8000,8500,9000,9500,12000,12400,12880,13640,14399,7680,7823,11586,10052,10220,10682,10998,11288,14356,16733,15575,16075,19586,21061,22497,23931,24275,19442,19723,18591,17521,21461,23516,23967,21049,21040,20946,20847
India,93300,105000,106000,108000,113000,124000,131000,147300,140300,150300,155300,156500,155500,157500,155000,160000,145000,147000,146000,150000,160000,165000,180300,173100,172100,170500,180500,194000,202000,215000,209500,199800,220181,295500,318307,337286,366964,376918,380500,457779,426562,500665,451239,561900,473600,748000,801200,865800,939080,1000894,755300,815531,969803,1019000,1025300,993557,946902
Indonesia,20000,20000,25000,25000,25000,25000,25000,25000,25000,29000,31000,27000,34000,33400,29700,32000,32517,31000,26977,44893,55073,40000,64696,67753,72529,83000,79000,72429,52571,50217,60620,58190,36910,67200,99147,133061,132195,23681,25214,37120,35367,47824,56290,72306,67883,72390,67592,68673,60190,57083,51688,51793,48545,50810,49123,55531,58505
Iran,16500,18000,18900,20650,22600,30700,39800,48900,52700,56700,61100,66200,71400,76500,82600,85000,87900,83200,78200,77900,78800,79670,74793,89314,99712,120847,132539,148811,161435,166231,179212,180742,187358,196499,200102,201598,208703,210234,214996,221010,221818,221077,224027,230663,232973,191903,244930,219241,218279,222151,223957,232185,238359,192222,163769,180500,154643
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,38000,42260,40750,39250,42650,45941,54979,65626,70965,49817,37919,36521,35317,36854,35208,32834,31250,31250,31250,30712,30723,32550,32542,40726,43644,42013,46116,48934,59589,61676,36193,39452,40316
Israel,26500,27100,37600,38600,39600,42900,42200,42200,42200,39600,40700,39700,43300,43400,40400,40650,39710,39850,39050,38600,40455,38510,35015,36480,35990,35990,33600,32540,32660,31940,30217,29507,34329,31971,29235,29288,27820,29355,24367,22672,17370,17226,17413,18095,15868,16034,18585,17256,17039,17854,17008,20237,20689,20092,22539,20774,18905
Italy,100900,104200,109600,117700,120831,126153,131375,139868,142846,145615,150244,155453,157338,160449,162493,164647,166686,167989,168622,169711,170109,170609,172210,175281,176486,176051,175816,175802,176119,168801,176880,176025,175784,178139,179495,183088,178695,179172,177677,177717,177662,175305,169577,168071,167520,171828,170914,172201,172589,170366,169014,146895,152975,149885,150047,146962,146132
"Ivory Coast",1165,1165,1165,1165,1800,1800,2000,2000,3250,3650,4215,5647,6650,7210,7222,7802,7810,7810,7570,7037,7137,7237,7273,7550,7925,7909,7809,6752,7212,6872,7126,7209,7434,7473,7529,7679,7750,8042,7910,8071,8315,8340,8655,8787,9001,9199,9385,9269,9361,9713,9944,10141,10289,10588,10757,10877,10985
Jamaica,7270,10145,10750,10990,11120,11430,11650,12050,10210,9650,10600,11330,6100,7700,8000,8000,7080,7660,5700,7900,6410,6600,6730,6500,9700,9940,11200,11860,12550,12076,11865,12463,14387,21640,21963,22197,21677,20956,21510,20916,20949,20760,20934,19207,16898,16636,16552,16295,16947,15619,14698,13860,12268,11096,11398,11302,11158
Japan,88630,98960,110460,123470,138970,152500,161630,174580,183090,187890,192340,196480,198910,198350,195880,192180,187690,183920,180660,176090,171500,165500,160400,156080,151700,147040,142700,137420,118300,111500,107100,103800,100890,97100,93720,90080,83250,80200,78860,76300,73420,71210,69635,67333,65979,63960,60335,58949,57497,55843,54105,52103,50224,48344,46917,45590,44126
Jordan,1950,2000,2350,2350,2350,2375,2762,2228,2126,1880,1810,1320,1799,3364,2106,2655,2942,2634,3097,3464,3978,4515,3901,2982,5301,5394,5593,5635,5753,5772,5768,5760,5749,5711,5717,5808,7328,7348,7486,7627,7748,7756,6647,6702,6704,6750,6796,6885,6922,6868,6966,6981,6313,6313,6396,6243,6419
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,11,12,12,40,45,50,39,40,40,40,80,50,50,57,68,62
Kenya,2420,2420,2420,2520,2520,2520,3020,3020,3020,3520,3570,3570,3620,4120,4320,4320,4550,5065,5173,5173,5350,5820,5860,5850,5885,6170,6265,6300,6310,7907,27802,25134,24432,22539,21737,20818,20988,22881,21810,20833,20954,20390,24573,24834,23740,20981,18675,21360,24626,23447,21803,22351,24399,25704,23495,23680,21831
Kuwait,1,1,1,1,1,2,2,2,2,3,4,5,6,6,7,7,7,7,7,7,7,5,3,3,1,2,3,4,4,5,6,1,1,6,6,6,6,6,1,1,1,2,2,7,8,3,6,7,7,10,28,19,12,20,35,20,17
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,50,50,50,50,50,40,25,10,3,9,7,7,7,7,7,10,7,7,7,7,7,6,6,6
Laos,3450,3520,3620,3400,3700,3750,3950,3780,4000,4400,4250,4550,4550,4700,4200,4350,4110,3900,4400,5300,5800,6150,6980,7460,7640,7640,7640,7640,7640,7462,7367,7953,8176,8643,7614,7681,8455,8800,9214,9152,9128,9506,9289,10849,11292,12121,12851,13681,13946,14166,13222,11665,11039,11617,12183,12235,12405
Lebanon,8480,8500,9000,10115,12200,12300,11029,11261,11334,12299,12397,11739,10837,11200,10670,10780,11100,11250,10950,11150,11150,11150,11175,11250,12420,12930,14646,15100,15752,16094,16201,14726,12350,10519,10650,11778,16299,14600,14900,15205,15292,15155,16426,16890,16500,17113,16763,16810,14743,10350,9425,13409,13159,13013,12895,12797,12713
Liberia,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1850,1850,1850,1850,1900,1900,1900,1900,1900,1900,1900,1950,1950,1950,1950,1950,1950,1950,1950,1732,2798,2775,2752,2729,2707,2684,2662,2640,2618,2596,2574,2553,2531,2535,2660,3500,2050,2371,2200,2354,2241,2300,2247,2224,2229,2208,2187
Libya,1650,1780,1700,1000,1010,1000,1312,1965,1800,1640,2050,2280,1730,2320,2310,3130,4250,3170,4290,5380,8120,7500,6030,6490,6820,6500,7010,7780,8100,8680,8330,7560,6805,6580,6200,6130,6149,6275,6400,6510,6611,6604,6788,7152,7101,6829,7063,7146,7259,7324,7637,7863,8079,7760,7904,7995,8087
Madagascar,2450,2450,2450,2450,2450,2200,2200,5800,7800,7800,6950,7800,7835,10970,9575,12875,13650,14870,8325,8585,8849,8914,9065,9290,9350,12330,13150,13220,14340,14960,14340,14960,15510,14412,14925,15251,15363,15458,15650,15340,15685,15518,15805,15595,16171,16691,17812,16566,16484,15261,16046,15800,15800,15906,16150,16080,16099
Malawi,140,140,160,160,180,200,200,220,230,240,240,250,250,260,260,270,270,280,280,300,300,300,310,320,330,330,330,330,330,341,1034,781,851,773,803,799,703,703,703,648,630,608,588,574,559,537,535,534,500,492,500,500,473,455,454,445,437
Malaysia,3440,3590,3570,4300,4540,4570,4850,4780,5220,6790,6940,5450,5050,4600,4870,4550,4350,4690,4700,4800,4700,4080,3850,3900,3670,3470,3770,3730,3710,4245,4286,4558,4854,4558,4685,4539,4821,4906,5300,5096,5265,5637,6038,7335,7604,8422,9488,6079,5835,5867,8292,5083,6185,6008,4626,4576,4522
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.5,4,4,4,4,4,3,5,5,5,5,5
Mali,10000,3500,3500,3500,3600,3600,3700,3700,3700,3800,3900,3900,4000,4000,4000,4100,4100,4100,4100,4200,4200,4200,4300,4300,4300,4500,4500,4500,4500,5300,8824,8917,9038,9008,9050,9174,9807,11965,7606,17168,21372,7263,8630,26927,6982,7320,22654,23301,24558,34675,30355,29847,29993,8965,9562,29962,27603
Malta,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,140,140,136,208,219,173,160,181,90,120,235,252,243,270,235,227,181,211,190,196,217,181,193,202,156,140,151,141,122,104
Martinique,70,70,75,80,80,80,90,90,110,110,130,130,130,170,170,170,210,210,240,270,90,330,240,400,487,523,503,450,448,372,320,290,317,276,268,256,240,260,262,254,194,282,222,291,336,331,193,182,203,243,246,246,247,247,248,248,249
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,12,12,15,15,22,22,35,22,35,45,40,50,46,62,100,95,98,98,103,109,114,121,128,134,140,147,154,161,170,180,189,198,206,214
Mexico,97775,106498,107296,110259,122673,133617,173604,177527,180527,193720,215755,217411,232715,228570,237272,220639,232159,230778,237146,247262,260201,276023,291358,249322,218708,226204,265718,255596,265955,268748,276310,323709,348967,369348,391344,440393,435351,448026,463814,492054,502194,507437,524563,538829,516230,518173,546189,564832,556361,562490,558607,553260,556979,564070,565289,564386,582514
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,682,782,904,999,909,1011,1012,1039,1045,1077,1070
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,58950,69950,69950,69950,72250,73244,73719,73747,74550,74792,75600,75504,75510,75970,76630,77280,76330,77100,77608,78516,80100,81800,87891,93300,78588,97700,101025,108014,111682,115203,118731,123172,125661
Mozambique,4900,4900,6200,6400,6200,6200,6200,6200,6400,7500,7900,7400,8900,8900,8500,8500,8600,8600,9100,8900,9200,9200,9700,9700,9200,9200,9200,9200,9200,9520,9098,5950,6721,6433,6705,7109,7296,7767,7616,6080,5621,5243,6481,6640,6773,7204,7343,7695,7873,9890,10932,12995,14260,6829,6919,7561,7862
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,203,213,180,200,220,250,300,70,200,240,203,215,225,235,255,260,273
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17720,18417,20850,20140,13159,12160,13197,14150,14706,15712,17120,16720,17474,15277,13931,14606,15207,15832,19915,22483,22901,23609,24089,23628,25497,25261,24885,27122
"New Caledonia",,,,,,,,,,,,,,,,,,,,15,15,40,70,15,15,15,15,15,15,15,29,37,45,46,46,53,68,81,83,97,97,81,69,120,140,169,160,162,157,162,171,180,165,166,416,523,394
"New Zealand",500,546,570,620,671,690,769,721,1005,1108,1299,1315,1538,1574,1588,1847,1781,1845,1936,2003,2526,2802,2826,3015,3092,2692,2714,2686,2204,2894,2980,2539,2432,2579,2600,2491,2520,2543,2550,2781,2893,2735,2687,2748,2405,2424,2573,2740,2672,2622,2701,2660,2659,2781,2700,2672,2648
Nicaragua,5600,6000,6400,6700,7100,7400,7700,8000,8500,9000,9400,10000,10000,10000,10000,10500,11000,11500,11200,11000,11200,11300,11500,12700,12900,13200,13400,13600,13800,14250,14466,14800,14900,15056,15200,15200,15350,15350,15400,15400,15900,16350,16850,16300,16800,16790,19790,19864,19950,20699,21271,21740,22365,22498,23166,23720,24269
Nigeria,300000,300000,300000,300000,300000,300000,300000,300000,300000,450000,450000,450000,450000,450000,450000,450000,450000,450000,550000,550000,550000,550000,570000,570000,570000,570000,570000,570000,578000,580000,630000,650000,680000,640000,643589,660000,680000,710000,730000,727596,722621,724934,726690,728866,731000,722748,732000,720658,780000,790000,795000,800000,795000,791867,821533,831265,839628
Niue,4,4,5,6,7,8.65,10.3,11.95,13.6,15.25,16.9,18.55,20.2,21.85,23.5,25.15,26.8,28.45,30.1,31.75,33.4,35.05,36.7,38.35,40,40,45,45,45,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,22,22,25,23,24,25,26,27,26,24,24,24,24
Oman,3000,3000,3000,3000,3000,3000,3000,3000,3500,3500,3560,3000,3000,2800,2800,2500,3000,3000,2071,2071,2034,2034,2034,2034,2034,2050,2100,2400,2435,2450,2000,2050,2080,2085,2090,1950,2000,1750,1700,1678,1620,1690,1440,1210,1242,1242,1231,1231,1233,1233,1236,710,1200,1208,1208,1207,1302
