Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Australia,1424.68352,1424.68352,1333.184,1829.872,1027.343549,1004.032111,414.1706378,705.2283181,998.2895798,1374.29311,1613.200712,2305.928964,2926.730457,3578.35151,4266.921254,5002.482722,5456.520671,6143.734777,6832.226745,7468.944106,8166.067244,8837.850581,9353.066412,10034.12762,10787.35014
Austria,2.43756,3.88944,5.636486392,235.2647866,261.1055906,357.9315198,420.7861129,500.8283867,610.3392316,701.821024,713.626554,863.101239,968.7769159,1072.191814,1158.343592,1145.809662,1152.466321,1195.890376,1248.532251,1308.202186,1483.190742,1535.800747,1612.466143,1602.596437,1642.800765
Belgium,,,484.2999758,484.2999758,495.7895652,501.9913336,602.1972766,726.9940873,881.2234705,935.5824154,1127.799205,1211.528436,1438.419166,1608.868278,1693.400325,1745.350505,1876.642176,2079.103244,2206.761473,2391.456871,2508.714714,2614.050442,2733.360881,2703.012406,2811.79733
Bulgaria,,0.003135561,0.010681702,0.023037032,2.156233913,6.58680843,11.55488838,18.35957831,28.72076247,40.98697836,57.33330838,75.17369601,96.60038738,126.50355,180.3438095,298.7635234,447.162429,545.1970855,841.8353168,897.32488,927.0681082,1038.933005,1109.35923,1277.857619,1423.812859
Canada,970.584,1056.72,829.836,784.347,738.8581,693.3690772,1165.507359,1568.526338,2172.324992,2805.996923,3400.328431,3787.729348,4270.189472,4615.424279,5215.226023,5677.878532,5828.268433,6222.86896,6123.515935,6698.958721,7477.165053,7991.640272,8277.680179,8564.621246,9024.460428
Croatia,,,,,,57.279335,80.066539,106.138843,139.060601,166.6979895,199.209344,224.96256,261.9265545,304.770123,347.888372,386.117676,422.6992587,469.5146916,490.3328081,495.6468735,543.951452,563.133823,564.960584,577.7112811,582.7729385
Cyprus,0.1456139,0.1555962,0.164247,0.217109005,0.703038572,2.698924599,3.606919956,6.087035535,9.378557397,14.14401606,20.37717528,30.84772332,41.18802976,52.54081794,67.17961356,92.60439281,144.7143345,169.8182964,195.3098419,221.8403562,246.3442208,274.7043052,315.7423559,324.7036659,320.5407986
"Czech Republic",,,,,,0.228578729,34.67548338,99.01663923,134.1517507,147.5990096,203.9876225,308.5853191,400.5789005,508.6405409,602.4664393,700.7652017,937.2303609,1282.335131,1511.870892,1639.133726,1947.706425,2219.110929,2395.386996,2621.18219,2830.382249
Denmark,,,3.6896,102.28704,146.3576507,241.4844749,379.9837522,377.5328797,477.676722,587.206412,710.6722097,747.1134701,794.6239204,829.3703787,894.7548846,951.9054086,977.6255475,1010.203862,1014.581389,964.7737247,971.9094929,908.385404,826.1372788,810.6413948,735.4356459
Estonia,,,17.51317997,20.01969468,22.91492999,28.45439986,34.55828015,41.31382006,52.25183962,63.3943634,79.14731383,97.18671621,98.83061065,104.8679516,119.3273342,134.9582685,154.566199,170.3677401,150.3948174,157.5295992,175.4325053,183.0029356,193.0343221,206.4583965,216.5220411
Finland,0.024024986,0.031951168,0.04050453,0.19054197,5.34457813,26.90225274,74.18874828,149.487602,247.0764875,330.6275695,559.3184651,592.1171707,634.024976,635.7446097,688.6494615,895.4224778,910.5522552,1149.94357,1338.789163,1425.562097,1820.344654,1587.895811,1517.247608,1612.490604,1743.278988
France,4402.199943,5124.376818,4417.807529,2936.382681,1952.570637,1912.11375,3259.836237,4111.588669,4349.232481,5383.414986,6642.946443,8086.234332,9397.311799,10764.99395,11754.87105,12676.03226,13686.26855,14595.13116,15788.18976,16311.60956,17363.79981,18579.79381,18987.8598,19170.73933,19398.68252
Germany,50.32,45.92200626,287.5644591,2492.855837,2683.098179,2606.073599,3392.977973,4134.199089,4837.332355,5161.164831,5972.05164,7346.293146,7943.214758,8102.161792,8546.578695,8752.627647,9135.858263,9422.417491,9368.027967,9613.58055,9914.686969,10353.25835,10547.63492,10569.43403,10750.36778
Greece,1182.816,1400.08,1149.072,2032.439153,2712.112463,4157.37597,4820.165372,5166.488028,5767.514295,6721.14603,5261.831864,4781.388448,5090.065588,4733.355623,4927.91153,5077.45228,2722.453406,3245.140661,3710.348217,3964.124655,4388.668021,4661.655098,5061.776915,5650.218598,5758.128639
Hungary,,,3.714540369,3.714540369,18.57827365,41.64838243,54.50586337,120.8428016,202.777663,373.0048752,273.4417684,355.9439228,447.1507317,579.923813,704.4162742,804.0150805,948.6676067,1033.270197,1163.874534,1118.162075,1223.008925,1345.294507,1184.634136,1280.34083,1428.159897
Iceland,,,,1.464132459,2.338448075,10.22573792,18.59301239,28.7593385,43.21193692,48.82707518,43.24268422,48.64162603,46.07613844,56.73714347,60.24849211,69.98391807,70.27122205,74.0507554,85.00633433,114.1625036,148.7445061,146.1355685,173.3640131,169.5969999,162.9243094
Ireland,1.234092333,1.407118763,1.654605062,3.591074274,10.95632901,103.1902443,171.0651142,283.8591592,374.287879,376.4074002,456.6622838,590.2019819,607.0101267,685.723996,682.541886,678.876666,899.1576534,906.2819478,845.8090661,915.1432193,932.0767004,955.2239388,948.6423313,1070.05099,1155.417527
Italy,444,449.2973511,453.3980782,449.2788437,588.8261278,813.4408762,551.050451,957.9732649,1476.800076,1956.027687,2098.157369,2735.607881,3466.475805,4281.460042,5122.706311,5998.318587,6810.980768,7649.881868,8379.198667,9094.789383,9725.273076,10326.37859,10844.35001,11501.96149,11977.7137
Japan,15932.30986,17349.61294,17767.22404,18129.15828,21051.89521,25213.12525,24597.86416,24436.52645,23741.87942,24368.05854,22851.86369,19462.33837,16236.28583,16228.32223,12420.81079,12781.73751,14626.95715,16707.06828,19284.8218,20937.10929,23304.96908,26071.19828,29348.38662,32087.65577,35784.94345
Latvia,,,,,,11.501628,12.58622014,12.72836819,15.33016158,17.06699563,20.4570997,23.92459282,27.20308868,31.18425199,47.53871358,63.47736408,98.08685053,123.5869526,142.0192261,152.1385909,164.4176524,184.9725173,190.2078969,204.3533635,212.0638712
Liechtenstein,0.00010441,0.009883353,0.088262574,0.200819942,0.513733497,1.352533913,1.717824726,2.113919621,2.734890826,3.343238518,4.103472211,4.935652087,5.471203998,6.128548931,6.962060859,7.36154383,7.814550345,8.494004441,9.190727978,9.341047511,10.25005257,10.77014616,11.49884398,11.95083792,12.14665961
Lithuania,,,,0.027872921,0.092760256,6.212737489,7.683974711,10.21964768,13.90154593,17.50342316,22.08319879,28.59399935,36.40853342,47.87998851,69.09680077,90.30890387,120.0175321,155.8877435,194.5511738,216.1143721,259.5155704,306.5378713,351.0308367,405.1462926,449.479788
Luxembourg,7.15E-05,0.001167814,13.68069081,14.69768634,15.97892251,17.9033492,19.63229534,22.04716058,24.45189692,26.24541047,28.98160744,32.84757852,35.64944339,37.9345721,39.99332332,38.9949017,41.87720185,46.45579976,48.80910493,49.67397842,52.32807152,55.19340517,57.53112092,61.1682223,66.07668799
