Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Japan,,,,,,,,,,,,,,,,,,,,,,,,,15939.26726,16566.47614,17001.34849,17464.56866,17671.85552,17952.62758,19094.76283,19222.08006,20305.6888,20992.28857,21777.75691,22927.16354,23560.30301,24450.25408,24977.15294,25375.58895,26315.61743,27210.67583,28345.08727,30271.71449,29875.3132,30570.15428,31539.46674
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,16246.70114,16922.21343,17869.43609,18724.9025,19783.95812,22107.34642,23657.01685,25353.59032,24287.50678,25147.35793,25020.79501,26926.3804,28259.66213,29447.53871,29275.29285,28699.61432,29079.33876,29740.82882,30294.89441,30433.84388,30463.13318,31072.5146
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,9371.716113,10154.75277,10575.9671,10507.21277,10920.15938,11880.71752,12911.20989,13616.20057,14151.16887,14773.8473,15112.81101,15796.951,16849.36866,17812.39138,18560.94249,19057.34956,19143.92512,19510.81596,20476.25965,21513.03726,21921.33072,22494.78321
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,19367.52338,19990.92758,20205.44091,20508.45347,21452.89914,22705.01981,23821.97059,24939.67654,25537.17222,26439.60382,26486.20745,27330.07183,28396.90827,29615.3827,29714.25582,31239.87364,32556.71276,33787.55567,34700.42344,35590.81511,35834.9179,36871.38189
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,13169.22183,13477.21595,13790.92945,14451.58576,14579.75919,15703.66893,16970.39879,18883.27656,19477.23543,20570.71803,20437.17113,22125.24181,22934.5693,24398.72806,24594.3729,22349.95414,20634.90213,19589.95179,19102.29926,19644.00116,19235.09262,19173.62077
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,11662.85015,12084.60765,12563.74024,13173.60837,14142.55714,15519.58769,16136.95384,17057.0516,17187.77043,18007.5941,18735.86237,19510.20227,19964.35003,20893.04807,20856.11079,21536.38015,20623.88335,20458.3144,21502.67531,21510.58019,21990.81814,22781.83365
Australia,3483.951388,3640.400595,3946.47999,4435.684857,4910.848396,5315.310067,5713.412665,6079.757945,6630.608135,7214.108258,8128.252649,9056.975743,9370.37396,10042.19443,10582.73645,11111.31289,11206.75344,11686.18122,12585.9798,13455.08801,13808.80171,14192.98313,14742.70223,15278.02163,15983.41834,16658.69178,17502.76311,18144.68244,18862.70903,19740.9458,21303.76445,22450.14668,23110.6233,24092.10709,25808.51985,26124.09681,27088.75316,28966.174,30495.36588,30429.1731,32031.45629,33349.20872,33369.62727,35489.08989,36304.79064,36247.02358,35692.92928
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7259.418917,7574.613902,8259.862296,10003.18607,10472.66682,11247.58091,11485.47057,12110.84646,13576.16021,14923.62212,15998.48742,16232.04618,15917.36889,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,17849.62043,18353.41942,18815.77585,19105.45441,19621.8169,21194.14668,22033.66701,23201.69615,23299.00785,23883.19634,23962.65,25104.99726,26201.66054,27332.10116,26693.70605,27634.66605,27815.22658,27192.9267,27408.88843,27163.29022,27308.4706,28457.28197
Canada,,,,,,,,,,,,,,,,,,,,,,,,16571.99673,16805.09974,17100.57124,17340.8829,17838.40095,18406.68284,19176.67928,20201.13158,21177.63796,21741.7545,22217.93572,23324.78284,24123.04388,25118.77287,26437.72084,27282.27865,27296.08382,28394.54554,29016.19641,29615.53796,30579.05777,31175.5895,31347.69632,32149.94226
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,10522.27159,11108.10657,11906.26845,12259.45585,12840.71199,14253.9134,15014.0356,16294.32695,16229.78255,17047.91282,17539.40069,18288.81905,19226.15216,20603.78957,19856.46148,20419.9802,20970.00207,20941.78003,21310.11282,21486.96573,21612.65268,22402.50304
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,20122.98383,20654.42515,21409.59248,22046.71531,22909.30691,24660.21746,25700.87006,26988.63461,26354.32154,27094.25312,27365.34708,29029.06052,31620.56523,33039.61837,33351.7801,33172.44808,34203.77625,35763.99847,37535.92044,38403.16037,38469.35893,39440.56323
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7541.009533,7502.634914,7902.740351,8353.161542,8582.388768,8840.123682,9007.380813,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,5997.679327,7435.524225,8359.430955,8808.923502,8554.492136,9221.61265,10084.07911,11153.19474,10951.79283,11475.59958,12085.05685,12791.67178,14466.16173,16118.73358,16531.83075,18020.70359,18161.41663,18753.14611,19510.7313,20280.59615,20966.08959,21566.38662
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,12318.29195,13234.1285,13811.40534,15026.17544,15684.7656,17396.4109,19223.43903,20422.91001,20952.22906,22235.01651,23336.10631,24398.02828,25210.48243,25899.09932,24609.45552,25001.76553,24115.88462,25249.95464,25133.72228,24830.18255,25383.9455,26358.99445
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9319.675938,9815.729865,10339.37248,11347.26492,11779.53898,12441.38121,11490.53587,12228.48607,12843.32766,13250.11184,13793.66323,14021.06163,14317.74669,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,6475.186461,7006.357268,7582.677717,8085.059647,8553.998328,9296.340081,9874.439632,10585.075,10624.18736,10925.95513,10718.95408,11448.89732,12754.14773,13755.4229,14476.67201,15964.47125,16756.50288,17821.65335,18401.78421,18780.24327,19293.81361,20294.74407
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,17534.47059,17770.65231,18150.39073,18451.83989,19114.55659,21578.33431,22598.55445,23962.99153,23802.35554,24229.11229,24504.23152,25519.20945,26200.8609,27739.84061,28149.43677,28938.23026,29416.76931,30279.5001,31310.76696,31901.8664,31971.00285,32364.0765
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,14801.76105,15119.10177,15161.22323,15641.65406,16874.70032,18758.64908,19760.64391,21210.4816,21116.24402,21840.58853,22108.60514,23750.44627,25630.13717,27264.84409,27372.37224,27787.56917,28906.23511,30421.31149,30608.32616,31228.24758,31299.09131,31946.86843
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14921.97221,16969.57625,18120.38209,19794.55909,19955.68611,20760.735,21141.25434,22135.77349,22169.05454,23161.4483,23388.2657,22855.60553,22980.70042,22762.07307,23283.01126,23953.10944,24651.49868,25307.55141
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,5423.352941,5688.809438,6054.230719,6330.959068,6563.311104,7356.579009,7685.105061,8486.453899,9061.259957,9959.655268,10815.47566,11884.22481,13548.44763,15124.81134,14520.06174,14867.43122,15886.49425,17008.66929,17847.60607,18680.06563,19525.41335,20461.84042
Norway,,,,,,,,,5508.46285,6036.956108,6883.635272,7656.09739,8099.204335,8563.072417,9138.459453,9643.884951,10028.5464,10371.55554,10787.45382,11380.40205,12055.95203,12824.41386,13624.03719,14386.94157,14927.32569,15556.59449,16552.44723,17257.73181,18237.80433,18756.81491,20430.51392,20726.86432,23322.60406,24048.03254,25403.80623,26859.66647,26403.11568,28632.73116,29996.91891,30757.13874,31367.10763,32326.1362,33770.92174,35738.00269,36619.70244,37728.7809,37553.75215
"South Korea",,,,,,1096.595938,1282.292061,1470.683282,1726.343898,1965.6416,1968.565965,2237.635786,2511.435886,2865.82878,3274.667671,3621.281094,4165.33701,4796.656832,5463.954719,6103.740628,6915.103717,7860.0916,8400.757522,8987.769169,9624.699663,10426.81209,11245.85563,11559.4063,11386.82551,11722.07958,12242.6861,12671.70646,13447.08865,13979.92617,14830.17655,15479.01991,16345.7938,17207.95996,17885.57012,18110.14663,18984.01801,19795.80231,20494.77291,20838.96771,21223.79665,22411.5348,23222.20289
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,15157.68669,16206.22131,16851.9692,17065.9281,17865.11857,20344.41905,21883.27037,23200.5677,23629.92681,25011.88243,24592.44334,25681.43949,26298.69913,26799.26548,26753.2146,27629.67405,27545.05009,28624.91766,28739.99498,29103.18859,29671.75825,30368.80984
"United States",4108.264154,4439.296487,4773.34483,5280.441429,5743.785094,6336.897375,6828.054822,7428.269573,8207.056969,9013.901242,9925.958248,10914.92259,11603.37445,12348.29092,13514.3283,14254.35354,14992.6677,15714.40466,16930.00089,18020.53525,18988.27836,19504.81581,20590.5504,21196.44809,21968.69815,22841.10364,23713.82913,24670.9548,25998.9401,27012.64014,28729.47416,29894.58962,31030.64252,32297.94408,33982.09055,35255.01523,37246.27629,38571.17978,40025.95605,39573.47162,40320.74204,41892.27341,43568.23256,43399.13727,45287.63553,46902.98371,47842.27608
