Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.6,3.7,3.6,3.6,3.6,3.8,3.5,3.7,3.5,3.7,3.5,3.6,3.7,3.8,3.8,3.8,3.6,3.9,3.7,3.7,3.4,3.5,3.6,3.4,3.6,3.7,3.7,3.7,3.8,3.6,3.6,3.7,4,
Bulgaria,,,,,,,,,,,,,,,4,3.8,3.7,3.8,3.7,3.5,3.4,4.5,3.9,4.1,4,4.2,3.7,4,4,3.7,3.4,4.1,3.9,3.9,3.8,4.1,4.4,4.4,5.4,5.1,4.7,4.2,4.6,4.8,5.6,5.1,5.4,5.1,5.1,4.6,5.7,5,5.4,5.2,6.2,6.4,5.9,6,6.5,5.5,5.2,5.5,5,
Canada,1.6,1.7,1.7,1.5,1.7,1.6,1.9,1.9,1.6,1.8,1.8,1.5,1.7,1.9,2,1.8,2.2,2,2.1,1.8,2.2,2.2,2.2,2.3,2.2,2.2,2.4,2.4,2.2,2.4,2.6,2.4,2.6,2.4,2.4,2.4,2.4,2.6,2.7,2.3,2.6,2.5,2.3,2.3,2.3,2.2,2.1,2,1.9,1.8,1.9,1.9,1.7,1.6,1.5,1.4,1.3,1.2,1.3,1.2,1.1,1,,
Chile,,,,,,1.2,1.3,1.4,1.3,1.6,1.3,1.3,1,1.6,1.3,1.8,2.2,1.6,1.7,1.5,1.4,2,2,2.1,2.4,2.5,2.3,2.1,2.3,2.4,2,2,2.3,2.3,2.3,2.6,1.8,1.9,1.9,1.9,2.2,1.8,2,1.9,2,2.2,1.7,2,1.9,1.6,1.4,1.4,1.5,1.4,1.4,1.4,1.3,1.3,1.2,1.4,1.1,1.2,1.2,
Colombia,,,,1.3,1.5,1.2,1,1.1,1.8,1.6,1.5,1.2,2,1.8,1.9,2,1.7,1.5,1.5,1.5,1.5,1.5,1.5,1.85,2.2,2.2,1.8,1.9,1.9857,2.0714,2.1571,2.2429,2.3286,2.4143,2.5,2.4,2.7,2.6,2.6,2.8,2.8,2.6,2.6,2.6,2.9,2.8,2.9,2.6,2.4,2.8,2.7,2.8,2.6,2.2,2.4,2.4,2.2,1.9,2,1.9,1.8,1.5,,
"Costa Rica",,,,,,,,,,,,0.7,1.8,1.4,0.8,1.4,0.6,0.9,0.6,0.9,1.3,1.6,1.2,2,1.4,2,1.1,2.3,1.4,0.8,1.6,1.3,1.8,3.5,2.55,1.6,3,2.3,2.7,3.3,2.1,2.1,2,1.4,1.7,1.9,1.3,1.9,1.7,2.2,1.5,2.3,2,1.7,1.9,1.7,1.7,1.1,1.9,1.6,1.9,1.1,1.3,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,8.9,8.1,7.8,8.2,8.6,7.5,7.7,7.4,7.7,7.2,6.1,8.4,8,8.2,7.6,6.9,6.4,5.9,6.3,6.2,5.9,6.3,5,4.8,5.3,4.5,4.2,4.3
Cuba,,,,,,,,,,,,,,,6.2,6.45,6.7,6.95,7.2,5.7,6,6.1,5.3,5.7,5.1,5.1,5.8,5.4,5.7,5.6,5.3,6.1,5.6,4.9,5.3,5.5,5.1,5.4,5.4,5.3,5.7,5.8,5.9,5.9,6.1,6.3,6.3,6.4,6.8,7.7,6.9,6.7,6.8,7.2,7.4,7.4,7.9,8.2,7.1,7.4,7.9,7.2,8.3,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.3,4.8,4.7,5,4.5,4.3,4.7,4.5,4.3,4.3,4.2,4.2,3.4,3.6,3.6,3.2,3.8,3.3,3.5,3.1,2.9,2.6,2.6,2.5,2.7,2.9,2.5
Czechoslovakia,,,,2,2.5,2.6,2.6,3,2.8,2.7,2.7,2.9,2.9,2.8,3,3.4,3.5,3.1,3.4,3.6,3.6,3.3,3.6,4.4,4.4,4.4,4.1,4.3,4.7,4.1,4.7,4.6,4.6,5.3,4.6,5.1,5.5,5.3,5.5,5.4,5.6,5.4,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,0.9,0.8,1.2,0.9,1.1,0.9,1.1,1.4,1.1,1,1.1,1.1,1.3,1.3,1.1,1.2,1.4,1.2,2.2,2.2,1.6,1.6,1.3,1.6,1.9,1.8,2,2,2.3,2,2.5,2.6,2.9,2.6,2.4,2.2,2.1,2.1,2.5,2.1,2.5,2.5,2.2,2.5,2.4,2.5,2.5,2.2,2.3,1.6,2.4,2,1.9,1.9,1.8,1.8,1.7,1.5,1.4,1.5,1.1,
"Dominican Republic",,,,,,,,,,,,,,,,0.5,1.2,0.7,0.6,0.8,1.3,0.9,0.9,1.1,0.6,0.7,0.9,0.7,0.6,0.8,1.5,2,1.6,1.4,1.1,1.5,1,0.8,1.2,1.3,1.3,1,1.3,1.2,1.1,0.9,1,1,1,0.8,0.8,1.1,0.95,0.8,1,1.4,1,0.8,0.75,0.7,1.2,1,,
Ecuador,,,,,,,,,,,,,,,,,,,0.7,1,0.9,0.8,1.1,1.3,1.3,1.3,1.3,1.3,0.9,0.8,1.2,0.9,1.3,0.8,1.1,0.7,1.1,1.1,1.1,0.5,1,1,0.8,0.7,0.9,0.7,0.9,1,0.8,0.8,0.8,0.8,0.5,0.7,0.8,0.7,0.6,0.6,0.5,0.6,0.7,0.7,0.7,
Egypt,,,,,,1,1,0.9,1.1,1,0.8,1,0.8,0.8079,0.8158,0.8237,0.8316,0.8395,0.8474,0.8553,0.8632,0.8711,0.8789,0.8868,0.8947,0.9026,0.9105,0.9184,0.9263,0.9342,0.9421,0.95,0.9579,0.9658,0.9737,0.9816,0.9895,0.9974,1.0053,1.0132,1.0211,1.0289,1.0368,1.0447,1.0526,1.0605,1.0684,1.0763,1.0842,1.0921,1.1,1.2,1.2,1.3,1.2,1.1,0.9,1,0.9,0.9,1,1,,
"El Salvador",1.1,0.4,0.5,0.6,0.5,0.4,0.3,0.35,0.4,0.2,0.3,0.4,0.2,0.2,0.1,0.4,0.4,0.5,0.1,0.2,0.5,0.4,0.2,0.3,0.3,0.3286,0.3571,0.3857,0.4143,0.4429,0.4714,0.5,0.5,0.5,0.2,0.2833,0.3667,0.45,0.5333,0.6167,0.7,0.6,0.3,0.2,0.5,0.8,0.4,0.2,0.1,0.4,1.1,0.9,1.1,1,1.3,0.5,0.4,0.8,0.8,0.7,0.8,0.6,0.9,
"England and Wales",2.9,2.9,2.7,2.6,2.3,2.4,2.3,2.3,2.3,2.2,2.3,2.1,2,2.1,1.8,1.9,1.9,1.8,1.6,1.8,1.9,1.8,1.6,1.7,1.8,1.7,1.8,1.6,1.7,1.8,1.6,1.8,1.7,1.6,1.5,1.7,1.7,1.7,1.7,1.8,1.6,1.7,1.7,1.6,1.5,1.5,1.5,1.5,1.4,1.3,1.3,1.4,1.3,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1,1,0.9,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,3.6,4.5667,5.5333,6.5,5.6,5.4,4.3,5.9,4.1,5.4,6.2,6.6,7.9,5.4,4.9,4.5,6.3,4.5,3.6,4.4,6,4.8,4.5,4.9,3.5,3.4,3.6,3.3,2.9,3,2.7,
Finland,,,2.6,3.2,2.7,2.9,3,2.5,2.4,3,2.8,2.8,2.9,2.8,3.8,3.8,2.6,3.2,3.1,3.1,2.8,2.4,3.5,2.5,2.6,2,2.3,1.9,1.9,2,2.3,2.1,2.5,1.7,1.3,1.4,1.8,1.5,1.3,1.6,1.3,0.9,1.1,1,0.9,0.8,1,1,0.8,1.2,0.6,1,0.5,0.9,0.7,0.5,0.7,0.7,0.6,0.7,0.8,0.6,0.6,0.5
France,9.6,9.65,9.7,8.2,8.6,8.6,8.6,8.9,8.9,9.3,9.6,10,10.1,10.7,10.5,10.9,11,11.5,11.3,11.5,10.9,11.1,11.8,11.7,12,12.2,12.5,12.1,11.8,11.6,11.5,11.1,10.7,10.2,10.3,9.9,9.3,8.9,8.4,8.2,7.7,7.4,6.9,6.7,5.9,5.5,5.4,4.9,5.1,4.5,4,3.6,3.2,3.2,2.9,2.8,2.5,2.4,2.1,2.1,2,1.9,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,4.8,4.9,5,5.1,5.3,5.7,4.9,5.7,5.4,5,4.5,4.5,4.5,4.6,3.8,3.6,3.7,3.3,4.4,3.3,4,4.7,5.4,4.7,3.5,2.9,3.6,4.3,1.7,3.1,3.1,
Germany,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.3,2.2,2.3,2.3,2.4,2.35,2.3,2.4,2.4,2.7,2.5,2.5,2.5,2.7,2.6,2.7,2.7,2.8,2.6,2.6,2.4,2.6,2.4,2.3,2.2,2,2.1,1.9,2,1.9,1.9,1.9,1.8,1.6,1.6,1.5,1.5,1.6,1.4,1.4
Greece,,,,,,,,,,,,4.3,4,4.9,4.1,4,4.7,4.6,3.9,4,3.9,4.1,4.4,4.1,4,3.8,4.2,4.1,4,4,3.9,3.5,3.9,4,3.4,3.7,3.5,3.4,3.7,3.5,3.8,3.4,3.4,3.4,3.2,3.3,2.9,3.1,2.9,3.1,2.8,3,2.8,3,3.1,2.6,2.8,3.3,2.9,2.6,2.6,2.8,2.6,
Guatemala,,,,,,,,,,,,,,0.5,2.4,1.3,2.1,0.9,1.1,1.9,1.1,0.9,1.0667,1.2333,1.4,1.3,1,1.3,0.7,0.8,1.1,1,0.7333,0.4667,0.2,0.45,0.7,0.8,1,0.9,0.9,1,0.7,0.8,1.4,1,0.9,1.1,0.7,0.5,0.7,0.9,0.8,0.8,0.7,0.7,0.9,0.9,1.1,1,0.8,0.7,0.9,
"Hong Kong",,,,,,1.7,2,1.7,1.1,2,2.6,2.2,1.5,2.1,2.5,1.4,2.5,1.7,1.7,2.9,3.2,3.5,2.6,3.9,4,3.7,3.7,4.4,3.9,4.2,3.9,3.4,4,3.5,2.8,2.9,3.2,2.9,3,2.9,3.1,2.7,2.3,2.4,2.8,2.5,2.2,1.8,2.1,1.6,1.6,1.5,1.6,1.3,1.4,1.3,1.2,0.8,1.1,1.1,1.1,0.8,0.9,0.9
Hungary,,,,,,3.9,4.1,3.6,4.3,3.9,4.1,3.9,4,3.9,4.1,4.2,4.2,4.2,4.7,4.5,4.7,5.9,5.8,5.2,5.3,5.7,6,5.8,6.4,6.2,5.7,5.6,6.4,7,7.1,7.3,7.8,7.6,7.7,8,8.4,9.9,9.3,8.9,10,9.1,8.7,7.9,8,8.6,7.7,7.6,7.9,7.3,7,7,6.7,6.8,6.6,6.7,6.9,6.5,6.4,6.3
Iceland,,1.1,1.5,1.3,1.1,0.9,1.0571,1.2143,1.3714,1.5286,1.6857,1.8429,2,2.3,1.2,1.2,1.2,1.1,1,1,1,1,1,1,1.5,1.5,0.9,1.4667,2.0333,2.6,2.4,1.2,0.9,1.7,1.7,0.5,0.8,1.1,1.2,0.8,0.8,0.8,0.6,0.4,0.7,0.55,0.4,0.4,1.2,2,1,1.1,0.3,0.4,0.5,0.6,0.5,0.5,0.5,0.5,,,,
Ireland,2.5,2.2,3.4,2.8,2.9,2.9,2.1,3.1,2.6,2.3,2.7,2.6,1.8,1.5,2.2,2.1,2.2,2.2,1.9,2.1,1.9,2.1,2.2,1.6,2.1,2.4,2.3,2.1,2.4,2.3,2.2,2.9,2.5,2.1,2.3,2.6,2.5,2.6,2.4,2.5,2.4,2.4,2.1,2.3,1.9,1.3,2.2,2.5,1.7,2,2,1.7,2.2,1.9,1.4,2.1,2.4,2.3,1.3,1.9,1.5,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.1,2.8,2.4,1.5,2,1.8,1.9,1.1,1.2,1.4,1.4,1.1,1.4,1.1,0.9,1.6,1.4,1.3,1.6,2,2,2.1,1.9,1.4,1.3,1.5,1.1,0.8,1.4,1.1,1,1.1,1.2,1.4,1.2,1.1,1,
Italy,,3.2,3.3,3.3,3.5,3.7,3.9,4.1,4.3,4.3,4.4,4.5,4.9,5,5.4,5.6,5.7,5.5,5.8,6.4,6.3,6.5,6.5,6.6,6.6,6.6,6.6,6.7,6.8,7,6.5,6.8,6.6,6.9,6.3,6.3,6.3,5.8,6,5.5,5.4,5.2,4.6,4.5,4.3,4.1,4.1,3.8,3.8,3.4,3.2,3,3.2,3,2.8667,2.7333,2.6,2.5,2.4,2.4,2.3,2.1,2,
Japan,2,1.7,1.8,1.9,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.7,1.5,1.5,1.5,1.6,1.6,1.5,1.5,1.5,1.7,1.5,1.6,1.5,1.6,1.4,1.3,1.3,1.3,1.2,1.2,1.1,1.1,1,1.1,1,1,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.5
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,6.8,6.6667,6.5333,6.4,6,6.2,6.2,5.6,6.9,6.6,7.2,6.7,6.6,6.7,6.3,6.3,6.1,6,5.8,4.8,5,4.7,4.4,4.3,4.2,4.3,4.2,4.1,3.5,3.35,3.2,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,4.9,5.3,5.7,6.1,4,2.6,2.9,4.3,4.5,3.8,2.7,1.8,1.9,2.3,2.9,0.7,0.7833,0.8667,0.95,1.0333,1.1167,1.2,0.5,0.3,1.3,2.2,0.8,0.6,1.2,0.7,2.7,0.1,1.15,2.2,0.3,0.4,1,0.8,1.1,0.8,1.3,1.5
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,2.6,2.5667,2.5333,2.5,3.3,3.9,2.9,3.6,4.3,4,3.2,4.2,3.5,3.4,3,3.1,1.6,2.3,1.8,2.6,2.2,1.8,1.7,2.6,1.6,2,1.8,2.3,2.1,2.4,2.4,1.8
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,5.3,4,4.9,3.7,4.4,4.3,5.6,7.6,6.5,6.6,6.8,5.6,7.1,7,6.9,6.5,5,5.2,4.8,5.5,5.8,4.8,5.7,6.5,6.6,4.5,5,6.5,4.9,5.4,5.2,4.3,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.4,4.8667,5.3333,5.8,5.5,5.9,6,5.8,6.8,6.9,7,7.8,8.3,8.4,6.8,5.9,6.2,6.2,6.1,5.5,5,5.5,5.8,6.2,6.4,6.7,6.8,7.1,6.3,6.2,6.4,
Luxembourg,,,,,,,,,,,,,,,,,,4,5.1,8.3,3.9,7,5.8,10.4,5.1,9.5,5.1,4.5,7,6.6,6.6,5.3,4.2,4.2,5.5,5.3,8.4,4.3,6.2,4.3,5.9,4.9,6.6,2.6,2.9,2.7,3.9,3.2,3.4,2.4,2.9,2.3,3,1.9,0.7,2.4,3,1.6,0.8,1.2,1.8,1.6,0.7,0.9
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.6,5.8,5.6,6.4,4.8,6.2,6.2,6.4,5.8,5.6,6.3,5.1,4.8,5.2,6.8,4.9,6.3,5.4,6.5,,,
Malta,,,,,,,,,,,,,,,,5.1,4.7,4.3,3.7,6.9,4.7,2.6,5.4,6.4,4.7,2.9,2.8,3.7,1.7,1.7,8.4,6.1,3,5.1,5.6,2.5,2.4,1.8,4.3,1.8,3.4,1.9,4.4,4.3,3.4,4.3,3.9,1.9,3.7,2.7,1.1,3.2,1,1.7,1.6,2,3.9,2.2,0.9,0.8,1,1.9,1.7,
Mauritius,,,,,,,,,,,,1,1.8,0.9,1.8,2.6,1.7,5.6,5.7,2.8,1.5,2,5.5,3.7,5.1,10.9,6,2.1,5.2,3.4,7.8,2.7,2.9,4.6,2.6,3.3,4,4.9,4.3,2.6,4.1,3.8,3.6,2.7,2.1,3.6,2.3,2.5,3.7,1.9,1.9,2.4,3.3,2.2,2.6,2.9,1.6,1.8,1.7,2.2,1.9,1.9,3,1.6
Mexico,,,,,,1.5,1.6,2.2,1.8,1.6,1.9,1.7,1.6,1.7,1.9,1.9,1.9,1.9,1.9,1.6,2.1,2.2,2,2.1,1.6,2.1,2,2.1,1.9,2,2.2,2.1,2.1,2.2,2.3,2,2.3,2.2,2.4,2.4,2.4,2.5,2.5,2.3,2.2,2.1,2.3,2.3,2.3,2.1,2.1,2,2.1,1.9,1.9,1.7,1.7,1.7,1.7,1.5,1.5,1.4,1.5,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,4.9,4.8667,4.8333,4.8,5.5,6.1,6.1,6.6,5.8,6.3,6.2,7.2,7.8,7.5,6,5.5,5.8,4.8,5.4,4.8,5.9,5.7,5.2,3.9,5.1,5.2,5.6,5.6,6.1,6.1,7,6.3
Netherlands,1.5,1.7,1.5,1.5,1.7,1.6,1.2,1.6,1.4,1.9,1.6,1.9,1.6,1.6,1.7,1.5,1.6,1.7,1.7,1.7,1.8,2,1.7,1.8,2,2.1,1.9,1.8,1.9,1.7,2,1.8,1.9,1.8,1.8,1.6,1.7,1.7,1.8,2.1,1.8,1.9,2,1.7,1.9,1.6,1.8,1.8,2,1.5,1.7,1.7,1.4,1.6,1.3,1.5,1.4,1.2,1.1,1.1,1.1,1,1,1
"New Zealand",2,2.1,2.1,2.1,2.1,2.2,1.1,2.8,1,1.1,1.7,1.4,1.3,1.1,1.1,2.1,1.7,1.4,2.4,1.3,1.3,1.5,1.8,1.9,1.6,1.8,2.2,1.3,0.8,1.5,1.7,1.5,2.3,1.7,1.5,2,1.5,1.6,1.5,1.6,1.3,1.5,1.1,1.5,1.5,0.8,0.8,1,0.9,0.8,1.1,1,0.6,1,0.9,0.6,0.5,0.9,0.9,0.8,0.5,0.6,,
Nicaragua,,,,,,,,,,,,,0.8,0.3,0.7,0.5,0.4,0.3,0.2,0.1,0.15,0.2,0.25,0.3,0.2,0.5,0.35,0.2,0.2364,0.2727,0.3091,0.3455,0.3818,0.4182,0.4545,0.4909,0.5273,0.5636,0.6,1.3,1.5,2.2,2,1.1,1.3,1.25,1.2,1.6,1.5,2,1.2,1.5,1.5,1.1,1.2,1,0.9,0.6,1.5,1.3,1.6,1,1,
"Northern Ireland",1.5,2.4,1.1,1.8,1.3,1.5,2.5,1.7,1.2,2,1.4,1.3,1.9,1.3,1.7,2.2,1.7,1.4,1,1.9,1.7,2.3,1.9,2.1,1.1,1.4,1.8,2.2,2.3,2,1.5,1.3,1.2,1.9,1.2,1.4,1.7,1.4,2.2,2.2,1.5,1.9,1.8,1.7,1.8,1.5,1.4,2.1,1.9,1.5,1.5,1.5,1.8,0.9,0.9,1.2,1.8,1.3,1.2,1.1,1.4,1,1.3,1.4
Norway,,0.9,1,0.7,0.6,0.5,0.4,0.3,0.5,0.3,0.6,0.5,0.6,0.8,0.6,0.6,0.6,1.1,0.8,1.1,1.1,1.4,1.1,1.1,1,0.9,0.9,1.1,1,0.8,1,1,1.2,1.1,1.2,1.2,1.2,0.9,1.2,1.1,0.7,0.6,0.8,1.1,0.8,1,1.2,1,0.8,1,1,0.8,0.9,1,0.9,1.2,0.8,0.7,0.6,0.7,0.6,0.8,0.5,0.4
Panama,,,,,,1.1,1.4,2.7,1,3,2.9,2.5,1.5,2.3,0.5,2,2.2,2.2,1.5,1.4,1.6,3.3,2.3,2.3,1.5,1.6,2.1,2,1.5,1.6,2.2,1.7,1.1,2.1,1.6,1.5,2.5,2.3,0.7,2.3,2.2571,2.2143,2.1714,2.1286,2.0857,2.0429,2,1.4,1.4,1,1.9,1.7,2,1.3,1.3,1.8,2.1,1,1.4,1.5,2.3,1.1,1.2,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.4,0.8,1.4,2,1.9,1.4,1.1,1.3,2,1,1.6,1.3,1.8,1.5,1.4,1.7,1.6,
Peru,,,,,,,,,,,,,,,,,1,1,0.9,1.1,1.1,1.1,1.1,1.1,1.025,0.95,0.875,0.8,0.8,0.8,0.8,0.8,0.6,0.5,0.5667,0.6333,0.7,0.6,0.8,0.6,0.4,0.4,0.8,0.7,0.6,0.7,0.7,0.6,0.7,0.7,0.9,0.6,0.8,0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.5,0.6,
Philippines,,,,,,,,,,,,,,0.3,0.4,0.6,0.7,0.55,0.4,0.5,0.513,0.5261,0.5391,0.5522,0.5652,0.5783,0.5913,0.6043,0.6174,0.6304,0.6435,0.6565,0.6696,0.6826,0.6957,0.7087,0.7217,0.7348,0.7478,0.7609,0.7739,0.787,0.8,1.2,1.2,1.3,1.3,1.1,1.3,1.3,1.9,1.5,1.4,1.5,1.5,1.5,1.5,1.5,1.5,,,,,
Poland,,,,,,,,,,1.4,1.6,2.1,2.3,2.6,2.9,2.9,3.1,3.6,3.4,3.7,3,3.7,3.4,3.7,3.8,4.4,4.7,5.2,5.2,5.3,6,5.8,6.6,6.5,7,7.3,6.9,7.1,7.4,7.4,7.7,7.3,7.7,7.4,7.5,7.6,7.2,7,6.8,6.6,6.4,6.5,6.5,5.8,6.1,6.1,6.2,5.8,5.3,5.2,4.8,4.5,4.4,4.6
Portugal,,,,,,4.1,4.8,4.7,4.8,4,5.9,5.5,5.4,4.8,4.9,5.6,5.8,5.9,5.1,5.4,5.7,5.3,4.8,5.2,5.5,4.5,5.2,5.4,5.1,5,5.3,5.5,5.7,6.4,6,5,5.5,4.9,5.6,4.9,5.7,5.5,5.3,5.6,5.4,4.7,4.9,5.5,5,4.5,4.7,4.9,4.7,5.1,4.975,4.85,4.725,4.6,4.2,4.1,4.2,3.9,3.4,3.4
Romania,,,,,,,,,,,,,,4.8,4.7667,4.7333,4.7,4.6667,4.6333,4.6,5,5.2,4.5,5.1,4.7,4.7,4.7,4.7,4.9,5.05,5.2,4.2,4.8,4.8,4.7,5.1,5.3,5,5,5.4,5.7,5.8,6.3,6.4,6.5,6.3,6.3,6.2,6,5.5,5.4,5.2,5.4,6.2,5.7,6.3,6.3,6.2,6,6.1,5.9,6,5.8,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.4,6.5,6.7,6.8,7,7.1,7.8,7.5,7.7,7.8,8.1,8.6,9.1,9,8.6,8.1,7.9,7.4,7,7,6.7,6.4,6.2,6,5.8,5.3,5.1,5,5.1,4.9,4.6,,
Scotland,2.6,1.8,2.6,2.5,2.5,2,2.3,2.1,2.2,2,1.7,2,2.1,2.3,1.7,2.3,2.1,2,1.5,2,2.3,1.8,2.1,1.8,1.8,2,1.6,1.8,1.5,1.9,1.9,1.8,1.4,2.1,1.8,1.7,1.8,1.7,2,2.2,2.2,1.8,1.9,2.2,2,2.4,2,1.8,2.7,2,2.3,2.3,2.5,1.7,1.7,1.8,1.6,1.4,2,1.8,1.4,1.4,1.45,1.5
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,6,6,5.4,5.2,5.7,5.1,4.9,5.2,5,4.6,5.1,4.3,4.9,4.7,4.3
