Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.8333,3.9667,5.1,4.7,4.8,4.5,4.8,4.9,4.6,5.1,5,5,5,5.2,4.9,4.7,4.9,5.3,4.8,4.9,4.9,4.7,4.6,4.4,4.4,4.4,4.4,4.6,4.4,4.1,4.2,4,4.4,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.7,2,2.2,1.8,2.2,2,2.4,2.3,2.4,2.6,3,2.9,3.1,3,3.3,3.3,3.3,3.7,3.8,3.7,3.9,3.7,4,4.3,4.2,4.4,4.9,4.8,5.2,,
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.4,3.5,3.7,4.1,4.1,4.4,3.7,2.6,2.6,3.7,4.3,3.6,4.2,3.8,4.1,4.7,5.1,4.6,4.8,4.6,5,7,7.6,7.4,7.2,7.6,6.7,6.9,7.1,7.3,6.6,7.1,7.2
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,
Barbados,3,2.9241,2.8483,2.7724,2.6966,2.6207,2.5448,2.469,2.3931,2.3172,2.2414,2.1655,2.0897,2.0138,1.9379,1.8621,1.7862,1.7103,1.6345,1.5586,1.4828,1.4069,1.331,1.2552,1.1793,1.1034,1.0276,0.9517,0.8759,0.8,2.3,1.8,1.2,1.3,1.4,3.2,3.6,2.8,0.4,5.4,1.5,1.4,1.2,1.6,2,2.7833,3.5667,4.35,5.1333,5.9167,6.7,0.9,4.1,5.6,6.5,3.8,2.8,2.2,0.4,1.1,2.4,3.3,,
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8,3.4,3.1,3.3,2.2,1.9,2.3,1.6,1.9,2.2,2.4,2.1,2.5,3.3,3.4,3.5,3.6,3.7,3.8,3.8,4.3,3.8,4.1,3.8,4.2,4.3,4.1,4.3,4.6,4.4,4.5,4.8,4.8,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,6,6.5,7,10.7,10.5636,10.4273,10.2909,10.1545,10.0182,9.8818,9.7455,9.6091,9.4727,9.3364,9.2,16.8,9.3,9.9,7.8,7.9,12.5,9.2,9.4,11.1,8.1,11,9.6,4.1,9.5,
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1.3,0.9,1,0.9,1.4,1.7,1.3,1.2,1.2,1.1,1.1,1.1,1,1,1.1,3.9,4,3.9,3.9,4.3,4.2,4.3,4.3,4.5,4.5,4.8,4.8,4.7,4.9,4.9,4.9,5.3,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,8.3,8.7,8.8,8.3,9.1,8.3,8.1,7.6,7.5,8.1,8.08,8.06,8.04,8.02,8,7.98,7.96,7.94,7.92,7.9,7.88,7.86,7.84,7.82,7.8,8.7,8,7.5,7.7,6.8,6.7,6.4,
