Country,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ireland,,,,,,,,14.19999981,12.72000027,13.97999954,10.92000008,11.30000019,11.14000034,11.15999985,11.48999977,10.43000031,10.65999985,10.90999985,10.03999996,9.75,9.649999619,9.5,9.649999619,9.199999809,9.079999924,8.149999619,7.650000095,7.78000021,7.800000191,7.130000114,6.71999979,7.210000038,7.53000021,7.460000038,7.610000134,7.420000076,7.449999809,8.220000267,8.050000191,8.220000267,
Italy,,,,,,,,26.34000015,27.69000053,26.43000031,26.20999908,26.40999985,26.05999947,25.09000015,23.89999962,24.19000053,24.76000023,24.03000069,24.05999947,24.12999916,23.71999931,23.34000015,22.76000023,22.51000023,21.92000008,21.53000069,21.06999969,20.88999939,22.20999908,20.53000069,20.42000008,20.03000069,19.30999947,18.48999977,18.53000069,18.28000069,18.32999992,18.25,18.45999908,18.31999969,
Japan,,,,,,,,,,,,,,,27.40999985,25.72999954,24.36000061,22.76000023,21.95999908,21.45999908,20.44000053,19.92000008,19.77000046,19.29999924,18.32999992,17.19000053,16.27000046,15.78999996,15.32999992,14.89000034,13.64999962,13.13000011,12.42000008,11.97999954,11.39000034,10.89999962,10.73999977,10.39999962,10.22000027,9.68,9.140000343
"South Korea",,,,,,,,,,,,,,,43.18999863,41.04999924,41.00999832,41.68000031,40.70000076,40.43999863,40.06000137,39.77000046,41.36000061,39.74000168,38.43999863,37.61999893,36.50999832,34.45000076,33.38999939,32.90999985,32.29000092,31.23999977,30.44000053,28.81999969,27.06999969,26.39999962,25.98999977,25.28000069,24.55999947,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,16.04999924,15.42000008,13.51000023,13.26000023,11.32999992,10.92000008,12.71000004,9.789999962,9.93999958,8.909999847,7.5,8.760000229,9.409999847,9.119999886,9,9.340000153,8.800000191,9.5,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,16.80999947,17.29000092,16.69000053,15.90999985,17.77000046,17.89999962,15.67000008,14.81000042,14.89000034,11.68000031,8.930000305,9.350000381,8.800000191,8.760000229,8.949999809,9.659999847,10.25,10.02999973,
Luxembourg,,,,,,,,14.22999954,13.61999989,12.07999992,11.85000038,12.05000019,10.89000034,10.61999989,10.63000011,10.88000011,10.09000015,10.48999977,11.34000015,10.39999962,7.880000114,8.050000191,6.96999979,8.520000458,7.389999866,5.889999866,5.449999809,7.130000114,6.760000229,7.039999962,6.460000038,6.039999962,6.400000095,6.840000153,6.760000229,7.25,8.06000042,8,7.309999943,8.680000305,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.55999947,23.06999969,25.12000084,23.54000092,24.82999992,24.27000046,23.51000023,25.06999969,21.76000023,21.34000015,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,5.449999809,4.849999905,5.079999924,8.5,5.690000057,6.159999847,5.809999943,7.159999847,6.28000021,6.690000057,6.199999809,6,6.260000229,6.159999847,6.840000153,7.03000021,
Mexico,,,,,,,,,,,,,,,20.36000061,29.85,39.34000015,40.98,42.61999893,41.8341,41.0482,40.2623,39.4764,38.6905,37.9045,37.1186,36.3327,35.5468,34.7609,33.975,33.1891,32.4032,31.6173,30.8314,30.0455,29.2595,28.4736,27.6877,26.9018,26.1159,25.32999992
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15000153,,,
Netherlands,,,,,,,,11.72000027,11.08,10.43999958,12.24,14.03999996,12.30000019,12.23999977,13.38000011,11.60000038,9.960000038,10.19999981,11.03999996,11.28999996,10.30000019,10.40999985,9.640000343,9.75,9.399999619,9.75,9.479999542,8.600000381,9.630000114,9.720000267,9.890000343,10.02999973,10.06000042,10.47000027,11.44999981,11.56000042,11.68999958,12.23999977,12.67000008,13.35999966,
"New Zealand",,,,,,,,,,,12.38000011,12.35000038,12.63000011,12.86999989,13.27999973,14.22999954,14.75,14.64000034,15.14000034,15.25,14.85999966,14.03999996,14.18999958,14.84000015,14.57999992,13.92000008,13.25,13.11999989,13.56999969,13.40999985,12.57999992,12.67000008,12.55000019,11.84000015,11.88000011,12.61999989,12.39999962,11.60000038,11.78999996,13.07,14.35000038
Norway,,,,,,,,,,,,,,,7.440000057,6.789999962,6.460000038,6.539999962,5.789999962,6.5,5.820000172,5.199999809,5.389999866,4.940000057,4.809999943,4.989999771,4.199999809,4.369999886,4.289999962,4.440000057,4.869999886,4.639999866,4.429999828,4.869999886,4.400000095,4.03000021,4.110000134,4.400000095,4.340000153,4.610000134,4.539999962
Poland,,,,,,,,,,,,,,,,,28.98999977,29.87999916,29.25,27.70999908,27.52000046,26.76000023,25.37999916,24.12999916,25.04000092,25.81999969,25.40999985,23.67000008,23.78000069,23.09000015,21.76000023,20.90999985,20.39999962,20.07999992,20.07999992,19.80999947,19.18000031,18.44000053,17.72999954,17.62999916,
Portugal,,,,,,,,,,,33.83000183,35.09999847,32.93999863,31.46999931,30.11000061,32.11999893,24.15999985,24.96999931,25.85000038,25.45000076,26.26000023,27.09000015,26.64999962,25.80999947,24.26000023,26.09000015,25.60000038,25.70999908,23.87000084,24.13999939,23.18000031,22.87000084,22.62000084,21.47999954,20.40999985,17.23999977,17.65999985,17.44000053,14.85999966,13.90999985,13.39000034
Romania,,,,,,,,,,,,,,,,,,,,,,45.38000107,46.20999908,47.63999939,48.49000168,48.49000168,41.45000076,40.93000031,34.22000122,34.81999969,32.93999863,33.41999817,32.34999847,32.47000122,34.38999939,33.29000092,33.38999939,32.70000076,31.75,27.76000023,
Slovakia,,,,,,,,,,,,,,,,,,,3.410000086,3.779999971,3.529999971,3.809999943,3.75999999,4.429999828,4.340000153,4.949999809,4.400000095,5.489999771,7.320000172,6.929999828,7.320000172,7.320000172,7.829999924,9.779999733,9.369999886,9.739999771,9.930000305,9.760000229,9.93999958,10.31999969,
Slovenia,,,,,,,,,,,,,,,,,,,,,13.27999973,16.37999916,16.04999924,15.42000008,13.06000042,13.90999985,12.96000004,11.01000023,13.06000042,12.64999962,13.31000042,13.23999977,11.27999973,12.84000015,14.02000046,13.43000031,12.78999996,13.59000015,16.01000023,13.47000027,
Spain,,,,,,,,,,,31.70999908,32.59999847,30.87999916,28.53000069,26.48999977,25.15999985,24.32999992,24.22999954,23.73999977,23.09000015,22.10000038,20.59000015,19.67000008,17.85000038,16.69000053,16.5,15.06000042,14.34000015,14.10999966,14.21000004,13.60999966,13.31000042,13.14999962,12.60999966,12.27000046,12.18000031,12.72000027,13.06000042,12.96000004,12.81000042,12.72000027
Sweden,,,,,,,,,,,,,,,5.199999809,5.050000191,5.130000114,5.829999924,6.329999924,6.869999886,6.699999809,6.590000153,6.619999886,6.420000076,5.869999886,5.769999981,5.690000057,5.420000076,5.579999924,5.769999981,5.75,5.809999943,5.920000076,6.21999979,6.440000057,6,5.929999828,6.21999979,6.199999809,6.230000019,
Switzerland,,,,,,,,,,,,,,,,12.02000046,12.43999958,13.05000019,13.02999973,11.97999954,15.56000042,16.17000008,15.59000015,15.42000008,15.22000027,14.36999989,14.22999954,14.69999981,13.13000011,13.42000008,13.5,13.93000031,13.22000027,12.93999958,12.84000015,13.15999985,13.06000042,12.96000004,12.81000042,12.34000015,12.18999958
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.27000046,30.87999916,28.09000015,21.67000008,24.10000038,17,,,,,
Turkey,,,,,,,,,,,,,,,78.37999725,79.88999939,76.70999908,72.33000183,74.65000153,73.98000336,73.62999725,70.01000214,69.84999847,70.05000305,64.70999908,66.79000092,63.02000046,61.88000107,55.15000153,51.68000031,49.22999954,47.56000137,46.88999939,48.90999985,49.27000046,48.36000061,45.72000122,43.41999817,39.77000046,38.18999863,
"United Kingdom",,,,,,,,6.159999847,6.699999809,6.889999866,6.769999981,7.690000057,7.679999828,7.960000038,8.180000305,7.980000019,7.949999809,7.920000076,7.960000038,7.840000153,7.75,7.880000114,7.789999962,7.619999886,7.820000172,7.420000076,7.440000057,7.860000134,7.860000134,7.800000191,8.119999886,8.229999542,8.170000076,8.539999962,9.020000458,9.260000229,9.680000305,9.800000191,10.47999954,10.39999962,
"United States",6.460000038,6.670000076,6.639999866,6.730000019,6.730000019,6.760000229,7,7.110000134,6.96999979,6.760000229,6.5,6.599999905,6.769999981,6.800000191,6.739999771,6.829999924,6.380000114,6.380000114,7.079999924,6.929999828,6.860000134,6.739999771,6.429999828,6.199999809,6.300000191,6.21999979,6.050000191,6.130000114,6.090000153,5.940000057,5.960000038,5.840000153,5.570000172,5.659999847,5.599999905,5.519999981,5.619999886,5.599999905,5.389999866,5.289999962,5.190000057
Venezuela,,,,,,,,,,,,,,,,,,,29.26000023,32.06999969,34.83000183,34.31000137,40.47000122,41.02000046,41.93999863,43,41.77999878,42.02000046,38.15999985,37.00999832,35.06999969,34.73,34.38999939,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,81.80000305,81.1813,80.5625,79.9438,79.325,78.7063,78.0875,77.4687,76.84999847,,,,,,,,,,,,,,
