Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Hong Kong",37.80729,38.43186,39.22867,39.38769,39.65434,38.12973,38.13212,37.38594,37.5,35.29583,34.30021,32.91982,30.86076,29.51075,28.50544,28.26422,25.86781,24.78347,23.73702,22.81063,22.0901,21.36964,,,,,,,,,,,,,,,,,,,
Hungary,17.14525,16.05928,15.55843,15.97336,16.43236,16.60179,16.24146,15.37939,14.58783,13.91426,13.25832,12.65882,12.04161,11.75139,11.62283,11.5937,11.62863,11.88489,11.90163,10.51708,10.60344,10.9344,11.26543,12.07828,11.75936,11.5904,11.01922,10.4732,9.61999,10.40137,10.57957,10.65804,10.68532,10.79644,10.87947,10.91983,11.1084,11.19463,11.13524,12.82368,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,4.24937,4.25045,4.02893,3.85276,3.62742,3.32904,6.29323,6.31947,6.26866,6.31247,6.22505,5.98991,6.06415,5.06398,5.02733,,,
India,53.88055,54.6978,55.5151,56.3324,57.1497,57.967,58.7843,59.6016,60.4189,61.2362,62.05351,58.9113,55.7692,52.627,49.4849,46.3427,43.2005,40.0584,36.9162,33.7741,30.6319,27.4897,24.3476,21.2054,18.0633,14.9211,11.7789,8.63677,9.17329,8.02152,6.64109,7.13035,,,,,,,,,
Indonesia,24.19652,23.68036,23.66551,24.7692,25.70163,27.09401,27.09504,32.91914,26.73386,26.40577,21.8413,21.5709,18.56307,18.89011,19.26227,16.84084,17.36776,17.2828,17.58489,16.70014,16.96289,16.81188,17.29381,17.73889,17.2968,16.85466,15.88407,15.10001,14.59992,13.32778,15.5735,15.57347,13.32195,11.73669,12.37469,13.00236,13.36892,15.23202,14.92948,12.50989,
Iran,29.04675,25.11439,23.22361,24.01552,18.94798,18.80178,18.38392,24.62107,21.14904,21.98494,15.14976,18.46178,21.2383,24.79407,26.41422,25.87698,26.70094,28.56159,24.52636,20.50595,23.04146,23.4357,23.8299,24.22419,23.2158,22.70771,23.25738,23.85199,25.81898,31.08068,26.91433,,,,,,,,,,
Iraq,25.42559,23.21641,22.62767,21.64695,23.50629,22.87041,23.64977,22.03707,19.05444,18.06385,18.64175,17.48572,17.07381,16.74497,18.28449,17.9552,17.62592,18.3186,19.0113,18.5286,18.046,17.56331,16.654,15.7448,14.83547,14.8221,14.8022,14.7823,14.76242,15.50997,15.3607,15.2114,15.06209,,,,,,,,
Ireland,31.46942,30.80377,30.93917,30.8313,29.9845,29.30819,28.76056,28.56332,28.10116,28.68513,28.68803,28.64214,29.18524,28.59807,29.56776,29.0985,28.08016,27.35053,26.41704,25.27908,24.72714,24.48892,23.96206,,,,,,,,,,,,,,,,,,
Israel,32.9582,32.78504,31.91197,31.61805,31.4845,31.3509,31.2173,31.0837,30.9502,30.8166,30.683,30.5494,30.4158,30.2823,30.1487,30.01509,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,30.15065,28.69082,24.92326,23.86802,19.93524,18.53022,17.27748,16.74142,16.28378,15.67284,15.23439,15.35334,14.89609,14.49178,14.1643,14.29621,14.33181,14.99184,14.99127,14.34927,13.76533,13.85412,13.6158,13.37752,13.23326,13.01974,12.77769,12.71834,12.0928,12.4081,12.31632,12.37337,11.6213,11.8018,11.9823,12.1628,12.3433,12.5238,12.70434,,
Jamaica,36.46885,39.9042,37.17805,37.1434,37.1087,37.074,37.0393,37.0046,36.9699,36.9352,36.9006,36.8659,36.83118,30.93262,32.50298,34.67047,32.15176,31.2869,30.422,29.5572,28.6923,27.8274,26.9626,26.0977,25.23286,24.27274,23.68731,23.53391,21.25328,22.11032,22.6807,23.251,23.82133,,,,,,,,
Japan,24.72622,24.42747,24.18042,23.91811,23.49147,22.74444,21.87531,20.97396,20.46801,20.10091,19.70076,19.2178,18.90587,18.83688,18.83858,18.65503,18.2953,17.9211,19.05443,16.88291,16.49162,17.55896,17.36944,31.07727,30.86789,30.78513,30.43494,30.11349,29.86425,29.52406,29.16824,28.76328,28.29922,27.88543,27.52356,26.66677,25.93541,25.79734,25.99755,,
Jordan,34.17873,33.00662,32.87126,31.92045,29.30962,26.85446,26.59159,28.37751,26.85012,26.25962,25.81611,20.92365,23.94245,20.93477,23.76803,23.52256,23.20538,23.36738,25.93452,23.11974,22.44712,22.20857,22.40174,20.74866,22.20961,21.88032,21.5147,21.14914,20.27444,20.36357,20.35219,20.35182,19.28755,20.6876,19.5584,18.42929,16.94387,16.93804,,,
Kazakhstan,,,,,,,14.05,13.7898,13.5296,13.2694,13.0092,12.74901,12.6186,12.4882,12.35772,13.00471,11.70884,10.8409,9.91951,9.47769,9.3607,9.2436,9.1266,9.0095,8.89249,11.0528,13.21318,11.87728,11.55959,10.64632,10.73177,10.58251,10.64422,10.41384,10.02138,9.8614,9.70136,9.65974,9.47393,9.34928,
Kenya,,,,,,,,,41.99875,39.5789,37.15903,39.73946,37.82825,38.2746,38.72091,38.63636,36.63856,36.28465,34.70776,34.20881,32.7652,31.3215,29.8779,28.4342,26.99059,26.30784,26.00096,25.69396,25.02591,23.23391,22.76433,22.43873,22.15706,21.98958,20.68199,21.8153,22.9485,24.08177,25.1901,26.29836,
Kuwait,16.66719,18.55042,17.69695,17.2978,18.3856,17.41746,17.66804,17.27026,17.07835,17.15848,17.556,16.86885,17.59609,17.2507,17.75298,18.16094,16.12079,15.86979,18.10061,16.921,16.74616,15.70525,15.08134,15.48142,15.11196,15.70158,14.49047,14.27653,13.4169,13.2207,13.17285,12.37269,11.89847,11.43826,11.2462,11.0542,11.01768,10.74487,10.33143,9.70488,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,18.26027,18.39565,19.04433,19.78124,20.95044,21.7709,22.69138,23.94724,25.35946,26.76587,27.23731,26.23661,26.93081,,,,
Laos,,,,27.74118,19.64943,18.70335,21.01587,17.89706,14.38313,16.73266,20.17125,16.29616,18.14,19.98389,19.2635,18.54312,19.5932,15.86836,15.60627,15.7743,16.04711,17.4584,17.41878,17.79352,17.59381,17.13651,15.30633,15.08657,15.32941,15.3921,15.28618,15.37792,15.47489,17.64946,23.63408,19.01398,18.0356,18.88959,17.39852,19.18014,
Latvia,,,,,,,,,,,,,,,,12.26314,9.03192,7.9135,6.53961,7.12663,7.86133,8.08088,7.84589,8.84191,8.72839,8.65611,8.38231,8.28946,10.20143,10.23344,10.91037,10.34357,10.36744,10.13191,9.94566,11.22189,11.36477,11.4244,13.74754,10.85659,
Lebanon,,,,,,,18.70533,17.8575,19.2162,20.5749,21.9336,23.2923,24.65094,23.7127,22.7745,21.8363,20.8981,19.9599,19.0217,18.0835,17.1453,16.2071,15.2689,14.3307,13.39246,16.0063,18.62005,18.39413,18.38438,16.24458,15.97097,15.60076,15.81043,15.83428,16.06606,15.83554,15.19795,15.63865,13.96097,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,18.31421,18.4908,18.66748,20.38654,20.47624,20.48063,19.9505,19.42044,20.4132,21.406,22.3988,23.3916,24.38444,22.3723,20.3602,18.3481,13.08,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,18.12114,35.89149,,,,,,,,,,,,,,,
Libya,17.90294,21.22802,19.89372,17.6431,18.4563,19.26952,17.49126,17.6565,17.82168,16.19407,16.43318,14.29876,13.8422,13.3856,12.929,12.4725,12.0159,11.5593,11.1027,10.6462,10.1896,9.733,9.2764,8.8198,8.36327,8.7641,9.1649,9.56574,9.4114,9.2571,9.1028,8.94851,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92647,13.45161,9.64773,9.62651,8.3617,7.66667,7.60638,7.71134,10.8209,10.67143,,,
Lithuania,,,,,,,7.7278,7.6235,7.5191,7.4148,7.3105,7.20612,7.0824,6.9586,6.83486,6.32849,6.11845,6.07786,6.35897,5.93559,6.50995,6.8312,7.02856,7.48868,7.35163,8.08269,8.0459,8.00914,8.13036,7.93538,7.82728,8.05745,7.14934,6.86284,7.31326,7.35266,7.28173,7.11051,7.4717,7.83284,
Luxembourg,22.51194,21.89086,21.19494,17.95674,17.85567,18.74815,18.36386,17.72535,18.35109,18.37324,18.01176,17.67955,18.23465,17.35435,16.80983,17.24678,17.3298,17.41283,18.2869,19.1609,19.29128,17.64643,17.00685,16.15214,16.903,17.6539,18.40479,15.35487,13.86223,13.22773,13.59045,12.07948,11.93888,11.7383,11.3411,10.94397,10.23401,10.17317,,,
Macau,34.60504,39.01538,38.95238,36.89474,37.17842,36.8876,36.5967,36.3059,36.015,35.7242,35.4333,35.1425,34.8516,34.5608,34.2699,33.9791,33.6883,33.3974,33.1066,32.8157,32.5249,32.234,31.9432,31.6523,31.36147,30.43691,30.05466,28.85593,27.41649,25.86928,24.14537,22.61486,19.49895,18.09381,17.58574,17.15088,16.67284,16.69547,16.56078,16.04192,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,17.82239,20.5257,23.229,25.9323,28.6356,31.3388,34.0421,36.74542,36.74987,30.83047,26.3347,28.38514,23.14219,24.3497,25.5571,26.76458,19.39198,
Malaysia,,,,,,,,,32.391,30.81498,32.44269,31.7009,30.95916,31.79701,21.29086,30.52195,34.14243,33.83432,24.04492,24.2164,24.388,24.55948,25.0168,25.47402,26.93516,27.38091,24.9578,22.53468,21.37896,22.78988,22.63092,22.37218,23.88368,22.5478,18.1105,17.82338,18.6629,19.50235,18.976,17.90055,
Maldives,,,46.59259,39.28125,38.929,38.5767,38.2244,37.8721,37.5198,37.1675,36.8152,36.4629,36.1106,35.7583,35.406,35.0537,34.7014,34.3491,33.9968,33.6445,33.2922,32.9399,32.5876,32.23529,30.92802,31.37226,22.23785,22.9697,22.45691,24.30297,26.17248,23.45336,24.30606,20.88172,18.94947,19.16793,25.01399,25.37284,19.31357,16.62272,
Mali,,,,,,,,,,,,,,,,,,,,,31.62624,32.3258,42.3375,34.88593,30.3172,25.7484,21.1797,21.174,21.17143,25.8181,30.4648,35.11149,36.15298,37.55406,37.49518,37.49069,44.01483,32.2783,20.54173,19.6666,
Malta,,15.36207,17.3423,17.553,17.7638,17.97448,17.96963,18.866,21.06061,18.70531,19.14216,24.37963,23.34375,21.88594,21.28195,17.93651,16.44331,17.00867,17.25251,16.54398,14.55366,13.65973,13.47527,12.81566,12.55168,10.99562,10.58817,11.09007,10.69406,11.16117,9.78375,12.02475,11.8019,14.31208,11.28911,14.16805,12.42898,12.67639,14.5918,9.81818,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,11.28767,11.4767,11.6658,11.85484,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,7.40741,8.4957,9.584,10.6723,11.7606,12.8489,13.9372,15.0254,16.1137,17.202,18.2903,19.3786,18.1424,16.9063,15.6701,14.434,13.1978,11.9616,10.7255,9.4893,8.2532,7.01701,
Mauritius,25.7905,28.4539,26.03289,25.78366,26.51304,25.83664,21.19275,19.55249,19.3554,19.1583,18.9612,18.7641,18.567,18.3699,18.1728,17.97573,18.3799,18.7842,19.18838,17.4425,15.6965,13.95059,16.57805,16.5735,16.37009,16.02614,15.70668,15.27551,15.39872,15.15077,14.93643,14.69292,14.51134,14.26289,14.28674,14.4669,13.95725,13.19087,12.95629,12.53827,
Mexico,37.28275,38.16457,39.02542,38.44493,35.9602,33.4754,33.10736,32.42094,31.74625,31.07542,29.69229,29.5721,28.62586,28.10466,27.63916,27.02559,26.04556,25.20177,25.0045,24.50899,23.86888,23.62039,22.14293,22.83806,22.3939,22.35769,21.90282,21.58641,22.26763,28.30953,28.87584,28.09159,28.39226,27.08045,25.85208,25.37274,25.20885,25.25566,25.2177,25.17977,
Moldova,,,,,,,9.73132,9.6361,9.5408,9.4456,9.3503,9.25504,9.2583,9.2616,9.26483,9.12652,8.84968,8.64891,8.0569,8.06525,7.47518,7.5589,7.6427,7.7264,7.81012,8.65662,9.36639,9.3365,9.99382,9.92732,9.92012,9.9486,9.87078,9.78732,9.78279,9.60995,9.67628,9.71192,,,
Monaco,,,,,,,,,,,,,,,,,19.21277,18.5,21.2386,23.97727,22.47826,22.06522,22.8944,23.7235,24.55263,24.5013,24.45,,,,,,,,,,,,,,
Mongolia,18.69075,21.76221,25.40777,25.55945,27.66688,27.60482,27.47215,27.9069,28.34158,28.3381,28.3346,28.33107,29.69178,28.37379,29.28406,26.4769,25.94396,23.41365,22.95579,18.99461,11.4822,12.15131,12.2671,13.08821,24.62678,26.33289,25.70308,26.30721,26.96311,27.61402,24.14544,29.01924,29.03188,25.27655,24.16832,24.51937,26.25349,27.17567,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,19.50626,17.46456,16.74286,15.7632,15.14264,14.41339,13.7238,13.03429,12.60705,13.34274,17.56241,,,,
Montserrat,,,19.30435,17.3913,16.5185,15.6457,14.7728,13.9,13.8358,13.7715,13.7073,13.643,13.5788,13.5145,13.4503,13.386,13.3218,13.2575,13.1933,13.12903,12.881,12.633,12.3849,12.1369,11.88889,10.25,12.44444,10.77778,12.1667,13.55556,15.22222,11.09091,10.54545,9.8442,9.14286,,,,,,
Morocco,,,,,18.75201,19.51886,19.57202,20.09736,20.27909,21.47174,21.76367,21.33819,21.00523,20.59424,20.76528,20.54936,20.41168,20.58884,21.36472,21.64064,21.7949,21.27554,21.01355,20.66331,20.08408,18.2523,17.88083,19.45608,16.93675,17.36133,17.32658,17.44748,17.47822,18.17297,22.04076,18.63684,18.3918,18.14681,17.90763,18.7322,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,21.58725,20.8418,20.0963,19.3508,18.6053,17.8599,17.1144,16.36891,18.66736,17.56933,18.2784,17.32325,19.9927,22.6622,25.3317,28.00123,
Namibia,,,,,,,,,,,,,,,,,,25.26267,25.4588,25.6548,25.8509,26.047,26.2431,26.4392,26.63525,,,,,,,,,,,,,,,,
Nauru,,,,,,,,,,,19.15,18.7165,18.2829,17.8494,17.4159,16.9824,16.5488,16.1153,15.6818,15.2482,14.8147,14.3812,13.9476,13.5141,13.0806,12.64706,12.66,12.93878,13.36364,13,15.92308,16.075,17.15385,15.78571,18.625,21.4643,24.3036,27.1429,29.9821,32.82143,
Nepal,,,,,,,,,21.17847,23.00682,22.9411,22.8754,22.8096,22.7439,22.6782,22.6125,22.5468,22.481,22.4153,22.3496,22.2839,22.2181,22.1524,22.0867,22.021,21.9552,21.88952,20.33956,20.3388,21.1101,42.10037,42.0998,42.09917,41.28742,38.20214,24.89103,24.85464,23.43248,23.11052,22.68402,22.04845
Netherlands,27.68915,25.2317,23.76631,22.3016,21.01156,19.50226,18.31653,17.74149,17.61113,17.81145,17.77242,16.76141,17.05921,17.04171,17.30622,17.36377,17.16923,16.55865,16.23229,15.00398,15.0219,15.0399,15.0578,15.0757,15.0937,15.1116,15.1296,15.1475,15.1654,15.1834,15.2013,15.2193,15.2372,15.2551,15.2731,15.291,15.30897,14.84008,15.44236,15.49556,
"New Zealand",,,,,,,,,,,,,,,,,,,,,,,,,14.78198,13.52143,12.4007,11.28,13.22889,14.18431,14.60274,14.28029,13.53024,11.86108,12.24926,11.31384,11.01405,10.68693,9.8123,8.93774,
Nicaragua,,,,,,33.03463,32.4142,31.79373,35.32606,35.91756,31.66112,32.19565,31.22861,32.75684,30.40562,33.38669,33.08771,31.74453,31.71571,28.50191,29.9824,31.46296,29.42428,31,25.82251,25.97043,25.32721,24.82299,21.96163,21.96278,25.33159,24.59583,22.17097,19.98994,20.5918,21.1937,,,,,
Niger,40.52632,46,49.56,34.62791,39.78571,27.41463,30.12941,33.08537,33.28235,32.12245,34.96296,34.6087,25.88525,31.2646,36.64394,39.84838,36.8959,41.5836,34.33243,29.59,24.8475,22.06954,23.85202,23.81377,20.79856,18.17544,21.28028,25.62993,25.23977,24.21514,23.35757,25.53838,23.40049,30.042,30.68814,33.92381,32.42891,31.60499,30.67751,28.19319,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.90915,,,,,,,
Niue,7.82222,8.0691,8.3159,8.5628,8.8097,9.0565,9.3034,9.5502,9.7971,10.044,10.2908,10.5377,10.7845,11.0314,11.2783,11.5251,11.772,12.0188,12.2657,12.5126,12.7594,13.0063,13.2531,13.5,10.5,8.0833,5.66667,5.641,5.6154,5.5897,5.5641,5.5385,5.5128,5.4872,5.4615,5.4359,5.4103,5.3846,5.359,5.33333,
Norway,,5.52556,5.16907,5.04263,5.68786,5.1619,4.63589,4.57814,4.4645,4.35089,4.33404,4.2207,4.1073,3.9939,3.8805,3.87716,3.88259,4.49276,4.6365,5.2827,5.929,6.5752,7.2214,6.21183,,,,,,,,,,,,,,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,30.41206,30.77192,29.08456,28.8442,28.60378,22.02048,20.01358,20.00782,25.42071,26.94743,25.52514,25.9388,19.15935,19.69369,19.41001,19.48939,18.81388,18.32456,17.87314,19.33839,
Oman,21,40,39.2,38.4,37.6,36.8,36,24.07143,27.03125,23.56757,20.28395,23.4507,21.54237,21.48819,22.02985,21.94245,20.34254,20.70098,19.88789,19.86555,18.69643,19.64552,19.03245,20.14121,20.0768,20.0124,19.948,19.8836,19.8192,19.7548,19.6904,19.626,19.5616,19.4972,19.4328,20.9947,22.5566,24.1185,25.68042,27.24566,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,9.875,10.4455,11.016,11.5865,12.157,12.7275,13.298,13.8685,14.439,15.0095,15.5801,16.1506,16.7211,17.2916,17.86207,
Panama,27.1291,29.33178,28.64565,24.11982,27.22595,28.11783,26.57579,25.52381,25.43602,24.77175,24.53256,24.22432,23.30558,23.23992,23.40833,21.74027,22.11741,22.89807,23.04534,22.31135,21.99153,22.76957,21.5643,20.3589,19.15361,19.24139,18.73312,20.46126,19.0063,17.55134,19.83345,19.11957,18.37894,17.8604,17.94992,17.32741,18.74088,17.49001,18.62823,,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,35.26919,,,,,,,,,,,,,
Paraguay,,,,,,,,,,,,,,,,,,18.45987,18.45779,21.11606,22.221,23.32594,23.7075,24.0891,24.4707,24.8523,25.2339,25.61553,25.98723,25.98536,25.748,25.5106,25.2733,25.0359,24.7985,24.5612,24.3238,24.08645,,,
Peru,38.58511,38.15592,36.45236,35.3391,34.22583,33.66303,32.32296,34.60921,31.08843,30.8387,30.58888,30.68912,28.84975,28.0241,27.37077,24.63115,24.84802,24.69884,28.67781,21.94724,23.05377,22.74264,22.398,29.47285,38.78396,36.2902,38.08876,26.75173,25.06755,24.60625,24.73565,22.793,20.40715,19.59269,19.9382,20.00387,17.73656,17.85078,,,
Philippines,,,,,,,,43.23169,42.29809,40.00132,40.4551,40.90897,40.73307,38.75038,41.20386,41.0081,40.81242,38.97392,43.23444,42.87582,40.8297,38.7836,36.7374,34.69129,32.87074,31.4849,30.09904,30.00056,31.86697,31.37395,33.58471,32.87067,34.65493,,,,,,,,
Poland,26.51605,24.8675,24.22518,23.89035,24.17733,24.11576,23.37655,20.49073,18.65688,17.24961,17.35831,17.41592,17.8308,17.07252,16.33143,14.62755,13.64396,13.64034,14.33091,14.16307,13.22695,13.26022,13.31432,13.16764,12.8006,12.43361,12.0058,13.8008,15.59586,16.354,17.11212,17.18416,17.56221,17.09274,16.92128,16.97089,14.68572,15.07155,14.99331,,
Portugal,23.21858,23.55859,21.26048,19.96269,18.61193,19.28798,19.84902,20.33502,19.0717,19.51631,18.39712,19.98892,26.96505,25.56028,21.8039,18.04747,18.70619,18.7905,18.8749,18.95925,18.5483,18.1373,17.7263,17.3154,16.9044,16.49342,16.98883,16.87323,17.43373,17.52833,15.40671,14.99725,15.89776,15.66096,15.73709,15.65153,15.77947,16.13468,16.32882,17.05417,
"Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.83482,15.79331,16.86329,24.92609,,
Qatar,30.9,37.73684,23.84091,26.51515,27,25.239,23.4781,21.71711,24.25954,23.11039,22.32903,19.67206,29.07595,18.81818,17.74074,17.05307,18.223,15.92157,16.96839,22.97959,22.4702,21.86293,21.4501,21.0372,20.62435,20.63084,17.23748,16.52351,16.05241,15.16387,16.546,17.88662,17.00684,16.57175,15.28236,14.9689,14.65541,15.0388,15.4222,13.92013,
"South Korea",13.79732,14.87784,16.25743,17.33582,18.57517,19.8308,19.89608,38.83439,38.77972,32.14515,33.86636,33.90712,29.95919,33.30705,30.98754,27.59801,22.39382,21.5559,21.33545,25.87318,26.00198,25.13248,24.89327,24.2344,23.5756,22.9167,22.2578,21.599,20.9401,20.2813,19.6224,18.9635,18.3047,17.6458,16.987,16.3281,15.6693,15.0104,14.35154,,
Romania,24.25782,24.04392,23.57156,23.89312,23.79699,24.13942,24.29661,23.89145,25.822,25.98868,26.09922,25.78402,25.50322,26.4562,26.64064,26.71172,20.32429,20.43253,20.63443,19.09058,19.02811,17.93365,16.83159,17.01465,17.09145,17.30293,17.9595,17.78794,18.35494,18.40998,18.27565,18.13279,17.75029,17.41255,17.06677,17.38226,18.037,18.01613,16.5705,16.04885,
Russia,,,,,,,10.71992,10.4926,10.2653,10.038,9.8108,9.58346,9.5496,9.5158,9.48193,9.41029,9.14545,8.96094,9.84425,8.81734,,,,,,,,,,,,,,,,,,,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,34.91271,35.2254,35.5381,35.8508,36.1635,36.4762,36.789,37.1017,37.4144,37.7271,38.03978,40.16107,41.23618,,
"Saint Kitts and Nevis",,,,,,,,,,,22.13462,32.63043,22.5558,12.48113,17.21277,17.7973,18.3818,18.96629,16.2931,18.48485,18.1379,17.7909,17.4439,17.0969,16.7499,16.403,16.056,15.709,15.362,15.015,14.6681,14.3211,13.9741,13.62712,15.73529,20.05952,20.17978,17.6481,15.1165,12.46207,
"Saint Lucia",,,,,,,,,,,,18.37129,19.4186,20.192,20.96535,20,15.78235,16.66667,14.72903,12.32836,12.1634,11.9983,11.83333,11.8931,11.95289,13.19385,11.80939,11.70195,11.48397,11.50291,11.50279,11.0843,10.83286,10.75346,10.84615,10.1213,10.37273,10.24412,9.8029,10.22881,
"Saint Vincent and Grenadines",,,,,,,,,,,,,12.5731,12.8909,13.2088,13.5266,13.84444,13.9915,14.1386,14.28571,13.9994,13.7132,13.4269,13.1407,12.8544,12.5681,12.2819,11.9956,11.7093,11.42308,10.6861,9.9491,9.2121,8.4751,7.7381,7.5758,7.4135,7.2512,7.08889,,
Samoa,24.075,22.01042,21.4507,20.891,20.3313,19.7716,19.2118,18.6521,18.0924,17.5327,16.973,16.4133,15.8535,15.2938,14.7341,14.1744,13.6147,13.05495,16.6479,20.2408,23.8338,27.4267,31.0196,34.6126,38.2055,41.79845,41.45736,36.9777,32.4981,28.0185,23.5389,19.0592,14.57962,14.64643,13.64548,11.59736,11.7485,10.19825,10.837,11.47576,
"San Marino",20.70588,10.80882,10.5942,10.41096,9.89189,9.90909,9.63736,9.3913,8.83673,8.56566,8.06731,7.46789,8.07921,8.23,7.93,7.15741,7.02778,7.28155,7.62136,7.95098,8.5872,9.2234,8.89583,8.4755,8.0552,7.63492,7.7777,7.9205,8.0633,8.20611,8.0305,7.8549,7.6793,7.50365,7.38028,7.43165,7.54286,7.76056,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,29.7069,29.5292,29.3516,29.1739,28.9962,28.8186,28.6409,28.4632,28.2856,28.10791,26.7867,25.46552,25.41848,25.44186,24.9674,24.4929,24.0184,23.5439,23.0694,22.59486,19.11818,18.6621,18.2061,17.75,15.00857,13.00604
"Saudi Arabia",,,,,28.68096,27.9459,27.2109,26.4758,25.7408,25.0058,24.2707,23.5357,22.8007,22.0656,21.3306,20.5955,19.8605,19.1255,18.3904,17.6554,16.9204,16.1853,15.4503,14.7152,13.9802,13.2452,12.5101,11.7751,11.04,10.305,9.56997,10.2529,10.93579,10.35374,10.50588,10.28357,10.2927,10.68961,9.63006,10.81629,
Senegal,,,,,,,,,,,23.7096,23.33455,23.8459,24.3573,24.8686,25.37997,25.58859,24.41457,23.7286,23.04261,21.8173,20.59208,19.99244,19.9799,19.10299,18.71186,22.1794,26.4663,21.08209,27.65356,36.30216,26.98748,25.9631,24.93864,25.36685,24.43635,24.94752,17.5769,17.3975,17.2181,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,21.17891,19.4417,19.23681,19.11933,18.10172,17.78757,17.2411,17.29762,14.69622,14.8561,14.51151,14.04712,13.22435,12.93248,12.70262,12.74439,
Seychelles,,,,27.66234,22.8481,28.21978,30.94444,29.1405,31.03191,28.27273,29.17431,26.22047,24.00746,19.65455,19.97688,19.2942,18.61143,18.17614,17.85714,18.09714,18.46591,18.12222,17.5766,17.03093,16.47179,14.87864,14.23077,13.88614,14.71271,15.01587,15.01587,14.9294,14.84293,14.18932,15.17098,12.65086,16.66286,9.77524,15.07692,13.64865,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,,23.53276,18.85934,18.697,18.5347,18.3724,18.2101,18.0478,17.8855,17.7232,17.5609,17.3986,17.23627,21.1415,18.83061,,
Singapore,17.56475,19.74409,21.01481,22.89781,20.66129,21.0533,21.4452,21.8372,22.2292,22.62117,22.89181,22.50069,22.53402,23.03684,23.01289,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,,,,,,,14.28646,14.1822,14.0778,13.97354,13.8213,13.66913,13.511,13.3528,13.19464,12.4066,11.61847,10.93644,10.94796,11.61248,11.91584,10.7619,10.709,10.65618,10.3782,10.09735,9.99994,9.84955,9.86682,12.53241,13.58707,13.50326,13.37599,13.25773,12.77748,12.45689,12.3471,12.39973,12.62694,12.56513,
Slovenia,,,,,,,12.28149,12.53388,12.52492,12.48901,12.41173,12.08037,11.90998,12.07742,11.88831,11.57944,11.32799,10.12475,11.13392,11.54695,11.17172,10.96733,11.00772,10.2427,10.89747,11.03544,10.63347,10.41181,10.04037,9.36212,9.39089,9.21824,9.16603,9.18833,9.17091,9.23715,9.16371,9.15306,9.18952,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.29774,15.46596,38.76333,42.28893,36.54441,33.84135,33.22261,
Somalia,,15.88235,13.70455,15.81731,36.27397,14.19863,14.60839,11.83784,12.83444,8.8963,10.22388,11.71429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Africa",,,,,,,,,,,,,,,,,,,,27.23639,25.3741,23.51172,27.6524,31.7932,35.9339,34.90116,38.89666,35.28189,35.37039,35.54382,31.39266,33.04599,33.19098,32.71231,33.57823,32.68927,32.59743,32.93779,32.02908,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.01354,,,,
Spain,36.93395,37.38012,35.50408,35.58112,34.38803,33.92576,33.22538,32.51091,31.80293,30.74945,29.54059,28.48781,27.66025,26.68086,26.28504,25.7385,24.8264,23.35497,20.87476,19.8356,19.83518,19.26957,18.5952,17.92081,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,27.33886,24.28769,29.00539,30.54693,28.04705,27.68118,16.70846,24.56404,31.56211,22.50121,23.27832,24.8264,26.3745,,
Suriname,31.09801,29.8489,32.87742,29.92725,28.79476,27.85758,24.98413,25.0838,25.1834,25.283,25.3826,25.48225,25.5545,25.62669,26.77649,25.63037,25.13778,26.41037,27.85714,27.1857,26.5143,25.8428,25.1714,24.4999,23.8285,23.1571,22.48563,24.78152,24.4197,24.0578,23.69596,22.14774,20.03936,21.48462,22.5918,23.6989,24.80609,26.3962,27.98636,24.2842,
