Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,4099.24,4134.48,4173.99,4217.86,4266.1,4318.78,4375.91,4437.51,4503.61,4574.22,4649.36,4729.08,4813.5,4902.74,4996.99,5096.4,5199.61,5306.37,5419.18,5541.42,5674.68,5818.12,5967.99,6119.14,6264.87,6398.96,6524.58,6639.63,6726.76,6763.63,6736.96,6642.67,6493.97,6317.19,6148.7,6018.08,5926.29,5874.82,5893.33,6017.39,6267.97,6666.3,7195.46,7791.07,8363.39,8849.36,9219.57,9495.94,9729.04,9995.07,10347,10804,11342.1,11919.9,12476.4,12969.2,13381.9,13732.6,14054.9,14398.3,14797.7,15264.6,15784.3,16333.4,16876.9,17389.6,17864.4,18309.9
Albania,648.22,661.102,676.105,692.829,710.949,730.242,750.576,771.895,794.235,817.659,842.237,867.933,894.555,921.751,949.049,976.1,1002.75,1029.04,1055.1,1081.14,1107.31,1133.64,1160.08,1186.64,1213.41,1240.38,1267.64,1295.17,1322.94,1350.88,1378.96,1406.3,1432.75,1459.84,1489.64,1523.13,1562.26,1605.28,1645.17,1672.37,1680.64,1666.38,1633.17,1590.71,1552.81,1529.23,1523.59,1532.43,1549.96,1567.21,1577.63,1579.95,1576.39,1567.93,1556.59,1544.01,1529.97,1514.26,1498.57,1485.12,1475.4,1470.17,1468.99,1470.68,1473.43,1475.87,1477.66,1479.14
Algeria,4511.6,4585.1,4664.47,4751.84,4848.51,4954.98,5070.9,5195.12,5325.8,5460.7,5597.84,5736.26,5876.71,6021.89,6175.65,6340.69,6518.26,6707.25,6905.22,7108.51,7314.62,7522.99,7734.88,7952,8176.84,8411.4,8655.59,8909.28,9174.2,9452.44,9745.23,10052.7,10373.3,10704.9,11044.3,11388.5,11736.3,12086.4,12435.5,12780.1,13117.2,13445.7,13764.6,14071.5,14363.7,14639.5,14898.8,15142.7,15373.1,15592.3,15803.2,16006.5,16204.8,16404.3,16612.5,16835.6,17074.6,17330.1,17605.6,17905.1,18230.4,18583.6,18961.4,19354.2,19748.3,20133.5,20505.9,20866.4
Angola,2206.64,2261.02,2317.34,2374.02,2429.92,2484.38,2537.19,2588.65,2639.4,2690.41,2742.59,2796.48,2851.98,2908.16,2963.66,3017.78,3070.23,3122.1,3175.78,3234.43,3300.47,3374.94,3457.65,3548.04,3645.03,3747.88,3855.96,3969.75,4090.95,4221.88,4363.81,4518.24,4683.66,4854.64,5023.81,5186.19,5339.06,5484.78,5629.71,5782.99,5951.05,6137.18,6339.07,6550.82,6763.72,6972.03,7173.64,7372.3,7575.41,7793.31,8033.54,8298.8,8587.11,8895.76,9220.11,9556.74,9904.95,10265.9,10640.3,11029.1,11433.1,11852.5,12286.4,12732.8,13189.1,13653.6,14125.4,14605.3
"Antigua and Barbuda",22.846,24.094,25.014,25.638,26.005,26.159,26.143,26.053,25.953,25.936,26.067,26.368,26.879,27.513,28.208,28.895,29.553,30.218,30.859,31.477,32.057,32.589,33.057,33.48,33.899,34.321,34.754,35.185,35.556,35.794,35.835,35.684,35.365,34.911,34.399,33.883,33.367,32.852,32.426,32.202,32.251,32.598,33.233,34.051,34.929,35.778,36.559,37.29,37.992,38.689,39.39,40.103,40.81,41.503,42.157,42.783,43.345,43.878,44.378,44.868,45.367,45.871,46.386,46.912,47.424,47.94,48.455,48.966
Argentina,8826.96,8994.1,9163.31,9332.92,9501.63,9668.54,9833.17,9995.37,10155.4,10313.8,10471,10627.6,10783.5,10938.6,11092,11243.9,11393.3,11541.1,11691.7,11850.8,12022.1,12208.3,12407.3,12612.3,12813.4,13003.8,13180.5,13346.7,13509.3,13678.2,13860.8,14059,14270.3,14491.1,14715.5,14939.4,15161.6,15382.9,15603.8,15825.1,16047.2,16270.4,16493.6,16714.9,16931.9,17143,17347.1,17545.2,17739.8,17934.3,18131.3,18331.8,18535.2,18740.3,18945.3,19148.9,19350.6,19551.1,19752.2,19955.9,20163.8,20376.4,20592.9,20811.4,21029.5,21245.2,21457.9,21667.9
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654.93,1608.3,1562.32,1524.01,1495.57,1475.29,1461.45,1450.8,1440.92,1431.98,1424.81,1418.26,1410.9,1401.87,1390.33,1376.75,1363.15,1352.36,1346.35,1345.84,1349.91,1356.93,1364.49,1370.76,1375.25,1378.34
Aruba,18.395,18.51,18.865,19.467,20.282,21.266,22.394,23.559,24.706,25.732,26.573,27.182,27.574,27.79,27.937,28.091,28.251,28.419,28.578,28.742,28.888,29.04,29.21,29.351,29.463,29.505,29.475,29.377,29.269,29.223,29.291,29.517,29.886,30.295,30.604,30.722,30.589,30.264,29.972,30.039,30.659,31.929,33.755,35.867,37.917,39.616,40.911,41.836,42.521,43.151,43.847,44.643,45.486,46.31,47.028,47.574,47.935,48.139,48.251,48.339,48.465,48.65,48.878,49.13,49.379,49.597,49.797,49.978
Australia,4120.47,4246.75,4357.23,4459.6,4559.66,4661.29,4766.31,4874.69,4984.68,5093.41,5198.14,5297.8,5394.25,5492.83,5600.81,5722.78,5861.32,6013.2,6170.19,6320.71,6456.4,6574.92,6678.78,6770.43,6854.26,6933.89,7009.45,7081.07,7152.49,7228.37,7312.13,7404.92,7506.22,7615.53,7731.6,7853.08,7980.63,8113.56,8247.54,8376.9,8497.67,8608.11,8709.54,8804.94,8898.83,8994.67,9094.1,9196.66,9301.42,9406.62,9511.53,9614.65,9717.94,9828,9953.72,10100.8,10272.3,10464.8,10668.8,10870.9,11061.4,11236.8,11399.8,11554.1,11706.5,11861.6,12020.4,12180.6
Austria,3219.96,3218.38,3219.08,3221.71,3226.01,3231.93,3239.55,3249.15,3261.08,3275.79,3293.62,3314.61,3338.36,3363.96,3390.19,3416.05,3441.1,3465.24,3488.26,3510.04,3530.44,3549.5,3566.97,3582.08,3593.89,3601.87,3605.76,3606.1,3604.24,3601.99,3600.77,3601.2,3603.27,3607.13,3612.73,3620.08,3628.92,3639.53,3653.11,3671.2,3694.67,3724.4,3759.34,3795.96,3829.47,3856.5,3875.56,3887.87,3896.2,3904.71,3916.4,3932.29,3951.4,3972.39,3993.1,4012.06,4028.56,4043.41,4058.47,4076.32,4098.64,4126.33,4158.25,4191.65,4222.7,4248.65,4268.48,4283.1
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.92,3703.78,3752.98,3797.33,3836.09,3870.14,3901.93,3934.86,3971.46,4012.63,4057.82,4106.16,4156.18,4206.81,4257.66,4309.15,4361.97,4417.1,4475.09,4536.12,4599.42,4663.46,4726.18,4786.01,4842.33,4895.31
