Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,16.88286018,14.76506996,13.5408,12.3166,11.09230995,14.74473953,17.8986,21.05249023,25.14431953,14.30504036,15.5771,16.84918976,17.28546906,18.5198,19.754,20.9883,22.2226,23.4569,24.6912,25.9255,27.15974998,26.9073,26.6549,26.4024,26.15,25.8975,25.6451,25.3926,25.1402,24.8878,24.6353,24.3829,24.13043022,,,,,,,,,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,87.32811737,86.1171,84.906,83.695,82.48390961,90.50811768,88.6205,86.73278809,87.595,88.4572,89.3195,90.18167877,89.44399261,87.42150116,92.71122742,93.72865295,93.83602905,93.91750336,93.99813843,97.07090759,
Algeria,,9.268239975,12.6087904,15.22926998,18.06656075,22.99048042,22.84403038,26.39249039,31.42803001,37.03479004,37.86296082,39.383,40.90301895,45.1106,49.31824112,51.03731918,56.1487,61.26,66.3714,71.48271942,64.89034271,60.24246979,61.89537811,60.77111816,59.74930954,59.02347946,58.66521835,51.43259811,51.7521,52.07154846,46.70840073,50.33631897,56.40945816,55.64910126,55.35126114,67.13217926,58.71493912,51.70613861,46.54365921,53.51383972,50.74375916,61.48522949,97.4451828,77.36763763,71.9707489,68.20794678,
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39289093,23.59164047,25.1484,26.70523071,,,,,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,,135.2813873,131.6238,127.9662,124.3086,120.6509,116.9933,113.3357,109.6781,106.0205,102.3629,98.7053,95.0477,91.3901,87.7325,84.0748,80.4172,76.7596283,84.76561737,80.53777313,88.4009,96.26400757,89.1768,82.0895462,87.64186859,
Argentina,12.24186993,12.07705975,14.4287,16.7804,19.1321,21.4837,23.8354,26.1871,28.5387,30.8904,33.2421,35.5938,37.9454,40.2971,42.6488,45.0004,47.3521,49.7038,52.0554,54.4071,56.7588,59.1105,61.4621,63.8138,66.1655,68.5171,70.8688,73.2205,75.5721,77.92381287,83.13937378,83.62882233,83.40663147,79.05062866,77.06799316,78.00411224,74.88408661,73.23747253,75.2117691,76.73429108,81.13780212,84.91670227,85.58628845,87.66539001,87.7420578,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.49443817,83.03807068,87.67386627,92.82058716,94.43846893,89.02890778,83.5825119,96.91100311,,,,,,,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8242569,93.1087265,95.93373108,94.10028839,84.8787384,82.57888031,87.66577911,87.906,88.14627838,90.5108,92.87532043,93.8232,94.771,95.7188,96.66667175,95.46666718,,
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.182312,104.1332626,103.7749,103.4165,103.0580826,101.53479,100.7481995,99.98155975,101.7006302,101.3357697,99.10816193,96.35370636,96.76582336,96.72402191,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,87.14137268,84.8345,82.52758789,85.4239502,85.8435,86.26309967,39.66572952,75,91.78801727,88.00773621,84.86737823,87.69402313,90.1208725,91.25955963,89.61963654,91.99375153,91.82676697,92.05323029,95.37194824,89.04798889,87.05841064,87.75389099,
