Country,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Angola,0.039924182,0.032207878,0.032725607,0.054219343,0.035917123,0.045163365,0.045579956,0.035686554,0.030638135,0.03566991,0.030344607,0.032867507,0.020606844,0.014851037
Argentina,0.104249649,0.05536413,0.119641622,0.182450965,0.159826811,0.208908048,0.427658893,0.354266291,0.051867537,0.013315796,0.030135672,0.040826531,0.044515902,0.054335637
Burundi,,,0.001285072,0.000366976,0.000256238,4.44E-05,8.35E-05,4.49E-05,1.75E-05,2.25E-05,4.80E-06,7.85E-06,1.49E-05,0.000478743
Benin,0.000333362,0.000238243,0.000469913,0.000921587,0.002907854,0.002406059,0.007382917,0.000134104,0.002991209,5.03E-05,5.79E-05,0.000201437,0.000361232,0.00240681
"Burkina Faso",1.30E-05,1.96E-05,9.53E-07,1.77E-05,7.54E-06,5.97E-07,8.95E-07,7.74E-07,1.13E-05,4.29E-06,4.97E-06,2.79E-07,2.01E-06,1.93E-06
Bangladesh,0.004127917,0.003425741,0.001801589,0.004310408,0.003316522,0.003023267,0.002612366,0.002285329,0.002345962,0.00192823,0.000905578,0.001121068,0.001422952,0.001959139
Bahamas,7.45E-05,0.000132612,0.000132612,0.000213445,8.66E-05,0.000217904,0.000184964,0.00020237,7.11E-05,,,,,
Belize,0.000242208,0.000126062,0.000111303,0.000102895,0.00012746,0.000158277,0.000225077,0.000219422,0.000213712,0.000145399,0.000123454,0.000111807,0.00010447,0.000163894
Bolivia,,,,0.058065711,0.075184776,0.05817652,0.039569158,0.034353214,0.023580755,0.02249312,0.02233623,0.020545254,0.016401515,0.017757739
Brazil,1.560764943,2.0987541,1.689190247,1.181751719,0.65474739,0.859033384,1.241638176,1.463294688,1.134187135,1.593474163,1.02453918,1.391572753,1.043471043,1.254297715
Brunei,0.000312677,0.000322498,0.000222029,2.12E-05,0.000128761,0.000103787,0.000274508,0.000188359,0.000215849,0.000103408,0.00015014,0.000385091,0.000244513,0.000781938
Bhutan,0.000232879,3.05E-05,6.51E-05,9.10E-05,0.000686896,0.000539816,0.000425651,0.000297543,0.000265417,0.000235767,0.000131589,0.00072471,0.000475665,0.000959146
Botswana,0.000233452,5.50E-05,2.52E-05,0.000108964,0.000114619,7.19E-05,4.46E-05,3.09E-05,8.39E-05,5.56E-05,4.68E-05,1.14E-05,4.45E-06,2.40E-06
"Central African Republic",0.031097813,0.03172462,0.013991237,0.006081469,0.004375692,0.005079856,0.004050748,0.003529862,0.002300541,0.001428356,0.001215634,0.001108049,0.001295994,0.001522264
"Ivory Coast",0.005075868,0.070755641,0.028928675,0.014703876,0.000937294,0.002255741,0.003139757,0.0039138,0.003634609,0.002648394,0.002607029,0.003456075,0.004308996,0.005369543
Cameroon,0.0076262,0.005985034,0.005460906,0.004663124,0.004337924,0.00697315,0.008336582,0.002267774,0.002173352,0.003788081,0.008721355,0.008267531,0.009157928,0.009433227
"Congo (Kinshasa)",0.049043922,0.047452704,0.048489923,0.052042906,0.064286281,0.067868941,0.055652504,0.030232664,0.020956529,0.014318527,0.011301507,0.015575059,0.019887887,0.028623968
"Congo (Brazzaville)",0.01153522,0.008155278,0.008214041,0.005966615,0.006496122,0.007143545,0.007566071,0.003747297,0.00311067,0.004508557,0.005182128,0.007591612,0.009780929,0.013266856
Colombia,,0.177827901,0.11960965,0.187724885,0.083230858,0.09504536,0.155645678,0.118602934,0.0647,0.010861418,0.18085292,0.217570814,0.133196076,0.065206435
"Costa Rica",,,,,,,,,,,,0.002650035,0.005066028,0.005895379
Cuba,,,0.005430641,0.016488748,0.010592006,0.007685379,0.004609411,0.006216362,0.006336219,0.007071881,0.01236963,0.007646689,,
"Dominican Republic",0.005418602,0.00726187,0.007479697,0.007054158,0.003616845,0.005015221,0.005480209,0.004227779,0.002072701,0.000938514,0.000808221,0.000816297,0.000813038,0.000844023
Ecuador,,0.008942571,0.013968338,0.037639374,0.002168812,0.0053,0.008371525,0.0074,0.0065,0.005543369,,,,
Eritrea,6.29E-07,,,,,,,,,,,,,
Ethiopia,0.000965422,0.00044231,0.000336674,0.000397625,0.000511223,0.000951324,0.002404194,0.00285821,0.00091809,0.000520087,0.00059645,0.004773773,0.004680318,0.003527641
Gabon,0.002759061,0.002823534,0.003066559,0.002930195,0.002278557,0.002106814,0.001879752,0.001517318,0.000952354,0.000797883,0.00080582,0.001046438,0.001194792,0.001726682
Ghana,0.000192806,0.003495124,0.001239345,0.000738741,0.001769961,0.000905873,0.002774387,0.003373024,0.009100131,0.005477021,0.01164416,0.008504749,0.008623401,0.007248718
Guinea,0.00042337,0.00047606,0.000144409,0.000412813,0.000410315,0.000949209,0.002584624,0.001765144,0.003243846,0.000940394,0.000983935,0.000655762,0.001210633,0.001316092
Guadeloupe,,,,,0.000208555,5.46E-05,0.000151881,,,,,,,
Gambia,,,,,,,,,,,7.07E-05,1.37E-05,7.88E-06,4.63E-06
"Guinea Bissau",0.000361787,0.000315433,0.000383295,0.000407378,0.000707817,0.001060505,0.0015127,0.000889947,0.002472966,0.001843198,0.00177058,0.000639224,0.000336076,0.000334557
"Equatorial Guinea",0.000393307,0.000365977,0.000271592,0.000247274,0.00022883,0.000250755,0.00029096,0.000308281,0.000286669,0.000117433,8.37E-05,0.000113141,0.000121087,0.000166854
Guatemala,0.001576063,0.002454236,0.0039,0.0054,0.0069,0.0084,0.0099,0.0114,0.0129,0.0144,0.0158,0.017332843,0.042903059,0.04482265
Guyana,0.000578729,0.001402465,0.001380231,0.001429019,0.000443971,0.000286937,0.000190714,0.00012335,9.03E-05,0.000181981,0.000220365,0.000196022,0.00013287,5.21E-05
Honduras,0.040428789,0.029068413,0.027242016,0.015,0.002697717,0.021605421,0.023755923,0.023635305,0.004426602,0.002761231,0.002085068,0.004264061,0.004618523,0.008105582
Haiti,0.001788047,0.001508761,0.000721289,0.001335202,4.21E-05,3.74E-05,5.11E-05,0.000100169,9.74E-05,0.000792169,0.000896408,0.000720816,7.89E-05,0.000982265
India,,0.002576476,0.005306566,0.010338673,0.003805713,0.001223094,0.0009,0.000522271,0.003848732,0.004523809,0.001834223,0.009808046,0.008604878,0.031005722
Jamaica,0.000650681,0.000642248,0.000644055,0.000106163,0.000154802,0.000137334,0.000157814,9.26E-05,7.77E-05,6.02E-05,8.13E-05,0.000106012,0.000125137,0.000144111
Kenya,0.005615231,0.003604983,0.001970759,0.003064316,0.005793627,0.012438935,0.006418359,0.003951258,0.001090249,0.001302988,0.001581653,0.013777381,0.011691631,0.010933904
Cambodia,0.028747176,0.055608678,0.057270036,0.079695696,0.047426556,0.005742366,0.004431384,0.004409248,0.00252104,0.002346334,0.001713879,0.001555421,0.001573008,0.001882771
"Saint Kitts and Nevis",,,,,,,7.57E-06,3.79E-06,,,,,,
Laos,,0.001234388,0.000573499,0.0005,0.0005,0.0004,0.0003,0.0003,0.0002,0.000146279,0.002102522,0.004046369,0.003936475,0.005228113
Liberia,0.001214047,0.001335454,0.001556047,0.000849637,0.000800625,0.000937628,0.001040658,0.000963495,0.000640751,0.000279846,0.000406994,0.000592523,0.00069333,0.000829509
"Sri Lanka",0.001357465,0.001980742,0.000111378,0.000333956,0.000307177,0.000440741,0.000616783,7.81E-05,0.000275973,0.000136296,0.000471889,0.002133205,0.000720181,0.002884704
Madagascar,0.085968176,0.058053592,0.057169556,0.052901284,0.023391348,0.02194455,0.033691368,0.018318585,0.01864579,0.004538109,0.003877938,0.006311502,0.008323249,0.012706833
