Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Barbados,79,78,78,77,77,76,76,75,75,74,74,74,74,74,74,74,74,74,74,74,74,75,77,79,80,82,88,87,87,98,99,100,97,96,93,92,96,98,100,107,105,101,96,95,106,110,116,118,122,125,129,131,129,130,132,134,131,133,132,128,127,128,125,126,125,128,128,128
Belarus,3771,3783,3795,3807,3820,3832,3844,3856,3868,3881,3893,3914,3934,3955,3976,3997,4018,4039,4061,4082,4104,4199,4290,4366,4448,4505,4552,4623,4702,4767,4826,4866,5039,5062,5092,5112,5136,5144,5174,5200,5151,5023,4891,4828,4701,4410,4365,4370,4417,4442,4444,4422,4387,4347,4326,4414,4470,4518,4611,4644,4703,4691,4612,4578,4551,4496,4452,4404
Belgium,3375,3388,3401,3414,3427,3440,3454,3478,3441,3412,3491,3517,3571,3597,3648,3662,3675,3659,3655,3717,3720,3746,3738,3772,3828,3773,3752,3737,3740,3775,3770,3700,3652,3604,3603,3620,3643,3670,3741,3799,3840,3853,3848,3823,3807,3868,3878,3905,3973,4028,4109,4165,4157,4154,4195,4255,4303,4374,4453,4446,4474,4535,4555,4540,4559,4601,4661,4702
Bolivia,1450,1435,1421,1407,1393,1380,1362,1344,1327,1310,1293,1311,1329,1348,1366,1386,1406,1426,1446,1467,1488,1522,1556,1591,1627,1665,1699,1733,1768,1804,1842,1887,1888,1930,2014,2094,2133,2196,2159,2271,2417,2531,2620,2690,2852,2932,3024,3106,3153,3221,3327,3388,3479,3561,3787,3827,3943,4072,4237,4305,4508,4757,4909,5013,5118,5234,5341,5454
Brazil,19579,20124,20690,21275,21882,22510,23162,23838,24539,25266,26021,26638,27281,27952,28652,29382,30145,30942,31775,32646,33557,35525,37492,42071,43105,44222,45429,49847,51460,50515,49915,52003,54817,55435,57428,61687,63407,65665,67932,69339,71030,71198,71249,71860,72584,73333,71778,72917,72535,76420,78745,79341,82417,83770,87942,90539,93050,94552,95720,96559,98116,99560,100960,102537,105473,105716,103793,103756
Bulgaria,4089,4109,4130,4151,4172,4192,4213,4235,4256,4277,4299,4318,4338,4358,4378,4398,4418,4439,4459,4479,4500,4517,4535,4552,4569,4587,4605,4622,4640,4658,4676,4736,4773,4788,4781,4781,4795,4810,4790,4680,4392,3821,3510,3454,3476,3519,3615,3504,3468,3318,3239,3215,3222,3317,3403,3495,3612,3727,3815,3749,3604,3525,3436,3422,3434,3446,3463,3480
"Burkina Faso",2311,2340,2370,2400,2430,2461,2492,2524,2556,2588,2621,2621,2622,2623,2624,2625,2626,2627,2628,2629,2629,2656,2682,2709,2736,2763,2791,2819,2847,2875,2904,2971,3039,3108,3179,3252,3332,3422,3522,3631,3739,3862,3984,4065,4209,4338,4459,4593,4723,4868,5011,5174,5282,5492,5621,5754,6031,6161,6358,6569,6781,6997,7219,7457,7706,7974,8241,8513
"Ivory Coast",1124,1146,1170,1193,1217,1242,1267,1293,1319,1346,1373,1429,1487,1548,1611,1676,1745,1816,1890,1967,2047,2129,2215,2304,2397,2494,2594,2699,2807,2920,3038,3131,3226,3325,3426,3531,3639,3750,3865,4012,4201,4400,4559,4717,4904,5074,5221,5352,5711,5873,6035,6145,6256,6363,6471,6589,6726,6874,7031,7200,7384,7588,7775,7997,8231,8475,8708,8953
Cambodia,1871,1918,1965,2014,2063,2114,2166,2220,2275,2331,2389,2444,2501,2559,2618,2679,2741,2804,2869,2936,3004,2999,2995,2991,2986,2982,2977,2973,2968,2964,2960,3050,3143,3238,3337,3438,3543,3651,3762,3877,3995,4089,4219,4377,4474,4618,4783,5006,5247,5448,5605,5889,6105,6314,6590,6891,7183,7468,7749,7959,8124,8310,8486,8636,8788,8958,9130,9288
Cameroon,1841,1861,1882,1902,1923,1943,1965,1986,2007,2029,2051,2075,2099,2124,2149,2174,2199,2225,2251,2278,2304,2345,2387,2430,2473,2517,2562,2608,2655,2702,2750,2809,2868,2928,2990,3053,3168,3283,3398,3517,3624,3750,3876,4007,4143,4335,4292,4561,4760,4942,5093,5478,6048,6486,7129,7774,8573,8276,9530,10342,11102,11773,12114,12464,12830,13185,13550,13940
Canada,6287,6449,6500,6534,6483,6560,6841,6926,6722,6833,6807,6824,6994,7148,7395,7710,7974,8119,8128,8383,8375,8519,8801,9235,9704,9806,9942,10129,10439,10898,11235,11559,11182,11268,11557,11932,12302,12645,13040,13355,13450,13223,13089,13149,13407,13623,13757,14046,14365,14733,15064,15246,15626,15994,16269,16504,16811,17243,17577,17302,17549,17831,18040,18315,18430,18579,18717,18939
Chile,2044,2066,2088,2110,2133,2156,2182,2208,2234,2261,2289,2324,2359,2395,2432,2471,2511,2552,2596,2635,2652,2754,2862,2895,2813,2706,2747,2867,2891,2945,3114,3174,2955,3148,3288,3488,3673,3812,4040,4256,4343,4419,4634,4905,4945,5004,5077,5190,5302,5240,5332,5393,5492,5707,5852,6079,6184,6356,6539,6497,6928,7267,7375,7786,7903,8028,8114,8209
China,202863,205064,207290,213640,218320,223280,230180,237710,266000,261730,258800,255900,259100,266400,277360,286700,298050,308140,319150,332250,344320,356200,358540,366520,373690,381680,388340,393770,401520,410240,423610,437250,452950,464360,481970,498730,512820,527830,543340,553290,647490,654910,661520,668080,674550,680650,689500,698200,706370,713940,720850,727970,732800,737360,742640,746470,749780,753210,755640,758280,761050,764200,767040,769770,772530,774510,776030,776470
Colombia,3655,3725,3795,3867,3940,4019,4105,4193,4282,4374,4473,4588,4706,4827,4951,5086,5262,5445,5633,5828,6047,6247,6454,6668,6889,7273,7512,7862,8085,8324,8502,8892,9048,9062,9153,9403,9751,10262,10652,11167,11479,12294,12503,13260,13770,14425,14543,14854,14871,14652,15614,15814,15844,16650,16704,17155,16681,17076,17426,18197,18971,20020,20696,21048,21250,21952,22156,22666
"Costa Rica",271,277,284,291,298,305,313,321,330,339,349,360,371,383,395,408,423,438,454,470,489,509,530,552,572,603,629,662,685,706,723,724,743,781,825,856,887,927,965,1010,1032,1031,1073,1134,1187,1224,1214,1311,1395,1412,1446,1527,1550,1599,1615,1722,1772,1871,1895,1861,1837,1798,1953,1978,2017,2005,1952,1975
Croatia,1586,1596,1606,1617,1627,1637,1648,1658,1669,1679,1690,1694,1698,1702,1707,1711,1715,1719,1724,1728,1732,1744,1756,1768,1781,1793,1805,1818,1830,1843,1856,1909,1941,1962,1992,2036,2094,2136,2132,2123,2057,1879,1654,1624,1588,1569,1569,1550,1511,1456,1400,1407,1418,1473,1495,1506,1564,1715,1780,1767,1700,1634,1576,1533,1575,1599,1629,1663
Cyprus,117,118,119,121,122,124,125,127,128,130,131,133,134,135,137,138,140,141,142,144,145,147,149,151,154,156,158,175,183,191,200,206,210,215,222,231,233,240,251,261,267,268,279,279,285,296,298,299,304,310,315,322,328,340,354,366,373,390,404,404,406,406,393,369,363,370,380,388
"Czech Republic",4130,4155,4176,4212,4372,4417,4477,4530,4535,4541,4584,4680,4754,4772,4790,4831,4912,4937,4989,5046,5126,5116,5114,5130,5152,5165,5176,5187,5216,5244,5257,5265,5277,5292,5329,5358,5375,5394,5402,5396,5139,4956,5024,5014,5069,5106,5132,5096,5008,4900,4859,4846,4877,4838,4829,4923,4989,5093,5204,5110,5057,5043,5065,5081,5109,5180,5273,5280
Denmark,1970,1993,1974,2018,2035,2029,2018,2023,2029,2069,2108,2138,2171,2198,2243,2284,2323,2322,2340,2382,2411,2410,2457,2485,2468,2444,2486,2480,2501,2530,2515,2476,2487,2489,2525,2583,2647,2667,2654,2645,2634,2609,2587,2545,2596,2612,2638,2674,2712,2735,2755,2782,2784,2759,2744,2783,2846,2912,2947,2854,2788,2787,2767,2766,2794,2829,2877,2906
"Dominican Republic",575,589,604,620,635,651,668,685,702,720,738,767,798,829,862,896,931,968,1006,1045,1087,1128,1172,1217,1264,1312,1363,1415,1469,1526,1584,1640,1698,1758,1820,1885,1951,2020,2091,2165,2242,2300,2458,2469,2452,2452,2524,2652,2889,2980,3041,3002,3106,3098,3213,3279,3470,3551,3654,3566,3727,3874,3962,3993,4174,4293,4416,4481
"Congo (Kinshasa)",5135,5239,5345,5453,5563,5676,5791,5908,6027,6149,6273,6434,6599,6768,6942,7120,7302,7489,7681,7878,8080,8270,8463,8662,8865,9072,9285,9502,9725,9953,10186,10446,10713,10987,11268,11556,11851,12154,12464,12783,13110,13561,14106,14690,15231,15739,16158,16571,16963,17399,17897,18380,18905,19476,20086,20735,21360,22032,22750,23520,24295,25067,25876,26718,27601,28590,29577,30619
Ecuador,576,587,598,609,620,632,644,656,669,681,694,710,726,742,759,776,795,814,834,855,876,912,950,989,1030,1073,1110,1148,1188,1228,1271,1324,1379,1436,1496,1558,1621,1687,3037,3221,3425,3765,3957,3896,3965,4250,4245,4500,4630,4741,4961,5397,5083,5189,5671,5719,5925,5926,5971,6125,6144,6264,6506,6695,6784,7151,7482,7590
Egypt,6324,6438,6554,6672,6792,6915,7039,7166,7295,7426,7560,7222,7771,8100,8284,8288,8031,7811,7852,8217,8221,8225,8037,8815,9061,9517,9684,9239,9488,9604,11169,10123,10586,11166,11114,11002,11169,11720,11840,12342,12623,13225,13316,13537,13903,14304,15026,16124,16637,17120,17325,17805,17804,17384,18355,18928,19499,22480,23314,24510,25466,26256,27051,27509,27853,28426,29261,30045
Estonia,522,532,542,552,563,573,584,595,606,618,629,641,653,665,677,690,702,715,728,742,756,762,769,775,782,788,795,802,809,816,822,828,834,837,842,846,856,854,854,847,831,807,759,699,675,634,619,619,607,580,585,589,589,601,599,612,642,643,642,577,548,584,594,601,606,623,625,625
Ethiopia,8211,8348,8488,8630,8774,8921,9071,9222,9377,9534,9693,9868,10096,10319,10573,10839,11108,11380,11679,11970,12271,12645,13029,13418,13811,14190,14582,15000,15378,15923,16504,17084,17759,18490,19259,19739,20310,20921,21529,22105,22621,23044,23600,23578,24320,25117,26057,26802,27404,28214,29165,29913,30619,31398,32311,33484,34537,35951,37662,39347,41177,43068,44220,46156,47719,49281,50753,52524
Finland,2029,2047,2065,2083,2102,2120,2139,2174,2208,2135,2197,2239,2230,2238,2237,2263,2268,2226,2197,2230,2278,2262,2283,2326,2334,2323,2302,2260,2239,2288,2355,2384,2411,2420,2435,2439,2431,2445,2469,2493,2481,2341,2176,2046,2018,2054,2083,2155,2195,2249,2298,2332,2357,2360,2374,2411,2455,2507,2563,2501,2484,2516,2538,2520,2508,2499,2513,2527
France,19549,19685,19765,19692,19733,19889,20141,20296,20248,20140,20175,20168,20153,20304,20522,20586,20745,20804,20752,21066,21352,21452,21584,21886,22088,21917,22100,22298,22431,22581,22684,22658,22715,22688,22568,22516,22624,22825,23051,23454,23669,23724,23574,23328,23448,23686,23822,24012,24437,25033,25671,26037,26161,26162,26196,26378,26667,27042,27168,26863,26896,27107,27196,27267,27394,27523,27705,27867
Georgia,1587,1616,1646,1677,1708,1740,1772,1805,1839,1873,1908,1933,1958,1984,2010,2037,2064,2091,2118,2146,2174,2214,2254,2294,2336,2378,2421,2465,2509,2555,2601,2634,2668,2702,2737,2772,2808,2834,2836,2805,2870,2616,2062,1864,1818,1797,1844,1848,1731,1733,1837,1878,1839,1815,1783,1745,1747,1704,1602,1656,1628,1664,1724,1712,1745,1780,1781,1784
Germany,30630,31281,31818,32628,33575,34626,35319,35963,36229,36598,37003,37396,37482,37505,37544,37726,37649,36762,36783,37251,37632,37778,37910,38260,37983,37275,37213,37301,37598,38143,38632,38686,38431,38122,38231,38489,38889,39124,39376,39741,39628,38790,38283,37786,37798,37958,37969,37947,38407,39031,39917,39809,39630,39200,39337,39326,39635,40325,40856,40892,41020,41577,42061,42328,42662,43057,43593,43937
Ghana,1982,2034,2086,2141,2196,2254,2312,2372,2434,2497,2562,2613,2642,2742,2701,2734,2749,2857,2897,3041,3133,3328,3396,3712,3930,4093,4137,4451,4616,4560,4687,4797,4807,4983,5423,5713,5881,6126,6303,6460,6542,6377,6466,6546,6640,6746,6873,7073,7213,7363,7428,7591,7774,7959,8167,8483,8779,9062,9539,9749,10243,11237,11686,12008,12317,12595,12876,13196
Greece,2776,2897,3024,3157,3295,3439,3590,3609,3636,3646,3662,3677,3640,3589,3543,3518,3486,3444,3403,3393,3389,3399,3416,3451,3454,3458,3499,3527,3541,3580,3630,3819,3778,3796,3788,3883,3896,3893,3958,3972,4024,3953,4010,4044,4119,4156,4133,4116,4297,4299,4313,4328,4434,4496,4604,4647,4731,4795,4856,4829,4705,4382,4105,3998,3999,4020,4072,4157
Guatemala,1005,1024,1044,1063,1083,1104,1125,1146,1167,1190,1212,1239,1267,1296,1325,1355,1388,1422,1457,1493,1529,1593,1659,1728,1799,1874,1938,2005,2074,2145,2219,2304,2252,2218,2299,2296,2303,2436,2579,2729,2795,2874,2976,3068,3185,3215,3325,3482,3606,3757,3907,4053,4121,4257,4422,4727,5041,5075,5129,5180,5208,5341,6056,5766,6060,6241,6475,6677
"Hong Kong",788,814,840,868,896,925,955,986,1019,1052,1086,1122,1159,1197,1237,1277,1320,1363,1408,1455,1503,1562,1614,1672,1742,1822,1869,1941,2018,2100,2254,2427,2428,2448,2526,2564,2643,2697,2739,2734,2720,2760,2744,2807,2879,2912,3080,3169,3127,3117,3212,3256,3224,3200,3279,3343,3412,3481,3510,3470,3479,3579,3657,3729,3750,3799,3818,3852
Hungary,4532,4638,4716,4776,4818,4885,4961,4948,4996,5065,5082,5029,5039,5077,5130,5136,5174,5242,5261,5280,5299,5109,5135,5153,5166,5175,5173,5161,5161,5163,5129,5345,5311,5272,5234,5208,5197,5179,5156,5137,5064,4792,4390,4109,4025,4010,4013,4019,4082,4196,4237,4230,4227,4227,4186,4174,4192,4198,4115,4013,3969,3969,3975,4019,4213,4309,4403,4424
Iceland,67,67,68,68,68,69,69,69,70,70,70,71,73,74,80,83,85,85,86,86,90,94,97,99,103,104,108,108,112,113,116,122,126,126,128,133,137,145,141,139,137,137,137,137,138,142,142,142,148,154,157,159,157,157,157,162,170,178,179,168,167,167,169,175,178,184,191,196
India,162475,165041,167648,170297,172987,175720,178496,181316,184180,187090,190045,193586,195149,196808,198534,200304,202100,203905,205708,207500,209276,215772,222420,229246,236295,243594,251135,258909,266912,275134,283562,290516,297754,304368,308534,313022,317884,323185,330003,337568,345538,353925,362748,372033,376768,380164,383887,387950,392367,397156,406055,416871,428470,440938,454375,456670,455756,455706,456556,458369,463064,470603,476173,482904,490914,500624,510225,519649
Indonesia,26555,26925,27301,27682,28068,28460,28857,29259,29667,30081,30501,31069,31648,32238,32839,33451,34074,34709,35356,36015,36687,37628,38697,40224,42098,44420,47306,48315,51780,51004,51553,53819,57803,58220,59749,62457,68338,70402,72518,73425,75851,76423,78518,79200,82038,80110,85702,87050,87674,88816,89838,90807,91647,92811,93723,93958,95457,99930,102552,104871,108208,109670,110808,112761,114628,114818,118408,119972
Iran,4995,5081,5168,5257,5347,5439,5532,5627,5723,5821,5921,6063,6208,6356,6508,6664,6823,6986,7153,7324,7499,7619,7706,7926,8124,8260,8799,9024,9207,9540,9684,9892,10175,10534,10660,10935,11056,11370,11618,11926,12547,13097,13262,13408,13688,14061,14572,14962,15368,15974,16657,17112,17882,18401,19091,19696,20476,21088,20506,21017,20684,20547,20665,21385,21343,21578,21850,22128
Iraq,1134,1161,1189,1218,1247,1278,1309,1340,1373,1406,1440,1479,1519,1559,1601,1644,1689,1734,1781,1829,1878,1937,1998,2061,2126,2193,2262,2333,2407,2483,2561,2637,2716,2797,2881,2966,3055,3146,3240,3337,3436,3327,3393,3505,3670,3815,3920,4089,4234,4398,4580,4733,4891,4359,4572,5300,5496,5703,5971,6162,6371,6610,6871,7166,7469,7712,7932,8194
Ireland,1237,1220,1204,1188,1172,1156,1141,1099,1083,1075,1070,1065,1075,1081,1086,1084,1080,1075,1078,1081,1068,1080,1067,1082,1097,1089,1079,1113,1125,1183,1172,1169,1164,1154,1133,1128,1121,1127,1128,1127,1176,1172,1176,1194,1231,1285,1331,1405,1524,1623,1696,1749,1776,1809,1870,1962,2053,2143,2129,1962,1883,1872,1862,1908,1940,1989,2043,2087
Israel,542,566,590,615,642,670,698,728,760,793,827,854,882,911,941,973,1005,1038,1072,1107,1127,1167,1226,1281,1284,1303,1319,1357,1420,1453,1468,1499,1520,1568,1591,1579,1602,1644,1701,1710,1747,1853,1932,2050,2190,2300,2394,2455,2519,2602,2706,2734,2755,2787,2829,2924,3004,3132,3245,3311,3412,3514,3655,3753,3859,3947,4053,4155
Italy,19864,19994,20161,20375,20653,20644,20714,20805,20878,20908,20992,21126,21064,20715,20643,20139,19810,20057,20047,19903,19995,20002,19950,20232,20547,20562,20771,20834,20903,21136,21442,21424,21468,21537,21536,21740,21889,21939,22175,22326,22682,23106,22939,22322,21955,21911,22044,22114,22336,22581,23021,23473,23867,24218,24365,24501,24984,25295,25349,24926,24766,24843,24765,24323,24339,24504,24814,24918
Jamaica,536,540,543,546,550,553,557,560,564,567,571,576,581,586,591,596,601,606,612,617,615,613,611,622,651,667,669,676,692,681,699,730,731,742,779,782,821,845,872,881,896,903,906,906,923,963,960,956,954,937,936,942,1026,1057,1059,1092,1130,1170,1168,1126,1095,1099,1103,1109,1128,1139,1175,1189
Japan,39541,40353,41181,42027,42564,43928,44798,45979,46162,46559,47644,48310,48933,49352,49996,50801,51843,52842,53723,54131,54711,55097,55383,56635,56396,56258,56718,57398,57958,58554,58959,59409,59894,60801,61008,61338,61652,61896,62615,63538,64598,65912,66655,66908,66983,67214,67281,67765,66989,66091,65610,65370,64607,64641,65010,65531,65989,66512,66411,65632,65494,65455,65177,65549,65934,66165,66815,66870
Jordan,96,100,105,110,115,120,125,131,137,143,149,158,167,177,187,198,210,222,235,249,263,270,276,282,289,295,302,309,316,323,331,349,369,390,411,434,459,485,512,540,571,665,702,748,826,924,965,991,1017,1038,1046,1043,1055,1079,1142,1164,1219,1333,1395,1486,1532,1564,1603,1610,1673,1701,1743,1782
Kazakhstan,2359,2462,2570,2682,2799,2921,3049,3182,3321,3466,3617,3740,3868,3999,4135,4276,4422,4572,4728,4889,5055,5179,5305,5435,5568,5704,5843,5986,6132,6282,6435,6528,6622,6718,6815,6913,6980,7070,7167,7466,7563,7494,7356,6926,6394,6398,6361,6309,6128,6097,6201,6699,6709,6985,7182,7261,7404,7631,7857,7903,8114,8302,8507,8571,8510,8624,8553,8570
Kenya,2573,2616,2659,2703,2747,2793,2839,2886,2933,2982,3031,3108,3188,3269,3352,3438,3525,3615,3707,3802,3888,4047,4143,4270,4489,4601,4773,4927,5075,5275,5457,5608,5779,5996,6181,6409,6625,6842,7036,7321,7567,7842,8145,8485,8918,9457,9939,10370,10785,11205,11568,11892,12217,12517,13011,13371,13730,14198,14661,14921,15289,15646,16172,16700,17244,17920,18566,19204
Kuwait,50,54,59,64,69,75,82,89,96,105,114,122,131,141,152,163,175,189,203,218,234,248,260,273,286,297,330,364,401,443,483,514,547,583,620,660,704,750,797,848,900,883,844,794,752,746,802,848,865,840,820,818,882,940,1019,1124,1261,1427,1500,1544,1666,1735,1836,1851,1929,2025,2073,2108
Kyrgyzstan,678,690,702,715,728,741,755,768,782,796,811,832,853,875,898,921,944,969,994,1019,1045,1078,1112,1147,1183,1220,1259,1298,1339,1381,1424,1461,1497,1535,1574,1614,1652,1703,1717,1739,1748,1754,1836,1681,1645,1642,1652,1689,1705,1764,1768,1787,1850,1930,1991,2077,2096,2153,2184,2216,2244,2278,2286,2263,2303,2258,2281,2309
Latvia,633,644,656,667,679,691,704,716,729,742,756,770,784,799,813,828,844,859,875,892,908,916,923,931,939,947,955,963,971,979,987,990,993,1001,1006,1010,1016,1023,1023,1019,1020,1011,977,898,891,930,935,977,973,956,924,939,952,958,961,969,1025,1064,1055,904,844,856,869,889,877,887,885,888
Lithuania,1045,1059,1073,1087,1102,1116,1131,1146,1161,1177,1193,1213,1233,1254,1275,1296,1318,1341,1363,1386,1409,1430,1451,1473,1494,1516,1539,1562,1585,1608,1632,1647,1657,1674,1689,1706,1720,1736,1742,1745,1700,1706,1683,1611,1508,1483,1497,1506,1494,1461,1399,1346,1395,1426,1410,1421,1416,1445,1426,1317,1247,1253,1275,1292,1318,1334,1359,1366
Luxembourg,134,134,134,133,133,133,133,133,132,133,133,134,135,134,137,138,139,137,137,138,141,146,150,153,157,159,158,158,157,158,159,160,159,159,160,161,165,170,175,181,188,196,201,205,210,216,222,229,239,251,264,279,287,293,299,308,319,334,349,353,360,370,379,386,396,406,418,427
"Macedonia (F.Y.R.O.M.)",401,404,407,411,414,417,420,423,427,430,433,440,447,454,461,468,476,483,491,498,506,519,532,545,559,573,587,602,617,632,648,672,698,722,740,759,786,823,820,819,807,783,747,706,669,605,578,547,563,584,593,580,599,599,560,587,615,633,683,713,687,697,705,745,763,780,794,807
Madagascar,2374,2404,2435,2466,2497,2529,2562,2594,2628,2661,2695,2742,2789,2837,2887,2937,2987,3039,3092,3145,3200,3273,3348,3425,3503,3584,3666,3750,3836,3924,4013,4118,4226,4336,4449,4565,4684,4807,4932,5061,5193,5366,5637,5905,5976,6270,6507,6648,6791,7007,7023,7251,7508,7783,8144,8516,8749,8939,9303,9787,10215,10561,10924,11284,11643,11992,12339,12713
Malawi,1144,1167,1190,1214,1239,1263,1289,1315,1341,1368,1395,1430,1466,1502,1539,1578,1617,1632,1662,1704,1735,1803,1850,1912,1982,2052,2099,2149,2246,2320,2600,2668,2759,2899,2979,3088,3227,3311,3517,3711,3874,3983,4032,4014,4030,4057,4119,4231,4286,4330,4346,4367,4423,4437,4604,4748,4777,5001,5281,5584,5937,6117,6310,6488,6719,6944,7190,7442
Malaysia,2175,2218,2262,2307,2352,2398,2445,2494,2543,2593,2644,2713,2785,2858,2933,3010,3090,3171,3254,3340,3428,3547,3668,3791,3916,4048,4183,4327,4470,4620,4787,5067,5249,5457,5567,5653,5760,5984,6157,6391,6685,6724,7048,7383,7519,7645,8399,8569,8600,8838,9269,9357,9543,9870,9980,10045,10275,10538,10660,10897,11900,12285,12723,13210,13532,13744,13827,14084
Mali,1030,1049,1068,1087,1107,1127,1147,1168,1189,1210,1232,1254,1277,1300,1323,1347,1372,1396,1421,1447,1473,1497,1522,1547,1573,1598,1625,1651,1679,1706,1734,1763,1792,1822,1852,1883,1914,1946,1978,2011,2045,2181,2235,2171,2244,2428,2476,2674,2636,2660,2786,2876,2979,3168,3135,3360,3582,3796,4128,4478,4897,5055,5202,5333,5433,5614,5809,6015
Malta,88,88,87,87,87,87,86,86,86,86,86,87,88,89,90,91,92,93,94,95,96,98,100,103,105,107,109,112,114,117,119,119,114,114,115,116,119,126,129,131,132,135,136,137,139,145,147,148,147,148,146,149,149,149,149,151,154,157,161,161,164,169,173,179,189,196,203,209
Mexico,7929,8021,8113,8207,8302,8401,8520,8641,8763,8887,9017,9266,9521,9783,10053,10349,10669,10998,11338,11688,12077,12729,13417,14141,14905,15821,16493,17194,18022,19119,20331,21020,21734,21828,22751,23871,24632,25498,26394,27377,28346,29240,30274,31356,32455,32175,33496,35425,36357,36775,37594,37684,38560,38878,40216,40470,41867,42567,43538,43063,46598,46892,49003,49296,49146,50263,50918,51291
