Country,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Macau,,,,,,,,,,,,,,,,28.39193,27.53057,25.8259,24.88424,23.97054,24.89937,23.78163,24.2285,23.20423,23.54332,23.80802,24.60487,25.44591,25.26858,27.0633,31.99745,32.39996,32.95919,33.60536,33.74906,33.49661,34.19199,34.25373,34.59963,35.68941,36.84085,36.50555,39.23628,41.4606,42.57699,41.9351,43.02008,43.16109,43.6436,44.12616,44.65691,44.54817,
Taiwan,,,,,,,,,,,35.36292,36.39468,37.15388,34.75515,33.80503,33.87846,34.06991,32.86327,32.26707,32.13005,31.34612,30.10423,30.27142,29.60792,29.23143,29.87307,30.98518,31.43469,31.75124,32.08822,31.85212,31.48705,31.71805,32.01511,38.80831,38.74053,38.87385,38.58347,38.9791,39.37466,39.02357,38.55447,38.7108,38.6031,38.49532,38.59499,39.36008,39.08242,38.817,38.55156,38.31498,38.26806,
Colombia,43.58318,44.58582,44.97985,44.91109,44.78849,45.07972,45.05974,45.12143,45.5282,45.77346,45.37186,45.20813,46.13022,45.51722,46.30737,45.02739,44.21166,43.76247,44.2887,44.4959,45.3583,45.40822,45.9786,45.72237,45.85759,45.44086,45.64389,45.84819,45.88017,47.13168,46.90458,46.81842,46.7499,46.61329,46.59176,46.86067,47.28188,47.07249,47.59997,47.50605,47.66649,46.99449,46.8754,46.45729,45.3296,44.20182,43.86901,42.43792,41.9554,41.47293,45.1461,44.80833,44.80362
"Congo (Brazzaville)",,,,,,50.49726,51.09882,51.04929,52.07231,52.30872,53.4516,52.9135,52.3753,51.8372,51.2991,50.7609,50.2228,49.6846,49.1465,46.86591,46.57606,46.45492,46.43824,47.68824,47.43504,47.27378,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica",42.82236,44.3421,45.86174,45.4402,45.0186,44.59702,44.5876,44.5781,44.5686,44.5592,44.5497,44.5402,44.5308,44.5213,44.5118,44.5024,44.4929,44.4835,44.474,44.4645,44.4551,44.4456,44.43613,44.60354,45.31586,43.58596,43.71674,43.2846,44.33372,44.01624,42.98382,44.65013,41.51764,44.7195,42.64551,42.48866,43.82324,43.83279,43.96724,44.60387,44.7708,,,,,,,,,,,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,32.91829,33.54824,34.87608,36.27267,37.94479,38.30602,30.92014,33.36893,36.83898,37.854,39.47671,39.50695,41.34694,41.84307,42.31063,42.86766,42.90979,42.71887,42.6211,42.72176,42.71747,42.11781,41.72498,41.6142,42.29064,42.5112,42.7317,42.81679,41.68134,41.76075
Cuba,,,,,,,,,,,,,,,34.29398,34.03006,34.57582,35.77489,35.58441,36.03205,35.62542,34.99204,34.74259,34.64808,33.92136,33.62407,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,46.16379,45.10917,44.52273,44.46908,43.89371,43.52024,43.30223,42.55272,42.38243,41.0394,41.03016,43.46108,44.76818,43.27623,42.2389,41.74779,40.89521,40.84658,39.29723,39.33979,39.31837,39.13826,38.9663,39.31411,39.02937,38.89074,38.56899,39.02073,39.14066,39.3001,39.61916,38.96413,39.34795,39.79057,39.77022,39.71753,40.55809,38.41826,38.38792,37.54591,38.70788,38.62244,36.46489,36.55345,36.56715,36.84639,35.89931,36.18158,35.8716,35.5616,36.94264,36.97938,36.91053
"Czech Republic",22.76859,22.95775,22.95775,22.61926,22.25089,21.53407,21.17566,21.17566,21.36482,21.40465,21.28518,21.26526,21.13584,21.21548,21.15575,21.11593,21.04624,21.0761,20.85708,20.8969,20.8969,20.82721,20.57831,20.72765,24.59874,24.1721,24.41346,24.92401,26.93764,28.54933,29.6252,29.4923,29.35948,29.69059,29.91451,30.40437,30.97089,31.11982,30.71547,30.69115,31.08322,30.32056,30.61098,30.57852,29.90586,30.2942,31.95855,31.94144,31.9517,31.96202,32.01133,31.74055,30.87104
Denmark,31.15568,30.93415,30.79262,31.20208,31.59904,31.80644,31.30813,30.98261,31.22072,31.1967,30.62099,31.03851,32.36598,32.0705,31.72932,32.03399,32.0335,32.13283,31.90914,32.29872,32.21931,31.66417,31.31282,30.91179,31.1702,31.38737,30.86859,31.48603,31.34619,30.63745,30.32591,30.66963,30.76855,31.35629,29.86365,30.87261,31.07859,31.80773,31.3681,32.52013,32.95745,31.78804,32.89592,33.78722,33.22475,34.6276,36.03051,37.13944,35.6477,34.15601,34.07669,34.31296,34.17645
"Dominican Republic",46.89353,43.56687,44.79752,47.79046,51.05024,50.01342,49.24646,50.21518,51.01255,50.30952,53.16139,52.78954,48.38448,48.47074,49.52296,49.62154,49.70186,51.02965,50.39901,49.217,50.01029,50.78561,50.80105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,45.78755,48.60846,49.71336,48.87915,48.20775,46.74899,48.3129,46.59725,46.74967,46.17355,45.14154,43.54207,43.12427,42.73531,42.6999,41.18758,44.05855,45.14664,44.84895,45.77367,45.86891,46.41167,46.36092,46.77155,46.80997,47.60338,46.99673,46.07746,48.40892,49.05346,49.54869,50.68007,48.60839,51.13377,50.88821,50.35702,50.39776,48.75178,45.74733,44.46637,43.94897,48.66819,49.95333,48.08028,47.05288,46.83017,46.88605,46.6261,46.3661,46.10617,47.23125,47.73448,47.77423
Egypt,,46.33995,44.00211,42.73761,42.78304,43.86578,43.95293,42.6975,44.6381,42.92065,41.83977,41.02197,41.13691,41.35594,41.64403,40.57177,42.72495,42.11802,43.62596,45.5734,45.1499,45.54594,43.33341,43.73337,43.74887,44.94255,46.18081,46.45695,47.40701,47.65186,48.42859,48.80652,48.81701,49.57369,50.19838,49.12486,50.074,51.0232,51.9723,52.92144,53.1201,53.3187,53.40304,53.49296,53.5144,53.5358,53.5572,53.5786,53.6,53.62138,53.83533,53.72092,
"El Salvador",52.20476,50.60514,50.10942,49.74043,49.68892,48.70647,48.56808,47.90472,47.32997,48.02205,47.05397,46.77538,47.36037,46.51178,45.29179,45.74633,45.97628,45.11858,44.8786,45.05989,45.03271,46.33927,47.14128,47.5299,47.9185,48.3072,48.6958,49.0844,49.473,49.8617,50.2503,50.63891,50.0238,49.40876,47.07411,48.35042,,,,,,,,,,,,,,,,,
Eritrea,,,51.2267,47.52118,49.00508,50.46523,50.69192,51.65756,51.10094,51.6883,52.2666,51.67566,51.03096,51.26633,49.44134,48.28733,47.82875,48.10962,46.84711,46.34673,47.26997,49.71781,49.23958,46.90038,46.86366,47.17182,47.72528,47.2664,46.8076,46.34869,45.99506,45.69775,48.41579,45.67915,47.52441,45.65691,48.62997,50.39436,50.83855,45.37349,44.85328,46.71993,46.77303,46.68615,46.18544,48.72992,49.65913,54.12263,53.0412,51.95972,52.6108,52.06715,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.47313,43.74329,42.60183,43.61971,44.4796,42.89023,38.57016,37.00826,37.97872,37.6895,37.44328,37.07047,36.91237,36.54951,36.55895,36.03114,37.00002,37.2032,37.0124,36.82168,36.71376,36.25768,36.27851
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.31479,44.04882,46.34462,46.67543,47.77987,46.32918,47.37532,45.19423,47.82348,47.56758,47.69514,46.04771,47.64436,48.39962,47.49873,49.31114,46.4335,43.55585,45.577,47.59821,,,
Fiji,,,,,,42.85589,41.8323,40.80867,42.8885,42.15542,42.41064,41.0803,40.94226,41.25496,42.62622,43.22321,43.15215,44.63166,45.40114,46.13878,47.31823,46.75065,47.00191,44.765,47.48682,49.3461,50.22565,49.75637,51.45708,49.46262,48.0137,46.5647,45.1158,43.66686,41.65987,46.05097,44.2315,42.41197,45.24549,41.35867,40.46923,42.25698,46.70878,44.28214,44.88017,47.41906,45.75976,45.22147,45.2318,45.2421,45.94278,,
Finland,33.59764,33.70814,33.62227,33.82347,33.94822,34.09385,33.47652,33.00937,32.05204,32.04259,31.52718,31.28788,31.68282,31.36621,31.65113,31.8342,31.69151,30.79011,30.91867,30.94298,31.18602,31.64499,31.77221,32.12895,32.12245,32.04051,32.53323,32.79844,34.55653,33.57796,33.87437,33.39061,33.17262,32.97874,33.18577,33.18678,32.73143,32.86581,33.26849,33.16405,33.6531,34.25778,33.78152,34.18971,34.19385,34.20937,35.69216,36.03714,35.87532,36.03028,35.85974,36.40959,35.95519
France,,,,,,,,,,,,,,,32.97358,33.17764,33.07685,33.26653,33.78999,33.92866,33.64746,33.8498,34.73521,34.89995,34.91387,35.06722,35.29862,35.8386,36.38375,36.90025,37.55241,37.87542,37.85275,36.33926,36.49706,36.60728,36.74677,36.93913,36.65345,36.96295,36.99562,36.24354,37.20386,37.45389,37.38735,35.97599,37.78335,38.14594,37.57388,37.32738,38.02977,37.9971,37.93977
Gabon,,,,44.08274,44.395,44.7073,45.0195,45.3318,45.644,45.9563,46.2686,46.5808,46.8931,47.2054,47.5176,47.8299,48.1421,48.4544,47.51072,47.8368,48.1629,48.489,48.8151,49.1412,49.4672,49.7933,50.1194,50.4455,50.7716,52.70811,52.33379,52.87912,54.07506,,,,,,,,,,,,,,,,,,,,
Gambia,,,,,,,,,,,,,46.58393,44.31397,45.03294,47.78056,46.89793,47.61119,48.04874,49.3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.94903,47.54954,52.48647,50.35101,50.75469,50.2689,49.88062,48.21354,48.10236,47.3584,46.8598,45.95438,45.40659,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.00063,33.74813,34.26081,35.59637,35.90362,35.37514,34.96109,36.51944,35.90194,36.27063,36.97393,37.23626,37.80403,38.08884,37.70325,37.66886,37.82262,38.50558,38.4102,38.31485,38.37044,38.2915,38.22358
"East Germany",,,,,35.50285,35.3259,34.99445,35.10429,34.88722,34.50956,34.77,34.07136,33.63789,33.52319,33.31064,33.04525,32.95578,32.56989,32.22786,31.89107,31.61417,31.14017,30.97979,30.53702,30.25773,29.99851,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Germany",31.50824,31.70984,31.37104,31.4463,32.07449,32.10091,32.23551,32.0324,31.70158,31.72302,31.79325,32.10835,32.51269,32.64352,32.73928,32.54637,32.61271,32.66866,32.93106,33.0533,33.13226,33.20032,33.31102,33.2246,33.17876,33.22847,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,48.85151,49.67097,49.31281,49.7006,51.25422,51.58258,50.98671,50.27089,49.92131,51.11193,49.94632,49.06554,49.71142,50.31792,49.6886,49.41219,47.89439,46.14612,47.78138,46.84302,50.9462,49.6011,50.4783,50.79491,49.03096,49.0793,49.1276,49.1759,49.2243,49.2726,49.32091,49.31754,49.31182,,,,,,,,,,,,,,,,,,,,
Greece,44.21674,44.96476,45.4629,44.87036,44.05434,43.70777,43.35181,43.53514,43.33311,43.12761,43.00399,43.22754,43.23201,42.6068,42.72217,43.20673,43.59162,43.78521,44.00386,42.98738,43.222,43.50155,43.10994,42.33725,42.67917,42.80195,43.71064,44.19664,44.72038,44.78191,43.92918,43.92915,44.2915,44.84901,44.11605,44.17628,43.97656,43.94082,45.33879,45.35946,45.01789,45.03652,45.15414,44.23016,44.28014,44.40905,44.5744,41.22908,40.88311,45.10958,45.5105,45.47432,45.43526
Guatemala,,,,,,46.6992,46.2841,45.8691,45.45404,47.71283,46.11973,45.3049,45.49654,44.94421,44.59528,43.68907,45.80938,46.56765,44.156,45.17583,45.7788,46.13558,45.6792,47.20933,47.81158,48.08476,50.4477,52.8107,55.17361,54.54507,55.25333,54.31448,53.53277,51.2656,48.99837,50.004,,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,,,,,,45.76986,47.02311,45.78202,45.91981,47.84201,48.03056,47.91233,45.74245,44.34162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,48.86069,48.05637,47.7007,49.28849,48.6435,47.99851,46.71589,46.7828,46.8497,46.93674,46.65458,46.29852,46.49522,46.0463,45.5974,45.1485,44.6996,44.2507,43.80174,44.54037,48.70532,49.32658,47.74998,45.59184,44.57086,45.92252,45.07127,49.19113,50.50249,49.1743,50.27269,50.73905,48.18431,,,,,,,,,,,,,,,,,,,,
Hungary,31.00471,30.36822,30.63414,30.03513,29.97147,29.27456,28.53507,28.11713,28.23974,27.60586,27.60335,27.19339,27.39457,26.72631,27.03204,26.876,26.93318,27.30816,27.40186,27.62692,28.28025,28.69529,28.91601,28.71823,29.27061,30.96268,32.04906,33.08039,34.39435,36.61214,39.15388,39.66758,39.645,40.24013,40.50196,40.20958,40.17976,39.37606,39.88576,39.95765,40.20751,40.7123,41.66345,40.57882,40.20432,39.91496,41.09372,41.45148,41.1556,40.85976,40.43042,40.49066,39.87302
Iceland,,,,,,,,34.74689,36.14434,35.0197,36.30527,37.0047,36.68168,36.72408,35.82276,35.40129,36.09901,36.2504,36.4018,36.5532,36.7046,36.856,37.0075,37.1589,37.3103,37.4617,37.6131,37.7645,37.9159,38.0673,38.21872,38.7135,37.31541,35.39805,,,,,,,,,,,,,,,,,,,
India,47.54427,47.6528,47.64057,47.48904,47.90215,48.55653,48.40044,48.78465,49.11113,49.23221,50.23228,51.46463,51.32832,52.11967,51.98844,51.60644,51.34875,52.09794,52.41276,51.31878,50.38879,50.30604,50.05328,50.47274,50.53659,50.29607,50.70832,50.38416,50.09955,50.53977,50.24645,50.73397,50.91039,50.44051,51.04658,50.97485,51.08587,51.94007,52.17602,52.34566,52.77668,52.2028,51.94544,51.71543,51.81576,51.7211,50.84961,50.85341,50.7606,50.66775,50.45953,50.44808,50.4396
Indonesia,,,,,,,,52.02177,52.42708,51.26015,50.16605,51.52085,51.4519,52.44709,51.96687,51.90487,51.73198,51.73138,51.14738,50.97072,50.89624,51.03125,51.59007,51.69062,51.84281,50.76231,50.25866,48.39294,48.21035,47.81256,46.64974,47.47482,49.92675,48.21022,48.23073,51.44189,50.44022,47.88168,52.95776,47.15858,50.52959,48.86928,49.82737,47.77621,46.59926,51.13364,50.29997,50.6019,45.99817,47.99936,48.77342,48.69274,48.63622
Iran,48.99822,50.38345,50.98756,50.40772,50.16598,50.67279,51.76188,49.94979,48.91611,48.02398,46.84414,48.24686,48.49955,47.89683,48.17968,48.27085,46.84131,42.38292,39.65115,38.7912,38.38959,38.12719,37.2784,37.46402,38.78221,37.47312,39.42221,41.17823,41.40691,44.19645,45.54152,43.86822,42.51818,44.63554,45.45859,46.16077,46.25129,46.93712,46.34075,46.17892,46.67437,46.85887,46.62547,48.35684,48.46301,46.84981,46.5126,46.39671,46.7185,47.04029,48.43227,48.35207,48.3365
Iraq,47.58508,47.20467,47.85083,47.64821,47.06713,45.94522,46.04666,44.83953,45.78013,45.99229,44.24709,43.20135,42.52208,42.06987,38.91246,39.1847,43.49371,38.20488,37.12762,37.74363,38.34357,39.10026,38.54067,38.53543,38.50782,40.4277,42.3476,44.2674,46.18731,48.64548,,,,,,,,,,,,,,,,,,,,,,,
Ireland,36.82998,37.10019,36.88669,36.8425,37.04908,36.79131,37.29207,36.78706,37.07636,36.90263,35.77672,35.88194,36.5107,36.95898,37.02015,36.98327,36.94131,36.66801,36.61227,37.22364,37.72791,38.32294,38.33305,38.79084,38.87,39.03024,38.72363,38.44352,37.4593,37.52178,37.46521,37.04993,37.57143,37.02599,36.39392,35.88992,35.2548,34.50548,34.82238,34.87637,34.51661,34.67905,36.51649,36.38317,36.72739,37.90093,39.26735,39.52637,39.6354,39.74436,,,
Israel,36.21304,36.335,36.69857,37.56018,37.42448,36.93048,36.03149,36.84149,36.69604,37.70481,37.09996,37.16182,37.88947,39.56324,39.05343,39.15397,40.87062,41.60579,40.73641,39.36115,40.13557,42.17768,41.72837,41.50434,40.98572,41.45969,41.26318,41.71754,42.43915,42.60187,42.46526,41.8308,42.03678,42.27843,42.39555,42.69808,42.97633,43.32705,42.92238,43.41706,43.42259,44.37249,44.28433,44.98783,44.28063,43.66568,44.12429,44.36531,44.3163,44.26736,43.8758,43.466,43.41423
Italy,,,,,40.96205,40.52628,39.88619,40.12073,39.08009,38.95772,38.40049,37.47282,37.44497,37.02756,36.48067,36.45122,35.76305,35.40627,35.43092,35.88284,36.59428,37.75689,36.79387,37.63301,37.46961,37.7246,37.97966,37.10856,37.99982,38.6464,38.74313,38.59412,37.38522,36.43514,37.74871,37.14608,37.12564,36.96957,36.6897,36.77153,36.81921,36.56447,37.00024,36.87397,36.63346,36.66408,36.42545,37.08031,37.0556,37.37239,37.36223,37.33495,37.22696
