Country,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.94,0.73,0.63,0.53,0.43,0.61,0.67,0.21,0.35,0.41,0.47,0.32,0.45,0.42,0.16,0.16,0.11,,,,,,,,,
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.13,0.17,0.19,0.17,0.12,0.14,0.22,0.15,0.21,0.15,0.13,0.18,0.18,0.2,0.2,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,
Australia,0.15,0.21,0.24,0.13,0.2,0.28,0.2,0.22,0.22,0.13,0.26,0.29,0.32,0.32,0.46,0.23,0.29,0.3,0.28,0.33,0.25,0.44,0.4,0.35,0.46,0.33,0.36,0.57,0.54,0.44,0.4,0.36,0.44,0.46,0.44,0.53,0.46,0.49,0.4,0.54,0.35,0.52,0.39,0.33,0.33,0.34,0.32,0.24,0.22,0.26,0.255,0.25,0.2,0.25,0.27,0.18,0.2,,
Austria,,,,,,,,,,,,,,,,,0.4,0.23,0.32,0.25,0.28,0.33,0.21,0.34,0.26,0.15,0.17,0.21,0.36,0.44,0.26,0.46,0.4,0.41,0.39,0.42,0.31,0.24,0.3,0.4,0.34,0.23,0.28,0.29,0.17,0.33,0.24,0.28,0.2,0.15,0.22,0.25,0.22,0.27,0.2,0.14,0.2,0.3,0.2
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,1.02,0.62,1.26,0.59,0.57,1.32,1.335,1.35,1.2667,1.1833,1.1,,
Belgium,0.07,0.18,0.04,0.07,0.13,0.07,0.07,0.1,0.16,0.08,0.1,0.06,0.03,0.09,0.03,0.055,0.08,0.08,0.04,0.04,0.07,0.03,0.05,0.08,0.12,0.28,0.2,0.16,0.04,0.16,0.14,0.12,0.135,0.15,0.165,0.18,0.195,0.21,0.36,0.19,0.18,0.31,0.19,0.28,0.23,0.2275,0.225,0.2225,0.22,0.18,0.18,0.09,0.11,0.13,0.13,0.11,0.2,0.2,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,1.16,0.98,0.8,0.62,,,,,,,,
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.19,0.19,0.2,0.19,0.2,0.23,0.22,0.19,0.21,0.22,0.22,0.21,0.22,0.21,0.2,0.2,
Bulgaria,,,,,,,,,,,,0.08,0.11,0.09,0.07,0.05,0.09,0.04,0.02,0.09,0.1,0.15,0.23,0.05,0.13,0.11,0.16,0.12,0.185,0.25,0.21,0.14,0.25,0.31,0.15,0.13,0.15,0.14,0.14,0.2,0.16,0.25,0.26,0.52,0.29,0.05,0.31,0.2,0.2,0.3,0.45,0.42,0.52,0.32,0.28,0.4,0.4,0.3,
Canada,0.19,0.25,0.21,0.16,0.32,0.16,0.33,0.35,0.3,0.34,0.19,0.29,0.19,0.28,0.25,0.32,0.29,0.34,0.4,0.32,0.45,0.37,0.41,0.42,0.42,0.32,0.43,0.37,0.35,0.31,0.39,0.42,0.38,0.49,0.41,0.37,0.33,0.37,0.44,0.42,0.42,0.44,0.33,0.29,0.31,0.28,0.29,0.34,0.34,0.31,0.3,0.3,0.32,0.29,0.23,0.215,0.2,,
Chile,,,,,,,0.04,0.0367,0.0333,0.03,0.03,0.03,0.02,0.0207,0.0213,0.022,0.0227,0.0233,0.024,0.0247,0.0253,0.026,0.0267,0.0273,0.028,0.0287,0.0293,0.03,0.0307,0.0313,0.032,0.0327,0.0333,0.034,0.0347,0.0353,0.036,0.0367,0.0373,0.038,0.0387,0.0393,0.04,0.05,0.06,0.06,0.11,0.04,0.06,0.06,0.12,0.04,0.07,0.06,0.08,0.09,0.1,0.1,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,2.47,2.55,2.66,2.69,2.81,2.73,2.57,2.68,2.57,2.49,2.43,2.41,2.52,,,,,,,,,,,,,
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.17,0.16,0.23,0.16,0.2,0.14,0.19,0.19,0.15,0.12,0.18,0.21,0.155,0.1,,
"Costa Rica",,,,,,,,,,,,,0.26,0.267,0.274,0.281,0.288,0.295,0.302,0.309,0.316,0.323,0.33,0.337,0.344,0.351,0.358,0.365,0.372,0.379,0.386,0.393,0.4,0.407,0.414,0.421,0.428,0.435,0.442,0.449,0.456,0.463,0.47,0.44,0.52,0.69,0.82,0.48,0.54,0.63,0.53,0.46,0.46,0.61,0.35,0.23,0.3,0.3,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.34,0.66,0.84,0.48,0.79,0.3,0.35,0.55,0.38,0.4,0.2,0.32,0.42,0.15,0.23,0.25,0.3,0.63,0.36,0.21,0.28,0.28,0.56,0.28,0.25,0.4,0.5,0.3
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.45,0.37,0.4,0.51,0.63,0.47,0.39,0.63,0.4,0.44,0.4,0.5,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.51,0.45,0.53,0.28,0.24,0.47,0.47,0.46,0.3,0.53,0.39,0.41,0.38,0.24,0.28,0.36,0.38,0.34,0.21,0.26,0.27,0.31,0.3,0.17,0.3,0.3,0.3
Czechoslovakia,0.2,0.08,0.12,0.16,0.09,0.22,0.31,0.28,0.21,0.1,0.12,0.16,0.17,0.15,0.2,0.17,0.21,0.17,0.14,0.11,0.08,0.25,0.29,0.21,0.38,0.3,0.35,0.4,0.34,0.4,0.33,0.42,0.44,0.45,0.52,0.39,0.3,,,,,,,,,,,,,,,,,,,,,,
Denmark,0.32,0.27,0.11,0.41,0.33,0.19,0.31,0.44,0.41,0.16,0.3,0.17,0.3,0.42,0.28,0.21,0.37,0.32,0.26,0.21,0.22,0.24,0.16,0.22,0.58,0.27,0.25,0.32,0.27,0.34,0.37,0.38,0.33,0.34,0.39,0.29,0.26,0.12,0.14,0.19,0.3,0.38,0.13,0.1,0.07,0.2,0.1,0.2,0.15,0.21,0.21,0.05,0.12,0.24,0.14,0.14,0.1,0.1,
"Dominican Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.04,0.06,0.06,0.05,0.07,0.04,0.03,0.0333,0.0367,0.04,0.0433,0.0467,0.05,0.1,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.02,0.07,0.07,0.07,0.02,0.05,0.06,0.02,0.03,0.02,0.03,0.09,0.02,0.1,,
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,0.03,0.04,0.03,0.01,0.02,0.01,0.01,0.04,,,
"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,
"England and Wales",0.3,0.27,0.29,0.31,0.35,0.3,0.32,0.33,0.27,0.33,0.28,0.29,0.31,0.27,0.28,0.3,0.26,0.25,0.26,0.29,0.23,0.26,0.24,0.21,0.31,0.29,0.29,0.31,0.29,0.31,0.24,0.27,0.3,0.26,0.31,0.2,0.22,0.26,0.22,0.21,0.21,0.23,0.22,0.22,0.23,0.21,0.16,0.19,0.19,0.22,0.17,0.17,0.16,0.16,0.13,0.17,0.2,0.2,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.7,0.68,0.465,0.25,0.37,0.12,0.61,0.52,0.35,0.13,0.38,0.51,0.54,0.13,0.34,0.69,0.4,0.1,
Finland,0.26,0.29,0.16,0.15,0.25,0.29,0.27,0.37,0.34,0.22,0.09,0.27,0.17,0.35,0.26,0.18,0.17,0.25,0.2,0.29,0.3,0.25,0.23,0.22,0.1,0.31,0.29,0.18,0.14,0.12,0.23,0.16,0.21,0.17,0.13,0.2,0.19,0.22,0.14,0.23,0.17,0.22,0.13,0.08,0.1,0.23,0.02,0.02,0.16,0.13,0.14,0.1,0.11,0.09,0.14,0.1,0.1,0.1,0.1
France,0.09,0.1,0.12,0.11,0.11,0.12,0.14,0.18,0.13,0.09,0.19,0.21,0.12,0.28,0.22,0.21,0.22,0.26,0.33,0.32,0.38,0.28,0.29,0.36,0.39,0.38,0.3,0.33,0.32,0.37,0.33,0.37,0.34,0.29,0.36,0.35,0.33,0.32,0.31,0.28,0.31,0.26,0.25,0.3,0.27,0.24,0.25,0.26,0.25,0.27,0.21,0.24,0.2,0.2,0.17,0.2,0.2,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.36,0.35,0.13,0.24,0.35,0.46,0.14,0.11,0.15,0.265,0.38,0.32,0.2,0.3,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.28,0.25,0.28,0.29,0.27,0.27,0.28,0.34,0.26,0.26,0.22,0.22,0.22,0.18,0.2,0.15,0.18,0.14,0.17,0.15,0.14,0.13,0.16,0.11,0.15,0.15,0.15,0.2,0.2,0.1
Greece,,,,,,,,,,,,0.16,0.24,0.18,0.06,0.26,0.44,0.34,0.16,0.26,0.24,0.21,0.29,0.38,0.35,0.28,0.29,0.31,0.33,0.38,0.43,0.41,0.35,0.21,0.38,0.37,0.54,0.53,0.62,0.33,0.62,0.65,0.55,0.37,0.52,0.5,0.36,0.59,0.45,0.67,0.53,0.51,0.45,0.48,0.59,0.32,0.5,0.6,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.03,0.1,0.03,0.08,0.055,0.03,0.0533,0.0767,0.1,
