"Data Item",1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Gemstones,0.163,0.085,0.0583,0.0708,0.0832,0.0957,0.1082,0.1206,0.1331,0.1455,0.158,0.106,0.0924,0.0479,0.0421,0.0505,0.0821,0.109,0.123,0.0845,0.139,0.116,0.0954,0.0864,0.19,0.221,0.276,0.441,0.271,0.263,0.213,0.238,0.232,0.234,0.243,0.301,0.364,0.384,0.329,0.377,0.517,0.45,0.801,0.755,0.813,0.809,1.18,1.28,1.45,1.96,1.98,2.39,3.21,4.61,4.46,2.94,3.81,5.08,4.75,5.04,5.39,5.12,7.11,7.6,10.3,14.7,14.1,16.7,19.8,19.9,23.9,26.1,101,129,150,236,322,364,289,238,331,291,280,221,325,284,374,500,293,240,242,303,348,445,518,646,521
