Country,2012,2013,2014,2015
Albania,3.288728775,19.03753677,17.00726873,20.9738596
Algeria,0.57771043,8.933486583,8.099247604,26.27527452
Angola,1.724591844,1.1551,0.585657048,1.980454394
Argentina,11.72156634,25.71179746,21.96614981,44.30784853
Armenia,3.107042786,6.906753512,38.55611941,55.14638958
Australia,27.85095629,50.39609009,69.46270905,67.09913265
Austria,25.67613729,81.91940024,108.5329268,128.4918395
Azerbaijan,5.751877991,19.10225238,40.10725333,45.24332051
Bahrain,6.786635864,14.71855257,17.55343852,25.85587319
Bangladesh,0.105371486,2.923711244,2.88957659,3.983721834
Barbados,22.35160403,38.17702664,69.54367612,52.04161455
Belgium,30.06380864,131.1371645,184.9426362,201.8725235
Belize,2.919469021,,,
Benin,0.225093181,3.406622606,3.4914314,
Bhutan,,,3.24827922,2.750297561
Bolivia,3.592010224,4.161665729,5.301621447,9.009224877
"Bosnia and Herzegovina",10.59879507,17.76722168,24.51896083,
Botswana,0.604468363,8.441688264,6.352641347,6.596923986
Brazil,8.168337856,29.04126874,25.08116954,42.94554049
Brunei,25.55782124,21.99491407,39.86134301,
Bulgaria,12.90898957,65.83228459,94.36768918,107.2378532
"Burkina Faso",0.106027854,2.18255962,1.706054861,3.149773617
Burundi,0.061095212,0.693390867,3.897228709,11.2403847
"Ivory Coast",0.099883769,18.04387815,16.32862177,22.71788284
Cambodia,0.138533554,13.52994835,13.98192708,9.300633952
Cameroon,0.13928822,0.321511913,0.276034122,3.165869273
Canada,32.52607953,70.15049055,100.977836,115.9481667
"Cape Verde",2.630074793,5.805707322,6.179849026,11.59892055
Chad,0.042406165,0.228326742,0.450809385,0.630546474
Chile,9.763491849,20.41429575,40.55689475,56.32790299
China,8.354278459,2.692272493,4.165395501,4.230065436
Colombia,5.779365351,16.79568623,12.16435905,76.05425289
"Costa Rica",5.914276192,36.21598892,29.96183837,73.49120652
Croatia,33.9674948,19.94787507,28.21949243,40.51296197
Cyprus,17.5101997,53.56859083,69.68729539,63.37791236
"Czech Republic",13.11771803,91.06433073,100.9558181,111.2029957
Denmark,39.13211414,159.5107932,174.9580659,261.2211461
"Dominican Republic",4.378559562,11.20465675,11.32023374,16.94439185
Ecuador,3.941278258,27.74167447,33.1463958,
Egypt,2.94356594,6.754174106,4.078490583,5.283921983
"El Salvador",2.443095223,4.175912217,6.886393129,40.48839864
Estonia,25.55490378,24.37809517,23.62029198,29.13028188
Ethiopia,0.091832818,6.485516503,5.065452836,6.711730853
Finland,,118.4447839,159.466582,172.1753746
France,32.56958109,78.58970661,84.55105017,141.5109888
Gabon,,46.18670084,5.751200625,18.05622061
Gambia,0.223017211,1.709244779,2.07773308,7.184243795
Georgia,4.035183589,15.79587279,54.24741939,82.0935841
Germany,24.23045909,74.78566762,75.53108822,112.3693643
Ghana,0.389285742,0.224829038,0.22881635,5.207350021
Greece,17.48098016,26.00751614,54.73392395,84.81043748
Guatemala,,6.933813093,6.60608054,10.82948616
Guinea,,1.730839367,2.241036836,2.490381381
Guyana,6.432290096,11.98679964,8.46395886,10.23222256
Haiti,1.040750264,0.224050404,0.226588308,0.228640796
Honduras,0.971285207,4.866198862,4.185122114,9.954290851
"Hong Kong",44.15155404,964.6156657,1239.84857,1762.773584
Hungary,19.02121593,12.24488038,15.3551848,24.89055972
Iceland,35.95864906,287.1394865,371.2418898,443.1795181
India,1.526194785,5.423208629,5.186311819,6.781557728
Indonesia,0.726619117,7.196354152,17.20903256,10.11921886
Iran,,3.539663955,3.771508563,4.631881629
Ireland,25.02322548,69.03055878,97.02019686,132.2964515
Israel,24.16697263,11.33457905,55.79965806,100.4554109
Italy,34.22857532,60.82024231,76.24606007,89.75026959
Jamaica,4.195184222,23.07734038,20.24892289,32.30988098
Japan,,23.11147867,33.03824467,39.21094881
Jordan,4.057908335,6.337052483,5.665772457,4.043521784
Kazakhstan,5.284416612,23.590445,31.81261996,49.83883358
Kenya,0.078987612,4.543752022,23.95237116,49.85992121
"South Korea",34.08335886,17.17015035,26.03488905,30.30551558
Kuwait,12.50875657,5.95112892,5.95112892,9.835068145
Kyrgyzstan,0.896280593,0.639767977,3.893486003,3.857868269
Laos,,,1.751697502,10.63558398
Latvia,14.05346819,44.77934459,54.4272557,68.06938466
Lebanon,7.559549451,2.25744784,22.82524238,15.44349502
Lesotho,0.124022632,2.373618848,9.828498748,5.919598547
Liberia,,0.573240982,1.980781383,
Libya,,10.99153534,9.337929328,21.50010188
Lithuania,19.0347362,57.57102318,70.06395623,99.63402045
Luxembourg,34.26192184,89.56393083,4091.440242,6445.759481
"Macedonia (F.Y.R.O.M.)",10.77505544,17.94523119,31.41456271,36.44595499
