"Data Item",1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Coal Combustion Products",2810000,3360000,4720000,4450000,4630000,7800000,6800000,7260000,7890000,8890000,11200000,12700000,14900000,14200000,11300000,14900000,12300000,11600000,14600000,16200000,13200000,17500000,18600000,16000000,19300000,20100000,18500000,17500000,20000000,20700000,22800000,26500000,28400000,30000000,28600000,33700000,41300000,42100000,44500000,45000000,49200000,51800000,55000000,50500000,50200000,51300000,47100000,46800000,56600000,55400000
