Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Canada,481.08,480.1,479.12,478.14,477.16,476.18,475.2,474.22,473.24,472.26,471.28,463.764,456.248,448.732,441.216,433.7,426.184,418.668,411.152,403.636,396.12,402.328,408.536,414.744,420.952,427.16
"Central African Republic",2,2.05,2.1,2.15,2.2,2.25,2.3,2.35,2.4,2.45,2.5,2.626,2.752,2.878,3.004,3.13,3.256,3.382,3.508,3.634,3.76,4.16,4.56,4.96,5.36,5.76
Chad,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Chile,42.84,44.573,46.306,48.039,49.772,51.505,53.238,54.971,56.704,58.437,60.17,62.887,65.604,68.321,71.038,73.755,76.472,79.189,81.906,84.623,87.34,86.734,86.128,85.522,84.916,84.31
China,791.27,749.956,708.642,667.328,626.014,584.7,543.386,502.072,460.758,419.444,378.13,370.854,363.578,356.302,349.026,341.75,334.474,327.198,319.922,312.646,305.37,298.844,292.318,285.792,279.266,272.74
Colombia,119.31,132.66,146.01,159.36,172.71,186.06,199.41,212.76,226.11,239.46,252.81,270.96,289.11,307.26,325.41,343.56,361.71,379.86,398.01,416.16,434.31,446.83,459.35,471.87,484.39,496.91
"Costa Rica",4.77,4.643,4.516,4.389,4.262,4.135,4.008,3.881,3.754,3.627,3.5,3.534,3.568,3.602,3.636,3.67,3.704,3.738,3.772,3.806,3.84,3.494,3.148,2.802,2.456,2.11
"Ivory Coast",13.91,13.387,12.864,12.341,11.818,11.295,10.772,10.249,9.726,9.203,8.68,8.25,7.82,7.39,6.96,6.53,6.1,5.67,5.24,4.81,4.38,7.052,9.724,12.396,15.068,17.74
Croatia,1.55,1.461,1.372,1.283,1.194,1.105,1.016,0.927,0.838,0.749,0.66,0.631,0.602,0.573,0.544,0.515,0.486,0.457,0.428,0.399,0.37,0.476,0.582,0.688,0.794,0.9
Cyprus,0.26,0.263,0.266,0.269,0.272,0.275,0.278,0.281,0.284,0.287,0.29,0.268,0.246,0.224,0.202,0.18,0.158,0.136,0.114,0.092,0.07,0.118,0.166,0.214,0.262,0.31
"Czech Republic",27.93,27.054,26.178,25.302,24.426,23.55,22.674,21.798,20.922,20.046,19.17,19.326,19.482,19.638,19.794,19.95,20.106,20.262,20.418,20.574,20.73,20.498,20.266,20.034,19.802,19.57
Denmark,4.29,4.208,4.126,4.044,3.962,3.88,3.798,3.716,3.634,3.552,3.47,3.467,3.464,3.461,3.458,3.455,3.452,3.449,3.446,3.443,3.44,3.468,3.496,3.524,3.552,3.58
"Dominican Republic",0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.163,0.156,0.149,0.142,0.135,0.128,0.121,0.114,0.107,0.1,0.1,0.1,0.1,0.1,0.1
Ecuador,,,,,,,,,,,,,,,,,,,,,84.72,73.776,62.832,51.888,40.944,30
Eritrea,,,,,,,,,,,1.5,1.511,1.522,1.533,1.544,1.555,1.566,1.577,1.588,1.599,1.61,1.464,1.318,1.172,1.026,0.88
Estonia,6.2,6.496,6.792,7.088,7.384,7.68,7.976,8.272,8.568,8.864,9.16,9.405,9.65,9.895,10.14,10.385,10.63,10.875,11.12,11.365,11.61,12.246,12.882,13.518,14.154,14.79
Swaziland,26.7,26.06,25.42,24.78,24.14,23.5,22.86,22.22,21.58,20.94,20.3,20.85,21.4,21.95,22.5,23.05,23.6,24.15,24.7,25.25,25.8,26.04,26.28,26.52,26.76,27
Finland,105.93,107.546,109.162,110.778,112.394,114.01,115.626,117.242,118.858,120.474,122.09,122.125,122.16,122.195,122.23,122.265,122.3,122.335,122.37,122.405,122.44,122.44,122.44,122.44,122.44,122.44
France,,,,,,,,,,,35,35.8,36.6,37.4,38.2,39,39.8,40.6,41.4,42.2,43,,,,,
Georgia,0.03,0.034,0.038,0.042,0.046,0.05,0.054,0.058,0.062,0.066,0.07,0.065,0.06,0.055,0.05,0.045,0.04,0.035,0.03,0.025,0.02,0.026,0.032,0.038,0.044,0.05
Germany,30,31.8,33.6,35.4,37.2,39,40.8,42.6,44.4,46.2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
Guatemala,2,2.717,3.434,4.151,4.868,5.585,6.302,7.019,7.736,8.453,9.17,9.07,8.97,8.87,8.77,8.67,8.57,8.47,8.37,8.27,8.17,8.656,9.142,9.628,10.114,10.6
Guinea,,,,,,,,,,,0.91,0.851,0.792,0.733,0.674,0.615,0.556,0.497,0.438,0.379,0.32,,,,,
Honduras,,,,,,,,,,,,,,,,,,,,,18.24,16.17,14.1,12.03,9.96,7.89
Hungary,10.55,10.493,10.436,10.379,10.322,10.265,10.208,10.151,10.094,10.037,9.98,9.86,9.74,9.62,9.5,9.38,9.26,9.14,9.02,8.9,8.78,8.836,8.892,8.948,9.004,9.06
Indonesia,39.08,48.456,57.832,67.208,76.584,85.96,95.336,104.712,114.088,123.464,132.84,127.452,122.064,116.676,111.288,105.9,100.512,95.124,89.736,84.348,78.96,64.582,50.204,35.826,21.448,7.07
Ireland,5.73,5.988,6.246,6.504,6.762,7.02,7.278,7.536,7.794,8.052,8.31,8.207,8.104,8.001,7.898,7.795,7.692,7.589,7.486,7.383,7.28,7.644,8.008,8.372,8.736,9.1
Israel,,,,,,,,,,,0.39,0.392,0.394,0.396,0.398,0.4,0.402,0.404,0.406,0.408,0.41,0.376,0.342,0.308,0.274,0.24
Italy,6.7,6.63,6.56,6.49,6.42,6.35,6.28,6.21,6.14,6.07,6,5.97,5.94,5.91,5.88,5.85,5.82,5.79,5.76,5.73,5.7,,,,,
Jamaica,1.24,1.262,1.284,1.306,1.328,1.35,1.372,1.394,1.416,1.438,1.46,1.444,1.428,1.412,1.396,1.38,1.364,1.348,1.332,1.316,1.3,1.182,1.064,0.946,0.828,0.71
Japan,50.41,48.394,46.378,44.362,42.346,40.33,38.314,36.298,34.282,32.266,30.25,29.73,29.21,28.69,28.17,27.65,27.13,26.61,26.09,25.57,25.05,25.262,25.474,25.686,25.898,26.11
Kazakhstan,15.3,16.32,17.34,18.36,19.38,20.4,21.42,22.44,23.46,24.48,25.5,25.8,26.1,26.4,26.7,27,27.3,27.6,27.9,28.2,28.5,28.5,28.5,28.5,28.5,28.5
Kyrgyzstan,3.9,3.61,3.32,3.03,2.74,2.45,2.16,1.87,1.58,1.29,1,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.84,1.08,1.32,1.56,1.8
Latvia,6.74,7.125,7.51,7.895,8.28,8.665,9.05,9.435,9.82,10.205,10.59,10.855,11.12,11.385,11.65,11.915,12.18,12.445,12.71,12.975,13.24,13.15,13.06,12.97,12.88,12.79
Lebanon,,,,,,,,,,,0.68,0.733,0.786,0.839,0.892,0.945,0.998,1.051,1.104,1.157,1.21,1.454,1.698,1.942,2.186,2.43
Lithuania,,,,,,,,,,,15.75,16.087,16.424,16.761,17.098,17.435,17.772,18.109,18.446,18.783,19.12,19.022,18.924,18.826,18.728,18.63
Luxembourg,,,,,,,,,,,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
Mauritania,8.27,7.898,7.526,7.154,6.782,6.41,6.038,5.666,5.294,4.922,4.55,4.447,4.344,4.241,4.138,4.035,3.932,3.829,3.726,3.623,3.52,3.616,3.712,3.808,3.904,4
Mauritius,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.042,0.044,0.046,0.048,0.05
Mayotte,0.01,0.014,0.018,0.022,0.026,0.03,0.034,0.038,0.042,0.046,0.05,0.046,0.042,0.038,0.034,0.03,0.026,0.022,0.018,0.014,0.01,0.01,0.01,0.01,0.01,0.01
Mexico,129.6,139.9,150.2,160.5,170.8,181.1,191.4,201.7,212,222.3,232.6,239.04,245.48,251.92,258.36,264.8,271.24,277.68,284.12,290.56,297,269.44,241.88,214.32,186.76,159.2
Mongolia,5.02,5.308,5.596,5.884,6.172,6.46,6.748,7.036,7.324,7.612,7.9,8.03,8.16,8.29,8.42,8.55,8.68,8.81,8.94,9.07,9.2,8.66,8.12,7.58,7.04,6.5
Montenegro,,,,,,,,,,,,,,,,,,,,,2.2,1.98,1.76,1.54,1.32,1.1
Morocco,13.56,14.105,14.65,15.195,15.74,16.285,16.83,17.375,17.92,18.465,19.01,20.608,22.206,23.804,25.402,27,28.598,30.196,31.794,33.392,34.99,33.394,31.798,30.202,28.606,27.01
Mozambique,,,,,,,,,,,1.13,1.244,1.358,1.472,1.586,1.7,1.814,1.928,2.042,2.156,2.27,2.148,2.026,1.904,1.782,1.66
Nepal,13.3,16.38,19.46,22.54,25.62,28.7,31.78,34.86,37.94,41.02,44.1,,,,,,,,,,,,,,,
Netherlands,6.4,6.53,6.66,6.79,6.92,7.05,7.18,7.31,7.44,7.57,7.7,7.83,7.96,8.09,8.22,8.35,8.48,8.61,8.74,8.87,9,9.26,9.52,9.78,10.04,10.3
"New Zealand",29,30.1,31.2,32.3,33.4,34.5,35.6,36.7,37.8,38.9,40,40.6,41.2,41.8,42.4,43,43.6,44.2,44.8,45.4,46,46.8,47.6,48.4,49.2,50
Nicaragua,3.31,4.613,5.916,7.219,8.522,9.825,11.128,12.431,13.734,15.037,16.34,16.623,16.906,17.189,17.472,17.755,18.038,18.321,18.604,18.887,19.17,19.864,20.558,21.252,21.946,22.64
Niger,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Nigeria,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,1.68,1.612,1.544,1.476,1.408,1.34,1.272,1.204,1.136,1.068,1,0.908,0.816,0.724,0.632,0.54
Norway,21.8,20.968,20.136,19.304,18.472,17.64,16.808,15.976,15.144,14.312,13.48,13.519,13.558,13.597,13.636,13.675,13.714,13.753,13.792,13.831,13.87,14.726,15.582,16.438,17.294,18.15
Pakistan,,,,,,,,,,,11.31,11.649,11.988,12.327,12.666,13.005,13.344,13.683,14.022,14.361,14.7,,,,,
Panama,1.04,1.035,1.03,1.025,1.02,1.015,1.01,1.005,1,0.995,0.99,0.938,0.886,0.834,0.782,0.73,0.678,0.626,0.574,0.522,0.47,0.468,0.466,0.464,0.462,0.46
Philippines,65.62,61.759,57.898,54.037,50.176,46.315,42.454,38.593,34.732,30.871,27.01,45.402,63.794,82.186,100.578,118.97,137.362,155.754,174.146,192.538,210.93,224.87,238.81,252.75,266.69,280.63
Poland,50.69,50.133,49.576,49.019,48.462,47.905,47.348,46.791,46.234,45.677,45.12,45.902,46.684,47.466,48.248,49.03,49.812,50.594,51.376,52.158,52.94,53.336,53.732,54.128,54.524,54.92
Portugal,,,,,,,,,,,,,,,,,,,,,42.7,,,,,
"South Korea",28,27.3,26.6,25.9,25.2,24.5,23.8,23.1,22.4,21.7,21,21.1,21.2,21.3,21.4,21.5,21.6,21.7,21.8,21.9,22,22.6,23.2,23.8,24.4,25
Moldova,3.95,4.042,4.134,4.226,4.318,4.41,4.502,4.594,4.686,4.778,4.87,4.926,4.982,5.038,5.094,5.15,5.206,5.262,5.318,5.374,5.43,4.748,4.066,3.384,2.702,2.02
Romania,13.6,13.553,13.506,13.459,13.412,13.365,13.318,13.271,13.224,13.177,13.13,14.31,15.49,16.67,17.85,19.03,20.21,21.39,22.57,23.75,24.93,25.53,26.13,26.73,27.33,27.93
Russia,1178.7,1146.81,1114.92,1083.03,1051.14,1019.25,987.36,955.47,923.58,891.69,859.8,858.63,857.46,856.29,855.12,853.95,852.78,851.61,850.44,849.27,848.1,867.44,886.78,906.12,925.46,944.8
Rwanda,1.38,1.361,1.342,1.323,1.304,1.285,1.266,1.247,1.228,1.209,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19
"Saint Vincent and Grenadines",0.1,0.095,0.09,0.085,0.08,0.075,0.07,0.065,0.06,0.055,0.05,0.047,0.044,0.041,0.038,0.035,0.032,0.029,0.026,0.023,0.02,,,,,
Senegal,15.61,15.802,15.994,16.186,16.378,16.57,16.762,16.954,17.146,17.338,17.53,17.29,17.05,16.81,16.57,16.33,16.09,15.85,15.61,15.37,15.13,14.234,13.338,12.442,11.546,10.65
Serbia,0.17,0.353,0.536,0.719,0.902,1.085,1.268,1.451,1.634,1.817,2,2.45,2.9,3.35,3.8,4.25,4.7,5.15,5.6,6.05,6.5,6.058,5.616,5.174,4.732,4.29
"Sierra Leone",0.05,0.072,0.094,0.116,0.138,0.16,0.182,0.204,0.226,0.248,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
Slovakia,12.66,12.355,12.05,11.745,11.44,11.135,10.83,10.525,10.22,9.915,9.61,9.74,9.87,10,10.13,10.26,10.39,10.52,10.65,10.78,10.91,10.822,10.734,10.646,10.558,10.47
Slovenia,,,,,,,,,,,0.56,0.535,0.51,0.485,0.46,0.435,0.41,0.385,0.36,0.335,0.31,0.318,0.326,0.334,0.342,0.35
"Solomon Islands",1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.15,4.3,4.45,4.6,4.75,4.9,5.05,5.2,5.35,5.5,5.6,5.7,5.8,5.9,6
"South Africa",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Spain,90.94,85.342,79.744,74.146,68.548,62.95,57.352,51.754,46.156,40.558,34.96,32.358,29.756,27.154,24.552,21.95,19.348,16.746,14.144,11.542,8.94,8.69,8.44,8.19,7.94,7.69
"Sri Lanka",0.88,0.871,0.862,0.853,0.844,0.835,0.826,0.817,0.808,0.799,0.79,0.795,0.8,0.805,0.81,0.815,0.82,0.825,0.83,0.835,0.84,0.838,0.836,0.834,0.832,0.83
Sudan,20,21.5,23,24.5,26,27.5,29,30.5,32,33.5,35,34.5,34,33.5,33,32.5,32,31.5,31,30.5,30,30,30,30,30,30
Sweden,122.45,122.904,123.358,123.812,124.266,124.72,125.174,125.628,126.082,126.536,126.99,130.972,134.954,138.936,142.918,146.9,150.882,154.864,158.846,162.828,166.81,160.392,153.974,147.556,141.138,134.72
Switzerland,8.64,8.669,8.698,8.727,8.756,8.785,8.814,8.843,8.872,8.901,8.93,8.695,8.46,8.225,7.99,7.755,7.52,7.285,7.05,6.815,6.58,6.598,6.616,6.634,6.652,6.67
Tajikistan,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Thailand,30.6,31.873,33.146,34.419,35.692,36.965,38.238,39.511,40.784,42.057,43.33,40.495,37.66,34.825,31.99,29.155,26.32,23.485,20.65,17.815,14.98,13.674,12.368,11.062,9.756,8.45
Togo,0.82,0.802,0.784,0.766,0.748,0.73,0.712,0.694,0.676,0.658,0.64,0.706,0.772,0.838,0.904,0.97,1.036,1.102,1.168,1.234,1.3,,,,,
Tunisia,4.47,4.443,4.416,4.389,4.362,4.335,4.308,4.281,4.254,4.227,4.2,3.977,3.754,3.531,3.308,3.085,2.862,2.639,2.416,2.193,1.97,1.856,1.742,1.628,1.514,1.4
Turkey,60.08,61.743,63.406,65.069,66.732,68.395,70.058,71.721,73.384,75.047,76.71,79.515,82.32,85.125,87.93,90.735,93.54,96.345,99.15,101.955,104.76,107.572,110.384,113.196,116.008,118.82
Ukraine,20.19,21.296,22.402,23.508,24.614,25.72,26.826,27.932,29.038,30.144,31.25,31.56,31.87,32.18,32.49,32.8,33.11,33.42,33.73,34.04,34.35,34.76,35.17,35.58,35.99,36.4
"United Kingdom",15.3,15.37,15.44,15.51,15.58,15.65,15.72,15.79,15.86,15.93,16,15.86,15.72,15.58,15.44,15.3,15.16,15.02,14.88,14.74,14.6,14.68,14.76,14.84,14.92,15
Tanzania,15,16.05,17.1,18.15,19.2,20.25,21.3,22.35,23.4,24.45,25.5,25.65,25.8,25.95,26.1,26.25,26.4,26.55,26.7,26.85,27,27,27,27,27,27
"United States",592.94,588.472,584.004,579.536,575.068,570.6,566.132,561.664,557.196,552.728,548.26,559.038,569.816,580.594,591.372,602.15,612.928,623.706,634.484,645.262,656.04,663.006,669.972,676.938,683.904,690.87
Uruguay,,,,,,,,,,,17.53,19.45,21.37,23.29,25.21,27.13,29.05,30.97,32.89,34.81,36.73,40.492,44.254,48.016,51.778,55.54
Uzbekistan,40,40.2,40.4,40.6,40.8,41,41.2,41.4,41.6,41.8,42,42,42,42,42,42,42,42,42,42,42,53.6,65.2,76.8,88.4,100
Venezuela,3.02,3.028,3.036,3.044,3.052,3.06,3.068,3.076,3.084,3.092,3.1,3.211,3.322,3.433,3.544,3.655,3.766,3.877,3.988,4.099,4.21,4.1,3.99,3.88,3.77,3.66
Vietnam,89.2,101.442,113.684,125.926,138.168,150.41,162.652,174.894,187.136,199.378,211.62,213.755,215.89,218.025,220.16,222.295,224.43,226.565,228.7,230.835,232.97,234.636,236.302,237.968,239.634,241.3
Zambia,,,,,,,,,,,0.45,0.58,0.71,0.84,0.97,1.1,1.23,1.36,1.49,1.62,1.75,2.1,2.45,2.8,3.15,3.5
