Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Austria,,,,,,2.611,2.662,2.826,2.985,2.856,3.058,2.969,2.991,2.913,2.244,2.244,2.528,2.603,2.579,2.536,2.505,2.384,2.292,2.236,2.358,2.376,2.485170841
Belgium,,,,,,0.636,0.561,0.437,0.797,2.29,2.254,1.972,1.936,2.01,2.231,2.209,2.406,2.231,2.061,2.248,2.354,1.871,2.058,2.247,2.353,2.373,2.301304817
Brazil,,,,,,,,,,,,2.428,2.667,2.513,2.557,2.677,2.807,2.859,2.908,2.654,2.6655,2.677,2.6885,2.7,2.4,,
Canada,,,,,,,,,,,,,,,,,2.849,2.72,2.646,2.575,2.495,2.572,2.352,2.415,2.404,2.502,
Chile,,,,,,,,,,,,,,,,,,,,,2.846,2.849,2.287,2.52,1.263,2.429,
"Czech Republic",,,,,,,,2.178,2.241,2.141,2.19,2.143,2.119,2.133,2.087,1.981,2.218,1.855,1.845,1.923,1.755,1.793,1.746,1.835,1.618,1.788,1.551825523
Denmark,,1.293,1.309,1.239,1.587,1.789,1.502,1.624,1.791,1.683,1.486,1.221,1.731,1.998,1.311,1.283,1.773,1.632,1.656,1.711,1.599,1.656,1.491,1.559,1.601,1.685,1.767000675
Estonia,,,,,,,,,,,,,,,,,,1.588,1.619,1.747,1.398,1.604,1.304,1.405,1.341,1.991,2.30586648
Finland,,,,,,2.264,1.632,2.076,1.994,2.261,2.191,2.179,2.084,2.407,2.232,1.913,2.117,2.132,1.916,1.915,2.066,2.137,1.854,1.735,1.913,2.049,1.905751824
France,,2.25,2.292,2.182,2.177,2.217,2.16,2.18,2.163,2.16,2.027,1.968,1.889,2.121,2.187,2.047,2.083,2.252,2.531,2.158,2.076,2.234,2.174,2.122,2.002,2.166,2.245055676
Germany,,2.269,2.355,2.482,2.757,2.501,2.454,2.504,2.552,2.509,2.523,2.583,2.529,2.472,2.604,2.553,2.523,2.438,2.414,2.466,2.495,2.42,2.39,2.386,2.395,2.388,2.309756517
Greece,,2.427,2.571,2.708,2.564,2.283,2.811,2.733,2.919,3.201,3.818,3.766,3.294,3.297,3.625,3.889,4.084,4.09,4.214,4.124,3.961,4.131,4.086,4.191,3.89,4.326,4.879815578
Hungary,,,,,,,,,,,2.968,3.136,3.236,2.994,3.696,3.556,3.274,3.135,2.968,3.156,3.36,3.11,3.021,3.07,2.962,2.998,3.067951202
Iceland,,,,,,3.668,4.173,3.902,3.432,3.566,4.213,2.954,2.388,2.235,2.657,2.61,2.276,2.724,2.439,1.579,2.353,2.338,2.062,2.138,1.471,1.551,2.110199213
Ireland,,2.349,2.474,2.727,2.596,2.243,2.262,2.44,2.832,2.664,2.635,2.659,2.346,2.311,2.594,2.256,2.152,2.349,2.265,2.369,2.255,2.219,2.24,2.399,2.153,2.208,2.264442682
Israel,,,,,,1.067,1.128,1.189,1.25,1.2667,1.2833,1.3,1.45,1.6,1.75,1.51,1.582,1.654,1.726,1.7,1.5,1.72,1.6,1.586,1.498,1.504,
Italy,,,,,,,8.202,8.019,7.527,8.117,8.265,7.472,7.391,7.45,4.095,3.759,3.837,3.777,3.726,3.547,3.473,3.526,3.68,3.925,3.572,3.89,3.856887102
Japan,,,,,,,,,,,,,,,,,,,,,,0.694,0.647,0.724,0.686,0.63,0.821135309
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,2.379318237
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,1.334519506
Luxembourg,,2.154,2.318,2.513,3.045,3.763,3.621,3.174,3.264,3.422,3.352,2.88,2.414,2.0295,1.645,1.572,1.609,1.536,1.492,1.455,1.682,1.448,1.838,1.818,1.195,2.253,2.555366278
Mexico,,,,,,,,,1.988,1.96,1.927,1.947,1.943,1.817,1.917,2.107,2.353,2.503,2.3,2.225,2.249,2.037,2.419,2.254,2.013,2.257,
Netherlands,,1.604,1.279,1.367,1.787,1.794,1.879,1.958,1.91,2.169,1.686,1.758,1.866,1.707,2.009,1.899,1.959,1.89,1.755,1.873,1.931,2.021,1.985,2.008,2.046,2.069,2.239291668
"New Zealand",,4.655,5.224,5.124,5.594,5.355,4.621,4.464,4.841,4.857,4.523,4.621,4.363,4.338,4.413,4.249,3.34,3.171,3.128,2.953,2.884,3.233,3.2,3.433,3.034,3,
Norway,,,,,,2.116,1.13,1.048,0.951,1.008,0.981,0.892,0.815,0.872,0.922,0.895,1.098,1.202,1.191,1.176,1.096,0.954,0.94,1.01,0.745,0.785,0.89557147
Poland,,,,,,,,2.478,2.744,2.701,2.677,2.435,2.462,2.519,2.772,2.735,2.742,2.75,2.729,2.66,2.674,2.815,2.787,2.792,2.735,2.523,2.491381407
Portugal,,2.62,3.349,3.638,3.57,3.517,3.681,3.7,3.486,3.241,3.489,3.333,3.352,3.613,3.69,3.325,3.263,3.482,3.401,3.038,2.95,2.976,3.266,3.174,2.966,2.821,2.915047169
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,0.671697259
Slovakia,,,,,,,,,1.369,1.344,1.537,1.7,1.13,1.449,1.833,1.837,1.866,1.948,1.669,1.863,2.032,2.101,1.803,1.729,1.786,1.798,1.87381196
Slovenia,,,,,,,2.149,2.075,1.871,2.35,1.836,2.121,1.846,1.827,1.67,1.939,2.177,1.619,1.691,1.87,2.106,2.022,1.946,1.758,1.968,2.049,1.935021639
"South Africa",,,,,,,,,,,,,,,,,,,,,2.717,2.81,2.401,2.531,2.424,2.215,
"South Korea",2.698,2.776,2.893,2.944,3.155,3.339,3.529,3.665,3.004,2.975,2.999,3.292,3.295,3.184,3.428,3.527,3.441,3.542,3.514,3.5,3.278,3.231,3.313,3.373,3.336,3.447,3.419111031
Spain,,1.699,2.12,2.076,2.393,2.355,2.566,2.639,2.881,3.343,3.287,3.213,3.032,2.867,3.071,2.969,3.168,3.148,3.325,3.516,3.414,3.145,3.26,3.252,3.354,3.162,3.266243696
Sweden,,,,,,1.598,1.748,1.643,1.775,1.854,1.717,1.372,1.335,1.48,1.476,1.585,1.559,1.462,1.521,1.561,1.712,1.633,1.672,1.674,1.613,1.629,1.619699955
Switzerland,,,,,,,,,,,,3.597,3.563,3.48,3.15,3.188,3.051,3.22,3.18,3.05,3.253,3.082,3.151,3.269,3.197,3.024,3.123667002
Turkey,,,,,,,,,,,,,,,,,1.305,1.387,1.371,1.307,1.281,1.233,1.273,1.247,1.237,1.189,1.339032769
"United Kingdom",,2.089,1.809,1.82,1.773,1.631,1.606,1.712,1.648,1.434,1.642,1.598,1.584,1.62,1.658,1.515,1.471,1.5,1.338,1.39,1.388,1.289,1.349,1.358,1.358,1.217,1.309635162
"United States",,,,,,1.845,1.747,1.936,1.847,1.737,1.68,1.594,1.618,1.685,1.724,1.684,1.688,1.698,1.657,1.597,1.651,1.545,1.504,1.119,1.101,1.159,
