Country,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cuba,,,,,,,,,,,,,,,,,,,,91.88999939,92.51000214,92.19000244,91.87000275,91.29000092,91.47000122,91.41999817,91.70999908,91.26999664,91.56999969,91.80999756,92.01999664,93.51000214,93.36000061,96.29000092,96.16000366,85.66000366,87.16000366,84.73999786,77.91000366,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,83.52999878,84.02999878,84.12000275,84.30000305,84.30999756,83.94000244,85.16999817,86.83000183,87.12999725,85.97000122,87.01000214,87.94000244,89,88.51000214,87.56999969,88.37000275,
"Czech Republic",,,,,,,,,,,,,,,,,,93.79000092,93.23999786,91.94999695,92.08000183,92.01999664,90.98999786,90.30999756,90.05000305,89.62999725,89.51999664,88.29000092,88.94000244,89.58999634,89.13999939,89.44999695,89.37000275,88.59999847,87.83999634,87.11000061,86.55999756,86.48000336,87.15000153,87.22000122,
Denmark,,,,,,,,90.16000366,90.77999878,91.44000244,91.84999847,92.18000031,92.98000336,93.04000092,92.80999756,92.91000366,92.80999756,92.98000336,92.95999908,93.76000214,93.93000031,94.08999634,93.66999817,94.02999878,94.26000214,95.30000305,94.80000305,94.23000336,94.80999756,94.58000183,94.20999908,94.69000244,95.01999664,94.58999634,94.41000366,94.55000305,94.44000244,94.41000366,94.47000122,94.63999939,94.05999756
Dominica,,,,,,,,,,,,,,,,70.48000336,70.545,70.61,70.675,70.74,70.805,70.87000275,68.515,66.16000366,70.9,75.63999939,,,,,,,,,,,,,,,
"Dominican Republic",,,,,,,,,,,,,,,,68.94999695,63.09999847,66.66000366,69.58999634,69.48000336,67.55999756,66.62999725,64.41999817,65.11000061,69.70999908,67.73000336,67.26999664,69.40000153,69.83999634,66.41999817,67.51999664,67.30000305,67.24,67.18000031,65.52999878,66.30999756,66.88999939,68.44000244,54.61999893,70.19999695,
Ecuador,,,,,,,,,,,,,46.81999969,46.56000137,44.84999847,43.70000076,42.38000107,41.45999908,43.65999985,43.58000183,43.70999908,46.13000107,42.91999817,56.95999908,57.72999954,54.95000076,55.04999924,53.665,52.27999878,56.88000107,54.47000122,52.824,51.178,49.532,47.886,46.24000168,48,49.68000031,48.63000107,48.43999863,
Egypt,,,,,,,,,,,,,,,,,,,,,,55.54999924,60.65999985,64.36000061,57.20999908,64.75,67.93000031,56.5,49.29000092,50.84000015,53.68000031,47.86999893,49.055,50.24000168,52.02999878,52.84000015,56.27000046,51.84999847,51.13000107,51.61999893,
"El Salvador",,,,,,,,,,,,,,,,,,,,41.45999908,39.75,40.68000031,53.50999832,54.24000168,41.18999863,40.02999878,40.83000183,42.27000046,41.31000137,40.47999954,42.54000092,42.18000031,41.605,41.02999878,41.99000168,42.47000122,42.06000137,41.40000153,,,
"Equatorial Guinea",,,,,,,,6.039999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,97.34999847,96.72000122,96.34999847,95.33000183,94,93.66000366,95.23000336,94.98000336,95.04000092,93.76999664,93.48999786,93.68000031,95.76000214,95.69999695,94.65000153,94.58000183,95.12000275,95.23999786,94.5,95.06999969,94.76999664,94.65000153,94.80999756,94.84999847,94.13999939,94.33999634,93.40000153,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,6.360000134,14.262,22.164,30.066,37.968,45.86999893,6.239999771,42.66999817,44.5967,46.5233,48.45000076,48.84000015,45.54999924,46.95999908,7.800000191,45.66999817,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,54.81000137,56.58,58.34999847,56.68999863,58.86,61.02999878,56.43999863,,,,,,,,
Finland,,,,,,,,,,,,,,88.37999725,88.62999725,89.13999939,89.30999756,89.19000244,88.94000244,88.98999786,88.77999878,90.44000244,91.15000153,90.43000031,91.09999847,91.09999847,91,91.25,91.69999695,91.51999664,91.54000092,91.76000214,91.43000031,90.95999908,91.01999664,91.19999695,91.12999725,91.19999695,90.66999817,90.54000092,
France,,,,,,,,84.34999847,84.23999786,85.04000092,85.62999725,86.12000275,86.48999786,87.15000153,87.30000305,87.51000214,87.76999664,88.80999756,88.98999786,89.25,89.98000336,90.23999786,90.77999878,91.06999969,91.72000122,92.06999969,92.30000305,91.87000275,92.23000336,92.56999969,92.23000336,92.62000275,92.65000153,92.69000244,92.41000366,92.23000336,92.33999634,92.27999878,91.83999634,91.79000092,91.55999756
"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,,,83.58000183,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,29.20999908,30.9894,32.7688,34.5482,36.3276,38.1071,39.8865,41.6659,43.4453,45.2247,47.0041,48.7835,50.5629,52.3424,54.1218,55.9012,57.6806,59.45999908,,,,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.61999989,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,43.49000168,41.63999939,36.91999817,34.97000122,35.91999817,34.40999985,34.59999847,34.50999832,34.5833,34.6567,34.72999954,35.77000046,38.65000153,37.45999908,37.09000015,38.40000153,39.08000183,41.81000137,
Germany,,,,,,,,86.87000275,86.90000153,88.47000122,88.68000031,89.01999664,89.12999725,89.77999878,90.30000305,92.05999756,91.91000366,91.66999817,91.62999725,91.5,92.01000214,91.87999725,91.83999634,92.22000122,92.16999817,91.48000336,91.70999908,91.75,91.19000244,90.58000183,90.75,90.76000214,91.15000153,91.55000305,91.56999969,91.5,91.65000153,91.88999939,92.01000214,92.25,
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.19999981,11.8667,12.5333,13.19999981,,,
Greece,,,,,,,,44.68999863,45.15999985,46.00999832,46.15000153,46.70999908,48.75999832,50.15000153,51.99000168,54.68000031,54.11000061,55.09999847,54.81000137,56.22999954,56.31000137,57.61999893,58.70000076,60.70000076,61.04999924,64.23999786,64.69999695,64.87000275,68.33000183,68.23000336,68.37999725,69.33999634,69.30000305,69.44999695,68.95999908,68.58000183,68.59999847,68.08999634,69.56999969,70.38999939,
Grenada,,,,,,,,,,,,,,,,,,,,,72.98000336,74.075,75.16999817,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,25.59000015,27.7113,29.8325,31.9538,34.075,36.1963,38.3175,40.4388,42.56000137,53.63000107,41.5,46.52999878,49.58000183,47.00999832,
Haiti,,,,,,,,,,,,,,,21.19000053,20.3369,19.4838,18.6308,17.7777,16.9246,16.0715,15.2185,14.3654,13.5123,12.6592,11.8062,10.9531,10.10000038,,,,,,,,,,,,,
Honduras,,,,,,,,,,,,,,,,,,,,,47.81000137,47.66999817,47.58000183,44.43000031,47.405,50.38000107,47.59999847,44.74000168,50.02999878,52.58000183,46.84999847,46.04000092,45.5538,45.0675,44.5813,44.095,43.6088,43.1225,42.6363,42.15000153,
"Hong Kong",,,,,,,,,,,,,,,,,,94.69000244,94.73000336,94.76000214,95.01000214,95.13999939,95.19000244,94.58000183,94.97000122,94.23999786,93.52999878,93.25,92.98999786,93.30000305,93.44000244,93.90000153,93.79000092,93.75,94.65000153,94.26999664,94.33000183,94.40000153,94.76999664,94.69999695,
Hungary,,,,,,,,,,,,,,,,,83.65000153,86.29000092,86.98999786,87.01000214,87.26000214,87.47000122,88.33000183,88.73999786,89.48999786,89.69999695,89.93000031,90.76000214,89.68000031,90.19999695,90.91000366,90.77999878,91.44000244,90.81999969,91.05999756,91.45999908,91.27999878,91.76999664,91.80000305,91.83999634,
Iceland,,,,,,,,,,,,,,,,87.98000336,88.33999634,89.26000214,89.72000122,89.58000183,89.05000305,88.43000031,88.48000336,88.59999847,88.68000031,90.33000183,90.54000092,92.22000122,91.12999725,91.20999908,91.87999725,91.94000244,92.19999695,92.65000153,91.15000153,91,89.66999817,91.19999695,92.15000153,92.55999756,92.48999786
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,29.29999924,28.81999969,27.59000015,28.2825,28.975,29.6675,30.36,31.0525,31.745,32.4375,33.13,33.8225,34.515,35.2075,35.90000153,
Iran,,,,,,,,,,,,,,,,,,,,,53.70000076,52.6564,51.6127,50.5691,49.5255,48.4818,47.4382,46.3945,45.3509,44.3073,43.2636,42.22000122,46.81999969,46.63000107,50.27000046,51.9575,53.645,55.3325,57.02000046,56.04999924,
Ireland,,,,,,,,85.80000305,87.27999878,86.01999664,89.04000092,88.61000061,88.83999634,88.83999634,88.5,89.55999756,89.30999756,89.06999969,89.93000031,90.23000336,90.33000183,90.47000122,90.34999847,90.80000305,90.91999817,91.84999847,92.34999847,92.22000122,92.19999695,92.87000275,93.27999878,92.79000092,92.47000122,92.54000092,92.38999939,92.58000183,92.55000305,91.77999878,91.94999695,91.77999878,
"Isle of Man",,,,,,,,,,,,,,,,,,,,,,,,,,92.26999664,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,89.87999725,89.72000122,90.33999634,90.69000244,90.19999695,90.72000122,91.48000336,91.34999847,91.18000031,91.58000183,91.80000305,91.41000366,91.77999878,92,91.80000305,91.98000336,91.66999817,91.27999878,91.04000092,90.87999725,90.98000336,
Italy,,,,,,,,73.66000366,72.30999756,73.56999969,73.79000092,73.58999634,73.94000244,74.91000366,76.09999847,75.80999756,75.23999786,75.97000122,75.94000244,75.87000275,76.27999878,76.66000366,77.23999786,77.48999786,78.08000183,78.47000122,78.93000031,79.11000061,77.79000092,79.47000122,79.58000183,79.97000122,80.69000244,81.51000214,81.47000122,81.72000122,81.66999817,81.75,81.54000092,81.68000031,
Jamaica,,,,,,,,,,,,,,,,,,,,,,65.41999817,65.52999878,64.72000122,64.83999634,65.26000214,67.70999908,67.51999664,65.80000305,66.73999786,66.09999847,68.43000031,66.58999634,,,,,,,,
Japan,,,,,,,,,,,,,,,72.31999969,74,75.37000275,76.97000122,77.80999756,78.34999847,79.33000183,79.80999756,79.97000122,80.40000153,81.40000153,82.45999908,83.30999756,83.83000183,84.20999908,84.66000366,85.86000061,86.38999939,87.05000305,87.59999847,88.15000153,88.66000366,88.80999756,89.08000183,89.26000214,89.83000183,90.36000061
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.19999695,,,,,,,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,54.06999969,56.27999878,57.68000031,60.24000168,61.77000046,63.31000137,64.26999664,64.80999756,65.04000092,65.37999725,66.54000092,68.44999695,70.16000366,72.25,74.33999634,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,96.41000366,95.668,94.926,94.184,93.442,92.69999695,82.362,72.024,61.686,51.348,41.00999832,,,,,,
"South Korea",,,,,,,,,,,,,,,56.81000137,58.95000076,58.99000168,58.31000137,59.29000092,59.56000137,59.93999863,60.22999954,58.65000153,60.27000046,61.54999924,62.38000107,63.49000168,65.55000305,66.61000061,67.08999634,67.72000122,68.76000214,69.55999756,71.18000031,72.93000031,73.59999847,74.01000214,74.72000122,75.44000244,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.66000366,79.25,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54000092,,,,,,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,44.06000137,46.38999939,48.72000122,49.86000061,51.75,53.61,55.47,57.33000183,58.68999863,58.11000061,58.81999969,54.91999817,54.68000031,57.31999969,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85000038,,,,,,
Latvia,,,,,,,,,,,,,,,,,,,,,87.40000153,81.73999786,83.77999878,84.19000244,86.36000061,86.62000275,88.66999817,89.08000183,87.29000092,90.20999908,90.05999756,91.08999634,92.5,91.23999786,90.58999634,90.87999725,91,90.62999725,91.19999695,90.48999786,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.48999786,82.85,82.21,81.56999969,,,,,,,,,
Lesotho,,,,,,,,,,,,38.24000168,38.786,39.332,39.878,40.424,40.97,41.516,42.062,42.608,43.154,43.70000076,36.785,29.87000084,35.2333,40.5967,45.96,51.3233,56.6867,62.05,67.4133,72.7767,78.13999939,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56000042,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,83.19000244,82.70999908,83.30999756,84.08999634,82.23000336,82.09999847,84.33000183,85.19000244,85.11000061,88.31999969,91.06999969,90.65000153,91.19999695,91.23999786,91.05000305,90.33999634,89.75,89.97000122,
Luxembourg,,,,,,,,85.69000244,86.37999725,87.88999939,88.08000183,87.94999695,89.11000061,89.37999725,89.37000275,89.12000275,89.91000366,89.51000214,88.66000366,89.59999847,92.12000275,91.94999695,92.88999939,91.48000336,92.61000061,94.11000061,94.55000305,92.87000275,93.23999786,92.95999908,93.54000092,93.95999908,93.59999847,93.16000366,93.02999878,92.59999847,91.72000122,91.69999695,92.55999756,90.79000092,
Macau,,,,,,,,,,,,,,,,,,,,,92.98000336,93.76000214,94.08000183,93.13999939,91.97000122,92.66999817,93.5,93,92.40000153,93.45999908,93.76999664,94.63999939,95.22000122,95.18000031,95.52999878,95.55000305,95.80000305,96.08999634,95.77999878,95.84999847,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,81.27999878,82.56999969,80.12000275,77.69999695,75.73000336,69.79000092,71.52999878,74.15000153,80.48999786,75.87000275,74.44000244,76.93000031,74.87999725,76.45999908,75.16999817,75.73000336,76.48999786,74.93000031,78.23999786,78.66000366,
Madagascar,,,,,,,,,,,,,,,,,,10.47999954,10.633,10.786,10.939,11.092,11.245,11.398,11.551,11.704,11.857,12.01000023,11.405,10.80000019,9.984,9.168,8.352,7.536,6.71999979,7.52,8.319999695,8.2167,8.1133,8.010000229,
Malaysia,,,,,,,,,,,,,,,,70.76000214,71.305,71.85,72.395,72.94000244,71.79000092,73.86000061,74.94000244,75.51000214,76.43000031,76.83000183,77.26000214,77.48999786,76.75,78.47000122,78.12999725,77.30999756,78.87999725,78.30000305,78.59999847,79.83999634,77.01000214,74.62000275,74.94000244,72.94999695,
Maldives,,,,,,,,,,,,,,,37.11999893,38.486,39.852,41.218,42.584,43.95000076,40.92,37.89,34.86,31.83,28.79999924,31.495,34.19,36.885,39.58,42.275,44.97000122,50.66,56.35,62.04,67.73000336,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.38000011,8.8,6.22,3.640000105,,,,,,,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,94.55000305,95.15000153,94.91999817,91.5,94.30999756,93.83999634,94.19000244,92.83999634,93.72000122,93.27999878,93.80000305,94,93.73999786,93.83999634,93.16000366,92.97000122,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,67.56999969,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,91.08000183,89.972,88.864,87.756,86.648,85.54000092,86.606,87.672,88.738,89.804,90.87000275,89.365,87.86,86.355,84.84999847,84.12999725,83.91000366,83.23999786,83.76000214,84.11000061,83.51000214,85.09999847,83.73000336,83.79,83.85,83.91000366,
Mexico,,,,,,,,,,,,,,,79.63999939,61.54999924,60.65999985,58.41999817,57.38000107,59.11999893,60.91999817,58.56000137,61.45000076,61.95999908,64.59999847,64.27999878,63.20999908,63.13000107,62.68999863,64.54000092,65.25,65.13999939,65.13999939,65.25,65.63999939,65.29000092,64.94000244,66.18000031,68.52999878,67.19000244,67.44000244
Moldova,,,,,,,,,,,,,,,,,,,,,,,,65.77999878,61.88999939,59.00999832,58.93000031,65.05000305,64.55999756,64.08000183,68.80999756,69.66999817,71.01000214,74.66999817,75.25,75.02999878,75.12999725,72.94000244,72.36000061,70.77999878,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,43.56999969,43.5656,43.5611,43.5567,43.5522,43.5478,43.5433,43.5389,43.5344,43.52999878,46.84000015,46.43999863,49.41999817,51.75999832,52.66999817,51.61000061,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.44999695,86.0033,86.5567,87.11,87.6633,88.2167,88.76999664,87.5,86.5133,85.5267,84.54000092,
Morocco,,,,,,,,,,,,,,,,,,,52.72000122,56.2167,59.7133,63.21,66.7067,70.2033,73.69999695,76.26000214,33.36999893,33.59000015,31.37999916,31.63999939,33.34999847,34.13000107,33.97000122,33.95000076,34.90999985,33.52999878,33.93999863,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,56.11000061,59.2925,62.475,65.6575,68.83999634,67.2312,65.6225,64.0137,62.405,60.7962,59.1875,57.5788,55.97000122,54.79999924,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,12.76000023,,,,,,,,,,,,,,,
Netherlands,,,,,,,,88.27999878,88.92,89.55999756,87.76,85.95999908,87.69999695,87.76000214,86.62000275,88.40000153,90.04000092,89.80000305,88.95999908,88.70999908,89.69999695,89.58999634,90.36000061,90.25,90.23000336,90.23000336,90.48999786,91.38999939,90.37000275,90.26000214,90.09999847,89.94999695,89.93000031,89.51999664,88.54000092,88.44000244,88.30999756,87.76000214,87.33000183,86.63999939,
"New Caledonia",,,,,,,,,,,,,,,,,,,,,89.08999634,,,,,,,,,,,,,,,,,,,,
"New Zealand",,,,,,,,,,,87.23999786,87.22000122,87.05999756,86.76999664,86.51999664,85.51000214,84.94999695,84.97000122,84.54000092,84.44000244,84.90000153,85.95999908,85.80999756,85.15000153,85.15000153,86.06999969,86.73999786,86.86000061,86.37999725,86.55000305,87.33000183,87.23999786,87.34999847,88.08000183,88,87.27999878,87.45999908,88.30999756,88.12999725,88.34999847,85.54000092
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.38000107,50.56000137,50.50999832,51.72999954,,,,,,,,,,
Norway,,,,,,,,,,,,,,,92.44999695,93.20999908,93.43000031,93.34999847,93.55999756,93.34999847,94.16999817,94.77999878,94.61000061,95.01999664,95.13999939,94.59999847,95.43000031,95.23000336,95.55999756,95.34999847,95.11000061,95.36000061,95.54000092,95.12999725,95.59999847,95.94999695,95.87999725,95.58999634,95.62999725,95.37000275,95.44999695
Oman,,,,,,,,,,,,,,,,,,91.26999664,91.5067,91.7433,91.98000336,90.945,89.91,88.875,87.83999634,88.585,89.33,90.075,90.82,91.565,92.31,93.055,93.8,94.545,95.29000092,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,24.79000092,24.81999969,33.06000137,24.90999985,24.92000008,33.11000061,33.09999847,37.11999893,37.11999893,31.20999908,31.21999931,25.68000031,24.61000061,22.13999939,,,,,,,,
