"Data Item",1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Indium,,,,,,,1,2,3,2,1.5,1,1,2,4,5,4,4,4,3,3,3,3,4,4,4,4,5,5,5,6,11,11,11,13,12,20,25,15,4,9,9,6,22,19,16,16,16,19,19,22,25,28,28,30,30,30,35,40,43,45,50,50,52,55,69,102,90,100,115,124,131,135,128,123,132,124,115,118,123
