Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Albania,3.346567663,3.477892516,4.547805853,5.207771817,5.416319006,6.669500247,6.942483737,7.377505717,7.520710067,6.405403628,6.93638887,7.473451646,7.203530608,7.891135823,7.722686347,8.258753614,9.386278445,10.72222728,11.57703104,12.04916289,13.22986748,13.343947,15.30208687,13.20859976,14.00858404,
Algeria,7.727782624,7.458316652,7.586448185,7.576829062,7.955704921,8.079812191,8.845366424,8.87627873,9.112007357,8.94392931,9.349204239,9.829916708,9.854218521,10.13833804,10.73187115,11.26579175,11.02661041,11.02734387,11.37476309,10.6508487,11.36134343,11.43739232,10.95464141,11.05149705,10.75079192,
Angola,5.875984933,5.858416488,5.547581565,4.129448849,4.306066813,4.856927711,5.344437587,5.740333555,6.213162417,6.200363522,6.359521449,6.493290174,5.864548216,5.833959806,6.460131647,8.159936208,9.255214467,10.92023136,11.70781578,11.11696771,11.09302871,11.32802152,11.05480112,11.98360781,12.09891364,
"Antigua and Barbuda",7.145048818,7.4064,7.6678,7.9292,8.1906,8.4519,8.7133,8.9747,9.2361,9.4974,9.7588,10.0202,10.2816,10.5429,10.80430875,11.68006914,13.0106792,14.29779144,,,,,,,,
Argentina,4.967045516,5.609582882,6.107137868,6.602526979,6.708673024,6.55922552,6.79725602,7.242461663,7.351505105,7.089880019,7.109710559,7.307326127,6.802277028,7.057095802,7.237044758,8.082555883,8.273841494,9.140730573,9.209648552,8.978586757,9.607362816,10.1521169,10.19696924,10.33160255,9.826015511,
Armenia,1.110309088,0.961064515,1.125301304,1.979439111,3.388837276,3.099928703,3.085685943,3.102024243,3.303469601,3.583426935,3.532232588,3.975457976,4.883742129,5.379923634,5.775524663,5.659768635,6.484126141,6.790927538,7.029297448,6.998619603,7.609551284,7.435876649,7.421157184,7.978493585,8.24769649,
Australia,3.432527747,3.618268531,3.676500862,3.726811564,3.951747827,4.095201103,4.092896599,4.208853194,4.365801149,4.509412714,4.678566101,5.036021717,5.156039544,5.337572005,5.599272443,5.85753033,6.017637471,6.236169709,6.288182479,6.871122696,6.765104557,7.272514594,7.642006532,8.347502547,8.70086891,8.465620349
Austria,5.985668884,6.009511401,6.530785651,6.645325989,6.968648086,6.991911773,6.835962197,7.140200914,7.368998544,7.669656699,8.206440725,7.908943173,8.24644462,8.04988543,8.396463232,8.534148352,9.182945461,9.740017173,10.18281725,10.71690091,10.34428583,11.27972526,11.89507566,12.17623762,12.91112391,12.98972308
Azerbaijan,1.738253941,1.800208538,1.758678178,1.545101601,1.396185973,1.337887448,1.63283983,1.823806094,1.953570342,2.290604514,2.518344996,2.793891847,3.106313098,3.349545205,3.606639947,4.480829147,6.303128755,8.839445862,9.07693205,11.16840534,12.21333589,11.50483139,10.98575315,11.64974313,11.72217483,
Bahamas,6.233979533,6.5388,6.8437,7.1485,7.4534,7.7582,8.0631,8.3679,8.6728,8.9776,9.2825,9.5873,9.8922,10.197,10.50187754,10.69252992,11.1383831,11.55113591,,,,,,,,
