Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,2.99301884,3.330406278,2.847913553,2.431932114,2.110846296,1.787764722,1.8698031,1.877603383,1.877603383,3.191489458
Algeria,2.244742952,2.218874894,2.306132821,2.794382537,2.427084052,1.977153008,2.650913039,2.818122046,2.818122046,2.879310369
Angola,,,,2.223371,1.944852534,1.8361,1.727273,2.155039645,,
Argentina,2.326380452,2.297070416,2.005931275,1.719086048,1.806078316,1.686165162,1.672877443,1.728854905,1.728854905,2.96938777
Armenia,2.035594152,2.283471473,2.218378331,2.0179248,2.531935441,2.777418549,2.632562621,2.487622987,2.487622987,3.918918848
Australia,4.882930634,4.944883303,4.404852767,3.915685504,3.676416862,3.681901029,3.509841104,3.319545254,3.319545254,5.079545498
Austria,4.252620497,4.063729502,3.507409703,3.199310425,3.186612051,3.20992298,3.030550143,2.858141175,2.858141175,4.838095188
Azerbaijan,2.764114457,2.64088592,2.79613685,2.816588683,2.739397848,2.994437743,3.024006833,2.712823929,2.712823929,3.295564079
Bahrain,4.254853654,4.409599914,4.727403442,4.863213839,4.986160511,4.799677352,4.391420978,4.221564857,4.221564857,4.696629047
Bangladesh,2.469793233,2.461277153,2.371026626,2.5529593,2.610102482,2.399901448,2.320350503,2.44484878,2.44484878,3.397727251
Barbados,3.352806324,3.215674694,2.969745993,2.650464078,2.663309882,2.664230331,2.603166473,2.451421327,2.7345,3.017628872
Belgium,4.308255194,4.388820429,3.945738677,3.898486981,3.950755978,3.781291947,3.484609775,3.328354323,3.328354323,4.959183693
Belize,,,,,2.31487,,,,,
Benin,2.376185345,2.443764303,2.284993405,2.88470975,2.673748121,2.262244192,2.225737948,2.225737948,2.225737948,2.575757504
Bhutan,,,,,,,2.520816,2.4843029,2.4843029,3.991228104
Bolivia,2.32143738,2.246013533,2.123445955,2.260938433,2.85656436,3.571787789,3.757203852,3.601798996,3.601798996,4.474999905
"Bosnia and Herzegovina",2.887559878,2.702094125,2.64915361,2.30982326,2.10683,2.0431004,1.990958,1.990958,1.990958,3.973214388
Botswana,3.508183082,3.680739718,3.518666259,3.516624408,3.433821549,3.405001827,3.214360419,2.993084401,2.993084401,3.938144445
Brazil,2.786605566,3.196004958,3.040690617,2.82474866,3.092769584,3.114132729,2.881247836,2.668874993,2.668874993,3.599999905
Brunei,,3.417767,3.460889049,3.4249398,3.394145337,3.514645278,3.809411579,3.7387,3.6681,3.597402573
Bulgaria,3.635872162,3.956441906,3.287200424,2.84374905,3.059175542,3.305048015,3.274894887,2.993536041,2.993536041,4.077586174
"Burkina Faso",2.280538968,1.894660569,1.672003631,1.6112817,1.569828749,1.680747267,1.637948928,1.641654849,,
