Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Germany,,2.8,2.9,3.1,3.0,3.1,3.4,3.7,3.6,3.6,3.7,3.6,3.7,3.9,4.1,4.7,4.8,4.8,4.7,4.7,4.8,4.9,4.9,4.7,4.6,4.4
Greece,,17.7,17.4,17.0,17.0,16.0,16.1,15.4,16.7,17.3,17.5,16.7,17.7,17.8,16.5,16.4,16.4,15.7,16.4,16.4,17.5,18.3,19.2,19.7,19.0,18.2
Hungary,,,,,,,10.0,9.2,8.8,8.1,6.5,6.1,5.8,5.5,5.9,5.5,4.9,5.2,5.0,5.4,5.0,4.6,4.9,4.4,4.2,4.4
Iceland,,,,,,5.3,5.8,7.5,7.8,7.3,6.5,6.5,6.5,4.6,5.7,4.4,5.0,4.5,4.8,4.9,5.8,6.0,6.1,5.8,6.1,5.7
Ireland,,5.5,6.1,5.9,5.3,5.0,5.4,4.8,4.4,4.4,4.2,3.8,3.8,3.8,4.0,3.7,3.4,3.7,4.2,4.0,4.3,4.3,4.1,4.5,4.7,4.7
Israel,,,,,,3.7,3.8,3.9,4.0,4.0667,4.1333,4.2,4.3,4.4,4.5,4.8,4.8667,4.9333,5.0,5.5,5.7,5.9,6.1,6.3,6.7,6.7
Italy,,,,,,8.2,8.0,8.1,8.3,8.2,7.5,7.7,7.5,7.3,14.1,13.6,13.5,13.2,12.7,12.3,12.3,12.1,12.2,11.8,12.4,12.0
Japan,,,,,,,,,,,,,,,,,,,,,,3.3,3.2,3.0,3.2,2.9
"South Korea",16.0,15.5,16.2,15.6,15.4,16.0,16.1,16.5,16.1,16.6,16.2,16.2,16.1,14.6,15.2,15.4,15.4,15.0,14.5,13.4,12.9,12.4,12.2,11.8,11.4,11.0
Luxembourg,,5.0,4.8,5.1,4.3,4.3,3.0,2.9,2.9,2.6,2.4,2.3,4.0,5.0,4.9,4.5,4.4,4.3,4.2,4.2,4.0,5.0,5.3,5.4,5.2,5.2
Mexico,,,,,,,,,22.9,22.8,22.0,22.8,23.3,24.8,24.3,22.6,22.4,22.3,21.9,23.6,21.6,21.7,22.1,22.1,21.4,21.2
Netherlands,,6.2,6.1,5.9,6.7,6.8,6.2,6.1,5.8,5.7,5.9,6.4,6.3,5.7,6.4,6.5,6.7,6.8,7.2,7.4,8.0,8.1,8.4,9.0,9.4,9.9
"New Zealand",,7.5,7.8,7.9,7.8,8.3,8.3,8.3,8.0,8.7,8.8,7.9,7.8,7.8,8.2,8.1,7.8,7.9,8.1,7.5,9.6,10.3,10.0,9.8,9.8,10.0
Norway,,,,,,2.7,3.3,3.1,3.2,3.3,3.3,3.3,2.9,3.0,2.9,3.2,3.2,3.0,2.8,3.3,2.9,2.8,2.9,3.0,3.3,3.5
Poland,,,,,,,,16.2,15.3,15.2,15.0,15.6,15.1,13.6,13.4,12.8,12.2,11.7,11.4,11.3,11.4,11.3,11.0,10.6,10.2,10.6
Portugal,,23.6,18.4,18.9,19.5,17.2,18.0,18.4,17.1,16.8,14.5,15.8,15.7,16.2,14.5,14.9,14.1,13.5,13.8,13.1,12.0,10.2,10.2,10.4,8.7,8.3
Slovakia,,,,,,,,,2.3,2.9,2.6,3.0,3.1,3.8,5.2,5.0,5.4,5.2,5.9,7.7,7.1,7.5,7.9,7.9,8.0,8.2
Slovenia,,,,,,,5.1,5.1,5.2,4.9,4.1,4.5,4.2,3.3,4.1,3.5,3.6,4.1,3.7,3.8,5.3,5.5,5.3,5.4,5.7,5.8
Spain,,13.9,13.6,13.8,13.9,13.9,13.3,12.5,11.8,10.1,9.5,9.8,8.9,8.6,8.5,8.8,8.3,8.4,8.2,7.7,7.6,7.8,8.3,8.7,8.6,8.7
Sweden,,,,,,4.4,4.0,4.1,4.0,3.7,3.5,3.7,3.6,3.4,3.4,3.5,3.6,3.7,3.7,4.0,4.1,3.8,3.6,3.9,3.8,3.8
Switzerland,,,,,,,,,,,,7.1,7.0,7.9,6.8,7.0,6.8,7.0,6.9,6.7,6.7,6.7,6.6,6.3,6.2,6.1
Turkey,,,,,,,,,,,,,,,,,12.0,11.0,10.5,12.3,12.4,11.2,10.4,10.3,8.8,8.6
"United Kingdom",,5.1,5.0,5.2,5.3,5.1,5.2,5.3,5.3,5.4,5.4,5.2,5.2,5.6,5.5,5.6,5.9,6.0,6.1,6.4,6.8,7.0,7.4,7.5,8.1,8.2
"United States",,,,,,6.9,6.7,6.5,6.3,6.2,6.3,6.4,6.2,6.4,6.4,6.4,6.4,6.3,6.1,6.2,6.1,6.1,6.2,6.0,5.9,5.7
