"Data Item",1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"United States",57,59,61,63,65,66.6667,68.3333,70,71,72,76,80,78,76,76.5,77,77.5,78,78.5,79,79.5,80,80.5,81,81.5,82,82.5,83
