Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Botswana,165.059865,160.8837335,158.0928641,155.5368865,154.1935921,152.5621916,149.1944778,145.0419726,142.6012382,139.6284175,137.7074531,134.4466887,130.238066,123.5587324,114.7910454,105.3799859,98.06462917,90.29682013,85.55753718,80.66440995,77.04834255,73.67550597,69.88463925,66.72406732,63.85910758,61.19148445,58.47733914,56.37616413,53.56255587,50.05638446
Brazil,62.25207406,56.36920651,51.88713302,48.33284786,43.87201102,40.04843953,36.82390778,33.73924163,31.51313284,29.11985452,26.98972618,25.32530581,23.77461583,22.26738374,20.77717554,19.08957499,17.70394564,16.4416337,15.2611926,14.17399182,13.18550539,12.29670828,11.22414584,10.23372877,9.330938379,8.620754415,8.019037707,7.357707392,6.816780969,6.298325736
Brunei,13.69308897,11.70572695,9.983011009,8.460168846,6.968755547,5.878883454,4.94489515,4.461297219,3.862483099,3.313411234,2.846224111,2.383954339,2.030890601,1.74929688,1.489629123,1.291709333,1.100892299,0.90860238,0.743443409,0.649918706,0.592172554,0.562486763,0.542666949,0.530587768,0.512793535,0.488321648,0.433223343,0.37796448,0.349375796,0.328817643
Bulgaria,41.52978785,37.9653904,36.52970272,36.53071615,35.84829,34.50642218,33.70414727,33.86261106,31.87288736,29.91616616,28.9799851,27.66799566,26.55866186,25.22544365,23.95398742,23.09887046,22.1587408,20.76997249,19.41350913,18.31339307,17.50081478,16.62209036,15.6182917,14.74518974,14.71127251,14.15713785,13.6409782,13.1614085,12.92671336,12.46774132
"Burkina Faso",240.6461972,235.7886664,233.024099,231.1139781,229.5167103,228.0978606,226.2070672,223.7231696,220.4213311,219.2148771,221.5270487,217.4381482,217.7531111,212.3781362,209.5688978,206.575001,204.0414435,198.113445,195.0636517,191.7754152,190.2822947,188.5008973,186.9332628,185.1160038,182.0850444,183.0620067,182.5775612,182.2590366,180.1595095,175.100291
Burundi,299.6503428,300.242046,299.666978,297.1622838,295.3151193,297.5885032,295.315441,289.4684201,284.1896709,277.1919666,271.1817171,261.636129,257.8992274,254.2802964,252.2743494,248.9074011,242.2468389,234.5369076,227.2069842,221.466203,218.9389025,214.3159491,210.0020667,205.1128533,200.4734721,196.1310247,191.2625383,188.4994385,188.4957381,186.1511615
"Ivory Coast",220.4447658,218.8088873,218.7048391,219.2707306,219.5232445,219.5092746,216.2380206,211.1275394,206.8029512,202.3694329,200.7562684,196.8638546,195.1071731,191.4477832,189.0118719,185.5724307,183.6231166,178.5588852,175.3956579,172.2936205,169.055057,164.439444,158.6601365,153.4989108,145.8374302,141.2669405,134.0616168,129.2150039,125.3086733,118.3630498
"Cape Verde",107.3421219,104.835143,101.859629,100.1402102,97.62190118,95.07566589,93.32277539,91.51892919,86.00303287,81.63480017,76.66482183,72.49459959,68.64753459,64.63035618,60.91473441,57.38632091,51.17428564,47.03182004,43.90677773,40.98826892,38.08136452,36.01852747,33.39490108,30.38957219,28.08878535,26.45549961,25.75422872,24.16580699,25.71330249,23.60247128
Cambodia,285.9820437,281.7731365,278.0132161,275.2944624,273.1349261,270.2802925,265.5070282,260.0787834,254.5258842,248.4007323,240.9611539,233.6089572,226.116809,217.6742899,209.6704088,201.5824041,193.4130913,186.1996085,179.3229201,173.5316035,169.3220396,165.3313038,161.1722127,156.7469388,152.7885649,148.671492,144.8531332,141.1555714,137.3108935,133.1227054
Cameroon,163.0028258,161.5781951,161.1381506,160.8070153,159.48062,158.4853267,158.0935871,158.5048878,158.5500074,157.6892455,158.3920222,156.2356078,157.7188924,155.8399579,153.669871,151.6248214,149.598855,144.3458268,140.617079,136.5029446,132.4104622,127.5964384,122.0861284,116.083513,109.717615,104.760948,99.92551164,95.67856672,90.95446404,84.94650458
Canada,0.284440788,0.278567428,0.273388097,0.272023971,0.267315761,0.262496652,0.252025513,0.235928141,0.216114488,0.193778333,0.171200999,0.148904168,0.124732588,0.100004032,0.078056717,0.062256035,0.050433432,0.040938449,0.03292481,0.026604639,0.02231817,0.019473289,0.017406823,0.015766268,0.014580099,0.013555618,0.012966584,0.012426876,0.012150394,0.011579083
"Central African Republic",326.1946843,323.3418299,316.745703,315.7843927,314.3393694,312.7803009,314.547648,312.1374707,310.7506964,309.5687361,305.9646934,303.730554,302.4963854,300.4732646,298.6262497,296.2400455,295.3077837,292.3215296,288.366663,285.5198009,284.4367411,281.2561356,276.731848,274.7550941,270.0640723,266.2026941,263.1836682,261.1131702,257.0428747,251.2403818
Chad,263.0740314,259.8636918,259.6429665,260.5562912,260.2137479,260.4065697,263.9318335,264.9360789,264.5842759,263.4983852,262.7403569,261.8849116,262.4625107,261.6866653,257.8767936,251.9798591,249.0192613,246.3668123,243.954112,240.6424196,237.1586009,232.8989824,227.7214333,221.7801219,215.0473001,211.1536464,206.7832548,203.4551051,200.2328694,195.5502333
Chile,22.3530585,19.92427097,17.97767345,16.51650009,14.97060653,13.7983616,12.5454562,11.00622405,9.870044863,8.829639513,7.620350921,6.923407836,6.14251441,5.638383279,5.148957557,4.62458382,4.190888111,3.875930643,3.4865589,3.297809366,3.092626774,2.795014252,2.524530701,2.279460699,2.041321765,1.859447752,1.691495192,1.609596355,1.50743755,1.403711714
China,195.5605289,187.980299,180.5190497,172.6411213,163.4184221,153.9108824,144.877818,134.5850428,124.7279983,117.4120323,111.553853,104.8984647,98.87575056,92.91812578,87.89253124,81.11455848,71.97797104,64.25544343,58.32883487,53.30476905,49.09900707,44.7632834,40.11006807,36.28886105,33.01188377,30.05552738,27.95381074,25.8470569,23.39753177,20.72933189
Colombia,45.15686279,44.50727843,42.50080949,39.95618729,37.60392935,35.08278338,32.97484547,28.96151736,25.9467736,24.23925664,22.5101049,21.35097665,21.8711625,20.09123512,19.02763933,17.46264084,16.50348366,14.83600878,13.55293314,12.51079041,11.25413902,9.843330271,8.885881349,7.985846835,7.196285118,6.611367983,6.003926979,5.45307442,5.019577276,4.586016001
Comoros,227.1374931,222.2953887,222.8548334,218.7373433,217.568366,214.400188,210.6783926,205.7536702,197.1976944,190.057812,186.7276742,179.7598444,172.9251736,164.7158168,156.625969,153.830961,147.4879733,148.7020969,147.2158799,141.3036115,136.8648395,135.5217223,133.0105461,129.9341155,131.1077448,127.9920068,124.6250128,121.5388974,117.0880482,113.3618183
"Congo (Brazzaville)",224.4933883,216.8233547,210.2644055,206.250691,206.0754862,203.8365297,202.0643068,198.1233065,189.4920417,182.9172045,174.4900087,165.1136521,157.7194145,154.5442492,150.4082547,145.3092025,139.8349297,134.0942865,128.2961259,121.2674934,114.5699467,107.7887588,101.4919291,95.07527829,89.18228127,83.70530811,79.07162742,75.14130927,71.10083726,66.66997022
"Cook Islands",21.01297823,19.03650725,17.21694851,15.56958101,14.15177517,12.9415056,11.88211196,10.95435218,10.12271529,9.35182867,8.584287355,7.725887909,6.934229134,6.216830724,5.616887147,5.167275006,4.795853506,4.508222177,4.25273103,4.073749444,3.985897644,3.940621799,3.888236917,3.826485248,3.765649888,3.711306512,3.606010889,3.444761731,3.236114296,2.960682217
"Costa Rica",26.45042579,24.3091,22.2024216,19.92718079,18.76868778,17.458325,14.98903456,13.36054788,11.89942083,10.71079226,9.279145271,8.489814833,7.311819051,6.722677466,6.146462419,5.206491005,4.920160592,4.061924806,3.819263789,3.473451254,3.613068685,3.221998486,2.998259349,2.825952728,2.647654401,2.540988722,2.496145164,2.350593498,2.206289835,2.049038368
Croatia,15.815291,14.63327148,13.67736597,12.83761884,11.96512075,11.25493527,10.71021602,10.15964216,9.326674701,8.528511513,7.613113908,6.947435991,6.504033781,6.139290794,5.499012161,5.158247408,4.710151608,4.467765398,4.173215669,3.744415904,3.461021462,3.177920176,2.928872848,2.658798712,2.515425339,2.467474493,2.181714707,2.074229484,1.947546726,1.834918416
Cuba,7.522951023,6.962668983,6.663027674,6.364155921,5.978515667,5.616421366,5.294632383,4.950054143,4.71320675,4.458283365,4.124290923,3.887450015,3.414808936,3.236530273,3.054951651,2.914792448,2.607717304,2.480605571,2.399795116,2.282586156,2.167139027,1.913558875,1.801868888,1.669469588,1.54697323,1.458254756,1.316909909,1.241724298,1.147222482,1.028777035
Cyprus,1.478247521,1.336687215,1.202377571,1.055958343,0.900804234,0.771754074,0.658639419,0.570978987,0.504411804,0.441331725,0.373220387,0.316717006,0.271929591,0.234137868,0.203349449,0.179274919,0.158587133,0.138026455,0.117895471,0.101237395,0.090285886,0.082048923,0.075297921,0.069920747,0.06597517,0.062018871,0.057115089,0.052988338,0.049394201,0.046445878
"Czech Republic",3.429601528,2.989105056,2.636994399,2.313782403,2.072899872,1.915181433,1.696400709,1.582257467,1.422284763,1.315423818,1.227490752,1.148173915,1.06390135,1.02540651,0.926631038,0.866462232,0.786869213,0.735124734,0.695566189,0.650447677,0.609660117,0.579241246,0.548379104,0.520316606,0.483906265,0.465844839,0.437530105,0.41258558,0.39556458,0.369566789
"North Korea",213.9749558,212.1775791,210.6188134,209.6075361,208.6639451,207.9277276,207.1311348,206.1001274,204.4541404,202.5294158,199.8213144,196.477542,192.695441,188.6022628,184.4608922,180.417539,176.7415585,173.04494,169.323006,164.76858,159.528315,153.0725517,145.2428747,137.2779212,130.0158781,124.6756178,120.8800458,117.5730996,113.062468,107.2712192
"Congo (Kinshasa)",249.6598734,248.1220956,245.8453776,242.8372375,242.0868691,242.2529441,245.2063919,240.2625476,239.9660303,238.9360657,239.2218387,238.9024304,236.8300832,238.9460488,236.7103772,233.3924306,231.0029509,227.5284574,225.2856896,221.0861618,216.5459094,211.2350091,204.0132706,194.4729935,185.090312,176.8826362,170.2723187,165.1486241,161.6172534,156.9232073
Denmark,0.167865778,0.154858031,0.145070796,0.13569817,0.125147829,0.115412966,0.104184305,0.093573634,0.0836257,0.07785486,0.069886558,0.065378345,0.060840024,0.055477094,0.050269503,0.045627606,0.042428678,0.039563233,0.036478927,0.034081954,0.031434651,0.028610058,0.026304162,0.024306001,0.022360002,0.020880964,0.019954274,0.019034968,0.017945437,0.016715848
Djibouti,142.9479654,143.012477,140.5222886,137.1311533,131.9642841,129.4696374,124.1138739,117.7862342,112.7902839,106.3209695,99.19857057,90.68391696,81.17852067,71.42301187,64.97393966,59.92690138,57.07037957,54.95651575,53.06855599,51.09035639,49.68368624,47.93433969,46.32483406,44.76103568,42.60489809,41.00177703,38.88371662,36.94618242,34.97549463,32.75424414
Dominica,49.30958246,44.93285099,39.34674566,35.15198477,31.69489069,28.48128278,25.57327577,22.58877702,19.98027722,18.21898064,16.38387641,14.73014408,13.4387844,12.26175104,11.0097922,10.05364033,9.447072402,8.928202583,8.390235484,7.934607784,7.534816183,7.153699651,6.775883116,6.387395165,6.015474194,5.689124558,5.394236369,5.175152324,5.00317648,4.834427685
"Dominican Republic",62.2658921,56.73058676,51.63276197,48.41394544,44.24187187,41.47948379,39.88170062,38.45185251,36.41327862,34.18631374,31.44911775,29.06869114,26.80765805,25.80169054,25.2800595,24.05406667,22.48502692,20.78065451,19.11147366,17.80078193,16.68620104,15.83276643,15.71711973,15.8008446,15.47684458,14.95100545,13.78821845,12.4125235,11.25905435,10.26745669
Ecuador,33.42227243,31.7891328,28.30849637,24.93122292,22.25296039,20.01520517,19.01770999,16.91293549,16.13231252,15.17043375,14.09480523,12.45388723,12.479037,11.67818373,10.6816621,10.17085802,9.603369226,8.993758037,8.402418898,7.72925365,7.223333384,6.514465187,6.123137626,5.646464925,5.166617633,4.690394765,4.366299533,4.081219674,3.777747253,3.444011613
Egypt,27.66658579,23.34669161,19.32204895,16.39193161,13.74546931,11.25859407,9.401115311,7.934654969,6.623848293,5.437357879,4.287756478,3.620414099,2.944866511,2.358235427,1.789723161,1.389091987,1.136322301,0.925023007,0.774567117,0.655305084,0.555455672,0.467148379,0.409452853,0.34081676,0.295649025,0.263274018,0.222082626,0.182671378,0.152629617,0.127176815
"El Salvador",79.42517744,76.24686786,75.49173082,73.98491679,71.71773926,65.97748976,61.65001084,58.27369129,56.49413012,49.16071073,45.20580114,42.03111833,37.98540148,36.7347889,35.92542002,34.36944429,32.93743099,31.21906524,29.1532761,29.27174348,26.18744703,24.96574607,21.56118369,20.30946289,19.15217157,16.87882497,14.52169461,12.60289524,11.0957477,9.972798683
"Equatorial Guinea",285.5198638,279.6698462,270.807328,263.4003369,255.2994509,247.9362107,238.3129155,215.7231219,197.1835625,180.163903,163.9547618,145.8113083,129.2554184,117.1814273,106.5355168,96.52921994,87.28301351,77.39927961,68.49386759,60.47900876,53.66671107,48.02603396,41.5775132,35.18830113,29.85573673,26.3943628,23.82736091,21.51841564,19.21455448,16.91805094
Eritrea,253.2590326,248.5996403,240.0609322,234.0755843,231.8673088,232.7269602,225.847787,219.0320674,211.282811,206.1720504,201.3139325,195.9484532,194.6116685,192.3154947,191.6131554,189.5052475,187.1660105,184.9286523,183.1946847,180.5693414,178.1456235,174.711504,171.3695212,167.929714,163.8778426,159.5550351,154.7485194,149.4776948,144.6490074,139.6690132
Estonia,23.15866593,22.06738297,20.03691758,19.73482394,19.41752121,17.03413695,14.13494558,12.97889653,12.57434458,11.15282602,10.32713297,9.91048191,8.991801757,8.251825231,7.493050818,6.793943295,6.159576885,5.590829821,4.721790196,4.050864413,3.380546195,3.050244841,2.679849092,2.290870819,2.035078152,1.755649563,1.617479169,1.502637656,1.440540019,1.40052576
