"Data Item",1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"United States",100,84.75,82.75,78.75,74.5,63.5,61.5,62.25,60,56.5,54.5,50,49,45.25,43.25,41.75,40.25,35.25,34.25,35.25,34.25,35.25,36.75,34.5,33.25,32.75,33.5,33.5,31.75,30.5,29.75,29,28.25
