Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,46.2,43.3,42.1,51.6,55.16210259,60.01795026,52.62799959,54.010124,56.78581446,51.65794825
Algeria,25.5,24.2,27.6,22.9,36.1304494,32.35621567,29.79550179,31.68694966,32.45854441,36.00190511
Angola,,,,40.9,54.12706733,47.5238,40.92050021,38.90300952,,
Argentina,19.21,20.246,20.281,16.002,18.92633618,20.07154319,18.13034274,18.99929968,15.12068057,13.19575187
Armenia,34.1,29,39.63,38.2,50.30206317,52.09979102,53.28235516,53.46560667,59.39922171,45.43660013
Australia,22.105,21.828,23.923,20.408,20.35427063,20.36244627,21.16257482,20.21516019,20.72635837,21.41483497
Austria,52,51.8,53.906,45.727,51.6628266,56.30833873,55.55482191,54.59046499,53.7385563,53.65620932
Azerbaijan,56,35.6,29.3,21.7,19.44747847,24.72234303,25.98692675,26.63108799,26.32602603,33.21752886
Bahrain,63.4,61.2,84.8,57.9,46.8103966,52.21506,56.09085286,47.14232581,48.56584607,33.44369589
Bangladesh,26.355,24.6,32.846,30.466,30.19510783,30.2643975,31.98008142,30.07497862,26.66844358,23.43300941
Barbados,81,68.5585556,55.969,72.2,53.37980426,55.89006764,54.17179813,52.48243786,52.3199,52.15739295
Belgium,85.9,85.8,92.591,70.6,99.98619373,105.7273445,108.3025062,107.8522265,106.1450759,105.7425379
Belize,,,,,60.88799334,,,,,
Benin,31.1,30.5,27.5,23.2,38.2993108,41.42901946,38.07288868,42.2665,46.4602071,40.78801879
Bhutan,,,,,,,52.48612896,56.29718389,49.00181644,60.87529359
Bolivia,34.4,32,35.3,33,32.93113754,32.87109202,35.73676047,38.56416761,39.00539434,35.99656465
"Bosnia and Herzegovina",81,66.34,73.65,69.47630408,58.07228892,64.53674661,60.76691705,62.4526,64.13835456,60.04235153
Botswana,29.6,28.5,38.845,38,49.36673228,43.88732006,47.43330741,59.50819411,52.02840566,53.99389384
Brazil,11.717,12.343,14.168,11.349,12.0128929,12.43467148,12.98100249,14.89117994,13.8113267,13.97502128
Brunei,,17.1,27.82,25.7,34.1885866,31.24253001,27.75802153,31.1478,34.5375,37.92730876
Bulgaria,81.8,85.488,83.3,57.708,61.59860479,67.81003577,72.03407395,73.53574537,73.36714639,69.90838013
"Burkina Faso",26.9,15.4,13.3,16.8,27.90446463,30.12657547,33.92082636,39.15931323,,
Burundi,35.5,55.1,35,26.5,42.28082707,32.83478046,39.97270798,37.43110359,37.90913331,34.52469689
"Cape Verde",,,,42.3,61.8004315,64.83994346,55.35420342,51.03446594,60.02343339,54.08388715
Cambodia,77.1,76.6,68.8,57.3,73.95328717,83.56908568,87.95733767,93.68999294,93.60813409,89.66066834
Cameroon,26.3,26.7,26.7,21.1,28.75719501,30.48762685,32.46082259,33.87300679,31.28123986,29.70966192
Canada,34.1,32.9,33.329,30.374,31.188485,32.34027383,31.88701953,31.73926193,32.47953701,34.25548237
Chad,27.1,31.8,31.1,23.9,65.12252323,54.2404483,54.2404483,42.14380081,50.80824184,36.90970119
Chile,30.857,33.307,41.05,30.363,34.04708989,35.38850627,34.67254518,34.37719987,33.62187832,31.83841342
China,32.9,33.1,29.2,22.7,27.00288538,27.12931628,25.51427691,24.82747414,22.55160216,19.56036282
Colombia,25.01,23.838,22.049,20.015,17.0656294,19.49034689,19.01068724,18.4294349,20.11570352,22.21410123
"Congo (Kinshasa)",,,,,,,,,,24.7166546
"Costa Rica",58.5,53.005,55.567,42.818,42.71938025,44.26067156,43.13469466,40.20040956,40.07883848,34.25503163
"Ivory Coast",,41,34.3,37.3,41.26899004,43.67994303,50.54680307,50.286783,49.16761288,38.69129917
Croatia,53.8,56.3,57.3,39.412,38.87394485,37.27527622,42.46886688,42.38070057,46.65951494,49.65450855
