Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Burkina Faso",,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,6
"Burma (Myanmar)",,,,,,,5,33.3333,61.6667,90,67,44,21,8,6.75,5.5,4.25,3,83,88,62,98,137,78,19,59,50,24,14,4,7,10,14,6,13,20,10,1,13,48,11,1,16,9,15,58
Burundi,,,,,,,,,,,,,,,,,,,,,,117,61,163,265,583,1371,386,392,108,97,166,67,116,18,13,21,3,28,21,14,47,6,5,4,220
Cambodia,,2,1,1,1,1,1,1,1,1.9091,2.8182,3.7273,4.6364,5.5455,6.4545,7.3636,8.2727,9.1818,10.0909,11,13.5,16,64,144.5,225,21,44,100,35,1,12,4,4,1,1,1,1,1,1,,,,,,,
Cameroon,,,,,,,,,,,,,,,,,,,,,,36,6,19.5,33,5,7.1667,9.3333,11.5,13.6667,15.8333,18,20.1667,22.3333,24.5,26.6667,28.8333,31,3,4,5,4,5.5,7,788,928
Canada,1,1,1,1,1,1,1,1,1,1,1,1,1,111,221,331,298,265,232,199,166,133,100,67,34,1,1,1,1,1.375,1.75,2.125,2.5,2.875,3.25,3.625,4,4.375,4.75,5.125,5.5,5.875,6.25,6.625,7,
"Central African Republic",,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,1,1.5,2,2,2,1.75,1.5,1.25,1,7,6.4,5.8,5.2,4.6,4,1,1,38,46,35,14,120,751,172
Chad,,,,,,,,,,,,,,,,,,,,,,40,170,85.5,1,1,1,2,39.5,77,58.3333,39.6667,21,41.5,62,82.5,103,136,172,144.3333,116.6667,89,61.3333,33.6667,6,306
Chile,,,,,,,,,,6,6,19,2,15,37,30,22,9,19,19,8,16,12,8.3333,4.6667,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
China,,,,,,,,,,,,,,,,,,,,20,2,5.5,9,13.5,18,6,23,57,50,5,1,25,1,1,4,12,1,12,23,186,7,19,27,60,322,123
Colombia,,,1,3,5,7,10,38,71,156,159,365,368,437,485,935,771,655,1096,751,694,742,631,424.5,218,521,611,1230,592,259,429,576,346,194,83,145,79,64,85,107,56,43,168,137,143,104
Comoros,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
"Congo (Brazzaville)",,,,,,,,15,14.2308,13.4615,12.6923,11.9231,11.1538,10.3846,9.6154,8.8462,8.0769,7.3077,6.5385,5.7692,5,5.75,6.5,7.25,8,4.5,1,63,57.6667,52.3333,47,2,25,,,,,,,,,,,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,33,29.5714,26.1429,22.7143,19.2857,15.8571,12.4286,9,2,15.5,29,128,122,9,67,7,40,15,17,154,22,22,22,72,319,824,118,50,288,150,366,367
"Costa Rica",,,,,,,,,,3,3.5,4,4,3.5714,3.1429,2.7143,2.2857,1.8571,1.4286,1,1,1,1,1,1,1,1,2,1.75,1.5,1.25,1,,,,,,,,,,,,,,
"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,1,3,5,40,5,4.75,4.5,4.25,4,12,3,7.5,12,41,20,17.5,15,12.5,10,23,45,4,4,14
Croatia,,,,,,,,,,,,,,,,,,,,,,237,2,2.5,3,1,1.5,2,2.3333,2.6667,3,,,,,,,,,,,,,,,
Cuba,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2.3333,1.6667,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
Cyprus,,,,1,4,7,10,13,16,2,3,3.75,4.5,5.25,6,3,1,1,6,1,1.2,1.4,1.6,1.8,2,2.5,3,,,,,,,,,,,,,,,,,,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Czechoslovakia,,,26,24.6842,23.3684,22.0526,20.7368,19.4211,18.1053,16.7895,15.4737,14.1579,12.8421,11.5263,10.2105,8.8947,7.5789,6.2632,4.9474,3.6316,2.3158,1,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1.0435,1.087,1.1304,1.1739,1.2174,1.2609,1.3043,1.3478,1.3913,1.4348,1.4783,1.5217,1.5652,1.6087,1.6522,1.6957,1.7391,1.7826,1.8261,1.8696,1.913,1.9565,2
Djibouti,,,,,,,,1,2.5,4,4.75,5.5,6.25,7,7.75,8.5,9.25,10,7,4,1,8,228,117,6,7.6667,9.3333,11,10.6471,10.2941,9.9412,9.5882,9.2353,8.8824,8.5294,8.1765,7.8235,7.4706,7.1176,6.7647,6.4118,6.0588,5.7059,5.3529,5,
Dominica,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dominican Republic",1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,1,1,3,5,5.4,5.8,6.2,6.6,7,4,1,3,1,1,1.5,2,2.5,3,3,,,,,,,,,,,,,,,,,,
"East Germany",,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.3333,3.6667,5,4,3,2,1,2,,,,,,,
Ecuador,,,,,,,1,1,2,2,2,2,1,1,1,4,13,8.5,4,9,3,2.5,2,2.6667,3.3333,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Egypt,,1,1,1,1,1,1,1,2,1,1,67,50.75,34.5,18.25,2,12,1,1,1,21,8,49,111,173,134,97,165,9,1,8.4,15.8,23.2,30.6,38,92,19,13,7,1,14.5,28,44,243,338,790
"El Salvador",,,,,,2,3,3,33,286,2383,1578,1549,1667,1315,1013,293,421,361,350,294,426,23,22.5,22,3,26,1,,,,,,,,,,,,,,,,,,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,17,17,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
Ethiopia,1,1.5,2,2.5,3,3.6667,4.3333,5,25,101,120.8,140.6,160.4,180.2,200,120,40,27,14,1,17,161,330,168,6,5,133,8,5,2,3,2,1,2,1,9,12,204,27,13,8,2,25,17,9,48
Fiji,,,,,,,,,,,,,,,,,,,,,,,1,1.75,2.5,3.25,4,4.75,5.5,6.25,7,,,,,,,,,,,,,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,
France,,,1,5,3,3,7,3,21,11,20,8,17,19,15,17,25,5,6,3,3,6,9,8,7,19,18,9.5,1,2.5,4,3.5,3,2.5,2,1.5,1,3,4,5,6,7,8,4.5,1,161
"French Guiana",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,2,2.1111,2.2222,2.3333,2.4444,2.5556,2.6667,2.7778,2.8889,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,,,,,,,,,,,,,,,,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,2,109,69,29,14,2,35,32,5,3,6,1,3.3333,5.6667,8,5,9,13,5,4,1,1,2,,
Germany,,,,,,,,,,,,,,,,,,,,,,10,17,9.5,2,1,1,1.6667,2.3333,3,1,3,2.3333,1.6667,1,2,2,1,1.25,1.5,1.75,2,3,4,5,6
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,13,2,3,1,,,,,,,,,,,,,,,,,,
Gibraltar,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,2,3,4,5,92,1,14,1,1,1,5,3,2,4,5,64,6,2,14,4,2,15,2,2.5,3,2.3333,1.6667,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3.3333,2.6667,2,1.5,1
Grenada,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,,,,,,,,,,,1,1.75,2.5,3.25,4,2,1.8333,1.6667,1.5,1.3333,1.1667,1,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,2,6.2,10.4,14.6,18.8,23,8,6,35,53,528,1381,1562,530,171,137,54,211,135,43,68,73,28,25,22,40,14,22,12.5,3,2,1,1,1,3,4,5,4.5,4,3.5,3,2.5,2,4,,
Guinea,,,,,,,,,,,1,1.0714,1.1429,1.2143,1.2857,1.3571,1.4286,1.5,1.5714,1.6429,1.7143,1.7857,1.8571,1.9286,2,2,2,53,104,155,206,192.3333,178.6667,165,151.3333,137.6667,124,110.3333,96.6667,83,69.3333,55.6667,42,28.3333,14.6667,1
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,11,7.6667,4.3333,1,1,1,1,,,
Guyana,,,,,,,,,5,1,1,1,1.1429,1.2857,1.4286,1.5714,1.7143,1.8571,2,2.1429,2.2857,2.4286,2.5714,2.7143,2.8571,3,3.1429,3.2857,3.4286,3.5714,3.7143,3.8571,4,4.5,5,5.5,6,14.5,23,,,,,,,
Haiti,,,,,,,,,,,,,,5,4.75,4.5,4.25,4,3,8,13,137,18,52.5,87,16,14,9,6,3,5,4.6667,4.3333,4,7,1,2,1,,,,,,,,
Honduras,,,,,,,,,,1,6,7,24,75,5,7,10,21,32,9,3,18,5,7.5,10,8,11,14,16,18,20,22,24,26,28,22.8,17.6,12.4,7.2,2,2,2,3.5,5,,
"Hong Kong",,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.5,2,1.5,1,1.125,1.25,1.375,1.5,1.625,1.75,1.875,2,,,,,,
India,,,,,,4,10.75,17.5,24.25,31,17,24,64,59,195,51,340,119,966,874,907,1113,1152,770.5,389,361,569,853,398,464,671,658,593,472,334,463,722,626,763,774,812,484,264,467,490,387
Indonesia,,,,,,,,1,1.75,2.5,3.25,4,3.3333,2.6667,2,7,26.5,46,65.5,85,12,21,33,17,1,41,30,102,9,67,146,134,246,26,42,66,6,9,12,15,17.5,20,15,23,19,19
Iran,,4,1,1,1,8,5,2,447,57,55,224,139,84,29,22,39,28.5,18,14,10,2,9,41.5,74,38.5,3,4,6,4,5,6.6,8.2,9.8,11.4,13,48,24,26,97,115,18,12,39,13,38
Iraq,,,,,,,12,8.3333,4.6667,1,8,52,96,1,9.4,17.8,26.2,34.6,43,29,15,1,117,96,75,156,11,106,19,32,10,9,10,347,2146,3380,4612,6648,2863,2583,2071,1865,2688,7028,13078,8829
Ireland,1,1,6,4,34,7,5,2,1,9,12,2,2,5,1,2,4,6,4.5,3,3,3,3.3333,3.6667,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
Israel,1,1,26,2,78,24,1,5,52,64,14,3,3,16,7,12,35,11,13,27,57,31,38,49,60,18,73,31,19,6,11,140,327,154,59,45,51,17,34,1,4,21,14,2,49,20
Italy,,,1,62,26,18,10,25,26,24,125,24,12,2,23,19,1,3,6,8.75,11.5,14.25,17,9.5,2,1.8,1.6,1.4,1.2,1,1,1,1,1,1,1,,,,,,,,,,
Jamaica,,,,,,,,,,4,11,5,4.6,4.2,3.8,3.4,3,3.3333,3.6667,4,4.3333,4.6667,5,3.5,2,1,1,10,,,,,,,,,,,,,,,,,,
Japan,,,,,,,2,3,4,5,4.25,3.5,2.75,2,2,2,3,1,1.5,2,1.5,1,3.3333,5.6667,8,15,,,,,,,,,,,,,,,,,,,,
Jordan,1,1.5,2,3.75,5.5,7.25,9,7,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,22.6667,42.3333,62,1,1,1,1,1,1,1,1,1,7
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,9,7.6,6.2,4.8,3.4,2,2,2,2,2,2,2,2,2,2,2,2,5.3333,8.6667,12,2,,,
Kenya,,,,,,27,19.3333,11.6667,4,9.5,15,13.7778,12.5556,11.3333,10.1111,8.8889,7.6667,6.4444,5.2222,4,54.3333,104.6667,155,97.5,40,2,2,36,226,126,26,13,16,3,29.5,56,18,33,103,61,19,42,107,206,315,276
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,20,1,7,4,1,1,1,1,1,1,2,3,1,2,
Kuwait,,,,,,,,,1,1.3333,1.6667,2,1.5,1,4,11,6,1,2,1.6667,1.3333,1,2,2,2,2,2,2,2,2,2,2,4,1,1.5,2,4.6,7.2,9.8,12.4,15,17.6,20.2,22.8,25.4,28
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
Laos,,,,,,,,,,,,,,,,,,,,2,2.3333,2.6667,3,2.5,2,3.5,5,4,3,2,1,4,7,10,,,,,,,,,,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
Lebanon,,,,4,16,28,4,3,107,33,90,264,233,615,61,644,247,178,176,113,113,98,79,68,57,35,57,36,17,23,12,7,2,3,1,22,12,40,142,17,2,1,9,190,132,111
Lesotho,,,,,,,,,,,,10,20,30,1,1.75,2.5,3.25,4,3.8889,3.7778,3.6667,3.5556,3.4444,3.3333,3.2222,3.1111,3,2.8889,2.7778,2.6667,2.5556,2.4444,2.3333,2.2222,2.1111,2,1.8889,1.7778,1.6667,1.5556,1.4444,1.3333,1.2222,1.1111,1
Liberia,,,,,,,,,,,,,,,,,,,,,2,19.5,37,73.5,110,60,10,8.2,6.4,4.6,2.8,1,3,2,4,6,8,10,12,,,,,,,
Libya,,,,,,,,,,,,,,,15,14.75,14.5,14.25,14,13.75,13.5,13.25,13,12.75,12.5,12.25,12,13.3125,14.625,15.9375,17.25,18.5625,19.875,21.1875,22.5,23.8125,25.125,26.4375,27.75,29.0625,30.375,31.6875,33,233,697,689
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4,1.8,2.2,2.6,3,35,3,2.8333,2.6667,2.5,2.3333,2.1667,2,2.75,3.5,4.25,5,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,4,16,12,8,4,1,1.0769,1.1538,1.2308,1.3077,1.3846,1.4615,1.5385,1.6154,1.6923,1.7692,1.8462,1.9231,2,1.8,1.6,1.4,1.2,1,
Malawi,,,,,,,,,,,,,,,,,,,,,,,32,28.9,25.8,22.7,19.6,16.5,13.4,10.3,7.2,4.1,1,,,,,,,,,,,,,
Malaysia,,,,,,,,100,52.5,5,7.1429,9.2857,11.4286,13.5714,15.7143,17.8571,20,14.5,9,8.4167,7.8333,7.25,6.6667,6.0833,5.5,4.9167,4.3333,3.75,3.1667,2.5833,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
Mali,,,,,,,,,,,,,,,,,,,,,14,43,5,68,131,2,3.5,5,6.5,8,9.5,11,12.5,14,15.5,17,18.5,20,55,30,1,5,5,137,123,268
Malta,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,19.3333,15.6667,12,2,1,1,,,,
Mauritania,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,1,2,32,26,11,7,5,3,2,1,7,13,10.25,7.5,4.75,2,2.5,3,4.5,6,47,88,61,96,229,3,4,5,13,7.5,2,2,2,7,25,21,2,7,12,17,47,1,9
Moldova,,,,,,,,,,,,,,,,,,,,,,,10,5.5,1,1.0833,1.1667,1.25,1.3333,1.4167,1.5,1.5833,1.6667,1.75,1.8333,1.9167,2,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Morocco,,,,,,,,,10,9,8,7,6,5,4,3,2,200,150.75,101.5,52.25,3,1,5,9,13,17,21,25,29,33,37,41,45,35.75,26.5,17.25,8,9.8,11.6,13.4,15.2,17,,,
Mozambique,,,,,,,,,18,22,20.6667,19.3333,18,11,50,248,230,490,130,703,232,227,152,82.5,13,2,1.75,1.5,1.25,1,7,6.7143,6.4286,6.1429,5.8571,5.5714,5.2857,5,4,3,2,1,2,33,20,12
Namibia,,,,,,1,2,3,4,30,2,4.3333,6.6667,9,23,78,47,16,10,1,3,13,14.3333,15.6667,17,18.3333,19.6667,21,22.3333,23.6667,25,23.5333,22.0667,20.6,19.1333,17.6667,16.2,14.7333,13.2667,11.8,10.3333,8.8667,7.4,5.9333,4.4667,3
Nepal,,,,,,,,,,,,,,,,,,,,,,,13,9.5,6,5.5,5,17,16.5,16,97,174,484,27,642,194,133,45,53,20,9,16,9,3,,
Netherlands,,1,1,1,1,3,8,2,3,2.75,2.5,2.25,2,1.75,1.5,1.25,1,2,1,2,1.8,1.6,1.4,1.2,1,1,1,1,1,1,1,1,1,1,7,,,,,,,,,,,
"New Caledonia",,,,,,,,,,,,,,,11,7.5,4,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,11,13.4286,15.8571,18.2857,20.7143,23.1429,25.5714,28,104,176,45,178,240,3407,3489,1576,399,548,203,51,19,57,17,16.5,16,3,23,3,3.5,4,1,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,1,2.5,4,5.5,7,8.5,10,34,53,72,2,5,31,23,15,20,25,30,35,40,45,50,55,13,16,4,24,1,13,288,552
Nigeria,,,,,,,,,,,1,2,3,4,3.6,3.2,2.8,2.4,2,30.6667,59.3333,88,70,42.5,15,1,10,115,134.5,154,83.5,13,39,16,33,27,245,100,55,316,117,451,1516,2001,7785,5335
"North Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"North Yemen",,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,1,1,1,1,3.6154,6.2308,8.8462,11.4615,14.0769,16.6923,19.3077,21.9231,24.5385,27.1538,29.7692,32.3846,35,37.6154,40.2308,42.8462,45.4615,48.0769,50.6923,53.3077,55.9231,58.5385,61.1538,63.7692,66.3846,69,11,,,,
Pakistan,,,,,1,3.5,6,6,6,18,1,2,3,16,6,2,58,194,130,52,188,232,157,255,353,711,445,441,147,119,111,105,103,120,308,150,309,1406,1189,1482,1696,1658,2779,2877,2408,1607
Panama,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1.5,2,24,12.5,1,2,2,1,1,1,,,,,,,,,,,,,,,,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,19,7,15.5,24,13,2,4,21,16.25,11.5,6.75,2,,,,,,,,,,,,,,,
Paraguay,,,,,,,6,4.75,3.5,2.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1.4,1.8,2.2,2.6,3,2.6667,2.3333,2,1.5,1,1,1,1,1,1,1,1,1,1,2,13,5,11
Peru,,,,,,,,,,5,2,9,243,1819,2466,729,513,773,864,1493,1148,1417,812,453,94,104,59,48,15,23,16,9,10,2,8,13,4,8,1,23,17.3333,11.6667,6,5,5,5
Philippines,40,1,5,8,18.3333,28.6667,39,6,128,106,170,170,153,94,254,449,327,398,591,363,453,425,394,260.5,127,206,90,97,16,38,288,153,134,301,191,43,65,110,219,156,153,127,210,439,462,446
Poland,,,,,,,,,,,,1,1.2222,1.4444,1.6667,1.8889,2.1111,2.3333,2.5556,2.7778,3,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,3,3.3333,3.6667,4,2,5,8,2,1,2,2,1.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.25,1.5,1.75,2,2.1818,2.3636,2.5455,2.7273,2.9091,3.0909,3.2727,3.4545,3.6364,3.8182,4,,,,
Romania,,,,,,,,,,,3,2.5,2,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,33,34.5,36,146,132,61,50,397,360,242,501,364,567,158,56,56,94,146,225,160,166,144,70,17
Rwanda,,,,,,,,,,,,,,,,,,,,,,8,125,853.5,1582,189,140,1085,35,18,1,30,23.5,17,10.5,4,3,2,1,1,6,2,12,3,,
"Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
"Saudi Arabia",,,,,,,,,,,,,,,1,62,41.6667,21.3333,1,2,3,4,5,6,7,26,21,16,11,6,1,3,22.66,37.34,64,34,4,3,3.5,4,2.5,1,3,1,32,206
Senegal,,,,,,,,,,,,,,,,,,,4,12,20,11,61,32,3,17,56,95,2,12,22,14,3,2.3333,1.6667,1,5,9,8,7,11,8,22,7,,
"Serbia and Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.8889,1.7778,1.6667,1.5556,1.4444,1.3333,1.2222,1.1111,1,,,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,142,12,117.5,223,42,68,6,258,32,56,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,,,,4,3.25,2.5,1.75,1,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2.5,3,,,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.5,1,1,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,30,19,8,6,6,42.5,79,31,24,150,1,13,26,3,15,5,3,19,23,407,442,376,292,347,776,772,1580,1387
"South Africa",,,,,,,,5,6,16,18,8,10,28,20,86,149,120,152,60,184,349,705,583,461,105,71,28,4,6,15,8.5,2,2,2,2,2,2,1,1.5,2,2.5,3,3,9,2
