Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Bhutan,34783,34914,35043,35169,35294,35417,35537,35656,35772,35887,36000,36400,36364,36471,36576,36822,37066,37308,37548,37786,39355,33103,31364,31479,33333,33462,40000,33460,32593,31357,26007,26493,26362,26507,26157,26017,25477,24957,24794,23741,24059,24338,29045,34915,40450,41066,36038,29386,35912,28607,20665,30313,21855,24860
Bolivia,31580,31715,31921,32303,33870,33079,33958,34593,36131,35590,35866,36343,36971,37581,37415,35335,34770,39974,36565,43219,41036,44647,35576,33950,30351,33244,33034,34841,35056,37011,41629,39289,40847,41827,44598,45500,46696,45177,46746,46867,47429,48441,45534,45669,45581,40998,40322,39973,38320,39009,39235,39391,38843,38358
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49525,50038,50893,48232,50091,53040,57972,57623,53246,55155,56849,51566,57004,55268,58914,55809,57197,60256,58052,57586,54782,61117,54325
Botswana,51445,51397,51087,52423,51534,51486,50459,51501,50768,51249,51891,48452,48346,48551,49822,50699,52448,54983,55556,54054,54054,54054,54054,54054,52288,53797,52288,50725,52215,52496,51425,47156,47146,47275,45736,48946,47263,45469,47321,48954,55978,58607,61760,66942,72730,74896,78223,78783,70559,111308,110575,109003,106643,111235
Brazil,37792,40370,41183,42311,43317,46976,48338,50765,52093,54494,57589,60882,63738,72257,76360,82051,88087,92451,99393,101637,100948,106022,109346,115241,125361,120298,129415,144087,135548,140021,140127,139557,151509,151868,158094,151337,153834,156314,172946,172519,180142,207227,216975,215366,209349,213328,214307,223706,227388,226954,234663,231636,244469,246191
Brunei,4000,4286,4267,4667,4750,5000,5000,5625,5625,5625,6024,37037,40441,42336,43796,43796,46429,46667,45161,46564,47040,46622,44747,8214,8214,8246,8246,8276,8276,9802,10574,10192,11727,11722,11754,11752,11759,11768,11820,11757,11714,11755,12812,13101,12728,15806,16742,16306,16053,16023,15991,15878,15910,17983
Bulgaria,182032,187830,196438,190950,170209,202607,187950,164167,174932,169292,181106,183210,184818,175469,148920,157563,151331,153079,161467,162993,165941,171946,137676,164727,138702,138152,151046,151152,141586,160003,144535,133967,112629,122693,117400,107627,103919,111036,103932,91419,98330,109912,150850,134246,129315,149852,120550,134651,138363,135763,129492,115396,141306,136363
"Burkina Faso",63404,63589,63770,63989,64179,63913,63985,64120,63985,64094,64141,64216,63763,63922,65615,65642,66064,66514,68669,69831,67355,67972,71457,71450,72646,72676,77096,80691,84967,95644,79427,79330,80005,80140,79819,82044,79473,80249,81024,81196,82104,82525,83128,83954,84341,84685,83896,86825,88067,89352,90580,94175,92777,91306
Burundi,65385,65385,65385,65476,65476,65476,65476,65882,65517,65730,65934,59113,59024,59512,60476,61905,62791,64186,65138,65217,66667,62500,64000,70588,77083,78750,80000,79167,83333,77200,103222,102548,101874,101200,100525,99851,99547,98611,100000,109091,100697,99038,98214,98039,82353,83493,94805,84545,91667,91489,91989,98889,92617,90315
"Cape Verde",91429,91429,100000,97297,97297,97436,97436,98361,92486,96774,93548,93333,93333,86667,86667,93333,93333,85520,93750,88889,91892,90000,84615,96154,102662,98266,190877,191740,194630,176057,156951,150260,157938,160282,162073,140031,152123,151074,157677,128340,127053,127136,127276,126479,126155,126420,126002,125462,106210,118825,143226,133051,142977,136024
Cambodia,60000,59937,59940,59972,60006,59997,60003,60008,60013,60026,60256,63158,62162,60000,62162,62162,61224,59375,62143,58182,60345,62016,63158,62319,48913,50000,54824,55294,58025,56443,65242,64541,65443,67708,64286,66912,66667,66429,62667,64175,62237,63759,63731,63742,62500,63549,62436,63651,63756,63862,63968,65417,64063,64100
Cameroon,60246,60477,60374,61587,62028,60889,62719,63682,63473,63092,61996,57552,59167,60501,59182,55095,56034,57925,56754,59524,60916,62462,62566,63485,59976,61536,61212,61578,61605,40767,37758,34694,32395,31208,30611,29075,29063,27505,38155,39171,38663,38248,33422,33700,43079,45959,46475,41789,36407,36864,42144,43527,44562,44632
Canada,122029,126475,118886,111803,119779,117120,117326,122762,115400,133834,141605,122281,133803,129370,138797,145071,158037,166333,172817,163675,168265,170648,172135,182228,179412,180668,191186,167500,180961,195903,175733,178714,201781,213592,203454,202055,203572,215626,215901,209654,205966,212329,212209,231029,241369,259420,247489,254734,245191,245663,248223,257937,236057,254180
"Cayman Islands",,,,,,23333,23333,23333,26667,26667,30000,33333,33333,33333,36667,50000,60000,55000,60000,72500,75000,77500,85000,62000,66000,68000,76667,56667,74286,88000,60000,48261,42500,35863,35476,39950,37357,39697,42550,36033,35604,35908,35400,34636,34238,33740,33634,32964,31949,30798,29847,28607,27615,26299
"Central African Republic",55110,55227,54808,55140,62000,61905,62500,62182,63620,63717,64799,67019,67073,67241,68376,68333,69672,70400,71094,71429,70579,73529,73723,75391,70779,72258,73718,74873,76196,76402,80107,80370,80357,79545,80435,80167,80208,79397,80198,80193,80374,80179,80039,80000,80562,80000,80593,80381,80787,72017,76094,76311,78312,77794
Chad,81301,81301,81301,80392,80392,80769,80769,78947,78947,80808,82828,82292,76923,86022,76271,82353,85246,88000,83212,84672,84564,80925,83146,78613,90244,90244,90244,90244,90244,89105,103276,103407,102707,103525,104160,103479,103171,102780,103538,103596,103718,103950,104085,104217,104516,104866,105348,106147,106675,107213,108598,107538,107056,106865
Chile,145047,147079,150914,146957,151269,151737,149766,147872,149417,149769,148444,149010,151990,159914,163047,165696,164561,167887,170158,169815,171107,170640,161206,156691,161702,166712,172722,173511,191384,195032,198503,194853,210418,228040,236936,256269,242656,250584,259070,250323,261917,262329,261143,259224,266535,275742,279022,266079,243710,248919,257707,267788,293349,303959
"Hong Kong",152573,159310,150210,144877,149057,143488,150351,147416,148028,152850,154689,142971,140672,144604,135598,141425,136254,123257,190846,216646,204155,197092,188665,188045,179379,183571,175457,173312,186904,168091,168808,176834,183453,190301,228207,211779,204810,204397,205881,205599,206651,210137,213890,214659,216873,219458,216992,218484,219652,217558,218392,228594,224449,224627
China,102701,107270,109846,109800,114760,117509,119516,129046,134582,146088,147270,139339,141306,145992,145909,144676,144804,142248,144972,143362,152465,147656,158115,172237,158639,169325,167136,167789,166642,172781,170718,183973,180937,182177,185288,188399,188781,180177,180626,201141,202194,208486,206738,204448,206280,211351,218760,230356,230178,231217,233181,235497,239787,240736
Taiwan,91460,87163,94446,100132,91702,88457,95870,105730,112675,123138,122896,126507,133525,124591,126601,137915,140075,139903,142513,150167,140047,142926,144062,149788,157343,146950,156064,150930,150410,147730,152108,151711,156824,153993,165956,175049,170817,163481,193367,185889,176949,193047,186654,184586,164821,183913,169935,172104,175138,179644,192856,185931,185667,190080
Colombia,170951,178052,184280,190445,195643,179601,184090,188472,193578,195569,196049,194297,205682,213870,229260,229260,219747,219892,220304,220311,217968,197718,202981,209656,223709,213989,154930,142317,129841,197508,184798,187067,192557,136537,170303,190828,210296,190313,158042,181776,156050,154814,164394,156918,159250,147181,150726,159874,166152,166790,166913,171427,177030,174291
Comoros,68966,68966,68966,68966,68966,68966,68966,68966,68966,68966,68966,69841,70588,70270,70000,69767,70330,70103,69903,70370,70175,70085,70000,69919,69841,70313,70229,70149,70073,67346,67350,67408,67819,68040,68034,68341,67862,67994,68000,68225,66782,61229,64387,64937,64770,65136,64829,64384,64099,63791,63488,63305,62918,63280
"Congo (Brazzaville)",67729,67729,67829,68773,68773,69091,61818,68852,65000,67742,68254,67647,69565,67568,68103,70886,71878,72619,69778,72000,70000,70851,72766,72553,66286,67619,69524,71154,72500,82370,85056,84806,84951,85271,85771,84077,81582,82937,80790,80679,80351,79629,78779,79627,79835,81087,82415,83080,84123,84701,86335,84741,83483,82921
"Cook Islands",73500,65821,84975,61256,78947,100229,79167,85940,128873,129516,60360,127246,137015,109022,86522,101513,108264,102829,129514,93061,83333,84510,81731,81006,79755,79096,80793,81585,96831,99859,102820,107080,116894,111686,109513,138881,110243,130605,122812,125539,125366,121136,130866,113483,112533,111508,112086,112685,113785,114091,113815,112964,113365,113161
"Costa Rica",76564,76402,76499,76405,78047,76579,76572,80167,79291,78322,77900,73884,75064,76380,75001,76665,76396,76794,75305,76885,76451,75594,77378,77977,83873,83626,86098,96784,154410,157973,148554,161194,167513,210674,187345,189470,185687,217892,181085,210862,226240,219709,211568,211636,225847,245091,239978,238085,280472,260485,264709,246244,248463,269851
"Ivory Coast",49541,42522,46677,47823,47224,47025,47486,47614,47166,49503,49233,49510,50719,49020,46238,46169,46140,46023,45462,44227,44000,43541,44431,43454,44796,46957,47347,45224,46700,41888,40771,41205,40495,40412,40471,40276,41484,37218,40062,40500,42883,40743,40293,39904,40275,39582,38936,38607,39058,38191,39388,40031,40297,39280
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64433,67271,78067,85873,86630,88154,98383,99095,81444,89035,92518,68144,114432,163187,167350,159878,165674,182704,191612,176286,181480,215624,224208
Cuba,48233,49012,44300,44842,60000,59065,59454,52995,54045,43100,48703,32783,51573,88027,59835,58074,51939,60384,61117,61531,82421,67247,51120,57359,69686,64351,73916,73063,54346,44752,36203,45291,41381,36575,51473,56017,56177,59664,99676,130286,131167,142186,144034,129896,131336,114388,111943,93875,91280,90249,103259,103633,111446,127654
Cyprus,114188,121100,146456,125708,152477,156511,160708,154870,161148,160712,160978,156369,144035,133045,164052,165600,161231,220754,217965,216551,222494,224222,219530,230110,296622,286455,287681,290304,310831,296871,304665,306731,320732,324423,343087,334867,332125,375497,392702,315824,337580,341449,342346,336576,355823,314281,327653,335193,344762,379325,369693,299737,293868,314971
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161854,137114,141016,150598,142827,143391,155064,146284,151037,175718,174000,180730,195520,176429,165195,173667,196113,171346,212306,199719,203752,236152
Czechoslovakia,148341,136020,145479,145518,149776,176497,183767,179539,178919,183599,172877,188640,183861,178157,187680,139198,185087,175315,172308,161835,171202,189045,171151,192770,174735,172050,179863,168966,186772,172132,180289,148213,,,,,,,,,,,,,,,,,,,,,,
"North Korea",80891,82394,83162,85044,87209,87534,89056,91057,92358,94555,103615,107702,110559,113180,125272,126618,125805,132251,131008,124843,130155,132280,135753,144803,146226,150813,149899,150258,157343,151048,143128,126410,120983,118977,115403,116536,118056,119312,121798,123330,122824,123832,122890,123284,123637,121661,117804,118394,118390,119004,121078,123289,123289,122300
"Congo (Kinshasa)",59592,60387,59902,60356,59992,59842,60305,59577,59840,62905,62168,58230,59698,62422,62641,63422,64473,63838,62183,65026,64547,64377,64682,65090,65090,66559,66705,66316,65703,64831,64406,64430,66034,65923,64387,65302,62690,62475,60906,61441,60617,59945,59424,60334,60981,61554,62013,61507,60187,65134,64431,66678,62825,63526
Denmark,134629,134433,156094,149359,167791,182971,184675,199536,178359,202420,201412,208384,197575,208491,192094,197581,239551,225996,271959,234485,252545,260055,223441,198501,204810,192552,230954,220634,205512,182040,178265,178528,177346,191649,204563,236227,247370,232447,235890,222382,244675,257975,263217,268859,276428,269375,277734,272704,251967,273659,283728,289193,286492,310091
Djibouti,52800,52800,52800,58350,52393,54034,53774,53576,52029,53714,53714,45239,46638,49833,49833,49094,49158,51700,50522,50697,50568,52577,52743,54718,53620,53336,52100,53055,51238,53050,55636,55954,56456,56810,57243,57659,57989,58556,58963,59413,60303,61477,62188,62286,63070,62482,63827,65011,66809,67916,69152,77392,70556,70624
Dominica,90411,90411,90541,89474,89610,89744,90000,90244,90476,90698,90909,88172,89362,90526,91667,92784,93878,94949,99228,102089,100985,101468,92256,94616,100697,102955,101040,92149,89847,89577,87702,88788,91164,88474,90251,88478,90004,86740,86054,86528,86194,86226,89246,85719,85265,83960,90956,83930,83465,72893,83095,86879,81323,83802
"Dominican Republic",59560,54362,53765,56218,69561,78712,83291,88339,83172,79868,81832,86247,106131,111888,112486,123993,122653,109709,101186,112589,131088,130925,120887,133132,120222,123328,117687,111669,104928,97019,96914,94812,88323,85822,87718,118792,136257,155013,157072,156204,156103,148624,158971,153977,160598,143718,129672,138523,127735,155063,162185,147998,146188,132429
Ecuador,116998,149353,128949,151462,154108,167097,174864,135955,124008,113052,121749,105532,93387,94711,87413,91476,82100,75704,68354,73134,71965,64497,62705,67799,71008,57313,62360,80362,65123,53050,58143,51985,52703,52215,44591,47492,42752,48709,49217,44549,42685,42812,31998,27582,28640,28684,26841,28840,25787,25695,22461,23026,21034,27531
Egypt,166066,184167,183775,184012,187211,192415,177151,177023,178659,178641,180588,180437,174613,181811,181063,184285,183370,190985,191385,195004,200895,203628,208247,214366,228858,231771,246019,221132,210842,237159,232471,251485,259779,257198,243174,257719,255658,242446,245230,246720,243820,232916,232714,246864,250587,255196,257569,264430,266977,250884,248503,259382,248384,251120
"El Salvador",117101,118200,120646,124145,125858,133683,139804,143245,145639,151348,154281,159882,161314,166109,171924,160131,141321,164067,146675,144517,144863,144529,180233,187773,162825,158610,155163,150500,145589,143852,126470,134320,144112,138353,141239,153779,174417,179599,158586,155493,164698,161283,164989,163928,183001,190081,193506,195088,177298,178833,177135,178257,146106,153469
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20833,24286,23077,23333,23077,23615,24167,24545,24359,24012,23870,23478,25000,26729,28188,29592,30983,32367,33746,36667,36569,30979
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129202,130879,146126,136984,114265,118223,105450,104235,115598,120473,94432,129236,110945,131727,178350,210217,240015,233923,243278,273114,209144,259501,212867
Ethiopia,31488,31499,31968,31902,32076,29791,32744,32652,32829,32976,33518,33956,34399,34777,34848,34889,34952,34328,33973,34063,33686,33817,33142,32262,31628,32569,32723,33181,33258,32817,31776,32599,,,,,,,,,,,,,,,,,,,,,,
Fiji,71134,69608,69524,70642,66964,65789,61207,64167,62602,61111,65741,57252,58519,59712,61379,61905,61074,66013,52258,44720,35366,36471,20667,81395,81272,65451,75844,73880,77650,66856,72408,81685,108383,78216,78602,77542,81203,77670,74570,74778,75831,76883,77321,79132,78534,78249,77750,79593,80279,80642,81483,84319,81493,79950
Finland,186640,141524,222481,198101,166443,214325,227749,211329,216857,220661,302636,339559,335823,305487,309193,242758,215385,230285,248397,265472,218843,266911,332302,229654,249584,258779,196693,276201,299171,283159,310800,287455,269310,306736,244450,233822,252340,221035,251997,241547,243802,248920,243707,247172,288169,262172,272029,264067,287978,277868,292933,262530,288103,288042
France,133113,126262,118496,121216,127329,128590,127662,128043,128011,127673,126339,123090,127697,130193,121838,122655,121494,129674,140631,136798,152204,149626,146900,150548,162048,173142,159492,172384,166378,162544,165120,161080,170518,191963,198390,202374,202482,209674,213912,227165,222243,225069,217291,231679,228452,206534,197293,203353,225333,228262,219366,220466,225621,228434
"French Guiana",96000,100000,106667,111111,113684,113684,42273,125455,90000,79545,35569,35569,43571,43571,39143,35000,40000,33698,32255,37128,37128,37297,92097,91773,337025,243526,173017,173507,164612,173355,165463,166979,192300,154754,166535,165377,163189,167679,164398,159632,150178,129006,114670,115888,154144,164405,180805,182197,165992,168694,167675,161659,166442,175596
"French Polynesia",84375,85490,86529,84824,80773,81789,88549,82487,86633,90783,94688,96619,99278,98146,99540,113110,107916,97523,47037,102418,106079,107170,97033,98184,114168,109709,95718,94636,98721,102368,105277,113825,114669,119239,114685,117024,124518,117968,116936,115893,117319,119160,121304,119017,124143,121953,119900,119364,119415,117558,116954,107871,112513,119535
Gabon,54545,54545,54545,54167,54167,54167,54167,53830,55102,55102,55102,54545,57895,57143,54839,56250,57273,56714,55556,57895,57500,58537,58824,61176,55000,56000,57000,58000,59000,58870,63459,63479,63654,64437,64582,64890,65334,65515,66448,66098,65287,65266,65121,64911,64686,65849,65581,62509,60879,59036,57021,49014,52840,58904
Gambia,44248,44248,44248,44248,44248,44776,44776,44944,44944,44944,44944,45113,44444,44444,46429,46429,47887,46667,47273,47857,47619,48649,50000,48276,45625,46250,46875,46875,47500,61266,46784,47465,47964,48283,48485,49781,50560,51334,52104,52941,53661,54412,55159,55913,56717,60000,55556,58345,59005,59784,60000,62500,62202,62895
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106452,144310,149140,143480,146431,153752,82432,101566,101934,103609,120815,116138,110072,103783,71546,73482,73136,88430,80222,95649,97593,118530,99928
Germany,130746,124485,138846,133555,132765,159926,163951,158379,151162,172360,163291,176451,183833,183776,173960,163455,205729,192649,192884,182337,204125,201570,206452,225170,233765,230759,233587,226898,231285,224458,249797,247841,262691,261160,265876,261657,249950,255539,267755,384906,383296,368104,328131,334632,327869,314264,309070,303966,324714,310897,330876,342937,313271,338147
Ghana,34261,34313,34305,34165,34735,34797,36194,36465,34885,39335,39398,38744,41212,40015,41932,38339,43918,42071,41905,40669,38982,38624,38611,41278,43837,39405,39656,41115,40277,45319,45717,45959,46727,48377,62436,52362,51568,54650,49747,48678,46037,45418,50205,50468,51909,55142,59579,70471,82104,83596,86401,89093,91224,94666
Greece,82955,89945,101466,110567,116664,126608,128497,143339,162287,182032,185345,187050,210818,224357,247923,211395,215490,245082,249072,231841,268093,266056,254916,293128,288786,263334,271025,267042,289292,272355,319498,274678,309032,323561,315127,314575,295609,296725,295576,304844,316226,284923,290446,298277,290022,270010,265603,296301,285006,300795,306045,305316,315636,282022
Grenada,90830,91000,91130,91078,91164,91730,89331,89498,91417,91229,91034,92917,91202,92837,94833,93889,94414,94573,95806,94936,96681,95572,97647,95654,99381,98308,98223,97727,99790,98560,97257,96919,96868,96406,96257,95958,96463,96719,96420,96676,97274,97537,97679,98272,99286,98931,96939,101417,101274,101985,102694,108187,104620,103072
Guadeloupe,75585,83232,84403,83700,80713,82517,85088,90062,91087,104390,108187,111721,190214,205973,214776,201085,172308,168052,139752,137625,158912,167011,167765,184992,214207,163454,193254,196233,184952,141913,164694,173677,148460,146739,146454,149137,141237,129872,136030,145398,135267,129702,131771,133069,128195,129867,128503,127178,125186,126119,125470,122748,121579,119622
Guam,79848,79875,75977,75051,62571,60296,96842,53968,48553,44789,70680,63141,64888,63466,104892,75429,158060,237532,158400,139402,186567,153571,212865,197151,178093,209583,219310,213587,220604,233094,238456,244690,250241,249110,249944,250682,249176,248991,248974,249414,248395,251888,247217,249612,241596,242917,236383,224631,224556,222924,218274,208818,211871,215103
Guatemala,73325,73153,74852,74159,73912,73580,72849,72672,72967,72861,75077,79852,80092,79652,79307,76608,77017,76789,78189,107421,111040,116400,113408,116705,118333,118994,122051,121540,139987,142127,140113,140491,143882,147015,154523,155961,156691,154542,161731,167431,166644,173336,179748,164314,170359,193051,213955,207848,192351,157696,152501,145298,148261,150732
Guinea,24973,24572,24268,24096,24880,24312,24581,23496,23950,23636,25698,26304,26563,26232,26014,25811,26533,26533,26689,26842,26582,27044,27333,26250,26250,28966,28966,28966,29041,32083,29256,29327,29390,29445,29525,29704,29850,30061,29799,29623,29505,29350,29196,29016,28681,29795,29631,29674,28991,29481,29049,27687,27870,28401
"Guinea Bissau",59524,60000,60000,59925,59925,59965,59965,60000,60000,60000,60606,57143,56757,56757,56410,58228,60000,54762,53659,53659,51948,51948,51948,51948,51282,51282,51282,51282,51250,51220,51190,51163,51136,51111,51087,51064,51042,51271,51020,51396,51458,51527,51000,51914,52152,51429,50909,53241,53995,54759,55549,61207,56868,55733
Guyana,58421,58288,58342,56173,55831,56330,59876,59660,54627,54685,55989,56636,65110,61488,62423,63132,63711,63636,62518,63278,63940,64045,63145,62573,63793,66848,62585,61783,63473,65033,41486,41745,42031,42802,49037,44606,62946,63434,63808,66851,61503,60252,62403,63459,63661,63045,64648,65466,65883,68869,60662,58553,63400,62168
Haiti,60355,60383,60504,60702,60801,60591,60601,60608,60719,60761,59720,56147,56254,56139,56999,58353,59505,60640,61448,62619,63585,64408,65646,66016,64492,63483,63437,61352,60470,57777,54885,55772,57913,58355,59065,59606,59812,60191,60771,61063,60947,60538,60849,60706,60183,59356,57551,56673,55546,54665,53828,52855,52906,52761
Honduras,57426,57364,58054,57556,57717,60855,57549,58159,58420,58772,59312,62689,62107,58838,63033,61769,62983,64241,68359,70457,77910,80836,75988,76068,81916,96006,96831,105853,118070,115250,122863,128845,157344,136136,136704,148377,142406,144226,138301,143619,160345,188313,210838,225683,237619,247655,254325,256158,257997,245374,260922,263855,266683,270152
Hungary,71182,79365,95930,89079,87827,98092,108419,97057,105183,93990,105223,107330,114972,117828,106213,106712,121538,108539,115777,122257,122411,138883,121838,126480,131162,130088,96276,95112,96121,117384,135178,105540,102974,105811,110318,168969,132735,166667,178155,166109,184864,159460,163759,192120,182078,195207,195540,204544,193560,169865,195315,178650,190691,193670
Iceland,296087,308696,308696,344348,368800,382800,378800,334800,373913,368182,428696,366087,376957,382609,360800,364138,379677,419394,442000,417429,395000,393611,348333,423611,483333,420000,432051,396429,371915,346304,466175,478251,449800,552469,595319,616917,560926,537101,486000,616981,553692,515385,477532,430920,647966,937273,1022500,1103864,1137045,1136136,1084281,1080925,1328765,1263418
