Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Czechoslovakia,,,,4.91,5.31,5.68,5.39,5.5,5.31,5.74,5.1,5.43,5.53,5.52,6.11,5.77,5.66,5.77,5.45,6.24,5.67,5.35,5.49,5.36,5.41,5.58,5.91,5.99,6.96,6.6,6.67,6.75,6.65,7.41,7.58,7.62,7.98,8.34,7.95,8.53,8.49,9.44,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,4.25,4.37,4.09,4.6,3.74,5.2,4.44,4.7,5.76,5.35,5.94,6.06,6.39,6.91,6.56,8.36,7.21,8.25,8.74,9.25,10.23,9.21,9.92,10.82,13.2,11.7,13.1,14.6,14.33,16.29,15.99,19.88,21.07,19.83,19.86,22.92,24.07,21.71,23.82,25.79,24.45,25.36,28.28,28.1,27.58,29.36,27.16,28.15,27.34,28.04,27.34,28.14,29.13,30.24,29.73,26.4,28.26,28.27,28.02,26.88,26.79,
"Dominican Republic",,,,,,,,,,,,,,,,1.25,1.54,2.1,1.92,1.61,0.92,2.92,1.44,1.49,1.66,1.32,1.53,2.78,2.16,1.8,2.17,1.95,2.69,3.26,2.9,1.83,2.71,3.32,3.01,3.57,2.54,3.05,2.78,2.9,3.02,2.99,3.26,4.27,4.51,4.44,3.16,4.63,4.425,4.22,4.3,4.13,4.28,3.74,3.545,3.35,4.47,4.44,,
Ecuador,,,,,,,,,,,,,,,,,,,1.97,2.31,1.57,1.71,1.73,1.52,1.55,1.83,1.65,1.47,1.4,2.06,2.03,2.47,2.69,2.02,2.7,2.32,2.74,2.49,2.62,2.9,2.62,2.86,2.7,3.08,3.21,4.38,3.69,3.79,3.6,3.76,3.24,3.73,3.46,3.15,4.14,3.99,3.52,3.8,3.51,3.98,3.86,4,4.07,
Egypt,,,,,,0.57,0.69,0.59,0.48,0.85,0.66,0.53,0.51,0.5334,0.5568,0.5803,0.6037,0.6271,0.6505,0.6739,0.6974,0.7208,0.7442,0.7676,0.7911,0.8145,0.8379,0.8613,0.8847,0.9082,0.9316,0.955,0.9784,1.0018,1.0253,1.0487,1.0721,1.0955,1.1189,1.1424,1.1658,1.1892,1.2126,1.2361,1.2595,1.2829,1.3063,1.3297,1.3532,1.3766,1.4,1.69,1.7,1.82,2.22,2.37,2.25,2.22,2.59,2.73,2.81,2.77,,
"El Salvador",0.53,0.31,0.17,0.76,0.96,0.54,0.39,0.41,0.71,0.68,0.55,1.55,0.71,0.56,0.61,0.64,0.73,1.61,0.65,1.21,1.15,0.79,0.9,0.93,1.03,1.1171,1.2043,1.2914,1.3786,1.4657,1.5529,1.64,1.33,1.32,0.97,1.07,1.17,1.27,1.37,1.47,1.57,1.89,1.62,1.89,1.78,1.67,3.36,2.71,2.39,2.75,3.51,3.7,3.12,3.82,3.77,3.81,3.65,3.68,3.13,3.03,3.43,3.57,3.48,
"England and Wales",5.86,6.01,6.34,6.3,6.52,6.72,6.95,7.14,7.36,7.57,8.01,8.52,8.8,9.21,9.65,10.21,10.67,11.28,11.68,11.98,12.36,12.91,13.44,13.79,14.69,15.02,15.32,15.87,16.3,16.96,17.6,17.2,18.29,18.28,19.4,19.34,19.63,19.92,20.7,20.55,20.29,20.44,20.17,19.93,20,19.76,19.6,18.99,19.43,19.22,18.93,18.77,18.71,18.69,18.69,18.96,19.7,19.64,20.07,19.5,19.55,19.45,19.42,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39,5.85,5.8567,5.8633,5.87,6.38,7.16,7.68,8.27,7.14,7.98,7.46,7.57,7.02,6.85,7.28,8.82,7.06,7.31,7.09,7.8,7.65,7.39,9.18,8.22,8.91,7.53,8.1,7.74,7.57,8.93,9.1,
Finland,,,4.83,3.63,4.2,4.51,3.26,4.35,3.95,4.27,2.71,3.74,3.58,4.17,3.89,3.81,3.85,4.16,4.16,3.97,3.86,4.31,4.81,3.53,4.19,4.28,5.27,5.39,5.28,5.27,6.18,5.78,5.69,5.42,6.18,6.8,6.25,6.58,6.31,6.48,6.81,6.85,7.38,6.61,6.85,7.02,7.05,7.19,8.07,6.94,7.6,8.1,8.08,8.53,7.94,8.38,8.3,9.14,9.36,9.05,9.69,9.65,10.17,10.11
France,3.08,3.2,3.32,3.27,3.36,3.36,3.32,3.51,3.34,3.42,3.37,3.41,3.53,3.81,3.69,3.67,3.78,3.92,3.54,3.46,3.34,3.45,3.48,3.5,3.58,3.57,3.6,3.61,3.77,3.65,3.79,4.01,4.02,4.22,4.11,4.34,4.45,4.95,4.99,5.13,5.14,5.38,5.41,5.68,5.88,6.32,6.52,6.49,7.17,7.46,7.26,7.53,8.16,8.76,8.99,9.57,10.03,10.08,10.59,11.02,11.02,11.27,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17,5.35,5.2467,5.1433,5.04,4.49,4.64,4.58,3.62,4.28,4.43,3.88,3.165,2.45,2.9,2.69,3.49,3.51,3.21,4.27,4.07,4.45,4.83,5.21,3.95,2.62,1.94,2.6,3.26,1.6,2.68,3.15,
Germany,,,,,,,,,,,,,,,,,,,,,,,,4.66,4.84,4.98,5.13,5.06,5.28,5.415,5.55,5.77,5.96,6.31,6.38,6.4,6.82,7.15,7.17,7.55,7.8,8.28,8.36,8.72,9.03,9.09,9.25,9.68,10,10.06,10.59,10.65,11,11.13,11.51,12.1,12.2,12.52,13,13.09,13.45,14.04,14.29,14.51
Greece,,,,,,,,,,,,4.74,4.6,5.93,5.06,6.38,6.1,6.08,5.48,5.91,6.04,5,5.82,6.15,6.07,6.73,6.08,7.01,6.89,6.85,6.04,6.02,6.4,6.23,6.33,7.16,6.48,6.29,6.99,6.68,7.35,7.1,6.95,6.72,6.93,7.12,7.04,6.88,7.23,6.69,7.35,7.05,7.22,7.36,7.15,7.07,7.24,7.68,8.37,8.22,8.93,8.84,9.18,
Guatemala,,,,,,,,,,,,,,1.13,1.13,1.63,0.94,1.28,1.5,0.6,0.66,1.51,1.54,1.57,1.6,1.88,1.59,1.33,1.44,1.3,1.16,1.03,1.38,1.73,2.08,2.105,2.13,2.72,2.15,2.72,2.42,2.29,2.63,3.1,3.82,3.64,2.44,3.64,3.19,4.11,3.66,4.09,4.04,4.07,4.17,4.23,3.73,3.8,3.76,3.54,3.3,3.22,2.47,
"Hong Kong",,,,,,4.78,5.85,7.24,6.99,7.54,11.63,10.61,11.82,13.02,13.88,15.58,17.61,19.01,18.98,21.48,20.54,23.4,21.47,22.21,20.76,23.44,25.86,24.13,24.6,24.81,22.99,23.77,25.83,22.06,24.41,24.41,25.58,25.11,23.94,23.29,22.62,22.21,23.69,23.01,20.66,19.97,19.9,18.9,19.3,18.23,17.79,17.99,17.65,16.73,17.08,17.19,16.5,15.34,16.07,15.86,15.55,15.55,15.66,15.65
Hungary,,,,,,5.34,5.35,5.73,6.15,6.24,6.34,6.68,7.2,7.21,7.56,7.24,7.59,6.98,7.64,7.02,7.67,7.85,7.68,8.64,8.66,8,8.94,8.44,9.62,9.32,10.32,9.93,10.92,11.42,11.39,11.74,12.53,13.71,13.83,14.65,15.68,15.9,16.77,17.95,17.3,18.64,20.17,19.52,19.84,20.66,21.16,21.41,22.39,22.8,22.81,22,22.34,25.09,26.04,26.39,27.2,27.57,28.44,28.51
Iceland,,0.79,3.75,2.61,7.46,5.055,2.65,6.6,2.18,6.71,12.33,2.63,2.71,2.96,10.75,6.03,8.7,8.74,7.29,10.87,5.21,11.26,11.98,9.14,9.69,11.81,9.53,14.14,11.34,16.68,21.01,22.59,25.92,20.06,17.26,17.64,20.84,20.49,28.25,23.47,21.87,22.32,29.97,23.81,27.7,21.37,25.84,26.56,23.85,25.16,26.18,23.79,22.96,25.74,26.82,25.21,27.34,24.05,26.97,23.59,,,,
Ireland,3.12,4.19,4.7,4.71,5.92,5.55,4.76,7.12,5.53,5.14,5.97,5.92,7.76,6.32,6.71,7.72,7.5,8.76,9.66,8.91,10.1,11.44,12.04,11.12,14.55,14.05,13.65,13.4,14.24,15.6,14.94,16.11,16.42,18.22,18.52,17.22,17.43,16.18,19.14,19.87,18.49,16.84,17.91,17.46,18.61,18.47,16.6,16.05,18.46,16.81,18.83,16.41,16.79,17.74,18.65,18.86,18.79,17.94,18.86,18.34,18.05,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.82,8.6,8.17,8.13,8.82,8.11,7.72,7.94,8.13,7.9,8.57,8.41,7.91,8.5,9.08,8.26,8.12,9.41,9.04,9.92,7.94,8.85,7.75,8.1,9.53,8.89,9.2,9.37,8.91,9.28,9.41,8.88,8.55,8.89,9.58,10.49,9.53,
Italy,,2.62,2.71,2.93,2.97,3.31,3.46,3.41,3.54,3.4,3.99,3.98,3.91,4.19,4.36,4.4,4.71,4.51,4.55,4.69,4.61,4.53,4.89,5.13,5.19,5.34,5.61,5.84,5.6,5.9,6.01,6.18,6.22,6.49,6.67,6.76,7.19,7.15,7.33,7.4,7.37,7.33,7.9,7.73,7.79,7.89,8.02,7.87,8.08,7.99,8.37,8.48,8.85,8.6,8.7567,8.9133,9.07,9.44,9.49,9.7,9.77,10.16,10.16,
Japan,0.97,1.11,1.38,1.43,1.86,2.14,2.55,2.72,3.31,3.38,3.57,4.01,4.2,4.26,4.45,4.72,5,4.97,5.06,5.3,5.22,5.24,5.64,5.66,5.66,5.96,6.24,6.4,6.72,6.73,7.12,7.25,7.52,7.58,7.79,7.75,7.83,7.98,8.11,8.2,7.98,8.17,8.44,8.28,8.44,8.55,8.69,8.58,8.69,8.57,8.51,8.4,8.12,7.65,7.95,8.07,8.06,8.01,8.03,7.81,7.92,7.81,7.77,7.77
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14,8.3,8.4433,8.5867,8.73,9.04,8.14,9.59,9.73,9.9,10,9.19,9.2,9.03,8.79,8.86,8.57,8.13,8.4,7.91,7.74,7.68,7.43,6.34,6.88,6.44,5.69,6.49,6.07,5.41,5.53,5.65,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,2.84,3.23,6.76,7.98,7.43,9.12,6.51,9.12,5.64,7.16,4.74,5.1317,5.5233,5.915,6.3067,6.6983,7.09,5.24,5.85,4.99,8.59,9.29,2.97,4.73,5.41,3.01,5.79,2.43,9.47,7.3,7.07,6.15,4.92,5.33,4.02,6.71,5.95
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.04,3.86,3.68,3.5,4.54,5.24,5.69,4.73,6.11,5.45,5.66,4.26,5.02,3.77,4.01,4.62,4.22,3.52,4.78,4.61,4.2,4.85,4.71,4.15,4.68,3.99,3.9,4.61,4.86,4.15,3.82,5.17
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62,5.63,6,5.95,6.23,6.52,7.42,7.14,6.39,7.44,6.83,6.76,6.32,6.61,5.7,6.22,6.43,6.1,6.26,6.17,5.82,6.26,6.08,6.43,5.72,6.85,7,7.24,5.22,6.37,6.37,7.03,7.19,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,5.27,5.4433,5.6167,5.79,5.37,5.07,5.48,5.75,6.07,6.12,5.04,6.28,5.09,5.71,5.22,5.45,4.64,5.84,4.99,5.72,4.77,6.11,5.79,5.75,6.13,5.4,5.99,6.55,5.18,5.24,6.78,
Luxembourg,,,,,,,,,,,,,,,,,,4.71,3.42,3.83,3.49,3.96,8.16,3.57,3.73,5.09,5.45,4.57,5.55,7,7.76,4.99,3.89,6.63,10.56,9.69,6.23,8.47,7.62,9.75,8.64,9.1,9.87,8.49,11.31,9.09,9.71,14.73,11.97,13.37,11,10.11,8.01,14.85,10.22,12.26,10.45,18.84,9.55,13.39,11.68,13.29,16.04,12.31
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,4.65,5.13,7.22,6.08,7.11,6.65,6.99,7.39,7.67,6.93,5.43,5.72,6.38,7.67,7.85,7.81,8.18,8.3,8.32,,,
Malta,,,,,,,,,,,,,,,,2.34,2.625,2.91,3.15,5.2,2.04,3.59,0.54,1.08,2.82,1.29,5.54,3.95,2.06,3.44,4.78,5.62,5.17,7.48,4.81,2.62,5.88,2.43,5.17,4.62,3.02,2.72,4.78,5.58,6.18,2.51,6.77,4.52,6.34,4.85,7.9,6.05,4.48,5.31,4.15,4.68,5.37,5.59,5,6.4,8.79,7.61,8.18,
Mauritius,,,,,,,,,,,,1.73,1.24,1.68,2.01,0.62,3.1,2.4,2.43,1.01,4.55,3.66,2.63,3.3,4.12,3.36,2.46,4.62,3.35,5.68,2.21,4.78,4,3.48,4.61,4.34,4.04,4.43,6.46,5.17,4.52,5.02,3.19,3.49,4.58,4.27,3.49,3.19,5.1,4.62,4.03,4.31,4.96,5.4,5.01,5.71,4.71,4.39,4.81,5.4,4.69,4.11,4.6,4.57
Mexico,,,,,,2.35,2.56,2.84,2.79,3.24,3.15,3.25,2.94,3.18,3.11,3.26,3.63,3.62,3.48,3.25,3.55,3.7,3.74,3.87,3.5,3.63,3.92,4.1,3.93,4.4,4.36,4.52,4.26,4.83,4.97,5.17,5.33,5.23,5.24,5.15,5.23,5.24,5.35,5.18,5.44,5.26,5.31,5.6,5.18,5.13,4.92,4.71,4.91,4.72,4.71,4.52,4.57,4.18,4.11,3.96,3.92,3.88,3.45,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,4.93,5.31,5.69,6.07,5.85,7.68,6.85,8.15,6.19,7.02,5.1,6.76,6.31,5.69,5.88,6.17,5.32,5.3,4.72,5.47,5.15,5.77,5.6,4.86,4.93,6.03,5.81,5.73,5.77,5.53,5.83,5.91
Netherlands,3.09,3.74,2.83,3.13,3.28,2.82,3.33,3.18,3,3.18,3.28,3.71,3.27,3.49,3.5,3.47,3.33,3.7,4,3.33,3.73,3.89,4.19,3.85,4.48,4.35,4.64,5.1,5.44,5.45,6.18,6.5,7.01,7.19,8.15,8.26,8.84,8.85,9.93,10.52,10.37,10.81,11.79,12.67,13.43,13.89,13.93,14.83,15.03,16.09,16.96,17.17,18.24,18.99,19.84,20.6,20.77,21.92,22.24,21.72,21.77,23.13,22.84,22.6
"New Zealand",2.55,3.22,3.56,2.99,2.56,3.04,4.46,3.39,4.1,3.89,4.63,5.32,4.39,5.59,5.58,4.78,5,5.91,6.11,7.32,8.99,8.06,9.9,10.84,11.2,10.96,10.61,11.87,12.49,12.81,12.91,14.18,14.03,13.64,13.75,15.19,14.2,17.19,16.55,17.71,18.05,17.67,17.23,17.21,18.26,18.58,17.69,18.94,17.93,19.08,17.18,19.13,18.03,19.4,19.16,16.96,19.1,18.01,20.02,18.41,18.47,18.67,,
Nicaragua,,,,,,,,,,,,0.12,0.28,0.6,0.61,0.26,0.3733,0.4867,0.6,2.13,1.7625,1.395,1.0275,0.66,0.43,1.23,0.29,0.59,0.6855,0.7809,0.8764,0.9718,1.0673,1.1627,1.2582,1.3536,1.4491,1.5445,1.64,1.92,1.95,2.21,1.45,1.49,1.84,2.53,3.22,2.61,1.47,2.07,3.14,2.24,2.23,3.47,3.63,3.56,2.51,2.96,3.44,3.97,2.99,2.9,4.02,
"Northern Ireland",3.42,3.38,4.52,5.01,5.8,4.04,7.75,4.88,5.28,7.21,5.98,4.56,6.39,6.07,6.77,5.99,7,7.64,8.79,9.45,8.44,9.59,10.37,10.15,9.73,12.06,12.63,13.23,11.47,14,13.15,15.06,15.45,13.69,17.34,13.93,15.8,15.69,19.59,15.75,18.37,15.58,17.58,20.08,16.96,18.97,19.22,17.54,19.38,18.95,20.91,18.02,19.1,19.03,19.63,18.27,19.08,19.34,19.61,21.32,21.06,18.64,21.71,19.67
Norway,,2.56,3.1,2.31,2.2,2.78,2.3,2.55,2.21,2.87,2.59,2.5,2.61,2.57,3.04,2.18,2.62,3.32,3.44,3.87,3.5,3.86,3.79,4.34,4.04,4.57,4.56,4.89,4.8,5.33,5.84,5.76,6.97,6.67,7.81,8.51,8.84,8.64,10.29,9.99,10.58,10.98,10.71,11.07,13.52,13.05,14.45,16.38,14.2,14.04,15.88,16.63,15.83,16.39,17.22,17.41,16.99,18.31,18.9,16.66,18.41,18.03,17.5,17.84
Panama,,,,,,1.19,1.26,1.95,2.04,2.65,2.59,2.73,3.36,2.17,0.8,2.74,1.21,1.88,0.75,2.06,2.08,2.23,1.9,4.08,3.09,3.33,2.34,3.26,2.55,3.45,4.08,2.85,4.35,3.76,4,3.76,4.26,5.17,3.18,4.27,4.2657,4.2614,4.2571,4.2529,4.2486,4.2443,4.24,3.94,3.68,3.29,4.73,3.48,4.91,5.32,5.16,5.01,4.64,3.19,4.77,4.22,3.62,4.26,3.44,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,2.82,3.09,2.68,2.41,2.62,3.16,2.93,3.27,3.07,2.56,2.89,3.93,2.83,3.53,4.1,3.53,4.09,
Peru,,,,,,,,,,,,,,,,,2.99,2.85,2.1,2.81,2.42,3.01,2.28,2.59,2.645,2.7,2.755,2.81,1.93,2.41,2.89,3.12,2.57,2.37,2.7867,3.2033,3.62,2.71,3.4,2.47,2.35,2.26,3.31,3.45,3.59,4.34,4.25,3.91,4.61,2.22,4.42,4.01,4.3,4.84,5.13,5.51,4.92,5.39,5.93,5.78,5.88,6.38,5.76,
Philippines,,,,,,,,,,,,,,0.47,1.87,2.04,2.33,2.345,2.36,2.36,2.5117,2.6635,2.8152,2.967,3.1187,3.2704,3.4222,3.5739,3.7257,3.8774,4.0291,4.1809,4.3326,4.4843,4.6361,4.7878,4.9396,5.0913,5.243,5.3948,5.5465,5.6983,5.85,5.97,5.67,6,6.71,5.93,6.34,6.83,7.11,6.98,7.19,7,7.036,7.072,7.108,7.144,7.18,,,,,
Poland,,,,,,,,,,3.13,3.29,3.85,3.96,3.93,4.14,4.46,4.5,4.6,5.06,5.1,4.77,5.21,5.1,5.04,5.41,5.81,5.66,6.2,6.28,6.29,7.16,6.97,7.24,7.56,8.06,8.2,8.43,8.61,9.27,9.32,9.93,10.17,9.94,10.62,10.66,11.25,11.25,11.3533,11.4567,11.56,12.51,12.77,13.62,13.9,13.45,14.26,14.52,15.47,15.52,16.08,16.39,16.25,16.48,16.73
Portugal,,,,,,2.1,2.73,2.33,1.99,2.21,2.18,2.7,2.51,2.48,2.46,2.04,3.05,2.68,2.36,2.97,2.89,3.19,2.98,3.01,3.36,3.45,3.3,3.26,3.01,3.33,3.49,3.83,4.1,3.67,3.56,3.89,4.16,3.95,4.1,4.24,4.31,4.63,4.27,4.64,4.5,4.65,4.08,4.4,4.58,4.64,5.02,4.38,5.29,5.17,5.2625,5.355,5.4475,5.54,5.55,6.17,5.69,6.35,6.26,6.53
