"Data Item",1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Salt,2560000,2530000,2900000,2310000,2660000,3100000,3360000,3520000,3430000,3560000,3560000,3670000,3900000,4030000,4050000,4440000,5270000,5700000,5880000,5620000,5630000,4090000,5570000,5840000,5550000,6030000,5980000,6140000,6560000,6970000,6620000,6000000,5240000,6200000,6220000,7140000,7990000,8360000,7260000,8350000,9290000,11400000,12300000,13700000,14100000,13800000,13500000,14300000,14500000,13800000,14900000,17900000,17400000,18800000,18500000,20400000,22000000,21900000,20100000,23400000,23700000,23700000,26800000,28500000,30200000,33000000,34700000,37300000,39900000,42500000,44500000,42900000,43200000,42200000,44800000,38900000,43100000,42600000,43100000,45700000,40600000,38300000,38400000,36300000,41700000,41200000,38300000,37800000,39500000,39300000,40600000,40300000,39200000,43400000,48600000,47200000,52600000,49000000,48800000,52400000,51600000,54000000,45100000,53200000,55800000,56200000,49100000,53300000,60200000,56400000,55800000,58500000,44000000,54500000,65200000,62800000
