Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Afghanistan,67,67,67,74,74,74,74,74,81,86
Albania,21,21,21,21,19,19,19,19,19,19
Algeria,15,15,17,17,17,17,17,17,17,17
Angola,64,64,64,68,65,52,48,48,40,40
"Antigua and Barbuda",13,13,19,15,15,15,16,16,16,16
Argentina,16,16,16,13,13,13,13,13,12,12
Armenia,37,37,33,33,20,16,16,16,16,16
Australia,9,9,9,9,9,9,9,9,9,9
Austria,11,11,11,10,10,10,10,10,10,10
Azerbaijan,34,34,34,34,32,29,29,29,28,27
Bahamas,,,16,16,16,19,19,19,19,19
Bahrain,,,14,14,14,11,11,11,11,11
Bangladesh,39,39,32,32,29,29,29,29,28.6,28.3
Barbados,,,,,,,9,9,9,9
Belarus,22,22,22,18,16,15,15,15,15,15
Belgium,9,9,9,9,9,9,9,9,9,9
Belize,20,20,20,20,20,20,20,18,17,17
Benin,34,34,34,32,30,30,30,29,26,25
Bhutan,38,38,38,38,38,38,38,38,38,38
Bolivia,24,24,24,19,19,19,19,19,21,22
"Bosnia and Herzegovina",23,23,20,17,17,17,16,16,16,16
Botswana,33,33,33,31,30,28,28,27,27,27
Brazil,18,18,18,14,12,13,13,13,13.4,13.4
Brunei,,27,27,27,27,25,19,19,19,19
Bulgaria,24,24,21,21,21,21,19,19,19,18
"Burkina Faso",45,45,45,45,41,41,41,41,41,41
Burundi,47,47,47,47,41,41,35,32,32,32
"Cape Verde",22,22,21,19,19,19,19,19,19,20
Cambodia,43,37,37,22,22,22,22,22,22,22
Cameroon,27,27,27,27,23,23,23,23,23,23
Canada,8,8,8,8,8,8,8,8,8,8
"Central African Republic",57,57,57,57,54,54,54,54,46,46
Chad,78,78,78,78,75,75,75,75,73,70
Chile,17,17,17,17,17,17,17,15,15,15
China,23,21,21,21,21,21,21,21,21,21
Colombia,34,34,24,14,14,14,14,14,14,14
Comoros,31,31,31,31,31,31,31,31,31,31
"Congo (Kinshasa)",46,46,46,46,44,44,44,44,44,44
"Congo (Brazzaville)",50,50,50,50,50,50,50,50,50,50
"Costa Rica",36,36,18,18,14,14,14,14,14,14
"Ivory Coast",23,23,23,23,25,25,25,25,25,25
Croatia,26,26,22,20,20,20,20,20,18,16
Cyprus,,,,7,7,7,7,7,7,7
"Czech Republic",17,17,17,18,18,18,18,17,17,17
Denmark,6,6,6,6,6,6,6,6,6,6
Djibouti,27,27,24,21,21,21,20,20,20,20
Dominica,16,16,16,13,13,13,13,13,13,13
"Dominican Republic",17,17,12,9,9,9,8,8,8,8
Ecuador,22,22,22,20,20,20,20,20,20,19
Egypt,27,20,15,14,14,12,12,12,12,12
"El Salvador",22,22,21,14,14,14,14,14,13,13
"Equatorial Guinea",29,29,29,30,30,29,29,29,29,29
Eritrea,59,59,59,50,50,50,50,50,50,50
Estonia,6,6,6,6,6,6,6,6,6,6
Ethiopia,47,47,47,47,50,45,44,44,44,44
Fiji,25,25,21,21,21,19,19,19,19,19
Finland,9,9,9,9,9,9,9,9,9,9
France,19,12,12,10,10,10,10,10,10,10
Gabon,19,19,19,20,20,20,20,20,20,20
Gambia,23,23,23,24,20,19,19,19,19,19
Georgia,54,12,12,12,10,10,10,9,9,9
Germany,8,8,8,8,8,8,9,9,9,9
Ghana,47,21,19,19,19,19,19,19,19,19
Greece,20,20,20,20,20,20,20,19,16,15
Grenada,19,19,19,16,14,10,10,9,9,9
Guatemala,18,18,17,17,17,17,17,17,17,17
Guinea,34,34,34,34,34,36,36,36,36,36
"Guinea Bissau",27,27,27,27,25,25,25,25,25,25
Guyana,21,21,21,21,20,19,19,19,19,19
Haiti,44,44,44,43,35,35,33,33,33,28
Honduras,19,19,19,19,19,19,18,12,12,12
"Hong Kong",14,7,7,7,7,7,6,6,6,6
Hungary,16,16,16,16,16,16,16,17,17,17
Iceland,10,10,10,10,14,14,14,14,10,10
India,27,27,18,17,17,17,16,16,17.1,17.1
Indonesia,22,22,18,18,18,17,17,17,17,17
Iran,26,26,26,26,25,25,25,25,25,25
Iraq,102,102,102,102,102,80,80,80,80,80
Ireland,8,8,8,8,8,8,8,8,8,8
Israel,12,12,12,12,12,11,10,10,10,10
Italy,20,20,20,20,20,20,20,20,19,19
Jamaica,19,20,20,20,20,20,20,20,20,20
Japan,11,11,11,11,11,11,11,11,11,11
Jordan,28,19,19,19,17,14,13,13,13,12
Kazakhstan,89,89,89,89,84,76,76,81,81,79
Kenya,45,29,29,29,27,26,26,26,26,26
Kiribati,21,21,20,20,20,20,20,20,20,20
"South Korea",13,13,12,9,9,9,8,8,8,8
Kosovo,,,,,17,17,17,15,15,15
Kuwait,18,18,18,18,15,15,15,15,15,15
Kyrgyzstan,64,64,64,64,63,63,63,63,63,63
Laos,55,55,39,38,38,36,32,25,23,23
Latvia,13,13,13,13,13,10,10,10,10,10
Lebanon,25,25,26,26,25,25,22,22,22,22
Lesotho,44,44,44,44,44,31,31,31,31,31
Liberia,,20,20,20,17,17,15,15,15,15
Libya,,,,,,,,23,23,23
Lithuania,10,10,10,10,10,10,9,9,10,10
Luxembourg,,8,8,8,8,8,8,8,8,8
"Macedonia (F.Y.R.O.M.)",17,17,17,15,12,12,12,12,12,12
Madagascar,49,49,29,24,22,22,22,22,22,22
Malawi,45,45,45,45,41,41,41,34,34,34
Malaysia,13,13,13,13,13,13,13,11,11,11
Maldives,21,21,21,21,21,21,21,21,21,21
Mali,44,44,44,38,32,26,26,26,26,26
Malta,,,,,,,11,11,11,11
"Marshall Islands",23,23,23,23,23,23,23,23,23,23
Mauritania,40,33,33,33,37,37,34,34,31,31
Mauritius,13,13,14,14,11,10,10,10,10,10
Mexico,13,13,13,13,13,12,12,12,12,12
Micronesia,30,30,30,30,30,30,30,30,30,30
Moldova,23,23,23,23,23,23,23,23,23,23
Mongolia,44,44,44,44,41,41,41,44,44,44
Montenegro,,14,14,14,14,14,14,14,14,14
Morocco,17,17,13,13,13,13,11,11,11,10
Mozambique,28,28,28,27,24,24,24,24,21,21
"Burma (Myanmar)",,,,,,,,25,25,20
Namibia,24,24,24,24,24,24,24,24,24,24
Nepal,43,43,43,41,41,41,41,41,42,40
Netherlands,7,7,7,7,7,7,7,7,7,7
"New Zealand",10,10,10,10,10,10,10,10,10,10
Nicaragua,38,36,36,29,29,26,24,21,21,21
Niger,59,59,59,59,59,59,59,59,57,56
Nigeria,41,26,26,25,25,24,24,24,22.9,22.9
Norway,8,8,8,8,8,8,8,8,8,8
Oman,14,14,14,14,14,10,10,10,10,10
Pakistan,31,22,22,22,22,21,21,21,21.7,20.7
Palau,29,29,26,26,26,26,26,26,26,26
Panama,10,10,10,10,10,10,10,10,10,10
"Papua New Guinea",23,23,23,23,23,23,23,23,23,23
Paraguay,36,36,36,36,34,34,34,34,29,29
Peru,22,22,22,22,21,12,12,12,12,12
Philippines,17,17,17,16,16,15,15,15,15,15
Poland,17,17,17,17,17,17,17,17,17,15
Portugal,20,16,16,16,16,16,16,13,15,15
"Puerto Rico",15,15,15,15,15,15,15,15,15,15
Qatar,,,21,21,21,21,21,17,17,15
Romania,28,13,13,13,13,13,13,13,13,13
Russia,24,24,24,24,24,24,24,24,21.1,21.1
Rwanda,60,60,47,42,38,35,29,29,26,26
"Saint Thomas and Principe",27,27,27,27,27,27,26,26,26,26
Samoa,24,24,21,21,21,21,21,21,21,21
"San Marino",,,,,,,,15,15,15
"Saudi Arabia",17,17,17,15,15,13,13,13,13,13
Senegal,21,21,21,15,12,12,12,12,12,12
Serbia,33,13,13,13,13,13,13,13,12,12
Seychelles,17,17,17,17,17,17,16,16,16,16
"Sierra Leone",31,31,31,29,26,26,24,24,25,25
Singapore,6,6,6,6,6,6,6,6,6,6
Slovakia,22,22,22,22,20,16,16,16,16,16
Slovenia,20,20,20,20,20,19,16,16,16,16
"Solomon Islands",24,24,22,22,22,22,22,22,22,22
"South Africa",25,25,25,25,25,25,25,16,16,16
"South Sudan",,,,,,,,55,55,55
Spain,10,10,10,10,10,10,10,10,10,10
"Sri Lanka",25,25,21,21,21,21,21,20,20,16
"Saint Kitts and Nevis",17,17,17,14,14,14,13,13,13,13
"Saint Lucia",22,22,19,16,15,15,15,15,15,14
"Saint Vincent and Grenadines",15,15,15,12,12,12,12,12,12,12
Sudan,56,56,39,35,32,32,32,32,32,32
