Country,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Thailand,,,19.6,18.8429,18.0857,17.3286,16.5714,15.8143,15.0571,14.3,11.85,9.4,8.05,6.7,4.95,3.2,2.75,2.3,1.9,1.5,2.5,2.5,1.8,1.1,0.95,0.8,0.75,0.7,0.3,0.1,0.2,0.1,0.1,0.1,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,42.5,42.6667,42.8333,43,43.1667,43.3333,43.5,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,55.24,54.98,54.72,54.46,54.2,52.925,51.65,50.375,49.1,
Tonga,,,,,,,,,,,,,,,,,,,,,,,2.8,2.5875,2.375,2.1625,1.95,1.7375,1.525,1.3125,1.1,,,,,,,
"Trinidad and Tobago",,,,,,,,,,0.7,1.375,2.05,2.725,3.4,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,13.9,13.08,12.26,11.44,10.62,9.8,10.02,10.24,10.46,10.68,10.9,9.78,8.66,7.54,6.42,5.3,4.86,4.42,3.98,3.54,3.1,2.88,2.66,2.44,2.22,2,,,,,,
Turkey,,,,,,,,,1.6,1.7429,1.8857,2.0286,2.1714,2.3143,2.4571,2.6,2.4875,2.375,2.2625,2.15,2.0375,1.925,1.8125,1.7,3.7,2.1,2.6,1.9,1.4,0.6,0.9,0.8,0.3,0.3,0.3,0.3,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,42.3,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,
Uganda,,,,,,,,,,,87.1,80.7667,74.4333,68.1,65.975,63.85,61.725,59.6,61.1,62.6,64.1,63.4667,62.8333,62.2,59.2,56.2,53.2,50.275,47.35,44.425,41.5,39.2,36.9,34.6,,,,
Ukraine,,,,,,,,,,,,,,,,,5.4,5.4,4.7833,4.1667,3.55,2.9333,2.3167,1.7,0.6,0.6,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.5,0.2,0.3,0.3,0.2,0.1,0.4,0.2,0.2,0.2,,
"United States",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.775,0.85,0.925,1,1,1,1,1,1,1,1,1,1,,,
Uruguay,,,,,,,,,,,0.5,0.5235,0.5471,0.5706,0.5941,0.6176,0.6412,0.6647,0.6882,0.7118,0.7353,0.7588,0.7824,0.8059,0.8294,0.8529,0.8765,0.9,0.6,0.3,0.3,0.2,0.3,0.4,0.3,0.3,0.3,
Uzbekistan,,,,,,,,,,,,,,,,,,,,45.5,56.8,68.1,66.85,65.6,66.8,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,
Venezuela,,,1.3,1.2167,1.1333,1.05,0.9667,0.8833,0.8,4.3,7.8,6.6333,5.4667,4.3,5.7333,7.1667,8.6,9.5333,10.4667,11.4,10.2,9.9,9.6,16,20,17.5,17,9.2,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,49.2,46.8,44.4,42,39.6,37.2,34.8,35.6,36.4,37.2,38,32.25,26.5,23,19.5,17.15,14.8,9.5,4.2,3.5,2.8,2.8,2.8,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.9,0.3,1.5,0.9,0.3,0.3,0.2,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,7,7.4,7.8,8.2,8.6,9,9.4,9.8,10.8,11.8,12.8,13.8,14.8,15.8,16.8,17.8,18.8,,
Zambia,,,,,,,,,,,,,54,54.25,54.5,50.2333,45.9667,41.7,41.9,42.1,43.925,45.75,47.575,49.4,53.05,56.7,58.6,60.5,61.475,62.45,63.425,64.4,63.02,61.64,60.26,58.88,57.5,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,
