Country,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Czech Republic",,,,,,,,,,,7528,8395,8409,9024,8905,9730.18,10826.62,11294.6,12034.15,12613.07,12436.73,12197.97,12936.03,13101.67,14537.2,14814.61,15252.17
Turkey,,,,,,,,,18255,17606,19317,23173,23663,25407,26738,28075,30239,32686,37401,38832,41528,44671,48984,56081,60179,66974,71136
Austria,,,,,,,,,,5901,6473.75,7046.5,7619.25,8192,9309.5,10427,11484,12541,14172,15524.5,16877,17948.5,19020,20082.5,21145,,
France,,,,,,,,,,,,58124,59630.05078,64333,66712.57031,69271.76,70346.8,73763.116,77439.0608,79160.5079,79722.7025,82255.6636,86635.1,90816.12,93256.04,101292.7,
Chile,,,,,,,,,,,,,,,,,,,2744.265233,2912.316963,2833,3062,2889.1,3235.75,3362.3825,3872.499689,4297.104167
Japan,,,,,,,,,,,,,85207,88674,96133,98690,102948,108547,114942,116106,121141,123181,124686,127836,130603,136206,138420
Taiwan,,,,,,,,,,12754,13307,12736.88134,13334.20532,17486.96514,18826.37585,20489.28131,22712.16715,25819.65525,27293.91676,28993.73734,31898.75547,34613.32532,37626.10568,39143.7893,39598.88573,40276.40347,40805.34464
Norway,,,,,,,,,7902,8258.5,8615,9249,9883,10104.5,10326,10943,11560,12709,13858,14892,15770,15998,16501,16923,17659,18725,19507
Mexico,,,,,,,,,,,,,,,14073,14017.0506,13961.1011,13905.1517,13849.2023,13793.2528,13737.3034,13681.354,13625.4045,13569.4551,13942.8026,,
"United Kingdom",,,,,,,,,,,,,,,,,130074.3731,134354.1366,138633.9,142422.5579,146211.2157,151280.089,161847.733,167375.4,177801,183011.6,
Portugal,,,,,,,,,9275,10765,12255,12914,13572,14734,15895,16326,16757,19553.5,22350,32301,33342,35204,36199,36805,35557,34874,
Estonia,,,,,,,,,,1850,1920,1969,2078,2168,2224.3333,2280.6667,2337,2636,3027,3013,3166,3249,3342,3358,3338,3399,3151
Sweden,,,,,,,,,,,,,,,,,29477,27217.5,24958,25515.5,26073,27960,29847,31861.5,33876,,
Romania,,,,,17480,15401,13395,14030,13579,13420,11443,9841,10107,10886,11179,11632,13409,12682,13745,13817,13707,13519,11738,12565,12611,12669,
"South Korea",,,,,,,,,12545,12317,13009,16385,19930,22057,22613,25198,30174,33682,42977,46677,51073,57662,65067,70997,74617,80904,85652
Poland,,,,,,,,,,,,33572,34736.3333,35900.6667,37065,37594,38426,38065,38802,38509,38794,39383,38908,39681,41424,42958,
Netherlands,,,,,,,,,,,,,9791,10190.5,10590,11370,12150,12989,13828,13966,14104,17238.6641,20373.3282,25673.728,26096.98212,26116.48442,
Spain,,,,,,,,,34041,36070,38099,43881.5,49664,52850,57515,61377,66418,70830,76289,81599,84352,86053,85237,83642.933,82121.332,83183.845,85759.006
Luxembourg,,,,,,,,,,,,,,,353,399,445,520,595,610.5,626,670,714,727,740,,
Italy,,,,,,,,,,25647,26450,27908,28176,31220,31483,33064,40610,45729,47082,48290,50525,51646,52833,56078,58522,60532,
Slovenia,,,,,,,,,2047,2183,2323,2358,2383,2466,1748,1900,2659,2918,3049,3551,3724,4018,4550,4426,4359,4387,
Hungary,9394,8489,7711,7361,7338,7328,7092,6649,7367,8129,7554,9537,9363,10039,10647,10484,10731,10973,11077,11139,11323,11418,11729,11453,11462,11897,11848
"South Africa",,,,,,,,,,,,,9700,10679,11658,14152,15598,15730,16154,15844,16628,15794,17184,18724,20231,,
Greece,,,,,,,,,,,12105,10700,9295,9848.5,10402,11274.5,12147,12890.6667,13634.3333,14378,15121.6667,15865.3333,16609,18886,21163,,
Ireland,,,,,,,,,,,,,,4686,4801,4985,5349,5799,6208.4,6791,7154,7165,7297.5,7753.9515,8210.403009,,
Singapore,,,,,,,,,,,,,,5517,5938,6506,7346,7986,8665,9346,9798,10712,11103,11366,11956,12252,
Finland,,,,,,,,,,,,,,,,14834,15348.98476,16808,16823.5504,16957.624,17530.2869,18246.7222,18452,18286,17861,17818,17995
Argentina,,,,,,,,,,18929,18772,20233,19945,20888,22068,23487,24789,27010,30418,32771,33967,37709,40763,42170,42978,44387,43350
Slovakia,,,,,,,,,,,,,,6086,6543,7152,7268,7856,8188,8383,9272,10192,10530,10595,10437,10657,10293
Switzerland,,,,,,,,7530,7893.75,8257.5,8621.25,8985,9627.5,10270,10912.5,11555,12127.75,12700.5,13273.25,13846,15269.4675,16692.935,18116.4024,19539.8699,20947.3196,22354.7693,23762.219
Russia,,,,,,256328,250901,229959,210662,188464,186264,187792,185609,179120,177538,172177,165993,163972,164385,157149,154725,153863,155318,153694,150864,151492,152929
Germany,,,,,,,,,,,,,,,77449,82091,86733,94185.9706,101638.9412,111635.1155,121631.2898,130755.2094,139879.1289,146697.9669,153516.8048,158805.6967,164094.5885
Denmark,,,,,,,,,,,7661,8008,8355,9943,10134.31428,11521.2976,12908.28093,12949.1405,12990,15075.05,17160.1,17864.95,18830.8,20369.2,20399,,
Belgium,,,,,,,,,,,,,,12221,12522,13635,14413,15098,15927,17597,18270,19748,21153,21719.386,22285.77207,,
Iceland,,,,,,,,,,,913,1017.5,1122,1253,1384,1442.5,1501,1653.9,1506,1573.77,1599,1410,1221,1346,1471,1585,1699
Latvia,,,,,,,1836,1719,1759,1770,2021,3033,3050,3159,2926,2972,2963,3418,4101,4071,3312,3313,3929,4222,3871,4133,3994
