Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Estonia,,,,,,,,,,,,,,,,,,,,,12.1850996,12.203,12.2208,12.2387,12.2565,12.27439976,12.26519966,12.13650036,12.02670002,11.93080044,11.61060047,11.28919983,9.681699753,9.622300148,8.561300278,8.350000382,7.900000095,7.710000038,7.579999924,7.53000021,7.179999828,6.71999979,6,5.9,5.8,5.7,5.6,5.6,5.7,5.4,5.33,5.3,,,
Ethiopia,0.294233888,0.2933,0.2924,0.2915,0.2906,0.2897,0.2888,0.2879,0.287,0.2861,0.2852,0.2853,0.2854,0.2855,0.2856,0.285699993,0.2877,0.2896,0.2916,0.2935,0.29550001,0.2901,0.2847,0.2793,0.2739,0.2685,0.2631,0.2577,0.2523,0.2469,0.241500005,0.2385,0.2356,0.2326,0.2296,0.2267,0.2237,0.2208,0.2178,0.2148,0.2119,0.2089,0.2059,0.203,0.2,0.2,0.2,0.2,0.2,2.2333,4.2667,6.3,,,
Fiji,4.04060936,3.9275,3.8144,3.7013,3.5882,3.4751,3.362,3.2489,3.1358,3.0227,2.909600019,2.9943,3.0791,3.1638,3.2486,3.333300114,3.2294,3.1255,3.0217,2.9178,2.813899994,2.746099949,2.738,2.7299,2.7217,2.7136,2.7055,2.6974,2.6893,2.6812,2.673,2.6649,2.6568,2.6487,2.6406,2.6325,2.6243,2.6162,2.6081,2.6,2.5,2.4,2.3,2.2,2.1,2.09,2.0933,2.0967,2.1,2.1,,,,,
Finland,,,,,,,,,,,15.10000038,15.15,15.2,15.25,15.3,15.35,15.4,15.45,15.5,15.55,15.60000038,15.28,14.96,14.64,14.32,14,13.7,13.4,13.1,12.8,12.5,11.19999981,11,10,10,9.300000191,9.199999809,7.900000095,7.800000191,7.599999905,7.5,7.4,7.3,7.199999809,7.1,7,7,6.8,6.5,6.2,5.85,5.5,,,
France,,,,,,,,,,,,,,,10.5,10.60000038,10.60000038,10.80000019,10.89999962,11.10000038,11.10000038,11.10000038,11,10.80000019,10.69999981,10.5,10.30000019,10.19999981,10.10000038,9.899999619,9.699999809,9.600000382,9.399999619,9.300000191,9.100000382,8.899999619,8.800000191,8.600000382,8.399999619,8.300000191,8.100000382,8,7.900000095,7.699999809,7.5,7.2754,7.2,7.15,7.1,6.9,6.64,6.4,,,
Gabon,5.713991642,6.1337,6.5533,6.973,7.3927,7.8123,8.232,8.6517,9.0714,9.491,9.910699844,9.3535,8.7962,8.239,7.6817,7.1245,6.5672,6.01,5.4527,4.8955,4.3382,3.781,3.2237,2.6665,2.1092,1.552000046,1.8804,2.2087,2.5371,2.8654,3.193799973,3.1192,3.0446,2.97,2.8953,2.8207,2.7461,2.6715,2.5969,2.5223,2.4477,2.3731,2.2984,2.2238,2.1492,2.0746,2,1.65,1.3,3.8,6.3,,,,
Gambia,1.181818128,1.2009,1.2199,1.2389,1.258,1.277,1.2961,1.3151,1.3341,1.3532,1.3722,1.3913,1.4103,1.4293,1.4484,1.4674,1.4864,1.5055,1.5245,1.5436,1.5626,1.5816,1.6007,1.6197,1.6388,1.657799959,1.4484,1.239,1.0297,0.8203,0.610899985,0.6235,0.6361,0.6487,0.6613,0.6739,0.6865,0.6991,0.7118,0.7244,0.737,0.7496,0.7622,0.7748,0.7874,0.8,0.875,0.95,1.025,1.1,1.1,1.1,,,
Georgia,,,,,,,,,,,,,,,,,,,,,10.17080021,10.1313,10.0918,10.0524,10.0129,9.973400116,10.01500034,10.10739994,9.993499756,9.995699883,9.797499657,9.798100472,10.00870037,9.39109993,9.675800324,7.659999847,5.670000076,5.860000134,5.710000038,5.690000057,4.769999981,4.300000191,4.25,4.199999809,4,3.8,3.7,3.3,3.2,3.1,3.005,2.91,2.6,,
Germany,10.5,10.58,10.66,10.74,10.82,10.9,10.98,11.06,11.14,11.22,11.30000019,11.32,11.34,11.36,11.38,11.4,11.42,11.44,11.46,11.48,11.5,11.4,11.3,11.2,11.1,11,10.88,10.76,10.64,10.52,10.39999962,10.10000038,9.899999619,9.699999809,9.699999809,9.699999809,9.600000382,9.399999619,9.300000191,9.199999809,9.100000382,9,8.899999619,8.7333,8.5667,8.4,8.3,8.25,8.2,8.2,8.25,8.2,,,
Ghana,0.779893696,0.8342,0.8885,0.9428,0.9971,1.0513,1.1056,1.1599,1.2142,1.2685,1.32280004,1.3084,1.294,1.2796,1.2652,1.250800014,1.2824,1.314,1.3457,1.3773,1.4089,1.4405,1.4721,1.5038,1.5354,1.567000031,1.5456,1.5242,1.5028,1.4814,1.460000038,1.4227,1.3853,1.348,1.3107,1.2733,1.236,1.1987,1.1613,1.124,1.0867,1.0493,1.012,0.9747,0.9373,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,
Greece,5.800000191,5.84,5.88,5.92,5.96,6,6.04,6.08,6.12,6.16,6.199999809,6.199999809,6.199999809,6.199999809,6.199999809,6.199999809,6.199999809,6.199999809,6.199999809,6.199999809,6.199999809,6.06,5.92,5.78,5.64,5.5,5.300000191,5.199999809,5.199999809,5.099999905,5.099999905,5,5,5,4.900000095,4.900000095,4.900000095,4.900000095,4.800000191,4.699999809,4.699999809,4.7,4.7,4.7,4.7,4.7,4.8,4.8,4.8,4.8,,,,,
Greenland,,,,,,,,,,,14.35340023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,6.222222328,6.3254,6.4285,6.5317,6.6348,6.738,6.8411,6.9443,7.0474,7.1506,7.25369978,7.1055,6.9572,6.809,6.6608,6.5125,6.3643,6.2161,6.0679,5.9196,5.771399975,5.9943,6.2171,6.44,6.6628,6.8857,7.1086,7.3314,7.5543,7.7771,8,8.0593,8.1185,8.177800179,6.8389,5.5,5.269999981,5.5025,5.735,5.9675,6.2,6.55,6.9,5.699999809,4.9,4.1,3.35,2.6,2.6,2.4,2.95,3.5,3.5,,
Guatemala,2.631087542,2.5851,2.5391,2.4931,2.4471,2.4011,2.3551,2.3091,2.2631,2.2171,2.171099901,2.1374,2.1037,2.0701,2.0364,2.00270009,1.9771,1.9515,1.9259,1.9003,1.8747,1.8492,1.8236,1.798,1.7724,1.7468,1.721199989,1.4401,1.1589,0.877799988,1.100000024,1.100000024,1.100000024,1.100000024,1.06,1.02,0.980000019,0.9,0.82,0.74,0.66,0.58,0.5,0.5667,0.6333,0.7,0.7,0.7,0.6,0.6,0.6,0.6,,,
Guinea,0.739158154,0.8411,0.943,1.045,1.1469,1.2488,1.3508,1.4527,1.5546,1.6566,1.75849998,1.6933,1.628,1.5628,1.4975,1.4323,1.367,1.3018,1.2365,1.1713,1.1061,1.0408,0.9756,0.9103,0.8451,0.7798,0.7146,0.6493,0.584100008,0.5674,0.550700009,0.534,0.5173,0.5006,0.4838,0.4671,0.4504,0.4337,0.417,0.4003,0.3836,0.3669,0.3501,0.3334,0.3167,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,
"Guinea Bissau",1.621184945,1.6165,1.6119,1.6072,1.6026,1.5979,1.5932,1.5886,1.5839,1.5793,1.574599981,1.6057,1.6369,1.668,1.6992,1.7303,1.7614,1.7926,1.8237,1.8549,1.886000037,1.971699953,1.9168,1.862,1.8071,1.7522,1.6974,1.6425,1.5876,1.5328,1.477900028,1.4321,1.3864,1.3406,1.2949,1.2491,1.2033,1.1576,1.1118,1.0661,1.0203,0.9746,0.9288,0.883,0.8373,0.7915,0.7458,0.7,0.85,1,,,,,
Guyana,5.574692249,5.4935,5.4124,5.3312,5.25,5.1688,5.0877,5.0065,4.9253,4.8442,4.763000011,4.805,4.8469,4.8889,4.9308,4.972799778,4.8247,4.6766,4.5286,4.3805,4.2324,4.0843,3.9362,3.7882,3.6401,3.492000103,3.443,3.394,3.345,3.296,3.247,3.198,3.149,3.099999905,3.1,3.1,3.869999886,3.676,3.482,3.288,3.094,2.9,2.875,2.85,2.825,2.8,2.5,1.9,1.95,2,,,,,
Haiti,0.608832836,0.6264,0.6439,0.6615,0.679,0.6966,0.7141,0.7317,0.7492,0.7668,0.784300029,0.7826,0.781,0.7793,0.7777,0.776000023,0.7689,0.7618,0.7547,0.7476,0.740499973,0.737,0.7335,0.7301,0.7266,0.723100007,0.7296,0.7361,0.7426,0.7491,0.755599976,0.7701,0.7846,0.799099982,0.7694,0.7397,0.709999979,0.7325,0.755,0.7775,0.8,0.8714,0.9429,1.0143,1.0857,1.1571,1.2286,1.3,,,,,,,
Honduras,1.646251321,1.6569,1.6676,1.6783,1.689,1.6997,1.7104,1.721,1.7317,1.7424,1.753100038,1.7432,1.7333,1.7235,1.7136,1.703699946,1.6278,1.5519,1.4759,1.4,1.324100018,1.3212,1.3183,1.3153,1.3124,1.309499979,1.2489,1.1884,1.1278,1.0673,1.006700039,0.9378,0.8689,0.800000012,0.8867,0.9733,1.059999943,1.05,1.04,1.03,1.02,1.01,1,0.95,0.9,0.85,0.8,0.75,0.7,0.8,0.8,0.7,0.7,,
"Hong Kong",2.640339375,2.7941,2.9479,3.1017,3.2555,3.4093,3.5631,3.7169,3.8707,4.0245,4.178299904,4.3509,4.5235,4.6961,4.8687,5.04129982,4.8372,4.6332,4.4291,4.2251,4.020999908,4.109799862,4.3051,4.5003,4.6956,4.890900135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.300000191,8.800000191,8.800000191,8,8.100000382,8.100000382,8.100000382,7.900000095,7.900000095,7.800000191,7.85,7.9,7.9,7.1,7,7.1,7.18,7.2,,,
Iceland,9.800000191,10.11,10.42,10.73,11.04,11.35,11.66,11.97,12.28,12.59,12.89999962,13.09,13.28,13.47,13.66,13.85,14.04,14.23,14.42,14.61,14.80000019,15,15.2,15.4,15.6,15.80000019,15.98,16.16,16.34,16.52,16.70000076,16.29999924,15.89999962,14.80000019,14.69999981,14.60000038,13.5857,12.5714,11.5571,10.5429,9.5286,8.5143,7.5,6.9598,6.4196,5.8793,5.3391,5.8,5.28,4.76,4.24,3.72,3.2,,
India,0.458986908,0.4735,0.4881,0.5026,0.5172,0.5317,0.5463,0.5608,0.5754,0.5899,0.604499996,0.6012,0.598,0.5947,0.5915,0.588199973,0.6245,0.6608,0.6971,0.7334,0.769699991,0.769400001,0.7694,0.7693,0.7693,0.769200027,0.7437,0.718200028,0.7354,0.7526,0.7698,0.787000001,0.7782,0.7694,0.7605,0.7517,0.7429,0.7341,0.7253,0.7165,0.7076,0.6988,0.69,0.899999976,0.9,0.9,0.8667,0.8333,0.8,0.7667,0.7333,0.7,,,
Indonesia,0.740457058,0.7319,0.7233,0.7147,0.7061,0.6975,0.6889,0.6804,0.6718,0.6632,0.654600024,0.6873,0.7201,0.7528,0.7856,0.818300009,0.7922,0.766,0.7399,0.7137,0.6876,0.6614,0.6353,0.6091,0.583,0.556800008,0.5933,0.6297,0.6662,0.702600002,0.665199995,0.668600023,0.665000022,0.657599986,0.660099983,0.6451,0.63,0.615,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.75,0.9,,
Iran,0.925675035,0.9711,1.0165,1.0619,1.1072,1.1526,1.198,1.2434,1.2888,1.3342,1.379600048,1.3897,1.3998,1.4099,1.42,1.4301,1.4402,1.4503,1.4604,1.4705,1.480599999,1.515599966,1.5147,1.5139,1.513,1.5122,1.5113,1.510499954,1.483700037,1.4584,1.433099985,1.4609,1.4887,1.5166,1.5444,1.5722,1.600000024,1.600000024,1.600000024,1.600000024,1.600000024,1.600000024,1.63,1.66,1.69,1.72,1.4,1.5,1.6,1.7,1.1667,0.6333,0.1,,
Iraq,1.858039975,1.8673,1.8766,1.8859,1.8952,1.9045,1.9138,1.9231,1.9324,1.9417,1.950999975,1.9505,1.9501,1.9496,1.9492,1.9487,1.9482,1.9478,1.9473,1.9469,1.946400046,1.893100023,1.8707,1.8483,1.8259,1.8035,1.7811,1.7587,1.7363,1.71389997,1.65960002,1.6334,1.6072,1.581,1.5548,1.5286,1.5024,1.4762,1.450000048,1.42,1.39,1.36,1.33,1.299999952,1.3,1.3,1.315,1.33,1.26,1.3,1.3,1.3,1.3,,
Ireland,,,,,,,,,,,,,,,,,,,,,9,9,8.800000191,8.600000381,8.399999619,8.199999809,7.900000095,7.199999809,6.400000095,6.199999809,6.099999905,6,5.699999809,5.5,5.300000191,5.199999809,5.099999905,4.900000095,4.800000191,4.699999809,4.599999905,4.5,4.400000095,4.300000191,5.7,5.6,5.3,5.2,4.9,4.025,3.15,2.9,,,
Israel,6.73793745,6.8274,6.9168,7.0062,7.0956,7.1851,7.2745,7.3639,7.4533,7.5428,7.6322,7.7216,7.811,7.9005,7.9899,8.079299927,7.8229,7.5665,7.3102,7.0538,6.797399998,6.729400158,6.766600132,6.543499947,6.496600151,6.509500027,6.380199909,6.289899826,6.316899776,6.283699989,6.243199825,5.96999979,5.989500046,6.077899933,6.101200104,5.980000019,6.03000021,6.050000191,6.099999905,6.119999886,6.139999867,6.159999847,6.13,6.099999905,6.2,6.3,6,5.8,5.0333,4.2667,3.5,3.37,3.3,,
Italy,8.899999619,9,9.199999809,9.300000191,9.5,9.600000381,9.699999809,9.899999619,10.10000038,10.30000019,10.60000038,10.60000038,10.60000038,10.5,10.60000038,10.60000038,10.39999962,10.30000019,10,9.800000191,9.600000381,9.399999619,9.100000381,8.899999619,8.5,8.300000191,8,7.800000191,7.5,7.099999905,7.199999809,6.800000191,6.900000095,6.699999809,6.599999905,6.300000191,6.5,5.900000095,5.5,4.900000095,4.699999809,4.599999905,4.400000095,4.2,4,4,3.9,3.8,3.7,3.6,3.53,3.4,,,
Jamaica,4.145488262,4.1414,4.1374,4.1333,4.1293,4.1252,4.1211,4.1171,4.113,4.109,4.104899883,4.2838,4.4627,4.6417,4.8206,4.999499798,4.8329,4.6663,4.4996,4.333,4.1664,3.9998,3.8332,3.6665,3.4999,3.333300114,3.1,2.8667,2.6334,2.400099993,2.200000048,2.1668,2.1335,2.100300074,2.1002,2.1,2.119999886,1.996,1.872,1.748,1.624,1.5,1.5,1.399999976,1.8,1.7,2,1.7,1.7,1.7,1.9,1.8,1.7,,
Japan,9,9.35,9.7,10.05,10.4,10.75,11.1,11.45,11.8,12.15,12.5,12.62,12.74,12.86,12.98,13.1,13.22,13.34,13.46,13.58,13.69999981,13.9,14.1,14.3,14.5,14.69999981,14.8125,14.925,15.0375,15.15,15.2625,15.375,15.4875,15.60000038,15.5,15.39999962,15.19999981,15.10000038,15,14.80000019,14.69999981,12.9,14.39999962,14.30000019,13.9,14.1,13.98,13.89,13.8,13.7,,,,,
Jordan,3.605450153,3.3577,3.11,2.8622,2.6145,2.3667,2.119,1.8712,1.6235,1.3757,1.128000021,1.1076,1.0872,1.0668,1.0464,1.026000023,1.0723,1.1187,1.165,1.2114,1.257699966,1.20630002,1.2061,1.2059,1.2057,1.205500007,1.324,1.4424,1.5609,1.6793,1.797799945,1.7559,1.714,1.6721,1.630200028,1.6868,1.7434,1.799999952,1.7833,1.7667,1.75,1.7333,1.7167,1.700000048,1.7,1.7,1.9,1.8,1.8,1.8,1.8,1.8,1.8,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,13.0934,13.22910023,13.3114996,13.36940002,13.51239967,13.58570004,13.56070042,13.55609989,13.54419994,13.63000011,13.66609955,13.70899963,13.46189976,13.16650009,12.14470005,11.64999962,10.32999992,8.449999809,8.18999958,7.25,7.190000057,6.96999979,7.019999981,7.699999809,7.7,7.7,7.8,7.7,7.7,7.6,7.4667,7.3333,7.2,,
Kenya,1.250480056,1.2519,1.2532,1.2546,1.256,1.2574,1.2588,1.2602,1.2615,1.2629,1.264299989,1.2614,1.2586,1.2557,1.2529,1.25,1.2957,1.3414,1.3871,1.4328,1.4786,1.5243,1.57,1.6157,1.6614,1.707100034,1.6394,1.5717,1.5039,1.436200023,1.647199988,1.6683,1.6893,1.7104,1.7315,1.7525,1.7736,1.7947,1.8157,1.8368,1.8579,1.8789,1.9,1.65,1.4,1.4,1.4,1.4,1.4,1.4,1.4,,,,
Kiribati,6.363636494,6.9604,7.5572,8.1539,8.7507,9.3475,9.9442,10.541,11.1378,11.7345,12.33129978,11.6076,10.884,10.1603,9.4367,8.713,7.9893,7.2657,6.542,5.8184,5.09469986,4.768300056,4.7131,4.658,4.6028,4.5476,4.4925,4.4373,4.3821,4.327,4.271800041,3.9628,3.6539,3.3449,3.0359,2.7269,2.4179,2.109,1.799999952,1.75,1.7,1.65,1.6,1.55,1.5,1.51,1.5075,1.505,1.5025,1.5,1.4,1.3,,,
"North Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,,
"South Korea",,,,,,,,,,,,,,,,,,,,,1.700000048,1.84,1.98,2.12,2.26,2.400000095,2.55,2.7,2.85,3,3.099999905,3.299999952,3.5,3.700000048,4.099999905,4.400000095,4.599999905,4.800000191,5.099999905,5.599999905,6.099999905,6.099999905,6.6,7.099999905,8.6,8.62,8.64,10.47,12.3,10.3,,,,,
Kuwait,6.798561096,6.6022,6.4058,6.2094,6.013,5.8166,5.6202,5.4239,5.2275,5.0311,4.834700108,4.7657,4.6967,4.6277,4.5587,4.4897,4.4207,4.3517,4.2827,4.2137,4.14470005,4.0159,3.8871,3.7583,3.6295,3.5006,3.3718,3.243,3.1142,2.985399961,2.9572,2.929,2.9009,2.8727,2.8445,2.8163,2.7882,2.759999991,2.648,2.536,2.424,2.312,2.200000048,2.1,2,1.9,1.9,1.85,1.8,2,2.0667,2.1333,2.2,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,12.01140022,12.11849976,12.10330009,11.9364996,11.97710037,12.03040028,12.0309,12.0642004,11.94740009,11.97200012,11.97729969,12.05799961,11.93200016,10.74559975,9.60529995,8.640000343,8.409999847,8.600000382,8.300000191,7.46999979,7.400000095,6.199999809,5.5,5.300000191,5.3,5.1,5.1,5.1,5.0225,4.945,4.8675,4.79,4.8,,
Laos,0.472209454,0.5177,0.5632,0.6088,0.6543,0.6998,0.7453,0.7908,0.8364,0.8819,0.927399993,1.0095,1.0916,1.1738,1.2559,1.338,1.4201,1.5022,1.5844,1.6665,1.7486,1.8307,1.9128,1.995,2.0771,2.1592,2.2413,2.3234,2.4056,2.4877,2.5697999,2.4306,2.2915,2.1523,2.0132,1.874,1.7349,1.5957,1.4566,1.3174,1.1783,1.0391,0.9,1,1.1,1.2,1.1,1,0.9,0.8,0.7,1.1,1.5,,
Latvia,,,,,,,,,,,,,,,,,,,,,13.89099979,13.9745,14.058,14.1416,14.2251,14.30860043,14.1928997,14.23900032,14.09490013,14.02350044,14.07540035,13.6218996,12.9406004,12.23149967,12.05519962,11.18999958,10.43999958,9.800000191,9.409999847,9.029999733,8.729999542,8.199999809,8,7.800000191,7.75,7.7,7.6,7.6,7,6.4,5.32,5.9,,,
Lebanon,4.581339359,4.5331,4.4848,4.4365,4.3883,4.34,4.2918,4.2435,4.1952,4.147,4.098700047,3.9763,3.8539,3.7315,3.6091,3.4867,3.3643,3.2419,3.1195,2.9971,2.8747,2.7522,2.6298,2.5074,2.385,2.2626,2.1402,2.0178,1.8954,1.773,1.650599957,2.3666,3.082700014,3.0062,2.9296,2.8531,2.7765,2.700000048,2.775,2.85,2.925,3,3.15,3.3,3.45,3.6,3.515,3.43,3.465,3.5,3.5,3.5,3.5,,
Lesotho,1.103720427,1.1678,1.2319,1.296,1.36,1.4241,1.4882,1.5523,1.6163,1.6804,1.744500041,1.7213,1.6981,1.6748,1.6516,1.628399968,1.6178,1.6072,1.5966,1.586,1.5754,1.5648,1.5542,1.5437,1.5331,1.5225,1.5119,1.5013,1.4907,1.4801,1.4695,1.4589,1.4483,1.4377,1.4271,1.4165,1.4059,1.3953,1.3847,1.3742,1.3636,1.353,1.3424,1.3318,1.3212,1.3106,1.3,,,,,,,,
Liberia,1.322425365,1.3479,1.3733,1.3988,1.4242,1.4497,1.4751,1.5006,1.526,1.5515,1.576900005,1.5909,1.6049,1.619,1.633,1.646999955,1.6191,1.5913,1.5634,1.5356,1.5077,1.4799,1.452,1.4242,1.3963,1.3685,1.3406,1.3128,1.2849,1.2571,1.2292,1.2014,1.1735,1.1456,1.1178,1.0899,1.0621,1.0342,1.0064,0.9785,0.9507,0.9228,0.895,0.8671,0.8393,0.8114,0.7836,0.7557,0.7279,0.7,0.8,,,,
Libya,2.755374432,2.8612,2.967,3.0729,3.1787,3.2845,3.3904,3.4962,3.602,3.7079,3.813699961,3.9057,3.9977,4.0896,4.1816,4.2736,4.3656,4.4576,4.5496,4.6415,4.7335,4.825500011,4.753,4.6805,4.608,4.5355,4.463,4.3905,4.318,4.2455,4.172999859,4.1911,4.2093,4.2274,4.2456,4.2637,4.2819,4.300000191,4.22,4.14,4.06,3.98,3.900000095,3.65,3.4,3.55,3.7,3.7,3.7,3.7,3.7,3.7,3.7,,
Lithuania,,,,,,,,,,,,,,,,,,,,,12.06639957,12.2083,12.3502,12.4922,12.6341,12.77600002,12.76920033,12.80290031,12.80539989,12.63580036,12.48719978,12.46539974,12.04539967,11.91059971,11.28380013,11.09000015,10.88000011,10.18999958,10.02999973,9.850000382,9.760000229,9.220000267,8.96,8.699999809,8.4,8.1,8,8.1,6.8,6.8,6.75,7,,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,8.100000381,8,7.900000095,7.800000191,7.599999905,7.5,7.300000191,7.400000095,7.199999809,7.099999905,7,6.900000095,6.800000191,6.300000191,6.199999809,6.099999905,6,6,6.3,6.125,5.95,5.775,5.6,5.6,5.4,,,,
Macau,10.12138653,9.6388,9.1562,8.6736,8.191,7.7083,7.2257,6.7431,6.2605,5.7779,5.295300007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,5.450300217,5.443399906,5.494299889,5.402800083,5.464399815,5.444399834,5.310900211,5.269800186,5.173799992,5.243700027,5.198500156,5.181600094,5.364600182,5.338300228,5.402900219,5.511899948,5.499499798,5.433599949,5.474299908,5.499000072,5.947700024,5.78730011,5.696400166,5.600599766,5.550000191,5.409999847,5.199999809,5.159999847,5.150000095,5.099999905,5.059999943,4.929999828,4.829999924,4.7867,4.7433,4.7,4.6,4.5667,4.5333,4.5,4.59,4.5,,,
Madagascar,2.406185865,2.4446,2.4831,2.5216,2.56,2.5985,2.637,2.6754,2.7139,2.7523,2.790800095,2.7189,2.647,2.5751,2.5032,2.431299925,2.3316,2.2319,2.1322,2.0326,1.9329,1.8332,1.7335,1.6338,1.5341,1.4344,1.3347,1.2351,1.1354,1.0357,0.93599999,0.893,0.85,0.807,0.764,0.721,0.678,0.635,0.592,0.549,0.506,0.463,0.419999987,0.38,0.34,0.3,0.28,0.26,0.24,0.22,0.2,,,,
Malawi,1.118730545,1.1607,1.2027,1.2447,1.2866,1.3286,1.3706,1.4126,1.4545,1.4965,1.538499951,1.5018,1.4652,1.4285,1.3918,1.3552,1.3185,1.2819,1.2452,1.2085,1.1719,1.1352,1.0985,1.0619,1.0252,0.9886,0.9519,0.9152,0.8786,0.841899991,1.550699949,1.5244,1.498,1.4717,1.4453,1.419,1.3927,1.3663,1.340000033,1.3133,1.2867,1.26,1.2333,1.2067,1.18,1.1533,1.1267,1.1,1.15,1.2,1.25,1.3,,,
Malaysia,3.728132725,3.7023,3.6764,3.6506,3.6248,3.5989,3.5731,3.5472,3.5214,3.4955,3.469700098,3.4451,3.4205,3.3959,3.3713,3.346699953,3.1686,2.9906,2.8125,2.6344,2.4564,2.278300047,2.3481,2.418,2.4878,2.557600021,2.5178,2.477900028,2.4087,2.33949995,2.130599976,2.093899965,2.06069994,2.029500008,2.021500111,2.029999971,2.009999991,1.968,1.926,1.884,1.842,1.8,1.8,1.8,1.8,1.8,1.9,1.76,1.78,1.8,1.8,1.79,1.9,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.762799978,0.8565,0.9502,1.044,1.1377,1.2314,1.3251,1.4188,1.5126,1.6063,1.700000048,1.98,2.26,2.3,2.45,2.6,3.025,3.45,3.875,4.3,,,,,
Mali,0.668505728,0.6696,0.6706,0.6717,0.6727,0.6738,0.6749,0.6759,0.677,0.678,0.679099977,0.6861,0.6932,0.7002,0.7073,0.714299977,0.6937,0.6731,0.6524,0.6318,0.6112,0.5906,0.5699,0.5493,0.5287,0.5081,0.4875,0.4668,0.4462,0.4256,0.405,0.3844,0.3637,0.3431,0.3225,0.3019,0.2812,0.2606,0.239999995,0.2486,0.2571,0.2657,0.2743,0.2829,0.2914,0.3,0.4,0.5,0.6,0.35,0.1,,,,
Malta,9.258358955,9.2669,9.2755,9.2841,9.2926,9.3012,9.3097,9.3183,9.3269,9.3354,9.344,9.3526,9.3611,9.3697,9.3783,9.3868,9.3954,9.404,9.4125,9.4211,9.4296,9.4382,9.4468,9.4553,9.463899612,9.421,9.3782,9.335300446,9.257300377,9.441100121,8.5416,7.6422,6.7427,5.843200207,5.621099949,5.429999828,5.78000021,5.639999867,5.610000134,5.570000172,5.480000019,4.960000038,4.88,4.800000191,6.15,7.5,7.6129,7.8,6.35,4.9,4.5,4.44,4.8,,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.272700071,2.2535,2.2343,2.2151,2.1959,2.1768,2.1576,2.1384,2.1192,2.1,2.16,2.22,2.28,2.34,2.4,2.46,2.52,2.58,2.64,2.7,2.7,,,,
Mauritania,0.204843596,0.2188,0.2327,0.2466,0.2605,0.2744,0.2883,0.3023,0.3162,0.3301,0.344000012,0.3441,0.3441,0.3442,0.3442,0.344300002,0.3913,0.4384,0.4854,0.5324,0.5795,0.6265,0.6735,0.7206,0.7676,0.7506,0.7335,0.7165,0.6995,0.6824,0.665400028,0.6488,0.6322,0.6156,0.5991,0.5825,0.5659,0.5493,0.5327,0.5161,0.4995,0.4829,0.4664,0.4498,0.4332,0.4166,0.4,,,,,,,,
Mauritius,4.716666698,4.6402,4.5637,4.4871,4.4106,4.3341,4.2576,4.1811,4.1046,4.0281,3.951600075,3.8212,3.6908,3.5605,3.4301,3.299700022,3.2642,3.2287,3.1932,3.1577,3.122200012,3.1671,3.2119,3.2568,3.3016,3.34649992,3.2698,3.1932,3.1165,3.0399,2.9633,2.886600018,3.135099888,3.094799995,3.074599981,3.0678,3.061,3.0543,3.0475,3.0407,3.0339,3.0271,3.0203,3.0136,3.0068,3,3.1,3.2,3.3,3.3333,3.3667,3.4,,,
Mexico,,,,,,,,,,,,,,,,,,,,,0.699999988,0.73,0.76,0.79,0.82,0.85,0.88,0.91,0.94,0.97,1,1.100000024,1.200000048,1.200000048,1.200000048,1.200000048,1.200000048,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1,1,1.3,1.6,1.7,1.6,1.6,1.7,1.5,,,
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.467299938,3.4066,3.346,3.2853,3.2246,3.164,3.1033,3.0427,2.982,2.9213,2.8607,2.8,2.9,3,3.1,3.2,3.3,3.31,3.2733,3.2367,3.2,,,,,
