Country,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,87.1,82.025,76.95,71.875,66.8,47.9,43.5,39.1,34.7,30.2,25.7,39.0667,52.4333,65.8,63.1,59.5,20,
Tanzania,,,,,,,,,,,,,,,91.4,91.9333,92.4667,93,93.5333,94.0667,94.6,95.1333,95.6667,96.2,93.9714,91.7429,89.5143,87.2857,85.0571,82.8286,80.6,80.2,79.8,79.4,79,,,,,
Thailand,,,,,43.1,42.6571,42.2143,41.7714,41.3286,40.8857,40.4429,40,38.1,36.2,32.65,29.1,24.3,19.5,17.35,15.2,14.9,14.6,18.6,18.6,15.35,12.1,10.55,9,7.6,6.2,4.4,3.4,3,2.5,1.4,1.5,1.1,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,73.5,74.6167,75.7333,76.85,77.9667,79.0833,80.2,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.7,77.24,76.78,76.32,75.86,75.4,74.85,74.3,73.75,73.2,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.475,8.55,8.625,8.7,8.775,8.85,8.925,9,,,,,,,
"Trinidad and Tobago",,,,,,,,,,,,8.3,9.5,10.7,11.9,13.1,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,36.2,34.74,33.28,31.82,30.36,28.9,29.14,29.38,29.62,29.86,30.1,28.38,26.66,24.94,23.22,21.5,20.04,18.58,17.12,15.66,14.2,13.18,12.16,11.14,10.12,9.1,,,,,,
Turkey,,,,,,,,,,,10.7,11.0429,11.3857,11.7286,12.0714,12.4143,12.7571,13.1,12.8,12.5,12.2,11.9,11.6,11.3,11,10.7,14.2,9.8,9.9,8.3,6.7,6,5,4.5,4.1,3.4,2.9,2.4,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,70.7,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,,,,,
Uganda,,,,,,,,,,,,,95.6,93.3333,91.0667,88.8,87.675,86.55,85.425,84.3,84.7333,85.1667,85.6,84.8667,84.1333,83.4,81.5,79.6,77.7,76.025,74.35,72.675,71,69.5333,68.0667,66.6,,,,
Ukraine,,,,,,,,,,,,,,,,,,,20.3,22.7,20.8833,19.0667,17.25,15.4333,13.6167,11.8,7,5.7,2.6,1.6,1.3,0.5,0.7,0.3,0.2,0.2,0.1,0.1,0.5,
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.7,0.4,0.5,0.5,0.3,0.3,0.5,0.3,0.2,0.2,,
"United States",,,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.9,1,1,1,1,1,1,1,1.075,1.15,1.225,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3333,1.3667,1.4,,,
Uruguay,,,,,4.4,4.1375,3.875,3.6125,3.35,3.0875,2.825,2.5625,2.3,2.4706,2.6412,2.8118,2.9824,3.1529,3.3235,3.4941,3.6647,3.8353,4.0059,4.1765,4.3471,4.5176,4.6882,4.8588,5.0294,5.2,4.3,2.9,2.3,1.8,1.8,1.8,1.7,1.4,1.4,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,71,80.3,89.6,89.15,88.7,88.7,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,,,,,,
Venezuela,,,,,10.2,10.3333,10.4667,10.6,10.7333,10.8667,11,12.85,14.7,12.8333,10.9667,9.1,12.5,15.9,19.3,19.9,20.5,21.1,21.4,20.6,19.8,28.9,34.5,30.3,24.8,15.4,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,78.3,77.0333,75.7667,74.5,73.2333,71.9667,70.7,70.725,70.75,70.775,70.8,65.4,60,55.65,51.3,49,46.7,32,17.3,15.35,13.4,12.5,11.6,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.7,4.3,7.8,5.45,3.1,3.7,3.4,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,26.9,28.6,30.3,32,33.7,35.4,37.1,38.8,40.2889,41.7778,43.2667,44.7556,46.2444,47.7333,49.2222,50.7111,52.2,,
Zambia,,,,,,,,,,,,,,,69.2,71.55,73.9,70.8333,67.7667,64.7,65.15,65.6,68.275,70.95,73.625,76.3,75.7,75.1,76.4,77.7,78.225,78.75,79.275,79.8,78.7,77.6,76.5,75.4,74.3,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2,,,,,
