Country,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Nepal,,,,,,,,,,,,,,,,42.6,41.44,40.28,39.12,37.96,36.8,38.78,40.76,42.74,44.72,46.7,46.4333,46.1667,45.9,,
Nicaragua,,,,,,,,,,,,,33.2,38.3667,43.5333,48.7,,,,,,,,,,,,,,,
Niger,,,,,,,11.9,15.7875,19.675,23.5625,27.45,31.3375,35.225,39.1125,43,41.4667,39.9333,38.4,36.8667,35.3333,33.8,35.3333,36.8667,38.4,39.9333,41.4667,43,,,,
Nigeria,,,,,,,,,,,,,,,,,,27.7,27.14,26.58,26.02,25.46,24.9,25.9,26.9,27.9,28.55,29.2,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,,
Pakistan,,,,,,33.3,33.5063,33.7125,33.9188,34.125,34.3313,34.5375,34.7438,34.95,35.1563,35.3625,35.5688,35.775,35.9813,36.1875,36.3938,36.6,36.4667,36.3333,36.2,36.0667,35.9333,35.8,,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,,,
Peru,,,,,,,24.7,26.375,28.05,29.725,31.4,35.075,38.75,42.425,46.1,48.4167,50.7333,53.05,55.3667,57.6833,60,59.5,59,58.4,64.2,64.3,63.5,62.4,57,,
Philippines,,,,,,,,,,,,,37.2,44.92,52.64,60.36,68.08,75.8,72.56,69.32,66.08,62.84,59.6,58.18,56.76,55.34,53.92,52.5,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,
Rwanda,,,,,,,,,,,,,,,20.4,21.06,21.72,22.38,23.04,23.7,26.1,28.5,30.9,25.85,20.8,20.54,20.28,20.02,19.76,19.5,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,69,67,65,63,61,59,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,50,52.1667,54.3333,56.5,58.6667,60.8333,63,62.9333,62.8667,62.8,62.58,62.36,62.14,61.92,61.7,,
Senegal,,,,,,,,,,,,,,,34,35.72,37.44,39.16,40.88,42.6,42.5167,42.4333,42.35,42.2667,42.1833,42.1,44.85,47.6,48.6,,
Serbia,,,,,,,,,,,,,,,,,,,,71,68.74,66.48,64.22,61.96,59.7,,,,,,
"Sierra Leone",,,,,,,,,,,,,,,39,37.4,35.8,34.2,32.6,31,39.5,48,56.5,55.65,54.8,55.7333,56.6667,57.6,,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,76.4,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,
"South Africa",,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,
"Sri Lanka",,40.5,41.825,43.15,44.475,45.8,47.125,48.45,49.775,51.1,52.425,53.75,55.075,56.4,57.725,59.05,60.375,61.7,63.025,64.35,65.675,67,,,,,,,,,
Sudan,,,,,24.1,25.5,26.9,28.3,29.7,31.1,32.5,33.9,35.3,36.7,38.1,41.0667,44.0333,47,49.9667,52.9333,55.9,44.875,33.85,22.825,11.8,23.675,35.55,47.425,59.3,,
Suriname,,,,,,,,,,,,,,,43,40.5,38,35.5,33,30.5,28,36.2,44.4,52.6,60.8,,,,,,
Swaziland,,,,,,,,,,,,,,,25,28.5571,32.1143,35.6714,39.2286,42.7857,46.3429,49.9,49.3,48.7,48.1,47.675,47.25,46.825,46.4,,
Syria,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,29,27.6,26.2,24.8,23.4,22,27.5429,33.0857,38.6286,44.1714,49.7143,55.2571,60.8,,,,
Tanzania,,,,,,,,,,,53.9,48.6667,43.4333,38.2,40.6667,43.1333,45.6,48.0667,50.5333,53,52.48,51.96,51.44,50.92,50.4,49.5833,48.7667,47.95,47.1333,46.3167,45.5
Thailand,,41,41.2632,41.5263,41.7895,42.0526,42.3158,42.5789,42.8421,43.1053,43.3684,43.6316,43.8947,44.1579,44.4211,44.6842,44.9474,45.2105,45.4737,45.7368,46,47.1167,48.2333,49.35,50.4667,51.5833,52.7,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,62.7,,,,,,
Togo,,,,,,,,,,,,,,,25,24.5,24,23.5,23,22.5,22,22.4,22.8,23.2,23.6,26.05,28.5,30.95,33.4,,
"Trinidad and Tobago",,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,8.1,11.0944,14.0889,17.0833,20.0778,23.0722,26.0667,29.0611,32.0556,35.05,38.0444,41.0389,44.0333,47.0278,50.0222,53.0167,56.0111,59.0056,62,59.7333,57.4667,55.2,52.9333,50.6667,48.4,,,,
Turkey,,,,,,,,,,,,,18.9,19.21,19.52,19.83,20.14,20.45,20.76,21.07,21.38,21.69,22,,,,,,,,
Turkmenistan,,,,,,,,,,,,,,,20.7,21.45,22.2,22.95,23.7,24.45,25.2,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,47.7,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,28.7,30.84,32.98,35.12,37.26,39.4,38.78,38.16,37.54,36.92,36.3,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,,,,
Uzbekistan,,,,,,,,,,,,,,,33,32.1667,31.3333,30.5,29.6667,28.8333,28,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,43,42.6,42.2,41.8,41.4,41,40.6,,,
Venezuela,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,24,30.8333,37.6667,44.5,51.3333,58.1667,65,63.34,61.68,60.02,58.36,56.7,57.0667,57.4333,57.8,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,43.3,42.025,40.75,39.475,38.2,,
Yemen,,,,,,,23.2,22.16,21.12,20.08,19.04,18,18,18,18,18,18,18,28,38,48,46.8143,45.6286,44.4429,43.2571,42.0714,40.8857,39.7,,,
Zambia,,,,,,,,,,,43.4,44.1333,44.8667,45.6,46.3333,47.0667,47.8,49.46,51.12,52.78,54.44,56.1,56.1143,56.1286,56.1429,56.1571,56.1714,56.1857,56.2,,
Zimbabwe,,,,,,,,,,,,,,79.5,74.8143,70.1286,65.4429,60.7571,56.0714,51.3857,46.7,42.7667,38.8333,34.9,40.3,45.7,49.2667,52.8333,56.4,51,
