Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
India,12.3,12.8667,13.4333,14,14.5667,15.1333,15.7,16.2667,16.8333,17.4,16.14,14.88,13.62,12.36,11.1,10.1,9.1,8.1,7.1,6.1,5.22,4.34,3.46,2.58,1.7,,,,,,
Indonesia,,,,,,,,,,,,,,,8.1,7.32,6.54,5.76,4.98,4.2,6.7545,9.3091,11.8636,14.4182,16.9727,19.5273,22.0818,24.6364,27.1909,29.7455,32.3
Iran,,,,,,,,,,,,,,,14.1,13.34,12.58,11.82,11.06,10.3,12.4818,14.6636,16.8455,19.0273,21.2091,23.3909,25.5727,27.7545,29.9364,32.1182,34.3
Iraq,,,,,,,,,,,,,,,,,,,,43.9,41.44,38.98,36.52,34.06,31.6,35.7667,39.9333,44.1,48.2667,52.4333,56.6
Israel,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,6.6,8.1182,9.6364,11.1545,12.6727,14.1909,15.7091,17.2273,18.7455,20.2636,21.7818,23.3
Japan,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.38,0.36,0.34,0.32,0.3,0.32,0.34,0.36,0.38,0.4,0.36,0.32,0.28,0.24,0.2,0.6167,1.0333,1.45,1.8667,2.2833,2.7
Jordan,,,,,,,,,,,,,,,31.9,30.58,29.26,27.94,26.62,25.3,25.38,25.46,25.54,25.62,25.7,29.2333,32.7667,36.3,39.8333,43.3667,46.9
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,1.8,5.7167,9.6333,13.55,17.4667,21.3833,25.3
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,3.3,3.28,3.26,3.24,3.22,3.2,3.18,3.16,3.14,3.12,3.1,5.5,7.9,10.3,12.7,15.1,17.5
Latvia,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.1333,6.8667,7.6,8.3333,9.0667,9.8
Libya,,,,,,,,,,,,,,,,,,,,,,,,,28.2,,,,,,
Lithuania,,,,,,,,,,4.7,5.1095,5.519,5.9286,6.3381,6.7476,7.1571,7.5667,7.9762,8.3857,8.7952,9.2048,9.6143,10.0238,10.4333,10.8429,11.2524,11.6619,12.0714,12.481,12.8905,13.3
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,3.2,2.98,2.76,2.54,2.32,2.1,4.3125,6.525,8.7375,10.95,13.1625,15.375,17.5875,19.8,22.0125,24.225,26.4375,28.65,30.8625,33.075,35.2875,37.5
Malaysia,,,,,,,,,,,,,,,,,,,,5,4.56,4.12,3.68,3.24,2.8,4.5,6.2,7.9,9.6,11.3,13
Mali,,,,,,,,,,,,,,,,,,,,22.6,,,,,,,,,,,
Mexico,13.6,13.4333,13.2667,13.1,12.9333,12.7667,12.6,12.4333,12.2667,12.1,13.42,14.74,16.06,17.38,18.7,17.86,17.02,16.18,15.34,14.5,14.32,14.14,13.96,13.78,13.6,20.85,28.1,35.35,42.6,49.85,57.1
Moldova,,,,,,,,,,10.1,10.06,10.02,9.98,9.94,9.9,8.7,7.5,6.3,5.1,3.9,,,,,,,,,,,
Montenegro,,,,,,,,,,6.2,6.06,5.92,5.78,5.64,5.5,6.8813,8.2625,9.6438,11.025,12.4063,13.7875,15.1688,16.55,17.9313,19.3125,20.6938,22.075,23.4563,24.8375,26.2188,27.6
Morocco,,,,,,,,,,,,,,,35.2,31.68,28.16,24.64,21.12,17.6,16.92,16.24,15.56,14.88,14.2,,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
Netherlands,,,,,,,,,,,,,,,,,,,,2.2,2.46,2.72,2.98,3.24,3.5,6.3667,9.2333,12.1,14.9667,17.8333,20.7
"New Zealand",,,,,,,,,,3.3,3.23,3.16,3.09,3.02,2.95,2.88,2.81,2.74,2.67,2.6,2.7,2.8,2.9,3,3.1,5.8,8.5,11.2,13.9,16.6,19.3
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
Nigeria,44.3,43.1556,42.0111,40.8667,39.7222,38.5778,37.4333,36.2889,35.1444,34,34.94,35.88,36.82,37.76,38.7,37.28,35.86,34.44,33.02,31.6,30.18,28.76,27.34,25.92,24.5,30.0167,35.5333,41.05,46.5667,52.0833,57.6
Norway,,,,,,,,,,1.2,1.17,1.14,1.11,1.08,1.05,1.02,0.99,0.96,0.93,0.9,2.3273,3.7545,5.1818,6.6091,8.0364,9.4636,10.8909,12.3182,13.7455,15.1727,16.6
Pakistan,,,,,,,,,,27.1,28.28,29.46,30.64,31.82,33,31.77,30.54,29.31,28.08,26.85,25.62,24.39,23.16,21.93,20.7,25.4,30.1,34.8,39.5,44.2,48.9
Peru,,,,,,,,,,21.3,20.86,20.42,19.98,19.54,19.1,19.44,19.78,20.12,20.46,20.8,19.9,19,18.1,17.2,16.3,20.4,24.5,28.6,32.7,36.8,40.9
Philippines,,,,,,,,,,15.8,14.24,12.68,11.12,9.56,8,8.24,8.48,8.72,8.96,9.2,9.44,9.68,9.92,10.16,10.4,14.2167,18.0333,21.85,25.6667,29.4833,33.3
Poland,,,,,,,,,,,,,,,,,,,,20.4,18.92,17.44,15.96,14.48,13,14.2833,15.5667,16.85,18.1333,19.4167,20.7
"Puerto Rico",,,,,,,,,,29,28.08,27.16,26.24,25.32,24.4,25.7375,27.075,28.4125,29.75,31.0875,32.425,33.7625,35.1,36.4375,37.775,39.1125,40.45,41.7875,43.125,44.4625,45.8
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,,,,,
Romania,,,,,,,,,,0.8,1.72,2.64,3.56,4.48,5.4,6.32,7.24,8.16,9.08,10,9.26,8.52,7.78,7.04,6.3,7.2167,8.1333,9.05,9.9667,10.8833,11.8
Russia,2.2,2.3222,2.4444,2.5667,2.6889,2.8111,2.9333,3.0556,3.1778,3.3,3.27,3.24,3.21,3.18,3.15,3.12,3.09,3.06,3.03,3,2.98,2.96,2.94,2.92,2.9,5.45,8,10.55,13.1,15.65,18.2
Rwanda,,,,,,,,,,,,,,,,,,,,13,13.84,14.68,15.52,16.36,17.2,,,,,,
"Saudi Arabia",,,,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,3.2,3.7,4.2,4.7,5.2,5.7,7.8125,9.925,12.0375,14.15,16.2625,18.375,20.4875,22.6,24.7125,26.825,28.9375,31.05,33.1625,35.275,37.3875,39.5
"Serbia and Montenegro",,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,4.6,4.38,4.16,3.94,3.72,3.5,3.28,3.06,2.84,2.62,2.4,,,,,,
Slovakia,9,8.8889,8.7778,8.6667,8.5556,8.4444,8.3333,8.2222,8.1111,8,8.3952,8.7905,9.1857,9.581,9.9762,10.3714,10.7667,11.1619,11.5571,11.9524,12.3476,12.7429,13.1381,13.5333,13.9286,14.3238,14.719,15.1143,15.5095,15.9048,16.3
Slovenia,,,,,,,,,,3.9,3.73,3.56,3.39,3.22,3.05,2.88,2.71,2.54,2.37,2.2,1.9,1.6,1.3,1,0.7,4.15,7.6,11.05,14.5,17.95,21.4
"South Africa",16.8,17.4333,18.0667,18.7,19.3333,19.9667,20.6,21.2333,21.8667,22.5,20.36,18.22,16.08,13.94,11.8,11.64,11.48,11.32,11.16,11,10.02,9.04,8.06,7.08,6.1,,,,,,
"South Korea",3.8,3.6,3.4,3.2,3,2.8,2.6,2.4,2.2,2,2.18,2.36,2.54,2.72,2.9,2.84,2.78,2.72,2.66,2.6,2.66,2.72,2.78,2.84,2.9,3.2667,3.6333,4,4.3667,4.7333,5.1
Spain,10.8,10.5667,10.3333,10.1,9.8667,9.6333,9.4,9.1667,8.9333,8.7,8.52,8.34,8.16,7.98,7.8,7,6.2,5.4,4.6,3.8,3.74,3.68,3.62,3.56,3.5,9.65,15.8,21.95,28.1,34.25,40.4
Sweden,,,,,,,,,,0.4,0.42,0.44,0.46,0.48,0.5,0.54,0.58,0.62,0.66,0.7,0.72,0.74,0.76,0.78,0.8,1.8833,2.9667,4.05,5.1333,6.2167,7.3
Switzerland,,,,,,,,,,3,2.85,2.7,2.55,2.4,2.25,2.1,1.95,1.8,1.65,1.5,2.3364,3.1727,4.0091,4.8455,5.6818,6.5182,7.3545,8.1909,9.0273,9.8636,10.7
Taiwan,,,,,,,,,,1.5,1.47,1.44,1.41,1.38,1.35,1.32,1.29,1.26,1.23,1.2,1.14,1.08,1.02,0.96,0.9,2.2833,3.6667,5.05,6.4333,7.8167,9.2
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7
Tanzania,,,,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,5.2,5.62,6.04,6.46,6.88,7.3,9.1,10.9,12.7,14.5,16.3,18.1
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,20.4,20.2,20,19.8,19.6,19.4,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,14.1,24.3333,34.5667,44.8,55.0333,65.2667,75.5
Turkey,15,15.1889,15.3778,15.5667,15.7556,15.9444,16.1333,16.3222,16.5111,16.7,16.82,16.94,17.06,17.18,17.3,16.44,15.58,14.72,13.86,13,12.42,11.84,11.26,10.68,10.1,14.1,18.1,22.1,26.1,30.1,34.1
Uganda,,,,,,,,,,,,,,,27.2,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,5.8,5.67,5.54,5.41,5.28,5.15,5.02,4.89,4.76,4.63,4.5,5.04,5.58,6.12,6.66,7.2,,,,,,
"United Kingdom",,,,,,,,,,6,5.92,5.84,5.76,5.68,5.6,5.52,5.44,5.36,5.28,5.2,6.7455,8.2909,9.8364,11.3818,12.9273,14.4727,16.0182,17.5636,19.1091,20.6545,22.2
"United States",,,,,,,,,,10.9,10.38,9.86,9.34,8.82,8.3,8.52,8.74,8.96,9.18,9.4,9.3,9.2,9.1,9,8.9,10.8333,12.7667,14.7,16.6333,18.5667,20.5
Uruguay,,,,,,,,,,3.3,3.44,3.58,3.72,3.86,4,4.14,4.28,4.42,4.56,4.7,4.52,4.34,4.16,3.98,3.8,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,
Venezuela,,,,,,,,,,17.8,16.42,15.04,13.66,12.28,10.9,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,1.1,1.08,1.06,1.04,1.02,1,5.9182,10.8364,15.7545,20.6727,25.5909,30.5091,35.4273,40.3455,45.2636,50.1818,55.1
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,24.6,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,38.1,,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,17.7,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,31.2,29.73,28.26,26.79,25.32,23.85,22.38,20.91,19.44,17.97,16.5,23.3167,30.1333,36.95,43.7667,50.5833,57.4
