"Data Item",1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"US energy consumption thousand BTU per real dollar of GDP",15.92,15.85,15.67,14.96,14.65,14.33,14.68,14.93,14.63,14.69,14.34,14.5,14.35,14.14,14.06,13.88,13.58,13.45,13.53,13.66,13.92,14.37,14.2,14.16,13.95,13.71,13.36,13.39,13.13,12.76,12.5,12.1,11.5,11.26,10.74,10.52,10.06,9.75,9.72,9.76,9.65,9.43,9.44,9.26,9.18,8.99,8.95,8.9,8.57,8.24,8.01,7.87,7.58,7.56,7.38,7.27,7.04,6.81,6.79,6.67,6.53,6.59,6.45,6.15,6.23,6.16,5.97
