Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04,16.15,15.21,14.99,14.77,14.55,10.84,10.08,14.44,15.69,15.09,15.55,15.37,15.25,11.48,13.33,15.46,13.2,,,,,,,,,
Argentina,,,,,,,,,,,,,,,,,23.91,26.68,26.28,25.79,24.72,23.7929,22.8657,21.9386,21.0114,20.0843,19.1571,18.23,17.58,16.57,15.7367,14.9033,14.07,13.98,13.87,13.68,13.39,13.06,12.82,13.12,12.06,11.56,11,10.6,10.7,10.67,10.72,10.1,9.94,10.13,9.78,9.26,9.12,8.87,9.1,9.23,8.64,8.06,7.85,7.55,7.86,7.3,7.5,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.97,20.94,21.9967,23.0533,24.11,19.17,21.97,19.87,18.9,21.82,19.73,22.12,20.05,17.6,17.58,17.9,16.5,15.9,15.63,15.21,15.95,15.28,17.07,16.4233,15.7767,15.13,16.26,17.39,15.62,16.1,15.4,14.2,
Australia,25.77,25.36,25.14,24.14,22.63,23.15,20.99,21.07,21.29,19.38,18.04,18.78,17.2,17.25,16.11,14.98,15.73,15.49,15.6,14.78,14.34,14.08,14.01,12.82,13.04,12.58,11.82,10.86,11.42,10.6,10.89,10.37,10.14,9.99,8.95,9.51,9.01,8.39,8.21,7.55,7.14,6.96,6.56,6.66,6.75,6.39,5.77,5.69,5.59,5.39,5.18,4.99,4.84,4.33,4.35,3.965,3.58,3.9,3.79,3.56,3.62,3.6,,
Austria,,,,,,48.17,46.61,45.84,48.67,47.37,45.44,45.54,43.81,43.23,42.45,42.52,40.61,40.37,38.45,37.59,36.14,35.86,33.49,32.64,30.93,29.56,28.61,27.71,26.82,27.92,26.05,24.29,23.37,22.32,22.47,20.29,19.46,19.4,18.05,16.91,17.35,16.55,15.08,15.58,14.36,13.61,13.03,11.58,11.31,10.13,9.62,8.93,8.76,8.49,8.08,7.49,6.93,6.56,6.12,6.32,5.45,5.7,6,5.5
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.06,39.21,37.9167,36.6233,35.33,33.01,35.01,34.45,31.73,29.69,30.54,29.65,26,26.73,27.37,28.47,25.41,24.46,25.34,22.79,21.14,23.27,23.13,22.47,18.8367,15.2033,11.57,,,,,,
Barbados,8.71,1.39,3.67,5.95,8.23,10.51,12.79,15.07,17.35,19.63,21.91,22.47,32.25,37.61,22.47,22.175,21.88,39.56,34.7,21.76,23.99,27.68,23.16,27.15,22.47,31.59,24.19,30.2,27.35,22.44,22.97,21.86,18.75,24.92,10.85,32.4,19.23,18.41,20.36,23.58,17.8,22.67,14.06,18.41,14.79,13.24,13.256,13.272,13.288,13.304,13.32,8.52,10.37,8.47,9.28,7.61,12.17,4.75,7.38,6.6533,5.9267,5.2,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.16,41.88,41.1167,40.3533,39.59,38.67,38.42,39.22,38.64,37.29,37.32,37.39,37.07,35.76,35.51,33.84,32.17,33.34,33.04,31.25,28.6,29.62,27.64,26.6675,25.695,24.7225,23.75,24.33,23.01,21.705,20.4,,
Belgium,,,,,33.55,33.5,33.1,32.54,31.27,30.78,32.31,31.07,29.43,30.13,27.84,27.35,26.48,25.98,25.46,24.18,22.92,22.07,22.18,20.77,20.75,19.29,17.03,16.92,17.49,16.45,16,15.97,15.68,14.61,13.23,11.98,12.66,12.65,11.19,10.04,10.11,9.83,8.63,8.65,8.77,8.06,7.34,7.17,6.94,6.43,6.16,5.89,5.62,5.35,5.17,4.95,5,4.56,4.47,4.15,3.78,4.3,4.2,
Belize,,,,,,,,,,,,,,,17.8,2.87,10.09,9.12,8.15,5.04,6.08,10.8,10.83,5.38,12.72,4.51,10.64,14.06,7.95,1.84,4.3025,6.765,9.2275,11.69,10.91,10.61,10.31,24.26,16.49,8.72,3.04,5.19,5.56,5.93,5.96,9.19,3.58,4.98,27.72,21.84,10.48,11.49,15.68,11.51,7.3,6.89,11.89,11.83,5.46,5.37,6.585,7.8,7.9,
