Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"New Zealand",1259000000,1466000000,1461000000,1383000000,1430000000,1235000000,1255000000,1386000000,1649000000,2229000000,2671000000,2535000000,3077000000,3006000000,2580000000,3039000000,3461000000,3715000000,3861000000,4108000000,3721000000,4010000000,4463000000,4603000000
Oman,47000000,349000000,347000000,396000000,441000000,471000000,518000000,530000000,630000000,644000000,668000000,712000000,752000000,856000000,902000000,1001000000,1168000000,1282000000,1426000000,1655000000,1769000000,2138000000,2335000000,2542000000
Pakistan,446000000,795000000,353000000,357000000,184000000,250000000,252000000,255000000,925000000,1268000000,1280000000,1545000000,1593000000,1518000000,685000000,925000000,1130000000,1414000000,1083000000,1365000000,1658000000,1909000000,2197000000,1793000000
Panama,121000000,140000000,165000000,181000000,190000000,188000000,174000000,179000000,208000000,239000000,271000000,271000000,307000000,366000000,338000000,398000000,505000000,415000000,862000000,942000000,1055000000,1269000000,973000000,1096000000
Peru,297000000,350000000,434000000,453000000,443000000,423000000,545000000,606000000,641000000,643000000,752000000,798000000,968000000,1122000000,1088000000,1276000000,1356000000,1439000000,1592000000,1589000000,1879000000,2042000000,2214000000,2669000000
Philippines,422000000,1266000000,1935000000,1950000000,1605000000,1642000000,1711000000,1626000000,1413000000,1275000000,3018000000,2754000000,3030000000,3789000000,3671000000,5487000000,5616000000,6548000000,7833000000,10598000000,11343000000,11135000000,11850000000,11863000000
Palau,,,,2000000,2000000,6300000,7400000,8600000,7400000,9000000,8000000,8100000,8400000,8100000,6400000,6000000,8300000,10200000,10200000,9400000,12800000,14300000,13700000,
"Papua New Guinea",58000000,72000000,78000000,52000000,53000000,50000000,38000000,60000000,51900000,71200000,55600000,16000000,21000000,29000000,113000000,119000000,161000000,155000000,153000000,125000000,125000000,119000000,151000000,
Poland,5500000000,6240000000,5750000000,4430000000,3600000000,3315000000,3496000000,3278000000,3085000000,4776000000,5547000000,7223000000,7751000000,9904000000,7374000000,8569000000,8463000000,8758000000,8820000000,8869000000,7939000000,7984000000,8876000000,9721000000
"Puerto Rico",833000000,821000000,869000000,874000000,815000000,931000000,1004000000,928000000,985000000,1085000000,1143000000,1205000000,1192000000,1213000000,919000000,809000000,816000000,787000000,782000000,763000000,666000000,720000000,730000000,592000000
Portugal,2099000000,2292000000,2070000000,2329000000,2261000000,2228000000,2114000000,2127000000,2410000000,2764000000,3049000000,3342000000,3938000000,4329000000,3780000000,3905000000,4146000000,3783000000,3902000000,4151000000,3695000000,3951000000,4651000000,5486000000
Paraguay,133000000,139000000,139000000,143000000,109000000,81000000,72000000,65000000,67000000,71000000,79000000,92000000,109000000,128000000,131000000,145000000,174000000,207000000,243000000,255000000,281000000,299000000,332000000,336000000
"West Bank and Gaza",162000000,191000000,218000000,279000000,290000000,283000000,348000000,366000000,303000000,328000000,214000000,208000000,384000000,467000000,471000000,515000000,595000000,642000000,638000000,513000000,600000000,611000000,753000000,737000000
"French Polynesia",,,,,,,,180000000,236000000,311000000,312000000,122000000,153000000,159000000,164000000,160000000,168000000,158000000,156000000,169000000,146000000,152000000,,
Qatar,,,,,320000000,307000000,366000000,423000000,471000000,691000000,1759000000,3751000000,3362200000,2973400000,2584600000,2195800000,1807000000,5648000000,6616000000,8682000000,8171000000,9089000000,9638000000,9272000000
Romania,697000000,665000000,681000000,458000000,402000000,425000000,449000000,396000000,479000000,539000000,923000000,1308000000,1541000000,2174000000,1469000000,1637000000,1965000000,1832000000,2059000000,2412000000,2059000000,2136000000,3489000000,4307000000
Russia,11599000000,10011000000,10113000000,8677000000,7097000000,8848000000,9285000000,10918000000,12880000000,15285000000,16972000000,17484000000,20424000000,23169000000,21019000000,26693000000,32902000000,42798000000,53453000000,50428000000,34932000000,23952000000,31058000000,34271000000
Rwanda,10000000,13000000,13000000,16000000,18000000,22000000,20000000,24000000,26000000,31000000,37000000,41000000,47000000,70000000,72000000,77000000,89000000,79000000,79000000,84000000,308000000,321000000,348000000,326000000
"Saudi Arabia",,,,,,,,,,4428000000,9087000000,12979000000,20170000000,15129000000,20419000000,21135000000,17271000000,17023000000,17660000000,24118000000,19346000000,16658000000,17552000000,16644000000
Sudan,43000000,28000000,33000000,29000000,35000000,55000000,74000000,91000000,119000000,176000000,667000000,1414000000,1477000000,1268000000,868000000,1127000000,937000000,699000000,460000000,439000000,195000000,203000000,29000000,13000000
Senegal,72000000,53000000,53000000,54000000,54000000,47000000,43000000,43000000,55000000,57000000,65000000,54000000,253000000,175000000,156000000,160000000,151000000,144000000,150000000,148000000,133000000,146000000,154000000,
Singapore,4663000000,5015000000,4358000000,3222000000,4217000000,4535000000,6600000000,8212000000,8382000000,9291000000,10070000000,11268000000,13503000000,16340000000,15704000000,18700000000,21420000000,23139000000,24407000000,25547000000,23658000000,23957000000,24588000000,25346000000
"Solomon Islands",13500000,15200000,9000000,5800000,7200000,9600000,6600000,5800000,4400000,9000000,4700000,22200000,29000000,34000000,31800000,47200000,64900000,67900000,67700000,64400000,60400000,74700000,72600000,53100000
"Sierra Leone",50000000,36000000,18000000,13000000,44000000,32000000,42000000,39000000,37000000,30000000,32000000,12000000,14000000,24000000,13000000,13000000,14000000,15000000,20000000,40000000,29000000,30000000,48000000,54000000
"El Salvador",72000000,73000000,153000000,179000000,169000000,165000000,195000000,191000000,229000000,292000000,206000000,224000000,278000000,241000000,187000000,219000000,203000000,261000000,242000000,248000000,294000000,412000000,418000000,443000000
Serbia,,,,,,,,,,,,,1042000000,1251000000,960000000,954000000,1105000000,1031000000,1117000000,1179000000,1102000000,1202000000,1381000000,1643000000
"South Sudan",,,,,,,,,,,,,,,,,,,,38000000,27000000,10000000,7000000,8000000
"Saint Thomas and Principe",,,,600000,600000,600000,600000,500000,500000,600000,100000,200000,100000,10000,10000,50000,350000,2400000,1300000,16700000,16600000,15400000,17200000,17600000
Suriname,3000000,8000000,11000000,11000000,13000000,23000000,23000000,10000000,6000000,14000000,17000000,18000000,22000000,30000000,32000000,39000000,42000000,51000000,70000000,87000000,116000000,111000000,93000000,94000000
Slovakia,321000000,482000000,439000000,475000000,339000000,296000000,289000000,442000000,573000000,745000000,844000000,1060000000,1533000000,2240000000,2100000000,1944000000,2187000000,2140000000,2367000000,2428000000,2126000000,2240000000,2411000000,2622000000
Slovenia,575000000,604000000,518000000,561000000,542000000,511000000,528000000,608000000,753000000,868000000,950000000,975000000,1144000000,1358000000,1593000000,1479000000,1555000000,1359000000,1417000000,1488000000,1231000000,1306000000,1508000000,1634000000
Sweden,5448000000,6253000000,6518000000,7719000000,8022000000,8048000000,6921000000,7301000000,8296000000,10165000000,10014000000,9852000000,11822000000,12805000000,10552000000,12126000000,13998000000,13954000000,15334000000,15823000000,14410000000,14899000000,17057000000,18056000000
Swaziland,43000000,42000000,38000000,58000000,34000000,31000000,30000000,26000000,22000000,48000000,49000000,49000000,51000000,46000000,72000000,61000000,30000000,44000000,38000000,54000000,50000000,30000000,65000000,41000000
"Saint Martin (Netherlands)",59000000,62000000,65000000,99000000,171000000,127000000,137000000,140000000,144000000,80000000,94000000,86000000,83000000,88000000,81000000,83000000,88000000,92000000,89000000,88000000,92000000,98000000,88000000,97000000
Seychelles,28000000,28000000,28000000,26000000,21000000,24000000,23000000,33000000,36000000,34000000,39000000,36000000,43000000,39000000,35000000,38000000,40000000,35000000,37000000,37000000,30000000,53000000,62000000,69000000
Syria,498000000,513000000,545000000,583000000,631000000,669000000,670000000,760000000,700000000,650000000,550000000,540000000,645000000,800000000,882000000,1510000000,774000000,,,,,,,
"Turks and Caicos",,,,,,,,,,,,,,,,,,,,4500000,4500000,4500000,4200000,4200000
Togo,18000000,3000000,5000000,3000000,3000000,2000000,5000000,5000000,7000000,8000000,8000000,5000000,17000000,19000000,47000000,46000000,57000000,34000000,45000000,41000000,37000000,38000000,39000000,
Thailand,4271000000,4286000000,3416000000,1960000000,2474000000,2772000000,2924000000,3303000000,2921000000,4514000000,3803000000,4599000000,5144000000,5012000000,4429000000,5627000000,5717000000,6248000000,6481000000,7071000000,7718000000,9072000000,10504000000,12352000000
Tajikistan,,,,,,,,1700000,2100000,3400000,3800000,6000000,7000000,10800000,5800000,4450000,3100000,3900000,2300000,2733333.3333,3166666.6667,3600000,4100000,10200000
Turkmenistan,,73000000,125000000,,,,,,,,,,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,1700000,3000000,40000000,58000000,52000000,49000000,73000000,40000000,66000000,83000000,102000000,121000000,115000000
Tonga,,,,,,,3200000,3200000,3300000,6100000,3800000,8100000,9900000,9900000,7100000,7700000,11800000,14200000,17900000,20700000,23200000,20500000,34300000,36000000
"Trinidad and Tobago",69000000,76000000,72000000,67000000,83000000,147000000,151000000,186000000,107000000,96000000,180000000,93000000,94000000,75000000,105000000,71000000,150000000,196000000,89000000,124000000,207000000,187000000,97000000,98000000
Tunisia,251000000,251000000,235000000,235000000,239000000,263000000,273000000,260000000,300000000,340000000,374000000,410000000,437000000,458000000,415000000,547000000,607000000,593000000,675000000,681000000,696000000,749000000,795000000,864000000
Turkey,911000000,1265000000,1716000000,1754000000,1471000000,1713000000,1738000000,1880000000,2113000000,2524000000,3104000000,2989000000,3649000000,3824000000,4575000000,5194000000,4883000000,4094000000,4817000000,5072000000,5368000000,4783000000,4823000000,4595000000
Tuvalu,,,,,,,,,,,4000000,4960000,5890000,7200000,6300000,7400000,9650000,9500000,6050000,,,,,
Tanzania,360000000,412000000,407000000,493000000,370000000,337000000,327000000,337000000,353000000,445000000,554000000,534000000,595000000,721000000,766000000,830000000,899000000,967000000,1034000000,1102000000,1195000000,922000000,807000000,738000000
Uganda,80000000,135000000,113000000,95000000,97166666.6667,99333333.3333,101500000,103666666.667,105833333.333,108000000,124000000,123000000,132000000,156000000,192000000,320000000,405000000,484000000,208000000,189000000,186000000,208000000,214000000,187000000
Ukraine,210000000,308000000,305000000,340000000,364000000,470000000,566000000,657000000,789000000,2463000000,2805000000,2834000000,3569000000,4023000000,3330000000,3742000000,4461000000,5104000000,5763000000,5061000000,5101000000,5970000000,7121000000,7899000000
Uruguay,236000000,192000000,264000000,265000000,280000000,281000000,257000000,178000000,169000000,194000000,252000000,213000000,239000000,358000000,336000000,419000000,644000000,878000000,1312000000,1356000000,1162000000,915000000,1008000000,1047000000
"United States",46379000000,49672000000,53808000000,58451000000,59592000000,65786000000,60730000000,59941000000,61884000000,74022000000,79990000000,84206000000,89235000000,92546000000,81421000000,86623000000,89701000000,100337000000,98119000000,105668000000,114550000000,123548000000,134867000000,144465000000
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,1382000000,1631000000,2243000000
"Saint Vincent and Grenadines",7000000,8000000,7000000,8000000,9000000,10000000,12000000,10000000,13000000,14000000,15000000,16000000,20000000,18000000,14000000,15000000,13100000,13700000,14100000,21000000,23000000,23000000,25000000,26000000
Venezuela,1714000000,2233000000,755000000,891000000,1039000000,1058000000,1108000000,981000000,859000000,1077000000,1276000000,1229000000,1542000000,1810000000,1895000000,2013000000,2584000000,2637000000,3230000000,2428000000,2101000000,1812000000,,
Vanuatu,5000000,5000000,5000000,8000000,9000000,9000000,8000000,9000000,12000000,13000000,11000000,9000000,11000000,29000000,24000000,30000000,35000000,37000000,41000000,37000000,30000000,25000000,16000000,17000000
Samoa,3200000,3700000,4800000,3500000,3900000,4200000,4500000,4800000,5100000,5400000,12500000,9800000,10200000,10900000,10700000,14900000,12900000,10000000,2400000,1500000,1700000,1400000,3200000,1700000
Yemen,76000000,78000000,124000000,130000000,136000000,70000000,79000000,78000000,77000000,126000000,167000000,162000000,184000000,183000000,214000000,183000000,182000000,73000000,86000000,77000000,72000000,49000000,,
"South Africa",1849000000,1755000000,1961000000,1908000000,2028000000,2085000000,1878000000,1811000000,2889000000,3157000000,3374000000,3384000000,3927000000,4404000000,4152000000,5595000000,5283000000,4069000000,3429000000,3169000000,2998000000,2858000000,3258000000,3402000000
Zambia,,,26000000,24000000,43000000,44000000,44000000,47000000,49000000,55000000,57000000,63000000,73000000,118000000,96000000,105000000,111000000,165000000,210000000,222000000,234000000,247000000,223000000,279000000
Zimbabwe,,,,,,,,,,,,,,,110000000,131000000,228000000,272000000,337000000,342000000,476000000,327000000,315000000,
