Country,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,,,,0.39,0.38,0.4,0.395,0.39,0.4,0.41
Albania,0.65,0.64,0.63,0.58,0.6,0.6,0.615,0.63,0.61,0.59
Algeria,,,,,,,,,0.48,0.47
Angola,,,,,,,,,0.38,0.39
"Antigua and Barbuda",,,,,,,,,,0.7
Argentina,0.63,0.63,0.63,0.67,0.66,0.69,0.705,0.72,0.7,0.7
Australia,0.83,0.835,0.84,0.82,0.82,0.81,0.81,0.81,0.79,0.79
Austria,0.85,0.835,0.82,0.87,0.87,0.88,0.865,0.85,0.85,0.85
Bahamas,,,,,,0.67,0.665,0.66,0.66,
Bangladesh,0.54,0.485,0.43,0.43,0.42,0.34,0.34,0.34,0.33,0.32
Barbados,,,,,,0.79,0.78,0.77,0.74,0.73
Belarus,,,0.45,0.46,0.46,0.48,0.475,0.47,0.47,0.47
Belgium,0.8,0.8,0.8,0.83,0.84,0.84,0.835,0.83,0.84,0.84
Belize,,,,,0.5,0.51,0.52,0.53,0.49,0.5
Benin,,,,,,,,,0.56,0.54
Bolivia,0.54,0.515,0.49,0.48,0.53,0.5,0.48,0.46,0.47,0.46
"Bosnia and Herzegovina",,,0.67,0.665,0.66,0.646,0.632,0.618,0.604,0.59
Botswana,,,0.59,0.57,0.56,0.51,0.54,0.57,0.58,0.58
Brazil,0.67,0.68,0.69,0.66,0.61,0.61,0.59,0.57,0.55,0.51
Bulgaria,0.63,0.655,0.68,0.65,0.67,0.64,0.62,0.6,0.6,0.61
"Burkina Faso",,,0.59,0.58,0.55,0.56,0.58,0.6,0.57,0.57
Cambodia,0.41,0.42,0.43,0.46,0.42,0.39,0.385,0.38,0.35,0.35
Cameroon,0.48,0.45,0.42,0.46,0.5,0.43,0.43,0.43,0.39,0.36
Canada,0.79,0.785,0.78,0.77,0.79,0.82,0.82,0.82,0.83,0.82
Chile,0.74,0.735,0.73,0.74,0.74,0.75,0.74,0.73,0.73,0.72
China,0.4,0.375,0.35,0.31,0.32,0.32,0.315,0.31,0.32,0.29
Colombia,0.59,0.57,0.55,0.55,0.55,0.55,0.555,0.56,0.53,0.53
"Congo (Kinshasa)",,,,,,,,,0.37,0.41
