Country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Afghanistan,,,,,,,,,,,,,,,,,19.64286041,
Albania,,,60.81081009,65.623,70.4353,75.24752045,73.6571,72.0667,70.4763,68.8858,67.2954,65.705,64.1146,62.52415085,64.3035,66.08294678,64.03012848,
Algeria,,,,,,,,,,60.69384003,62.429,64.16407776,65.13581085,63.74662018,64.5616,65.37664795,71.95133972,
Andorra,,,,,30,23.52940941,11.76471043,13.63636017,12.4242,11.2121,10,15.8333,21.6667,27.5,33.33332825,,,
Angola,,50,47.0588,44.1176,41.17647171,40.7281,40.2798,39.8314,39.383,38.9347,38.4863,38.038,37.5896,37.1413,36.6929,36.24454117,,
"Antigua and Barbuda",,,,,,,,,,,,34.21052933,70.58824158,75,33.33332825,,,
Argentina,,,,,,,,,52.03306961,54.01964951,50.6365509,53.51065063,51.38431931,74.05271912,49.28358078,49.47148895,,
Armenia,,,,,,,,,,,,,48.53667831,48.9175,49.2983,49.6791,50.05984116,
Australia,,40.58277893,40.00399017,36.6709404,35.34867859,35.03081131,35.4468,35.86286926,34.42253876,35.71580887,35.52716827,35.43542099,34.86975861,35.92475891,36.2965,36.6682,37.03985977,
Austria,,,35.19313049,38.96738815,36.3969,33.82643127,35.66730881,36.27479935,34.3763,32.4778595,32.56900024,32.9373703,34.07355118,35.42969894,35.72806168,33.32249832,33.64228058,
Azerbaijan,,,,,,,,,,,52.16112137,53.26311111,55.5489006,56.64612961,54.18675995,65.63246155,65.49597168,
Bahrain,,,,,,73.75566101,77.4622,81.16883087,73.18182373,72.3256,71.4693,70.613,69.7567,68.9005,68.0442,67.1879,66.33165741,
Bangladesh,,,,,29.27890015,24.21335983,26.4591,28.7048,30.9505,33.1962,35.442,37.6877,39.9334,42.1791,44.42483902,44.4388,44.45269012,
Barbados,,,,,,,,,,53.55450058,52.1171,50.6798,49.2424202,44.90446091,,,,
Belarus,,,,,,,,,,,,,51.4159584,53.84920883,53.85223007,54.44570923,59.13721085,
Belgium,,,30.12167931,31.43408012,31.28510094,31.4173,31.5495,31.6816,31.81381989,30.2639,28.71397018,33.06988144,29.62962914,30.97901917,30.05269051,29.44099045,,
Benin,,23.35766029,23.7387,24.1197,24.5007,24.8816,25.2626,25.6436,26.0246,26.4056,26.7866,27.16762924,17.54529953,24.61537933,,,,
Bermuda,,,,60,63.75,67.5,71.25,75,69.3182,63.63636017,54.0404,44.44443893,57.14286041,60,53.84614944,76.9231,100,
Bhutan,,,,,,,,,,,,,,,,25,,
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,46.75141144,47.78570938,
