Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Panama,,,,,,70.36969,70.3426,70.3155,70.2884,70.2613,70.2342,70.2071,70.18,70.1529,70.1258,70.09869,70.6542,71.2097,71.7652,72.3207,72.8762,73.4318,73.9873,74.5428,75.0983,75.65379,76.1768,76.6999,77.2229,77.746,78.269,78.7921,79.3151,79.8382,80.3612,80.8843,,,,,,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,34.47514,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,55.31038,57.5265,59.7427,61.9588,64.1749,66.3911,68.6072,70.8233,73.0395,75.2556,77.47176,77.9098,78.3478,78.7858,79.2238,79.6618,80.0998,80.5378,80.9758,81.4138,81.8518,82.2898,82.7278,83.1658,83.6038,84.04184,78.53882,82.53458,81.35556,81.9047,82.4539,83.0031,83.55231,85.17437,
Peru,,,,,,,,,,,,,,,,,,,76.06839,76.0961,76.1238,76.1515,76.1792,76.2069,76.2346,76.2623,76.29,76.3177,76.3454,76.37312,79.29007,81.56396,81.95363,83.4415,84.9293,86.4172,87.9051,89.39292,88.7536,88.11432,89.70458,89.93163
Philippines,,,,,,56.01493,58.2209,60.4269,62.6328,64.8388,67.0447,69.2507,71.4567,73.6626,75.8686,78.07456,81.4959,84.9173,88.3386,91.76,89.776,87.792,85.808,83.824,81.84,79.85599,83.2226,86.5893,89.9559,89.3605,88.7651,88.1697,87.5743,86.97896,87.6861,88.3932,89.1002,89.8073,90.51444,,,
Poland,,,,95.98734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,56.38554,57.8212,59.2568,60.6924,62.128,63.5636,64.9992,66.4348,67.8704,69.306,70.74165,71.5751,72.4085,73.2419,74.0754,74.9088,75.7422,76.5757,77.4091,78.2425,79.076,79.9094,80.7428,81.5763,82.4097,83.2431,84.0766,84.91,85.7434,86.5769,87.41031,,,,,
"Puerto Rico",,,,,,71.49122,72.2075,72.9239,73.6402,74.3565,75.0728,75.7892,76.5055,77.2218,77.9381,78.65444,79.0021,79.3498,79.6975,80.0451,80.3928,80.7405,81.0881,81.4358,81.7835,82.1312,82.4788,82.8265,83.1742,83.5218,83.8695,84.2172,84.5649,84.9125,85.2602,85.60788,,,,,,
Qatar,,,,,,,,,,,,33.60806,34.1896,34.7711,35.3526,35.9341,36.5156,37.0971,37.6787,38.2602,38.8417,39.4232,40.00471,41.9613,43.918,45.8746,47.8312,49.7878,51.7445,53.70109,55.3748,57.0485,58.72217,74.69383,67.03297,78.78267,84.36694,92.19573,92.27771,88.55066,,
Moldova,,,,,,,,,,,,,,,89.82111,89.6797,89.5383,89.3969,89.2555,89.1141,88.9727,88.8313,88.6899,88.5485,88.4071,88.26568,89.0989,89.9321,90.7653,91.5985,92.4317,93.2649,94.0981,94.9313,95.7645,96.5977,97.4309,98.26415,,,,
Romania,,,,,,,,,,,,,,,,,,95.15098,95.3295,95.508,95.6865,95.865,96.0435,96.222,96.4005,96.579,96.7575,96.93596,97.115,97.294,97.4731,97.6521,97.8311,98.0101,98.1892,98.3682,98.54723,,,,,
Russia,,,,,,,,,,,,,,,96.61528,96.8089,97.0026,97.1962,97.3898,97.5835,97.7771,97.9707,98.1644,98.358,98.5516,98.7453,98.9389,99.13254,99.1867,99.2408,99.295,99.3491,99.4033,99.4574,99.5115,99.56568,,,,,,
Rwanda,,,,7.27689,8.5086,9.7404,10.9721,12.2038,13.4356,14.6673,15.899,17.1307,18.3625,19.5942,20.8259,22.0577,23.2894,24.5211,25.7529,26.9846,28.2163,29.4481,30.6798,31.9115,33.1433,34.375,36.2347,38.0944,39.9541,41.8138,43.6734,45.5331,47.3928,49.2525,51.1122,52.97189,47.3192,41.66654,,,,
Samoa,,,,,,,,,,,,,,,,,94.73333,94.8118,94.8903,94.9688,95.0473,95.1258,95.2043,95.2828,95.3613,95.4397,95.5182,95.5967,95.6752,95.7537,95.8322,95.9107,95.9892,96.0677,96.1462,96.2246,96.30314,,,,,
"Saint Thomas and Principe",,,,,,,46.76938,47.4031,48.0368,48.6706,49.3043,49.938,50.5717,51.2055,51.8392,52.4729,53.10663,54.0531,54.9997,55.9462,56.8927,57.8392,58.7857,59.7322,60.6787,61.6252,62.57176,64.1734,65.7751,67.3768,68.9785,70.5801,72.1818,73.78347,73.8421,73.9007,73.9593,74.01792,,,,
"Saudi Arabia",,,,,,,,,,,,,,,,,,20.8981,22.2673,23.6364,25.0056,26.3748,27.7439,29.1131,30.4822,31.85141,33.6907,35.5299,37.3692,39.20842,42.0696,44.9307,47.7919,50.6531,53.5142,56.3754,59.2366,62.0977,64.9589,,,
Senegal,,,,,,,,,,,,,,16.72675,17.2744,17.8221,18.3698,18.9174,19.4651,20.0128,20.5605,21.1081,21.6558,22.2035,22.7512,23.2988,23.8465,24.39418,25.596,26.7978,27.9996,29.20144,31.7369,34.2723,36.80774,40.2366,43.66549,40.3119,36.95836,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.45579,98.6263,98.7968,98.9673,99.1378,99.30828
Seychelles,,,,,,,,,,,,,48.72319,49.7363,50.7494,51.7626,52.7757,53.7888,54.8019,55.81506,56.8677,57.9204,58.973,60.0257,61.0783,62.131,63.1836,64.23625,64.6806,65.125,65.5694,66.0138,66.4582,66.9026,67.347,67.79141,,,,,,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.60682,20.8877,19.1686,17.4495,15.7304,14.0112,12.2921,10.573,8.8539,7.13478,,,
Singapore,,,,,,64.85489,66.2263,67.5977,68.9691,70.3405,71.7119,73.0832,74.4546,75.826,77.1974,78.56881,79.1619,79.7549,80.3479,80.941,81.534,82.1271,82.7201,83.3132,83.9062,84.49924,85.1484,85.7976,86.4468,87.096,87.7452,88.3944,89.0435,89.6927,90.3419,90.9911,91.718,92.4449,93.1719,93.8988,94.62572,
Slovenia,,,,,,,,,,,,,,,,,99.0711,,,,,,,,,,,,,,,,,,,,,,,,,
"South Africa",,,,,,58.99492,58.5729,58.1508,57.7287,57.3067,56.8846,56.4625,56.0405,55.6184,55.1963,54.7743,54.3522,53.9301,53.5081,53.086,52.6639,52.24186,53.3639,54.486,55.608,56.7301,57.8522,58.9742,60.0963,61.2184,62.3404,63.4625,64.58455,69.4133,74.24202,73.91859,73.81244,75.57274,76.4744,77.376,78.26556,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24048,,,,,,,,
Spain,,,,,,,88.37441,88.9684,89.5624,90.1563,90.7503,91.3443,91.9383,92.5322,93.1262,93.7202,94.31417,94.2723,94.2305,94.1886,94.1468,94.1049,94.063,94.0212,93.9793,93.9375,93.8956,93.8538,93.8119,93.77007,95.17028,95.3753,95.58039,95.16389,95.17971,95.63321,95.62838,96.08469,96.41546,96.41665,96.65187,96.83909
"Sri Lanka",,,,,,,82.2354,82.4347,82.6341,82.8334,83.0328,83.2321,83.4315,83.6308,83.8302,84.0295,84.2288,84.4282,84.6275,84.8269,85.0262,85.2256,85.4249,85.6243,85.8236,86.0229,86.22229,85.6312,85.0401,84.449,83.8579,83.26681,83.2494,83.23191,84.2148,85.19763,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,38.89764,38.2466,37.5956,36.9446,36.2936,35.6426,34.9916,34.3406,33.68963,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.12188,73.8054,76.4889,79.1724,81.85589,80.6678,79.47974,80.4849,81.49007,,,,
Swaziland,,18.47531,19.45,20.4247,21.3994,22.3742,23.3489,24.3236,25.2983,26.273,27.2477,28.22241,29.3705,30.5186,31.6666,32.8147,33.9628,35.1109,36.2589,37.407,38.5551,39.7032,40.8512,41.9993,43.1474,44.29547,45.1527,46.0099,46.8672,47.7244,48.5817,49.4389,50.2961,51.1534,52.0106,52.86786,,,,,,
Syria,,,,,,,29.1351,30.4972,31.8592,33.2213,34.5833,35.9454,37.3074,38.6695,40.0315,41.3936,42.7556,44.1177,45.4797,46.8418,48.2038,49.5659,50.9279,52.29,53.652,55.0141,56.3761,57.73815,55.3452,52.95215,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,87.33063,88.2615,89.1924,90.1232,91.0541,91.985,92.9158,93.8467,94.7775,95.7084,96.6393,97.57014,,,,,,,,,,,,,,,,
Thailand,,,,,,57.83513,58.9051,59.9751,61.045,62.115,63.185,64.255,65.3249,66.3949,67.4649,68.5348,69.6048,70.6748,71.7447,72.8147,73.8847,74.9547,76.0246,77.0946,78.1646,79.23453,79.8878,80.5412,81.1945,81.8478,82.50112,84.8812,87.2612,89.6412,92.0213,94.40132,90.8185,87.2357,83.65293,84.5217,85.39046,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,85.81154,86.6318,87.4521,88.2723,89.0926,89.9128,90.7331,91.5533,92.37358,,,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.70806,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,22.62931,23.2384,23.8474,24.4565,25.0655,25.6746,26.28365,27.5989,28.9141,30.22938,29.8587,29.48796,31.9516,34.4153,36.879,39.34271,
Tonga,,98.10175,98.0633,98.0248,97.9863,97.9478,97.9094,97.8709,97.8324,97.7939,97.7555,97.717,97.6785,97.64,97.6016,97.5631,97.5246,97.4861,97.4476,97.4092,97.3707,97.33222,97.4434,97.5545,97.6657,97.7768,97.888,97.9991,98.1103,98.2214,98.3326,98.44372,98.5324,98.6211,98.7099,98.7986,98.88729,,,,,
"Trinidad and Tobago",,,,,,82.92973,83.5368,84.1438,84.7508,85.3578,85.9649,86.5719,87.1789,87.7859,88.393,89,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,14.66985,15.6065,16.5431,17.4797,18.4163,19.3529,20.2895,21.2261,22.1627,23.0993,24.036,24.9726,25.9092,26.8458,27.7824,28.719,29.6556,30.5922,31.5288,32.4654,33.40206,34.1708,34.9396,35.70839,34.9871,36.3137,37.64025,39.99615,41.16541,48.4796,55.79372,,
Turkey,37.07151,37.3241,37.5767,37.8292,38.0818,38.3344,40.3904,42.4464,44.5024,46.5584,48.61436,49.9131,51.2118,52.5105,53.8092,55.10787,56.5307,57.9535,59.3762,60.799,62.2218,63.6446,65.0674,66.4902,67.913,69.3358,70.7586,72.1814,73.6042,75.02697,78.56049,78.46074,79.58852,80.3654,81.14226,83.42601,87.13194,89.29312,90.21546,91.01603,91.76238,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,92.50852,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,26.7025,28.3561,30.0097,31.6633,33.3169,34.9705,36.6241,38.2777,39.9314,41.585,43.2386,44.89217,46.813,48.7338,50.6546,52.57545,53.3483,54.1211,54.894,55.66679,56.8118,57.95687,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15457,99.2314,99.3083,99.3851,99.462,99.5389,99.6157,99.6926,99.7694,99.8463,99.9231,100,,,,
"United Arab Emirates",12.78184,13.8037,14.8255,15.8473,16.8691,17.8909,18.9127,19.9346,20.9564,21.9782,23,24.4391,25.8781,27.3172,28.7563,30.1953,31.6344,33.0735,34.5125,35.9516,37.3906,38.8297,40.2688,41.7078,43.1469,44.586,46.025,47.4641,48.9032,50.3422,51.78129,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,27.0827,28.2125,29.3423,30.4721,31.6019,32.7317,33.8615,34.9913,36.1211,37.2509,38.3807,39.5105,40.6403,41.7701,42.89991,46.6792,50.4585,54.2378,58.0171,61.7964,65.5756,69.3549,73.13422,66.0662,58.99817,58.9524,58.9066,58.86074,
Uruguay,82.41206,82.7345,83.0569,83.3794,83.7018,84.0242,84.3467,84.6691,84.9915,85.314,85.63639,86.0679,86.4995,86.931,87.3625,87.7941,88.2256,88.6572,89.0887,89.5202,89.9518,90.38332,90.824,91.2646,91.7052,92.1458,92.5865,93.0271,93.4677,93.9084,94.349,94.78964,94.11524,95.47322,95.53073,94.33962,95.60619,96.43124,95.61974,95.89103,96.04317,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,92.10054,92.6987,93.2969,93.8952,94.4934,95.0916,95.6898,96.288,96.8862,97.4844,98.0826,98.6808,99.279,99.87719,99.70674,99.84595,
Vanuatu,,,,,18.23318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,55.81238,57.8943,59.9761,62.058,64.1399,66.2218,68.3036,70.3855,72.4674,74.54925,75.1796,75.8099,76.4402,77.0705,77.7008,78.3312,78.9615,79.5918,80.2221,80.8524,81.48274,81.2864,81.09,80.8936,80.6972,80.5008,80.30443,80.9459,81.5874,81.9662,82.34492,83.7886,85.2322,86.6759,88.11954,89.81153
Vietnam,,,,,,,,,,,,,,,78.39415,78.7961,79.1981,79.6001,80.0021,80.4041,80.806,81.208,81.61,82.012,82.414,82.81596,83.7366,84.6572,85.5779,86.4985,87.4191,88.3397,89.2604,90.181,91.10164,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,20.3968,,,,,,,,,,,,,,,,,,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,56.83002,59.6498,62.4695,65.28926,66.2372,67.1851,68.1331,69.081,70.0289,70.9769,71.9248,72.87272,,,,,,
Zimbabwe,,,,,,,,63.65238,62.9197,62.1871,61.4545,60.7218,59.9892,59.2566,58.5239,57.7913,57.0586,56.32601,57.7086,59.0911,60.4737,61.8562,63.2388,64.6213,66.0039,67.3864,68.769,70.1515,71.5341,72.9166,74.2992,75.6817,77.0643,78.4468,79.8294,81.2119,82.59448,85.9707,89.3469,92.72311,,
