Country,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,,,,0.27,0.32,0.34,0.36,0.38,0.38,0.37
Albania,0.52,0.51,0.5,0.5,0.5,0.48,0.465,0.45,0.44,0.48
Algeria,,,,,,,,,0.55,0.56
Angola,,,,,,,,,0.44,0.44
"Antigua and Barbuda",,,,,,0.72,0.705,0.69,0.675,0.66
Argentina,0.58,0.56,0.54,0.54,0.55,0.57,0.575,0.58,0.58,0.59
Australia,0.67,0.695,0.72,0.73,0.74,0.77,0.76,0.75,0.76,0.76
Austria,0.72,0.73,0.74,0.75,0.79,0.8,0.795,0.79,0.78,0.77
Bahamas,,,,,,0.62,0.61,0.6,0.58,
Bangladesh,0.41,0.3933,0.3767,0.36,0.39,0.39,0.38,0.37,0.39,0.38
Barbados,,,,,,0.68,0.665,0.65,0.65,0.64
Belarus,,,0.63,0.6,0.62,0.65,0.62,0.59,0.6,0.6
Belgium,0.71,0.695,0.68,0.69,0.72,0.76,0.745,0.73,0.76,0.76
Belize,,,,,0.49,0.47,0.47,0.47,0.5,0.51
Benin,,,,,,,,,0.38,0.41
Bolivia,0.47,0.425,0.38,0.34,0.37,0.35,0.345,0.34,0.35,0.33
"Bosnia and Herzegovina",,,0.5,0.48,0.52,0.5,0.495,0.49,0.485,0.48
Botswana,,,0.65,0.61,0.61,0.62,0.615,0.61,0.6,0.61
Brazil,0.59,0.57,0.55,0.51,0.53,0.53,0.53,0.53,0.55,0.54
Bulgaria,0.55,0.56,0.57,0.53,0.54,0.57,0.565,0.56,0.56,0.56
"Burkina Faso",,,0.59,0.54,0.47,0.47,0.48,0.49,0.46,0.46
Cambodia,0.36,0.365,0.37,0.34,0.29,0.19,0.195,0.2,0.23,0.26
Cameroon,0.42,0.385,0.35,0.34,0.37,0.35,0.36,0.37,0.39,0.41
Canada,0.66,0.69,0.72,0.72,0.7,0.72,0.72,0.72,0.7,0.7
Chile,0.65,0.655,0.66,0.61,0.61,0.64,0.635,0.63,0.63,0.63
China,0.52,0.475,0.43,0.41,0.48,0.52,0.53,0.54,0.54,0.53
Colombia,0.58,0.555,0.53,0.49,0.51,0.5,0.495,0.49,0.48,0.49
"Congo (Kinshasa)",,,,,,,,,0.36,0.35
"Costa Rica",,,,,,,,0.63,,
"Ivory Coast",,,,,,0.51,,,,
Croatia,0.57,0.535,0.5,0.52,0.54,0.53,0.55,0.57,0.58,0.57
"Czech Republic",0.64,0.645,0.65,0.65,0.69,0.73,0.725,0.72,0.7,0.69
Denmark,,,0.79,0.82,0.83,0.84,0.85,0.86,0.87,0.86
Dominica,,,,,,0.61,0.605,0.6,0.59,0.59
"Dominican Republic",0.54,0.52,0.5,0.48,0.51,0.46,0.455,0.45,0.43,0.45
Ecuador,,,0.42,0.41,0.41,0.44,0.45,0.46,0.48,0.49
Egypt,,,0.47,0.39,0.39,0.38,0.38,0.38,0.38,0.39
"El Salvador",,,,,0.51,,,,,
Estonia,0.73,0.715,0.7,0.72,0.75,0.77,0.775,0.78,0.8,0.8
Ethiopia,0.52,0.49,0.46,0.39,0.36,0.37,0.38,0.39,0.41,0.42
Finland,,,0.79,0.75,0.78,0.8,0.8,0.8,0.8,0.81
France,0.67,0.675,0.68,0.69,0.7,0.71,0.705,0.7,0.71,0.71
Gambia,,,,,,,,,,0.52
Georgia,,,0.6,0.59,0.63,0.61,0.575,0.54,0.54,0.53
Germany,0.79,0.795,0.8,0.82,0.82,0.86,0.855,0.85,0.86,0.85
Ghana,0.59,0.595,0.6,0.59,0.61,0.61,0.615,0.62,0.62,0.59
Greece,,,0.6,0.61,0.59,0.57,0.57,0.57,0.58,0.59
Grenada,,,,,,0.72,0.655,0.59,0.62,0.6
Guatemala,0.48,0.44,0.4,0.36,0.36,0.33,0.34,0.35,0.37,0.37
Guinea,,,,,,,,,0.41,0.41
Guyana,,,,,,0.48,0.495,0.51,0.53,0.53
Honduras,,,,,0.45,0.43,0.42,0.41,0.41,0.41
"Hong Kong",0.68,0.695,0.71,0.72,0.76,0.77,0.77,0.77,0.77,0.77
Hungary,,,0.55,0.49,0.53,0.52,0.51,0.5,0.46,0.45
India,0.5,0.475,0.45,0.39,0.42,0.43,0.425,0.42,0.45,0.45
Indonesia,0.54,0.515,0.49,0.47,0.43,0.43,0.44,0.45,0.44,0.46
Iran,0.59,0.605,0.62,0.56,0.56,0.55,0.535,0.52,0.55,0.55
Italy,0.57,0.565,0.56,0.58,0.58,0.57,0.565,0.56,0.56,0.56
Jamaica,0.55,0.525,0.5,0.47,0.52,0.54,0.54,0.54,0.51,0.51
Japan,0.73,0.75,0.77,0.73,0.74,0.82,0.805,0.79,0.79,0.79
Jordan,0.6,0.625,0.65,0.62,0.62,0.63,0.625,0.62,0.63,0.62
Kazakhstan,0.59,0.54,0.49,0.47,0.51,0.55,0.555,0.56,0.59,0.62
Kenya,0.44,0.455,0.47,0.44,0.47,0.43,0.445,0.46,0.47,0.46
Kosovo,,,,,,,,,,0.46
Kyrgyzstan,0.44,0.45,0.46,0.42,0.46,0.43,0.445,0.46,0.49,
Lebanon,0.48,0.465,0.45,0.45,0.45,0.48,0.475,0.47,0.44,0.42
Liberia,0.35,0.34,0.33,0.39,0.44,0.45,0.44,0.43,0.44,0.44
Madagascar,,,0.53,0.41,0.41,0.41,0.4,0.39,0.4,0.43
Malawi,,,0.59,0.6,0.52,0.54,0.54,0.54,0.54,0.56
Malaysia,0.52,0.545,0.57,0.57,0.57,0.56,0.56,0.56,0.6,0.63
Mali,,,,,,,,,0.43,0.42
Mauritania,,,,,,,,,0.32,0.36
Mauritius,,,,,,,,,0.63,0.64
Mexico,0.46,0.43,0.4,0.39,0.44,0.41,0.405,0.4,0.4,0.39
Moldova,,,0.42,0.41,0.43,0.46,0.465,0.47,0.47,0.48
Mongolia,,,0.53,0.52,0.55,0.54,0.535,0.53,0.54,0.53
Morocco,0.52,0.53,0.54,0.5,0.51,0.53,0.535,0.54,0.54,0.54
Mozambique,,,,,,,,,0.46,0.46
"Burma (Myanmar)",,,,0.39,0.37,0.42,0.395,0.37,0.36,0.37
Namibia,,,,,,,,,0.66,0.67
Nepal,,,0.43,0.42,0.42,0.41,0.44,0.47,0.47,0.48
Netherlands,0.79,0.795,0.8,0.84,0.86,0.88,0.875,0.87,0.86,0.85
"New Zealand",0.78,0.77,0.76,0.74,0.78,0.78,0.785,0.79,0.78,0.78
Nicaragua,,,0.42,0.37,0.36,0.37,0.38,0.39,0.41,0.38
Niger,,,,,,,,,0.43,0.45
Nigeria,0.57,0.55,0.53,0.5,0.5,0.48,0.49,0.5,0.48,0.5
"Macedonia (F.Y.R.O.M.)",,,0.53,,,,,,,
Norway,0.81,0.815,0.82,0.86,0.86,0.85,0.85,0.85,0.85,0.85
Pakistan,0.32,0.355,0.39,0.36,0.4,0.37,0.37,0.37,0.38,0.38
Panama,,,0.5,0.45,0.5,0.48,0.48,0.48,0.49,0.48
Peru,0.49,0.46,0.43,0.39,0.43,0.44,0.44,0.44,0.46,0.45
Philippines,0.46,0.445,0.43,0.4,0.46,0.45,0.46,0.47,0.44,0.46
Poland,0.58,0.605,0.63,0.62,0.65,0.66,0.65,0.64,0.64,0.63
Portugal,,,,0.62,0.65,0.66,0.675,0.69,0.69,0.68
"South Korea",0.66,,,,,,,,,
Romania,0.56,0.575,0.59,0.59,0.63,0.65,0.65,0.65,0.64,0.62
Russia,0.54,0.52,0.5,0.46,0.5,0.52,0.525,0.53,0.52,
Rwanda,,,,,,,,,0.63,0.64
Senegal,0.52,0.53,0.54,0.55,0.53,0.57,0.565,0.56,0.56,0.57
Serbia,,,0.47,0.45,0.47,0.46,0.475,0.49,0.5,0.51
"Sierra Leone",,,0.54,0.47,0.43,0.4,0.405,0.41,0.41,0.44
Singapore,0.67,0.73,0.79,0.77,0.84,0.85,0.83,0.81,0.83,0.82
Slovenia,,,0.6,0.61,0.64,0.64,0.615,0.59,0.63,0.66
"South Africa",0.6,0.575,0.55,0.53,0.56,0.61,0.61,0.61,0.59,0.61
Spain,0.65,0.65,0.65,0.62,0.64,0.65,0.655,0.66,0.67,0.67
"Sri Lanka",,,,,,0.42,,,,
"Saint Kitts and Nevis",,,,,,0.71,0.705,0.7,0.695,0.69
"Saint Lucia",,,,,,0.63,0.655,0.68,0.66,0.68
"Saint Vincent and Grenadines",,,,,,,,,,0.64
Suriname,,,,,,0.51,0.505,0.5,0.51,0.49
Sweden,0.76,0.77,0.78,0.78,0.81,0.81,0.81,0.81,0.81,0.82
Tanzania,,,0.48,0.48,0.51,0.5,0.5,0.5,0.48,0.5
Thailand,0.48,0.455,0.43,0.39,0.46,0.53,0.53,0.53,0.49,0.48
Togo,,,,,,,,,0.47,0.48
"Trinidad and Tobago",,,,,,0.61,0.6025,0.595,0.5875,0.58
Tunisia,,,0.56,0.54,0.52,0.49,0.49,0.49,0.49,0.5
Turkey,0.59,0.57,0.55,0.52,0.49,0.46,0.45,0.44,0.45,0.44
Uganda,0.46,0.48,0.5,0.48,0.48,0.42,0.435,0.45,0.45,0.43
Ukraine,0.4,0.46,0.52,0.52,0.49,0.47,0.49,0.51,0.54,0.54
"United Arab Emirates",,,0.6,,,,,,,
"United Kingdom",0.71,0.715,0.72,0.72,0.74,0.75,0.75,0.75,0.73,0.71
"United States",0.63,0.64,0.65,0.61,0.67,0.65,0.66,0.67,0.64,0.62
Uruguay,,,0.7,0.7,0.71,0.73,0.735,0.74,0.75,0.74
Uzbekistan,,,0.49,0.48,0.49,0.51,0.5,0.49,0.51,0.51
Venezuela,0.43,0.405,0.38,0.33,0.35,0.29,0.31,0.33,0.28,
Vietnam,0.48,0.455,0.43,0.42,0.46,0.47,0.455,0.44,0.45,0.46
Zambia,,,0.46,0.47,0.47,0.5,0.495,0.49,0.47,0.47
Zimbabwe,,,0.4,0.4,0.45,0.46,0.445,0.43,0.46,0.45
