Country,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,
Belize,,,,,,,,,,,,,,,,,5,4.5,4.95,5.4,7.8,6,6.2,,,,,,,,,,,,,,,,,
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,16.6375,16.975,17.3125,17.65,17.9875,18.325,18.6625,19,19.85,20.7,21.55,22.4,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,8.875,6.45,4.025,1.6,1.36,1.12,0.88,0.64,0.4,,,,
Bolivia,,,,,,,,,,,,,,1.4,2.6286,3.8571,5.0857,6.3143,7.5429,8.7714,10,12.65,15.3,19.1,13.4,14.2,10.1,6,11,9.2,7,6,6.3,5,3.7,4.8,3.8,3.2,3.4,
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,,,,,,,,,,,,
Botswana,,,,,,,,,17.9,17.35,16.8,16.25,15.7,15.15,14.6,14.05,13.5,13.2667,13.0333,12.8,12.5667,12.3333,12.1,11.8667,11.6333,11.4,10.6,9.8,9,8.2,7.4,6.6,5.8,,,,,,,
Brazil,,,,,9.9,9.5,12.8,12.1,9.9,3.9,7.5,9.6,8.7,8.2,8.65,9.1,8.6,6.95,5.3,6.1,6,5.2,5.4,5.6,5.8,4.8,5.3,4.5,3.9,3.3,3.6,2.9,2.9,2.9,2.9,2.5,2.8,1.7,2,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0.6,0.4,0.3,0.6,0.9,0.8,0.7,0.5,,
"Burkina Faso",,,,,,,,,,,,,,,,,,48.4,47.05,45.7,44.35,43,39.14,35.28,31.42,27.56,23.7,23.0667,22.4333,21.8,21.1667,20.5333,19.9,18.14,16.38,14.62,12.86,11.1,,
Burundi,,,,,,,,,,,,,,,,36.8,38.1333,39.4667,40.8,42.1333,43.4667,44.8,43.3125,41.825,40.3375,38.85,37.3625,35.875,34.3875,32.9,32.8286,32.7571,32.6857,32.6143,32.5429,32.4714,32.4,,,
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.0667,3.6333,3.2,2.7667,2.3333,1.9,,,,,,,,,
Cameroon,,,,,,,,,,,,,,,,,,,,15.3,13.46,11.62,9.78,7.94,6.1,6.4667,6.8333,7.2,7.5667,7.9333,8.3,8.2143,8.1286,8.0429,7.9571,7.8714,7.7857,7.7,,
Canada,,,,,0.3,0.2846,0.2692,0.2538,0.2385,0.2231,0.2077,0.1923,0.1769,0.1615,0.1462,0.1308,0.1154,0.1,0.1667,0.2333,0.3,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1333,0.1667,0.2,,,
"Central African Republic",,,,,,,,,,,,,,,,58.9,56.3,53.7,51.1,48.5,45.9,43.3,40.7,38.1,35.5,32.9,30.3,30.86,31.42,31.98,32.54,33.1,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,25.275,23.85,22.425,21,19.575,18.15,16.725,15.3,,,,,
Chile,,,,,,,,,,,3.1,2.9667,2.8333,2.7,2.1,1.5,1.65,1.8,1.5,1.2,1.25,1.3,1.55,1.8,1.7667,1.7333,1.7,1.4333,1.1667,0.9,1.0333,1.1667,1.3,1,0.7,0.6,0.5,0.65,0.8,
China,,,,,,,,,,,,,,24.4,23.1333,21.8667,20.6,18.0667,15.5333,13,13.0667,13.1333,13.2,12.2,11.2,10.2,8.4333,6.6667,4.9,4.5667,4.2333,3.9,3.3,2.7,1.8,1.4,0.3,,,
Colombia,,,,,,,,,,,,,,,,4.5,5.55,6.6,7.65,8.7,9.3667,10.0333,10.7,10.8,10.5,5.9,5,4.2,3.7,3.9667,4.2333,4.5,3.8,3,2.5,2.9,2.5,2.3,2.2,
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,3.9889,4.2778,4.5667,4.8556,5.1444,5.4333,5.7222,6.0111,6.3,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6,60.55,57.5,54.45,51.4,48.35,45.3,42.25,39.2,,,,
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,19.0667,18.2333,17.4,16.5667,15.7333,14.9,,,,,
"Costa Rica",,,,,16.4,14.2,12,9.8,7.6,5.4,6.0667,6.7333,7.4,5.3,5.7,4.8,4.6,3.5,3.7,4.2,3.1,2.4,3,3.2,3.6,3.4,3.2,2.9,2,2.1,1.2,1.6,1.9,0.7,0.7,0.7,0.6,0.7,0.6,
"Ivory Coast",,,,,,,,,2,0.6,1.6,2.6,3.625,4.65,5.675,6.7,6.0333,5.3667,4.7,5.7,6.7,7.7,7.55,7.4,7.25,7.1,7.65,8.2,8.75,9.3,9.85,10.4,10.2,10,9.8,9.6,9.4,9.2,9,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.9,0.4,0.5,0.5,0.6,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1333,0.1667,0.2,0.2,,
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.18,6.36,6.54,6.72,6.9,7.08,7.26,7.44,7.62,7.8,7.5,,,
"Dominican Republic",,,,,,,,,,16.3,15.5333,14.7667,14,9.8333,5.6667,1.5,1.6,1.7,1.8,1.9,2,1.9667,1.9333,1.9,1.1,2,2.3,2.7,1.7,1.3,1.2,1,0.8,0.6,0.7,0.7,0.6,0.6,0.5,
Ecuador,,,,,,,,,,,10,9.6714,9.3429,9.0143,8.6857,8.3571,8.0286,7.7,7.3,6.9,6.5,6.1,9.8,11.6,10.1667,8.7333,7.3,6.3,5.7,3.6,4.3,4,3.7,2.9,2.6,2.5,1.7,1.4,2.2,
Egypt,,,,,,,,,,,,,,1.1,1,0.9,0.8,0.7,0.6,0.525,0.45,0.375,0.3,0.36,0.42,0.48,0.54,0.6,0.6,0.6,0.6,0.6,0.5,0.4,0.4,0.4,0.3333,0.2667,0.2,
"El Salvador",,,,,,,,,,,,,11.2,10.75,10.3,9.775,9.25,8.725,8.2,9.3,10.25,11.2,8.9,4.8,5.6,5.5,8.5,4.1,3.5,1.7,1.1,2,1.7,2.3,1.1,1,0.7,0.6,0.4,
Estonia,,,,,,,,,,,,0.1,0.18,0.26,0.34,0.42,0.5,0.58,0.66,0.74,0.82,0.9,0.98,1.06,1.14,1.22,1.3,0.6,0.3,0.5,0.3,0.2,0.3,0.4,0.6,0.4,0.6,0.5,,
Ethiopia,,,,,,,,,,,,,,,,,,,26.2,23.7,21.2,18.7,16.2,14.62,13.04,11.46,9.88,8.3,8.4167,8.5333,8.65,8.7667,8.8833,9,,,,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.85,0.8,0.75,0.7,0.65,0.6,0.52,0.44,0.36,0.28,0.2,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,36,32.34,28.68,25.02,21.36,17.7,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,1.2,6.2,5.8,7,7.5,7.1,5.5,5.8,5.7,5.4,4.4,5.2,5,5.2,6.4,6.2,5,3.4,2.9,2.2,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,,,,,,
Ghana,,,,,,,,,,,13.2,12.7,13.9333,15.1667,16.4,15.6714,14.9429,14.2143,13.4857,12.7571,12.0286,11.3,10.8857,10.4714,10.0571,9.6429,9.2286,8.8143,8.4,7.7714,7.1429,6.5143,5.8857,5.2571,4.6286,4,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.2,0.3,0.4,0.3,0.5,0.7,0.9,0.6,0.3,0.8,,
Guatemala,,,,,,,,,,25,22.9,20.8,18.7,17.1889,15.6778,14.1667,12.6556,11.1444,9.6333,8.1222,6.6111,5.1,4.5,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.92,3.94,3.96,3.98,4,3.6,3.2,2.8,,
Guinea,,,,,,,,,,,,,,,63,48.3333,33.6667,19,19.8875,20.775,21.6625,22.55,23.4375,24.325,25.2125,26.1,25.62,25.14,24.66,24.18,23.7,21.02,18.34,15.66,12.98,10.3,,,,
"Guinea Bissau",,,,,,,,,,,,,,,22.7,25.55,28.4,27.3111,26.2222,25.1333,24.0444,22.9556,21.8667,20.7778,19.6889,18.6,20.0875,21.575,23.0625,24.55,26.0375,27.525,29.0125,30.5,,,,,,
Guyana,,,,,,,,,,,,,,,,12.5,11.25,10,8.75,7.5,6.25,5,,,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
Honduras,,,,,,,,,,,,,16.9,20.7,13.4,10.8,8.8,10.6,11.1,13.3,7.8,13.1,12.9,10.5,8.1,15.1,12.6,11.9,13.9,11.4,6.9,6.3,4.8,5.4,7.9,9.3,7.7,6.5,6.4,
Hungary,,,,,,,,,,,0.1,0.1167,0.1333,0.15,0.1667,0.1833,0.2,0.1909,0.1818,0.1727,0.1636,0.1545,0.1455,0.1364,0.1273,0.1182,0.1091,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.4,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,
India,20.15,19.575,19,18.425,17.85,17.275,16.7,15.525,14.35,13.175,12,12.0167,12.0333,12.05,12.0667,12.0833,12.1,11.8364,11.5727,11.3091,11.0455,10.7818,10.5182,10.2545,9.9909,9.7273,9.4636,9.2,8.76,8.32,7.88,7.44,7,5.65,4.3,,,,,
Indonesia,,,,,,,,26.7,26.1333,25.5667,25,22.4,19.8,17.2,17.1667,17.1333,17.1,15.5333,13.9667,12.4,17,21.6,9.5,9.2,7.9,4.3,4.4,5.4,4.4,6.5,4.8,4.3,3.6,2.9,2.4,1.9,1.5,1.3,1.3,1.1
Iran,,,,,,,,,,1.8,1.725,1.65,1.575,1.5,1.275,1.05,0.825,0.6,0.55,0.5,0.45,0.4,0.3571,0.3143,0.2714,0.2286,0.1857,0.1429,0.1,0.1,0.1667,0.2333,0.3,0.26,0.22,0.18,0.14,0.1,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3167,0.3333,0.35,0.3667,0.3833,0.4,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.3,0.3,0.4,0.1,0.5,0.3,,
Israel,,,,,,,,,,0.1,0.1091,0.1182,0.1273,0.1364,0.1455,0.1545,0.1636,0.1727,0.1818,0.1909,0.2,0.2125,0.225,0.2375,0.25,0.2625,0.275,0.2875,0.3,0.25,0.2,0.1667,0.1333,0.1,0.2,0.3,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.6,0.9,0.9,0.8,1.1,0.9,,
Jamaica,,,,,,,,,,,,2,1.45,0.9,1.4667,2.0333,2.6,2,1.4,0.8,0.7667,0.7333,0.7,0.7,0.7,0.7,0.55,0.4,,,,,,,,,,,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,
Jordan,,,,,,,,,,,,,,,,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,1.8,1.96,2.12,2.28,2.44,2.6,1.4,0.9,0.5,0.3,0.1,0.1,,,,,,,,,
Kenya,,,,,,,,,,,,,,,,7.9,7.15,6.4,6.1333,5.8667,5.6,6.3625,7.125,7.8875,8.65,9.4125,10.175,10.9375,11.7,,,,,,,,,,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.15,0.1,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.35,0.6,0.4,0.4,0.4,0.4,0.3,0.1,0.1,0.2,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,22.4,20.24,18.08,15.92,13.76,11.6,11.45,11.3,9.3,8.7,6.2,2.8,3.1,1.8,2,0.8,0.3,1.1,0.2,0.7,0.5,0.2,0.5,
Laos,,,,,,,,,,,,,,,,7.8,8.44,9.08,9.72,10.36,11,10.4,9.8,9.2,8.6,8,7.68,7.36,7.04,6.72,6.4,6.16,5.92,5.68,5.44,5.2,,,,
Latvia,,,,,,,,,,,,,,,,,,,,0.2,0.3375,0.475,0.6125,0.75,0.8875,1.025,1.1625,1.3,1.2,0.6,0.3,0.5,0.9,0.7,0.5,0.5,0.5,0.3,,
Lesotho,,,,,,,,,,44.2,44.275,44.35,44.425,44.5,44.575,44.65,44.725,44.8,43.2,41.6,40,38.4,36.8,35.2,33.6,32,31.975,31.95,31.925,31.9,31.875,31.85,31.825,31.8,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,25.7571,23.4143,21.0714,18.7286,16.3857,14.0429,11.7,,
Lithuania,,,,,,,,,,,,0.1,0.26,0.42,0.58,0.74,0.9,0.9364,0.9727,1.0091,1.0455,1.0818,1.1182,1.1545,1.1909,1.2273,1.2636,1.3,0.9,0.7,0.7,0.9,1.2,1,0.5,0.7,0.5,0.7,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,6,5.2,3.5,2.8,2.5,
Madagascar,,,,17.3,18.2846,19.2692,20.2538,21.2385,22.2231,23.2077,24.1923,25.1769,26.1615,27.1462,28.1308,29.1154,30.1,29.55,29,28.45,27.9,27.7,27.5,30.9,34.3,33.4,32.5,31.6,30.7,32.2,33.7,35.2,36.7,38.2,38.7,39.2,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,24.9,25.8714,26.8429,27.8143,28.7857,29.7571,30.7286,31.7,31.9667,32.2333,32.5,32.7667,33.0333,33.3,,,,,,
Malaysia,,,,,,,,0.6,0.5,0.4,0.3,0.3,0.3,0.2333,0.1667,0.1,0.1333,0.1667,0.2,0.1889,0.1778,0.1667,0.1556,0.1444,0.1333,0.1222,0.1111,0.1,0.1,0.1,0.1,,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.4429,2.2857,2.1286,1.9714,1.8143,1.6571,1.5,,,,,,,
Mali,,,,,,,,,,,,,,,,,,51.9,47.7571,43.6143,39.4714,35.3286,31.1857,27.0429,22.9,21.82,20.74,19.66,18.58,17.5,16.7333,15.9667,15.2,,,,,,,
Mauritania,,,,,,,,,,,17.4,16.7833,16.1667,15.55,14.9333,14.3167,13.7,9.9,6.1,5.94,5.78,5.62,5.46,5.3,4.875,4.45,4.025,3.6,3.375,3.15,2.925,2.7,2.4833,2.2667,2.05,1.8333,1.6167,1.4,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,
Mexico,,,,,,,,2.3,2.375,2.45,2.525,2.6,2.675,2.75,2.825,2.9,2.6,2.3,3.3,4.3,4.5,4.7,4.1,3.5,3,2.5,2.35,2.2,1.5,0.8,0.85,0.9,0.95,1,0.85,0.7,0.75,0.8,,
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.8625,3.225,3.5875,3.95,4.3125,4.675,5.0375,5.4,,,
Moldova,,,,,,,,,,,,,,,,,,,,,4.7,9.1,12.7,11.1,8,4,1.4,1.9,3.3,0.6,0.3,0.3,0.1,0.1,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,3,4.7,6.4,8.1,6.675,5.25,3.825,2.4,1.96,1.52,1.08,0.64,0.2,0.1667,0.1333,0.1,0.1,0.1,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.2,,,
Morocco,,,,,,,,2.4,2.0667,1.7333,1.4,1.0667,0.7333,0.4,0.5125,0.625,0.7375,0.85,0.9625,1.075,1.1875,1.3,1.3,1.3,1.1833,1.0667,0.95,0.8333,0.7167,0.6,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,47.3,46.3333,45.3667,44.4,43.4333,42.4667,41.5,39.8167,38.1333,36.45,34.7667,33.0833,31.4,,,,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,9.6167,9.0333,8.45,7.8667,7.2833,6.7,,,,,,,
Nepal,,,,,,,,,,,,,,,,,,,21.2,20.3625,19.525,18.6875,17.85,17.0125,16.175,15.3375,14.5,12.8571,11.2143,9.5714,7.9286,6.2857,4.6429,3,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,
Nicaragua,,,,,,,,,,,,,,,,,18.2,16.66,15.12,13.58,12.04,10.5,8.9667,7.4333,5.9,5.075,4.25,3.425,2.6,2.475,2.35,2.225,2.1,1.86,1.62,1.38,1.14,0.9,,
Niger,,,,,,,,,,,,,,,,34.1,38.6,43.1,42.4091,41.7182,41.0273,40.3364,39.6455,38.9545,38.2636,37.5727,36.8818,36.1909,35.5,32.15,28.8,25.075,21.35,17.625,13.9,13.8,13.7,13.6,,
Nigeria,,,,,,,,,17,18.4857,19.9714,21.4571,22.9429,24.4286,25.9143,27.4,28.325,29.25,30.175,31.1,29.7857,28.4714,27.1571,25.8429,24.5286,23.2143,21.9,21.8833,21.8667,21.85,21.8333,21.8167,21.8,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,
Pakistan,,,,,,,,,,,20.6,20.4,20.2,20,17.1,14.2,11.3,8.4,5.5,2.6,3.7,4.8,5.1333,5.4667,5.8,5,4.2,3.4,2.7,2.4,2.1,1.8,1.5,1.2,1.1,1,0.9,,,
Panama,,,2,3.43,4.86,6.29,7.72,9.15,10.58,12.01,13.44,14.87,16.3,15.15,14,13.25,12.5,11.75,11,10.1,9.2,9.9,8.5,9.4,8.8,4.9,4.9,4.3,4,4.7,2.8,1.5,0.9,1.3,1.3,1.4,0.8,1.2,0.6,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,28.1,27.0769,26.0538,25.0308,24.0077,22.9846,21.9615,20.9385,19.9154,18.8923,17.8692,16.8462,15.8231,14.8,,,,,,,
Paraguay,,,,,,,,,,,,,,0.3,1.3,2.3,3.3,4.3,5.3,4.9,4.5,4.3,4.1,3.85,3.6,5.3,3.2,2.1,2.5,3.3,2.9,1.6,2.2,2.1,1.9,1.1,0.9,0.9,0.7,
Peru,,,,,,,,,,,,,,,,,,,,,7.2,6.9,7.2,6.2,6.7,5.7,4,3.9,4.6,4.1,3.2,2.4,1.8,1.3,1.1,1.1,0.9,0.8,0.8,
Philippines,,,,,,,,,7.4,7,6.6,6.2,6.4,6.6,6.8,6.6333,6.4667,6.3,5.5667,4.8333,4.1,3.7333,3.3667,3,2.9333,2.8667,2.8,2.9,3,3.1,2.7667,2.4333,2.1,2.2333,2.3667,2.5,2.2,1.9,1.6,
Poland,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.2,,
Romania,,,,,,,,,,,,,,,,,,,,,,0.4,1.3,1.6,1.1,1.2,0.8,0.3,0.3,0.3,0.1,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,0.2,0.3333,0.4667,0.6,0.3,0.4,0.8,0.5,0.3,0.1,0.2,0.2,0.1,0.1,,,,,,,,,,
Rwanda,,,,,,,,19.2,20.3688,21.5375,22.7063,23.875,25.0438,26.2125,27.3813,28.55,29.7188,30.8875,32.0563,33.225,34.3938,35.5625,36.7313,37.9,36.54,35.18,33.82,32.46,31.1,29.62,28.14,26.66,25.18,23.7,23.7,23.7,23.7,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,,,,7.8,7.88,7.96,8.04,8.12,8.2,8.28,8.36,8.44,8.52,8.6,,,,,,
Senegal,,,,,,,,,,,,,,,36.5,31.4667,26.4333,21.4,20.7,20,19.3,18.6,17.9,17.2,16.5,15.575,14.65,13.725,12.8,12.8,12.8,12.8,12.8,12.8,12.8,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.3,0.1,0.1,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,
"Sierra Leone",,,,,,,,,,,,,46.8,45.0071,43.2143,41.4214,39.6286,37.8357,36.0429,34.25,32.4571,30.6643,28.8714,27.0786,25.2857,23.4929,21.7,21.075,20.45,19.825,19.2,18.575,17.95,17.325,16.7,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.4,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,16.075,14.75,13.425,12.1,10.775,9.45,8.125,6.8,,,
"South Africa",,,,,,,,,,,,,,,,,9.5,10.6333,11.7667,12.9,12.6,12.3,12,11.7,11.1,10.5,9.9,9.3,8.7,8.1,6.45,4.8,4.8333,4.8667,4.9,,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.5,0.6,0.4,0.6,0.5,0.9,0.6,0.7,0.5,,
"Sri Lanka",,,,,,,,,2.5,2.3,2.1,1.9,1.7,1.5,1.52,1.54,1.56,1.58,1.6,1.5714,1.5429,1.5143,1.4857,1.4571,1.4286,1.4,1.2,1,0.8,0.6,0.5333,0.4667,0.4,0.3667,0.3333,0.3,,,,
"Saint Lucia",,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,16.6,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,51,45.4167,39.8333,34.25,28.6667,23.0833,17.5,17.4,17.3,17.2,17.1,17,16.9,16.8,16.7,16.6,,,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.8,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.4,0.2,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,17.5,15.175,12.85,10.525,8.2,3.6,3.6667,3.7333,3.8,2.35,0.9,2.3333,3.7667,5.2,4.9,4.1,1,
Tanzania,,,,,,,,,,,,,,,30.6,32.3222,34.0444,35.7667,37.4889,39.2111,40.9333,42.6556,44.3778,46.1,42.4143,38.7286,35.0429,31.3571,27.6714,23.9857,20.3,19.075,17.85,16.625,15.4,,,,,
Thailand,,,,,5,4.6429,4.2857,3.9286,3.5714,3.2143,2.8571,2.5,2.15,1.8,1.45,1.1,0.8,0.5,0.4,0.3,0.25,0.2,0.4,0.4,0.3,0.2,0.15,0.1,0.1,0.1,0.1,,,,,,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,12.9,12.6167,12.3333,12.05,11.7667,11.4833,11.2,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,21.52,21.94,22.36,22.78,23.2,22.375,21.55,20.725,19.9,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.65,0.6,0.55,0.5,0.45,0.4,0.35,0.3,,,,,,,
