Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,,,,,,,,,,,450.702,399.5464,422.7826,422.8776,430.1564,529.6767,566.1182,582.9384,563.7856,587.4426,599.0391,588.3537,582.4424
Albania,880.8007,879.6512,872.4088,874.9446,866.7336,848.1306,817.3611,767.5823,768.2205,608.6555,681.3459,648.334,645.9021,633.6674,634.1674,634.1485,599.0849,605.7439,544.3279,527.5529,530.0326,528.6097,527.6944,525.0625,380.3377,373.1174,374.8972
Algeria,697.2207,684.2494,719.5881,718.4242,727.5309,721.2653,726.7879,751.9011,753.1796,755.5321,751.2983,755.2016,754.1673,745.6813,743.2615,739.8496,735.8636,734.3005,733.8178,740.5049,734.9377,739.2646,736.591,737.2849,743.9314,749.5821,750.7703
Angola,876.6937,831.0693,823.301,827.3231,798.7141,705.7177,690.2361,719.7906,683.7158,776.0704,733.4507,717.5063,702.701,715.537,690.081,694.0055,688.6735,677.9065,680.0009,672.3201,673.5793,663.0343,662.7775,670.5035,677.7458,656.111,650.3443
Argentina,626.0609,630.0395,620.6303,622.6253,622.9469,620.2942,613.5829,607.0563,604.6087,602.2367,512.8866,512.8392,509.2997,507.8715,503.7425,503.1119,501.9141,500.6463,498.924,501.0386,500.5642,498.6704,506.5417,499.8512,504.7479,501.6167,501.7138
Armenia,,,812.0955,760.976,780.9154,830.0824,817.8141,829.5107,820.1722,821.5506,809.8126,796.8559,797.5976,789.7685,790.7695,809.8067,812.2292,813.9576,816.9442,832.2222,836.5933,838.5768,832.8665,831.5887,830.8328,714.7253,832.6889
Australia,633.4224,637.9564,635.7042,634.3057,630.5823,625.9347,626.3906,615.4709,614.281,608.2466,594.6325,595.3067,593.3297,595.1737,589.8457,589.2334,600.6797,602.5638,606.025,607.4184,583.6907,591.0625,593.762,594.0914,593.3146,594.6432,552.6584
Austria,682.8819,680.5459,680.3828,670.6534,668.3451,672.6944,667.3015,658.7556,659.812,657.6983,644.821,639.1817,634.9932,634.8667,636.326,638.8216,638.3581,637.0437,649.1275,635.0604,623.6536,621.344,583.7251,581.7843,579.5174,570.7415,572.5727
Azerbaijan,,,757.4519,797.4519,769.9367,799.3253,780.4392,775.3776,763.3833,764.9076,763.9964,770.1887,752.227,747.9189,747.5963,745.1069,766.3294,760.0782,770.0387,763.659,755.2553,781.4524,783.2839,784.6327,782.6123,791.1029,774.9238
Bahrain,668.3797,789.0237,795.3257,837.6179,834.907,842.7464,843.6714,816.613,815.4527,813.8903,800.4311,786.5514,789.5367,785.312,782.2679,755.9086,751.9499,733.4339,732.5906,743.6097,734.0128,746.9757,745.5554,745.9729,739.7441,742.9849,743.196
Bangladesh,464.2781,462.7142,466.7767,472.1376,481.7752,482.3315,478.2403,482.6219,481.2624,493.9265,493.1973,487.6491,482.9801,478.6539,476.8776,468.279,463.6906,471.097,475.6082,480.4318,482.6269,482.8072,483.1237,482.6388,484.2189,486.0912,485.121
Belarus,,,792.2603,806.496,813.3057,775.7514,757.1351,767.4673,760.3391,786.5845,785.9796,787.9232,785.1129,780.3124,784.3304,788.5407,796.1787,794.4797,790.051,787.1738,770.03,772.0493,765.9581,763.9542,765.9462,765.1675,761.3092
Belgium,774.7456,759.6092,744.5781,741.0206,702.0156,689.5943,655.7919,666.1434,658.0435,652.265,647.0654,633.4415,630.3166,594.9081,593.2548,578.0039,533.7857,535.2442,539.7923,531.1695,528.6985,521.353,515.8839,541.2199,538.1906,535.9228,549.782
Belize,562.0243,551.2697,567.0365,577.2618,601.0742,602.5046,601.4965,604.0624,601.6673,483.7796,447.3574,443.7125,442.014,441.467,442.5472,444.3081,445.5088,387.1658,454.5843,447.7515,438.553,433.563,429.7385,433.3804,430.3761,431.0567,448.2649
Benin,518.407,523.9738,518.08,523.3269,515.2649,507.2029,499.141,491.079,483.017,474.955,466.9835,456.4277,479.5166,459.4521,461.8256,459.0274,456.8388,459.6505,448.2566,459.9959,455.8017,452.4382,466.5664,465.8899,464.6773,472.5694,475.3856
Bolivia,619.0961,619.0028,618.1628,617.5026,623.3713,627.3324,619.9124,612.1514,617.1871,594.7704,595.2278,593.2093,586.4502,592.2948,586.5132,577.947,590.788,593.8749,599.8755,597.1825,591.1196,600.6052,603.7098,601.4326,600.7616,589.0202,585.8626
"Bosnia and Herzegovina",,,,,,,,,,,,,566.7136,542.0645,513.2518,733.7608,575.6904,586.4681,582.8757,597.0711,590.3588,584.5249,583.0849,523.0048,521.3344,519.0387,525.4449
