Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.89434058,9.784961532,12.85674659,7.436755177,8.162950344,3.54052094,6.062408362,5.332408502,5.322798406,6.36285805,5.766018973,5.134983444,1.237397497,4.346088157,3.269312938,0.972734654,2.029909259,0.452487752,2.824867838,4.002605507
Algeria,-11.36713884,-27.21165374,25.32401523,3.55844586,3.590732649,-6.076904396,11.18272481,11.68980315,10.02003617,6.352169518,-9.949267716,28.02484476,3.225009945,7.702276046,4.34305592,7.566873096,5.289887246,8.667892057,5.867414514,1.005226063,2.790473391,6.530042301,5.963829191,5.447656561,3.770834398,1.460541652,-0.604965371,-2.083023665,4.401184298,0.688817933,-2.891092347,2.409803326,-0.907599023,-1.491265407,2.580520802,3.676833809,1.869367302,6.017696205,2.412002791,2.461972689,5.85554242,4.474692366,7.303287646,3.51304005,4.031601399,2.764019596,7.407747508,3.431414854,1.495602776,4.506220698,1.764334356,2.202062881,2.403983019,3.72749588,3.592568004,4.068594142
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18199183,-2.060553568,,,,,,,,,,,,,,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,-1.024779862,7.132999195,10.55388143,6.608343899,-0.744985793,7.176164279,9.568741791,2.567065235,3.422029382,5.772613465,1.952564184,7.117271759,6.468356264,-4.45486292,7.19928064,6.406554332,5.114367961,3.542589773,3.526266358,-2.915951263,-0.98591423,6.752476738,5.386894194,7.19940562,12.81473686,9.470193791,-0.428615369,-11.80347077,-5.666590633,-2.489602521,3.0693238,1.458134302,4.319152905,4.590751515,4.139242522
Argentina,5.477354598,-1.022893765,-5.250299106,10.18541521,10.61054558,0.731886552,-0.507147885,2.871130349,10.56625953,-0.114821076,10.89772735,-0.948256782,4.77616129,5.526593672,0.983233659,-3.294613524,6.078704219,-4.361171431,9.91468478,4.155555702,-7.091790065,-8.445947519,4.221450976,2.743595323,-7.757039588,8.885017352,2.790471591,-2.278766735,-11.36586055,1.969211191,14.04676285,13.25179698,6.509339205,5.67987192,-3.182427338,5.272803697,7.976931498,3.482118905,-3.503980195,-0.826686654,-4.579668025,-14.97104184,10.1485248,9.539879847,11.12530434,8.575629944,9.747259441,4.144798987,-6.492071242,9.67443254,6.584328154,-0.50583577,2.659174127,-2.394497545,2.787659998,-2.721287385
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.918449214,-53.17052201,2.653627253,16.49810235,6.813260901,8.964267243,6.615927696,4.390707331,3.090478227,5.681247951,9.884510352,13.94988381,13.67695036,10.05511101,15.24965709,13.8011844,14.48628678,7.387480115,-15.76158257,3.075314953,3.18463538,7.56598681,5.193130805,2.210602357,2.476067148,-1.593333071
Australia,2.5917531,1.582595837,5.954217528,7.024984396,6.210718702,2.304329219,6.326988056,4.731141935,7.057990155,7.165399688,4.097341692,4.082359963,2.571276124,4.35450278,1.45689222,2.113410323,3.608188716,0.888309549,3.975660223,2.82762264,3.595288129,3.372324825,-1.956883687,3.898894527,4.744966442,3.996140887,2.492438256,5.637722591,3.228463875,2.916525289,-0.431505057,1.114862238,4.578504455,4.118353239,3.302711271,3.837809501,4.118263528,4.66227995,5.064556129,4.095799008,1.995387955,3.925707126,2.978207201,4.076187607,2.281897423,2.730578888,3.086443649,4.063096444,2.382207563,1.615437336,2.064877447,4.730051128,3.243473144,2.477463279,3.068110365,2.791330824
Austria,5.533438807,2.648555549,4.138954109,6.125241939,3.479849918,5.659770453,2.898408924,4.306263828,6.388927458,6.052096497,5.208289481,6.052894012,4.842853728,4.24212431,-0.442352106,4.412224315,5.012066094,-0.214364993,5.481755987,1.858017558,-0.086870787,2.135710152,3.010923082,0.08204476,2.5755212,1.902599468,1.322986465,3.806180135,4.204255751,4.500149007,2.943707081,1.952474355,0.592972558,2.207999122,2.289872507,2.919255015,1.84695366,3.340205402,3.22598758,3.258808859,1.032985876,2.52617725,1.057116433,2.749758438,1.970590356,3.964511436,3.134069338,2.490293949,-4.519425178,2.811188359,2.294090813,0.509191142,0.277533512,0.593343181,0.210980694,1.857624186
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.10479646,-0.077092069,7.460402609,9.949268655,6.732855496,6.102489356,9.576786407,10.11445193,11.12272932,7.27718253,16.4283093,30.10355548,18.53161593,19.78679555,19.33336785,7.401465856,-2.173013948,4.43319108,6.89467132,4.774229985,,
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.685454919,-4.377451981,-1.110954467,-1.009546964,3.066793224,20.55942297,11.30527009,-16.96674852,7.89093941,5.919586579,3.851708234,2.493994071,2.614545227,-0.651404166,1.225754755,2.00904318,2.194221525,1.342434231,-0.50568299,-4.978140691,0.579545863,0.828970535,2.761726068,-0.630169137,-1.726195583,-1.324643334,0.010708758
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.905548916,3.712076211,-3.860867126,4.800172981,-3.312017102,5.168554078,4.134608004,-0.029861286,18.1184242,
