Country,2014,2015,2016,2017
Afghanistan,2.139454679,2.139454679,2.139454679,8.273984893
Albania,2.563190449,10.56270268,11.72357943,10.64107198
Algeria,20.57839963,20.57839963,20.57839963,20.57839963
Angola,17.40876082,12.62695595,12.62695595,12.62695595
Argentina,67.87052468,65.20782706,65.18117931,61.44468708
Armenia,4.036597463,4.876306352,2.265277542,1.784803864
Australia,72.34417421,74.48049567,76.34280399,72.95699773
Austria,56.04105745,62.44484914,67.58818575,68.26712315
Azerbaijan,3.104657629,1.928762685,2.525192009,3.280329723
Bangladesh,19.27624465,19.27624465,23.9851168,35.78617514
Belarus,11.21614163,13.78837122,12.35433659,9.109484192
Belgium,74.16828741,81.94038061,82.04065544,84.56070977
Benin,3.550783242,10.91717273,10.63522356,9.915735664
Bolivia,31.25208213,38.48488878,38.7070731,40.38936148
Botswana,23.43143297,20.52086804,24.91350365,19.7565942
Brazil,67.53784863,64.24968719,63.18770691,69.56668089
Bulgaria,27.46691185,25.78400227,26.41743322,21.79856348
"Burkina Faso",4.650139273,7.724551093,10.53681518,9.316538823
Cambodia,28.7945969,27.52242094,26.01941165,27.08261824
Cameroon,7.558052503,5.218224905,6.71038336,5.037077807
Canada,79.81434451,84.05259642,84.81396806,86.81016658
"Central African Republic",10.83339351,10.83339351,10.83339351,5.207331975
Chad,3.43611463,5.288703472,2.018057686,6.893957635
Chile,52.48368803,65.86581536,63.83838597,62.24166438
China,13.67905191,13.67905191,13.67905191,13.67905191
Colombia,49.83423157,53.53108124,57.90384571,44.29234351
"Congo (Brazzaville)",14.8816873,6.464725727,5.873332092,6.775734202
"Costa Rica",60.81574764,52.42220195,50.29486965,49.19530414
"Ivory Coast",4.185544759,2.809731557,3.036319075,9.198805305
Croatia,18.2345037,35.89957257,35.28677193,29.6306304
Cyprus,33.85156471,29.88056216,32.01416021,34.95684412
"Czech Republic",39.3646703,43.23190236,45.92553777,49.10660369
Denmark,69.8336106,75.83774239,77.3959697,85.87289886
"Dominican Republic",31.73806272,28.01847646,28.11007591,34.72780987
Ecuador,52.23098834,54.00865383,41.9534583,45.22902099
"El Salvador",43.89570612,42.6603073,35.71851187,30.02364403
Estonia,26.56643419,29.32358645,26.57448648,25.7902958
Ethiopia,2.460571734,3.51464415,4.089288907,1.582382637
Finland,64.72591963,68.27433557,74.42547935,75.19069389
France,59.39295318,66.33104089,72.80043532,71.85091481
Georgia,4.382488716,5.251889905,6.762393664,5.245881348
Germany,61.64080861,70.27104491,75.72771247,76.63718835
Ghana,3.118720114,7.410627991,8.542003414,7.444270541
Greece,24.37528043,37.39886993,38.19286256,27.78778972
Guatemala,28.60738138,29.75824939,29.53235136,27.99884514
Guinea,6.246456764,9.649602731,4.993186347,3.50621734
Honduras,27.25523943,29.6540831,27.5663139,42.84471609
Hungary,32.09332638,34.36887468,35.06022385,28.41899206
Iceland,82.20377116,82.20377116,88.59691591,87.59648911
India,25.69149734,24.22016732,20.93384881,21.50175909
Indonesia,1.673815703,2.583673522,3.449605028,9.355062961
Ireland,74.87352667,77.15402995,80.98388029,82.31349898
Israel,38.34594964,42.09219977,34.42418134,31.1762242
Italy,62.54880634,57.32797868,61.28192672,61.56182744
Jamaica,9.740322527,14.35864045,14.35864045,14.35864045
Japan,27.56052169,27.91881248,27.63067371,27.0695823
Kazakhstan,8.874743985,9.229883837,10.37064177,7.900463214
Kenya,11.24287879,14.1190217,7.576650052,14.09631113
"South Korea",17.95911792,24.20461199,30.77691402,30.97872872
Kyrgyzstan,2.870459087,5.002124244,11.22457266,6.229629915
Laos,40.72712579,40.72712579,40.72712579,40.72712579
Latvia,19.76495447,25.16673844,19.60554215,19.72255419
Lebanon,11.93876237,11.93876237,11.93876237,11.93876237
Lesotho,18.22919844,18.22919844,18.22919844,19.95677366
Liberia,5.306592703,3.560528445,3.29592519,3.470655352
Lithuania,20.26309997,19.74996671,16.65662775,15.83759684
"Macedonia (F.Y.R.O.M.)",11.69484533,8.87191215,9.20476883,4.925775304
Madagascar,9.355727623,5.595718532,2.299181496,3.621159111
Malawi,2.77168832,3.673146253,2.37731843,2.468928371
Malaysia,10.31894659,10.31894659,20.97230759,20.97230759
Mali,2.389043069,4.05372322,4.211569755,6.452112164
Mauritania,4.760490625,10.05791435,6.261438751,2.132878529
Mauritius,24.16374194,32.96399779,32.96399779,26.48775782
Mexico,53.20640144,60.35581647,47.98920797,50.80654229
Moldova,7.405037541,7.952970602,5.814095888,3.50544447
Mongolia,6.344626176,8.208593499,8.671029125,5.924920912
Montenegro,20.05923158,19.99175582,15.63196127,8.16326492
Morocco,7.206980506,7.206980506,7.206980506,7.206980506
Mozambique,38.43221207,38.43221207,26.95287505,26.95287505
