Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Colombia,..,,,,,..,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1
Lithuania,..,,,,,..,,,,,..,..,..,..,..,4.3,4,2.8,2,2.8,3.5,3.4,3.5,3.4,3.3,3.4
Russia,..,,,,,2.4,2,1.6,1.2,0.8,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,1,0.6,0.5,0.4,0.3,0.4,..
Australia,6.6,7.14,7.68,8.22,8.76,9.3,9.2,9.1,9,8.9,8.8,9.9,10.2,10.7,10.5,9.9,9.7,9.3,9,10.6,10.2,10.2,10.4,10.8,11.6,11.8
Austria,..,,,,,1.9,2.12,2.34,2.56,2.78,3,3.3,3.1,3.3,3,4.2,4.4,4.6,4.3,4.1,4.4,3.9,4.1,4.8,4.7,5.1
Belgium,7.4,7.52,7.64,7.76,7.88,8,8.08,8.16,8.24,8.32,8.4,6.7,5.7,6.4,6.8,6.2,5.6,5.5,5.6,4.5,4.4,3.8,3.6,3.6,3.7,3.6
Canada,5.4,6.1,6.8,7.5,8.2,8.9,8.44,7.98,7.52,7.06,6.6,6.7,7.1,7.4,7.1,6.7,6.1,5.6,5.7,7,7.3,7,7.1,7,7.1,6.7
"Czech Republic",..,,,,,..,,,,,2.9,2.7,1.5,1.6,1.7,1.8,1.8,1.4,1.3,1.8,2,1.9,2,2.5,2.1,1.7
Denmark,5,5.28,5.56,5.84,6.12,6.4,6.14,5.88,5.62,5.36,5.1,4.6,5.8,4.9,5.1,5.7,5.7,5,4.9,5.3,6,6.3,6.8,6.9,6.4,5.8
Estonia,..,,,,,..,,,,,..,..,..,..,..,1.9,2.5,1.8,1.2,2.9,3.2,3,2.8,2.6,2,1.8
Finland,..,,,,,..,,,,,5.7,5.5,5.5,5.3,5.3,4.9,5,4.6,4.7,4.9,5,4.9,4.7,5.1,5.5,5.6
France,..,,,,,10.6,9.94,9.28,8.62,7.96,7.3,6.9,6.6,8.5,8.3,8.6,8.6,9,9.1,8.8,9,8.6,8.6,11.4,11.5,11.9
Germany,1.4,1.76,2.12,2.48,2.84,3.2,3.4,3.6,3.8,4,4.2,4.4,4.4,5.3,5.9,7.8,8.6,8.4,8.8,8.2,8.2,6.3,6,6.2,5.7,5.5
Greece,1.7,1.88,2.06,2.24,2.42,2.6,2.72,2.84,2.96,3.08,3.2,3,3.5,3.2,4,4.3,4.4,4.3,4.1,4.7,5,5.4,7.1,8.1,8.5,8.5
Hungary,..,,,,,1.7,1.6,1.5,1.4,1.3,1.2,1.1,1.2,1.5,1.3,1.2,1.4,1.5,1.5,2.1,2.6,3.3,3.7,3.7,3.2,2.5
Iceland,..,,,,,..,,,,,3.8,..,4.9,..,..,..,1.9,2.7,3.3,6.1,7.1,7.6,6.9,5.8,7.3,6.1
Ireland,3.4,3.76,4.12,4.48,4.84,5.2,4.84,4.48,4.12,3.76,3.4,3,2.9,3,2.1,..,2.1,2.5,3,5.6,8.3,10.1,11.2,11.6,10.8,9.7
Israel,..,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,3.2,3.4,3.6,3.8,4,4.2,4.44,4.68,4.92,5.16,5.4,5.4,4.6,4.6,7.8,9,9,9.5,10.4,11.8,13.3,14.6,16.6,18.4,19.2,19.4
Japan,..,,,,,..,,,,,..,..,8.3,8.4,8.1,7.5,7,7.1,7.6,9.6,9.2,8.7,8.2,7.7,7.6,7.2
Latvia,..,,,,,..,,,,,..,..,..,..,..,3.2,2.4,1.8,2,4.1,4.2,4.4,4.7,3.8,3.2,3.2
Luxembourg,1.3,1.32,1.34,1.36,1.38,1.4,1.46,1.52,1.58,1.64,1.7,1.9,1.6,2,1.9,3.7,3.2,1.5,2.9,2.6,2.5,3.1,4.7,4,4.5,4.7
Netherlands,11.9,10.3,8.7,7.1,5.5,3.9,3.56,3.22,2.88,2.54,2.2,1.5,1.4,1.9,2.2,2.7,4,3.3,2.9,4,3.6,4.5,5.5,5.8,6.5,5.7
"New Zealand",7.2,7.44,7.68,7.92,8.16,8.4,8.52,8.64,8.76,8.88,9,8.6,8.4,8,6.2,5.5,5,5.4,5.8,6.9,6.4,6.5,7.1,7.2,7.2,6.7
Norway,5.8,6.06,6.32,6.58,6.84,7.1,6.2,5.3,4.4,3.5,2.6,2.5,2.6,3.2,3.6,3.7,3,2.3,2.2,2.2,2.3,2.5,2.3,2.3,2.2,2.2
Poland,..,,,,,..,,,,,..,3.1,3.9,4,3.9,4.1,3.5,2.8,2.1,2.1,2.3,2.6,2.9,3.2,3.3,3
Portugal,2.4,2.52,2.64,2.76,2.88,3,3.26,3.52,3.78,4.04,4.3,3.2,3.4,3.8,3.8,4.4,4.5,5.4,5.6,4.8,5.2,6.5,7.1,7.2,6.6,6.8
Slovakia,..,,,,,1.9,1.78,1.66,1.54,1.42,1.3,1.5,1.2,1.3,1.5,1.8,1.8,1.6,1.9,2.7,3.2,3.3,3.4,3.7,3.9,5.1
Slovenia,..,,,,,..,,,,,..,..,..,..,..,0.8,0.7,0.7,0.8,0.9,1.1,1,1.1,1.4,1.3,1.9
Spain,3.1,3.18,3.26,3.34,3.42,3.5,3.56,3.62,3.68,3.74,3.8,3.4,3.3,3.3,3.6,7.6,7.9,7.4,7.8,10.3,11.3,12.7,14.3,15.8,15.9,15.3
Sweden,3.9,4.82,5.74,6.66,7.58,8.5,7.86,7.22,6.58,5.94,5.3,4.8,4.6,4.6,5.2,4.4,11.6,11.5,11.2,11.7,11.4,10.9,11.1,11.2,10.6,9.1
Switzerland,..,,,,,2.8,2.62,2.44,2.26,2.08,1.9,1.6,1.6,2.7,2.9,3.4,3.8,3.1,3.1,3.5,3.7,3.8,3.9,3.7,4.1,4.2
Turkey,..,,,,,..,,,,,..,..,..,..,..,..,0.7,0.7,0.9,1.2,1.2,1,1,0.9,1,1
"United Kingdom",2.2,2.7,3.2,3.7,4.2,4.7,4.4,4.1,3.8,3.5,3.2,3,2.7,2.6,2.2,2.6,2.7,3,..,4.4,4.7,5.6,5.7,5.9,5.5,5.2
"United States",..,,,,,..,,,,,0.9,1,1.1,1.2,1.3,1.2,1.1,1,1.2,1.8,2.1,2.2,2.2,2.3,2.2,1.9
