Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,18000,18000,18000,18000,18000,20908,12427,21708,18944,17684,24000,30000,32491,34000,25000,25000,30000,33000,36000,38000,42000,40000,40599,41193,39346,43061,44245,41649,52558,53390
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3740,4280,3999,3861,3724,3360,3499,3805,3115,3132,3041,3369,3252,3764,4760,4211,3996,4720,4246,4495,3169,3759,3027
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,760,820,820,860,860,585468,647774,698533,729890,684665,703786,551270,585935,625153,617107,655880,643243,669692,687565,696003,705511,715442,736678,752574,763905,765166,770658,763051,701960,634298
Bulgaria,280,440,320,440,560,800,640,1320,1300,1270,1240,1210,1190,1160,1130,1100,1080,1060,1030,1000,980,950,924,900,15670,17245,15920,15790,17723,17100,16701,14606,12777,10074,7858,7798,7980,10092,8782,8357,6957,10101,14395,11596,11581,11510,12443,5178,3744,9597,9919,4877,5991,4953
"Burkina Faso",,,,,,,,,,,,,,,,,,500,1000,1000,3500,2500,3500,3000,3000,3000,3000,6000,6000,6500,7500,7500,7500,7800,8359,9791,9000,11114,9419,14977,16225,16635,18904,20396,22321,24190,11620,12020,12550,32587,102600,72600,122600,98224
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,840,840,840,840,1000,1289,984,1050,1150,1173,1200,1184,1300,1400,1500,1600,1700,1800,1794,1800,1900,1900,1900,2000,1977,1949,1929,1900,1934,2003
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,20,40,50,60,70,100,110,110,110,110,110,111,112,113,214,214,213,212,212,213,214,213,211,213,223,253,270,269,297,250
Chile,,,,,,,,,,,,,,,,,,,,,,,,,8700,8200,7200,9000,9300,10400,11636,11569,11455,11553,11660,12100,13350,13690,13971,14366,14478,15391,16435,17705,18568,19286,24583,22778,25748,30097,32709,36139,36725,43282
China,,,,,,,,,,,,,,,,,,,,,,,,,146800,155000,167600,179400,160400,157613,184356,181945,259778,259050,268249,275122,293799,309200,318300,317200,332450,354464,373084,408429,423720,463233,508350,598113,651620,768267,876523,969271,791599,815801
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,125,130,135,137,148,210,220,203,212,222,233,261,211,259,266
"Costa Rica",,,,,,,,,,,,,,,,,,,100,100,150,300,500,850,600,750,1000,1300,1200,8356,8988,9188,6680,6700,6300,5800,6000,2746,2088,3490,3490,3996,2418,1415,1335,1286,1286,621,620,620,615,230,230,315
"Ivory Coast",8000,8000,8000,8000,8000,8000,8000,8000,8000,8215,8000,8000,8000,8000,8000,8500,9000,9000,9000,9500,13000,15000,20000,20000,22000,30000,30000,20000,40000,30000,40000,45000,70000,70000,145382,103665,108399,95737,208889,176916,142323,300420,300272,408250,528344,658750,774308,859350,884187,979241,1047354,1196658,1296545,1409468
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225,5872,4919,5334,7707,4898,6166,6190,5786,4242,5865,4107,3800,8120,7769,7973,9282,10278,7102,7486,7249,6461,7534
Cyprus,6052,6066,6080,6160,8874,8888,9916,12422,9908,9124,9124,9727,9713,8776,8375,8535,8601,5091,5225,5360,5766,5766,5820,5834,4334,4348,4368,4430,4515,4570,4570,4580,4585,3650,3730,3820,3820,3920,3950,3865,3885,4180,5195,5510,5572,5649,5585,4025,4516,3472,3465,3121,3051,2786
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,4400,4678,4300,2637,4400,4117,4300,4100,1000,1000,1000,1000,1400,1409,1400,1261,830,538,604,624,582
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,12600,12600,12500,12500,12500,12058,12268,15481,,,,,,,,,,,,,,,,,,,,,,
"North Korea",2500,2500,2500,2500,2500,2500,2500,3000,3000,3000,3000,3000,3500,4000,4000,4000,4000,4000,4000,4500,5500,6000,6500,6500,7500,7500,8100,8100,8500,8479,8746,8550,8050,8153,7944,8519,9151,9400,9683,9791,12300,12471,12800,13700,13500,14000,13000,15000,13268,12905,12000,12500,12500,12873
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,5,6,6,5
"Dominican Republic",,,,,,,,,,,,,,,,,,,,,,,,,5000,5000,5000,5000,5000,4841,5712,5714,5715,5716,5717,5719,5454,5448,5500,5518,5539,5561,5800,5955,6015,6074,5900,6900,7400,6230,5176,7500,7500,7082
Egypt,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,1200,1200,1200,1200,1200,1300,1600,1700,1700,1900,1931,1877,2100,2145,2181,2200,2238,2300,2312,6528,7280,7300,7267,7292,7513,7544,7727,8119,9222,7832,6676,7229,7311,7494
"El Salvador",1750,1750,1800,1800,1850,1850,1900,1950,2000,2050,2100,2150,2200,2250,2050,2050,2100,2590,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,3500,3990,4000,4300,5320,3500,3500,3500,3500,3600,3387,3357,3269,3194,3110,3700,2774,2542,2319,2104,1901,1710,814
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,58000,58000,58000,58000,58000,58000,58000,58000,,,,,,,,,,,,,,,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,36050,36650,36665,34100,28420,28650,23061,25488,26038,25545,25049,23778,20176,20934,22281,24583,24735,26145,26775,27286,27690,27866,28102,28753,22049,31363,31530,31736,32773,33599
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2300,2500,1735,1650,1512,1405
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13900,14700,12700,10800,15800,15320,17942,18155,16661,13683,16163,19030,8772,17509,16395,19980,14481,17858,20498,21369,17502,29604,25124
Germany,,,,,,,,,,,,,,,,,,,,,,,,,5280,5280,5250,5280,5140,5120,5120,5120,5120,5120,5120,4471,3500,4500,5161,6000,4500,5205,4942,5116,5160,5201,5258,5273,5342,5228,5269,5310,5351,5391
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2600,2600,2600,2600,2600,2600,3600,5380,6570,18300,27841,24217,24072,18823,23942,37050,52118,59029,66277,70200,60200,67547,73479,90250,84133,88570,94480
Greece,,,,,,,,,,,,,,,,,,,,,,,,,80520,80555,78730,76895,75400,73870,69910,67300,65895,71100,72000,64550,68087,64100,64300,70150,63063,43420,42870,41159,41226,41185,40364,44500,37179,38271,38629,35868,35079,37320
Guam,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,45,45,45,45,45,45,45,45,46,47,48,49,48,50,55,60,63,65,70,70,72,71,72,74,75,77
Guatemala,,,,,,,,,,,,,,,,,,,8,13,15,125,150,240,300,400,1890,1890,2240,2730,3850,3920,4200,4270,4410,4480,4550,4550,4550,4620,4620,4620,4620,4620,4620,4650,5000,5500,6300,6799,5625,5681,5771,5859
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,3000,3500,3500,3000,3000,3000,3000,2839,2000,2000,2062,2057,1893,1758,1463,1500,1600,1900,2300,5000,5500,6000,6200,7240,6910,7325,7369,7512,7531,7971
"Guinea Bissau",10000,10000,10000,10000,10000,10000,10000,10000,10000,12000,12000,12000,12000,12000,12000,12000,14000,14000,14000,16000,22000,22000,22000,45000,47000,50000,55000,55000,80000,80000,64580,80000,75000,80000,90000,105000,150000,160000,190000,210000,218743,212000,205364,211147,213000,212000,210410,215000,218000,228299,240157,223000,254838,290000
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,600,750,1100,1260,1050,1114,1130,1146,1161,1176,1190,1206,1219,1231,1200,1500,1304,1300,1295,1291,1300,1316,1318,1321,1305,1338,1400,1358,1366
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,9180,9195,7715,7690,7565,7161,6763,6209,5314,6018,5051,7383,5717,6436,7979,8918,6801,4420,5139,5499,5495,3447,3816,4389,4646,4994,5111,5120,5120,5140
India,214000,214000,230000,231000,246000,259314,261524,273107,276698,297171,314732,336034,343294,361887,378443,392653,389702,408895,439692,467376,484465,503043,514492,518953,526768,538379,544998,549395,553787,555469,557649,559949,587500,593400,605800,664120,688950,704950,736300,716200,730200,780200,800500,810500,850800,867800,884800,898800,923800,953800,984000,1010500,1023000,1042000
Indonesia,,,,,,,,,,,,,,,58390,69434,71925,82511,87541,116808,138463,187542,193563,271240,158444,184668,165632,185621,205177,234806,290122,294486,316024,357098,368378,412379,678906,705788,702866,766842,774234,791411,785958,772630,788918,775385,779784,790627,789570,784900,781500,788800,768600,739900
Iran,44550,44600,37700,37650,42650,48650,44650,64150,64150,64150,63940,79500,84900,85850,85900,89800,86900,123900,132900,149500,153110,129422,142592,143740,149955,159507,163686,176361,185026,216700,228252,241895,289614,301625,354903,347386,375986,401901,406395,436611,458498,485177,443490,677006,691086,654110,531728,405146,405353,405833,458214,470794,489597,494214
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,3020,3020,3020,3020,3020,3124,3196,3604,3706,3608,3465,3284,3269,3327,3140,2970,2963,2700,2570,2682,2399,2970,2800,2600,2558,2498,2457,2289,2345,2374
Israel,1000,1100,1200,1300,1700,2300,2700,2900,3200,3200,3500,4300,4900,5600,6000,5400,5800,5570,5190,5320,4631,4850,4770,4570,5000,4430,4260,4200,4220,3926,3818,3730,3610,3290,3110,3330,3050,3369,3345,3322,3310,2521,2143,2893,2971,3058,2349,3100,4800,1980,1937,2432,2710,2857
Italy,401600,396800,393600,390800,386900,385700,386800,385100,382500,381100,364100,334800,324400,326700,319600,311400,306000,298600,296900,291200,287600,283000,212098,210112,229699,231540,229078,213535,218087,217450,221905,218624,217899,204406,201404,198511,199669,199297,190411,188248,186514,187471,186193,184584,182752,182703,183422,183797,183087,175831,177714,159807,158451,157066
Japan,11000,12300,16100,22600,27100,29800,33500,36100,37700,39000,40500,41700,43200,44200,44300,43600,43300,43200,43800,44100,43800,43500,43300,42900,42200,41400,40600,35900,38300,37600,36700,35500,34400,33300,30100,29200,28300,27500,26900,26400,25900,25600,25300,24300,23800,23300,23000,22500,22100,21700,21400,21000,20600,20200
Jordan,1600,2500,2500,2500,2633,3014,3120,307,54,277.5,501,328,104,511,802,161,371,325,491,235,128,130,278,268,914,439,542,533,525,522,522,510,477,258,260,260,471,473,473,490,491,494,494,495,480,480,313,633,563,617,603,603,599,610
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,640,652,857,912,809,800,1061,895,734,792,596,607,497,461,554,805,1090,904,915
Kenya,11200,21200,21200,27200,27200,29200,35200,25200,21200,69200,51200,36200,46200,46200,66200,74200,86200,86200,53200,44400,41650,32900,24100,34300,26800,31800,26800,38300,37900,24700,36300,28633,22637,17800,17632,32991,33280,33538,33407,37290,34739,30663,30613,35929,35074,34770,35265,35500,33831,33422,34222,34602,25495,25581
Kiribati,210,210,220,220,220,225,225,225,230,230,230,230,230,230,230,235,235,235,235,235,240,240,240,240,240,250,250,250,250,250,250,250,250,260,260,280,287,296,300,310,320,326,330,340,350,350,370,380,380,400,386,385,405,407
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,4019,4122,4248,3983,3979,4381,4598,5030,5296,5451,5004,5738,5837,6916,8345,8591,8757,8580,8863,9051,9199,9382
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,20,20,20,20
Lebanon,1950,2650,2650,1170,1970,2083,918,583,635,1004,1045,1082,794,972,1010,1060,1160,1270,1390,1490,1490,1490,1530,1485,1700,1780,1860,2050,2320,2437,2650,2746,3503,3685,4462,4901,6552,7700,7300,7925,8126,7643,7906,7531,7692,7665,7660,7678,7862,6936,7132,7214,7122,7100
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2374,2395,2419,2459,2486,2500,2563,2607,2649,2762,2754,3250,2600,2650,2700,2750,2773,2841,2891,2915
Libya,,,,,,,,,,,,,,,,,,,,,,,,,30000,45000,60000,60000,60000,61960,58000,57371,56000,54970,53000,53098,52558,51928,52000,51872,52639,51591,50440,50000,50500,51000,51500,52000,52500,53000,53000,55000,58838,56761
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,74,74,76,76,76,76,76,76,12,12,12,12,12,12
Madagascar,10000,10000,10000,10000,10000,10000,10000,10200,10200,10200,10500,10500,10500,11000,11000,11000,11300,11500,11500,11500,11600,12000,12000,12000,12200,12500,13000,13300,13900,14300,15100,16300,14500,16000,15900,16500,17020,16510,17020,16510,16871,16972,16829,16740,16693,16715,17020,19020,15315,16206,18155,19750,19750,19915
Malawi,,,,,,,,,,60,80,100,100,120,160,200,300,400,600,800,1200,1500,1700,2000,2100,2200,2200,2200,2400,2200,2200,2210,2300,2100,2000,2100,2094,2050,2100,2000,2200,2400,2650,2800,2950,3000,3204,3900,3200,3426,3566,3699,3804,3908
Malaysia,2000,2000,2000,2000,2000,2000,2000,2100,2200,2398,2008,2100,1878,5559,6229,6825,6349,5425,3441,2932,994,399,2555,4171,3500,2634,3867,5231,7186,5300,5800,6400,6500,6489,7000,6745,6823,6899,6972,6881,6915,6951,6977,6992,7015,7043,7000,7135,7192,7248,7304,7200,7383,7477
Maldives,200,200,200,200,200,200,200,200,200,200,205,210,215,220,225,230,230,235,240,245,250,255,260,265,270,275,280,285,200,208,185,203,220,250,300,319,320,350,359,320,310,260,270,300,350,390,400,410,434,435,430,430,410,430
Mali,,,,,,,,,,,,,,,,,,,,1790,68,680,250,525,1663,1758,1673,1500,1500,1500,1500,1500,1500,1500,2344,2725,3673,5071,5811,7267,8277,11000,14845,15587,16458,18739,15700,11100,9000,10900,11253,10887,30897,37972
Mexico,2045,1736,1932,2002,2748,2841,2968,3548,4508,4847,7571,10286,11538,13247,14338,14855,19246,19504,21873,27516,32181,28289,26982,29872,29147,38535,34867,35448,35277,41468,38648,39388,40056,41699,46836,48170,46187,88925,92830,93398,96404,100492,107007,109283,112968,113188,115905,124818,126566,129985,128656,131212,134510,137805
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,500,820,750,1800,1990,1295,2300,1806,1857,1861,2022,1719,1980,2007,2018,2034,2050
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,400,415,485,400,452,400,400,400
Morocco,,,,,,,,,,,,,,,,,,,,70000,89000,90000,91300,92100,99000,99800,100300,108600,108900,112149,114386,122700,123500,130200,135500,140300,144700,144600,144332,142800,142600,139241,136070,139100,146450,148470,150062,149227,141207,147112,151436,155990,162383,166061
Mozambique,180000,180000,230000,230000,210000,190000,180000,300000,250000,290000,320000,320000,360000,340000,300000,200000,150000,110000,120000,130000,130000,110000,63000,36000,43700,52000,61000,75000,85000,40000,54000,85000,45000,45000,55000,75000,60000,65000,70000,69000,70000,65000,75000,60000,120000,75000,90000,102000,77000,110000,140000,80000,95000,80000
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,720,750,750,780,800,850,900,1000,1250,1500,1500,1550,1623
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,750,770,800,830,850,880,900,941,965,1000,1011,1061,1055,1102,1123,1147,1158,1183,1242,1302,1714,1754,1789,1933
"New Zealand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,859,844.75,830.5,816.25,802,787.75,773.5,759.25,745,730.75,716.5,702.25,688,673.75,659.5,645.25,631,616.75,602.5,588.25,574,542,499
Nigeria,15000,24000,25000,31000,35500,37000,38500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40100,40300,40100,40100,40100,52500,77500,92500,122500,137500,160540,187709,258337,257582,241444,261948,267820,275716,279627,294569,311550,322600,332700,332700,362750,378383,344839,370212,376974,383450
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8753,8130,6936,5040,6311,6595,6363,5855,4720,4115,4221,5059,4472,3118,1338,2574,2956,2962,2845
Pakistan,6550,6800,7050,7300,7550,7700,7850,8300,8550,8800,9050,9300,9550,10000,10150,10400,10550,10700,10815,10964,11083,11172,11293,11500,11914,12033,12241,12321,12499,12541,16677,17761,18424,19676,19890,19943,19997,20062,20113,20159,20189,18071,17337,17844,17912,17729,17929,17712,17424,17072,17605,16527,16381,16419
"Papua New Guinea",4000,4200,4400,4500,4600,4800,5000,5200,5400,5500,5600,5700,5800,6000,6200,6400,6600,6800,7000,7200,7400,7600,7800,7900,8200,8200,8400,8600,8800,9000,9000,9200,9400,9500,9500,9550,9600,9650,9700,9800,9822,9827,10000,11500,12000,10000,10000,10000,10000,10000,10000,9774,9793,10128
Peru,1950,2020,1500,2100,1880,1700,1550,1372,1478,1791,1830,1451,1625,1679,1692,1600,1645,1625,1625,1540,1790,2015,2087,2215,4554,5525,7515,5535,9589,6134,6007,5546,5574,5477,6197,5325,5348,5642,10562,9678,9366,9506,10289,10615,10749,12107,12813,13380,13411,12842,12978,12792,12810,12821
Philippines,,6100,5100,4480,4470,3960,4500,4620,4580,6900,6160,6560,6200,5680,5590,6410,6920,6540,6720,6680,9700,9720,9670,9830,13900,13940,13880,14040,11748,28146,27828,28025,27825,29909,30453,30855,30800,30793,30737,29831,29873,29772,29884,29847,29805,29740,29704,29668,29589,30272,30496,30905,31333,31002
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,188,400,500,400,500,600,700,757,1500,1827,2000,2500,5248,4644,4966,8586,22588,22714,22769,32634,30040,20215,7018,6796
Portugal,83080,91080,74300,82350,87400,93700,95740,98890,99050,99260,75556,75820,76300,69819,70349,70463,70784,71021,64328,64515,63735,62177,61395,61519,61764,61153,62763,63710,64090,65380,69260,73920,66809,71002,71009,71503,78142,78822,80389,85448,90833,80077,89724,95910,75377,74392,72475,68839,69624,69043,69075,68219,69961,72094
"South Korea",1375,1375,1730,1830,2145,2265,2280,2680,2670,2990,3770,3850,3850,3450,5770,6270,19265,26000,36020,38150,35600,32080,34000,33300,34720,31305,31810,37040,37235,39010,39346,43980,33710,44150,42899,49142,56511,50450,45244,43603,44699,40268,38400,41983,41454,46010,45666,44873,47296,45508,43319,44150,46582,42800
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11800,12350,11108,10351,9518,7144,6335,6067,4960,4228,4532,4412,3975,4536,4376,4623,4759,4767,5295,5559,6045,7223,15373
Romania,,,,,,,,,,,,,,,,,,,,,,,,,3500,3000,2800,2500,2500,2412,2400,2600,3609,2600,2606,2463,2426,2394,2438,2178,2071,2093,2041,1878,2095,1685,2122,1733,1537,1497,1451,1584,1643,2009
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,8000,18000,18000,17000,16200,15500,12500,23000,25000,10000,10000,22000,15000,13200,12700,6500,6300,6400,5841,5330,5484,6493
Senegal,1500,1500,2000,1500,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5700,7500,5000,12500,8500,10500,9000,13732,11517,17907,27035,57044,27054,17063,18056,19102,19696,19738,19767,18300,18400,18600,18800,19000,19500,21097,21134
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,15000,16000,16000,13000,15000,12000,4787,4787
"Serbia and Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11935,12291,12569,10948,14408,12709,9704,13900,13771,9300,6200,13600,12625,11862,,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,3900,3800,4500,3800,5300,3800,3000,3800,3500,3700,1100,1000,1144,1135,1114,1274,1274,1703,98,142,144
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,275,255,170,125,85,91,94,93,93,78,104,105,205,138,174,172,191,214,246,282,295,315
"Solomon Islands",200,200,200,200,200,200,260,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,220,227,230,234,240,250,260,270,275,280,285,280,280,300,300,300,300,304,315,316
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,190,190,190,360,360,700,700,938,1030,1560,1917,2100,2300,2500,3000,3300,3400,3650,3750,3900,4000,4173,4300,4600,4700,5000,5300,5491,5497,5669
Spain,227290,230367,232863,241067,239591,234882,234184,247279,241776,292865,288626,360617,411626,450353,464719,482684,495756,515813,543420,551929,555745,561093,563376,568002,607600,610100,618881,607800,626580,630164,651847,635433,651037,646730,639983,644786,671715,674299,667537,710509,699246,689644,685584,661007,662944,617202,603404,611101,616174,603708,589121,587764,594461,588009
"Sri Lanka",,,,,,,,,,,,,,,,,,,,26000,25000,25000,20000,20000,27000,26000,27000,29500,28000,26000,25000,24000,24502,23000,19588,20807,21141,20640,21200,23060,23580,23750,22390,22640,22790,19950,21890,22470,21840,22710,23090,22728,21566,21490
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,863,895,932,1800,720,520,500,837,800,843,830,830,840,840,820,752,788
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,2000,2700,2200,2100,1700,800,600,1400,450,800,785,1800,1790,1409,1500,2500,1500,2300,1800,1500,800,800,1500,1150,1530,1550,1600,1600,1600,1600
Syria,14000,12000,10804,12140,13250,13968,14400,14051,14817,13803,14334,14363,15279,14995,17486,21989,24770,27507,33644,42355,47038,47849,48800,54600,25066,27300,28700,32500,33100,35400,39100,44400,31100,33730,34700,49096,40543,41100,41656,52247,51452,71679,72621,79969,82332,84404,75456,81327,83714,90178,95949,134537,134552,134945
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8050,7093,7114,7057,6948,6600,7000,6618,6568,7415,6466,5801,5985,6267,6194,6111,6213,6215,6400,6400,6600,6200,6200
Thailand,500,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2500,3500,4500,5500,6500,7500,8500,20400,21400,22400,24136,21600,21985,27800,28118,29855,31816,33164,35000,36031,37000,38086,44811,40569,38422,44415,45444,52968,47280,43893,43089,41536,39433,32508,29858,28798,28233
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244,2162,2130,1930,2250,2387,2164,2431,2434,1961,2122,2950,4128,4599,5705,5792,5620,6293,7719,7796,7456,8193,6964
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,250,250,400,650,400,750,450,480,850,950,170,180,260,240,200,250,350,400,424,450,1000,1500,2500,3500,4700,4750,4920,5029
Tunisia,85000,98000,85000,120000,120000,140000,110000,180000,100000,188000,189700,192055,194200,197050,201877,206300,208320,210060,213380,159400,176774,167700,258350,310000,161014,162007,164007,168792,175821,173761,181063,198599,198652,202054,203252,200054,196254,196054,214054,223444,223994,218394,152054,177055,226054,214055,225055,202191,232079,201799,223428,221388,218238,221378
Turkey,328464,337025,340179,350155,355691,360256,365844,336542,336343,340195,347231,358149,367556,388513,397909,406432,412805,416988,436003,427948,426315,424539,428296,431999,431620,441971,449789,456006,453090,462688,443021,437946,458370,463988,479515,477956,482565,484264,489431,492233,496612,506310,529689,556485,560976,564185,614196,595446,607784,623268,627868,638698,1085249,1092216
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1832,1900,2100,1800,1750,1800,1920,1900,1900,1800,1600,1400,1500,1900,1800,1900,1900,2000,2000,2050,2000,2000
