Country,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.79000092,33.56,34.33000183,32.68999863,35.90999985,37.81000137,38.29000092,
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.16999817,61.46,63.75,49.47999954,51.65,53.82,55.99,58.16,60.33,62.5,64.67,66.84,69.01000214,11.67000008,,
"American Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,25.94000053,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.76999664,93.76000214,93.76000214,93.76999664,93.76999664,93.76000214,93.76999664,93.76000214,,,,,,,,
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.22000122,80.75,83.13999939,85.18000031,84.36000061,87.27999878,88.01999664,89.05000305,88.83999634,89.22000122,88.94999695,89.73999786,87.12000275,87.16999817,88.05000305,88.48999786,88.65,88.80999756,89.73999786,89.98000336,87.98000336,89.48999786,89.94000244,90.75,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.08000183,46.58000183,44.95999908,43.79999924,44.49000168,48.31999969,43.09000015,48.84000015,46.91999817,49.63999939,48.36999893,48.81999969,50.59,52.36000061,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.11000061,95.11000061,95.11000061,95.11000061,94.9867,94.8633,94.73999786,94.5386,94.3371,94.1357,93.9343,93.7329,93.5314,93.33000183,93.8167,94.3033,94.79000092,96.12000275,,,,,
Australia,,,,,,,73.45999908,74.05999756,73.37000275,75.62999725,75.18000031,76.05999756,77.62999725,77.61000061,78.23999786,78.93000031,79.04000092,79.44000244,78.62000275,79.94000244,80.43000031,80.88999939,81.54000092,81.62000275,82.22000122,82.22000122,82.90000153,83.31999969,84.01000214,84.43000031,84.23999786,84.55000305,85.11000061,85.48000336,85.52999878,85.91999817,86.13999939,85.88999939,86.77999878,87.19000244,87.69999695,87.61000061,88,88.26999664,88.62999725,88.54000092,88.66000366,88.80999756,89.23000336,89.45999908,89.76999664,90.01000214,90.68000031,90.44000244
Austria,,,,,,,,,,,,,,,,,,,,,65.62000275,66.83000183,67.5,68.16000366,68.37000275,69.33999634,70.15000153,70.23999786,70.36000061,71.62000275,73.04000092,74.84999847,74.26000214,75.80000305,77.62000275,78.48000336,78.97000122,79.37000275,79.83000183,80.81999969,81.08000183,81.65000153,81.76999664,81.26000214,81.37000275,82.47000122,83.33999634,83.48999786,82.83999634,83.05000305,82.76000214,82.69000244,83.61000061,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.58000183,46.38000107,50,53.13999939,52.65000153,53.68000031,53.97000122,52.68000031,54.24000168,53.20000076,50.29999924,49.38999939,49.88999939,49.88000107,50.45000076,51.18000031,52.06999969,
