Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bulgaria,13.11037,16.76708,17.57396,17.27908,15.31143,15.13059,16.13808,19.67544,15.98357,16.701,16.49181,16.7218,16.9518,17.1818,17.4118,17.6418,17.8717,18.1017,18.3317,18.5617,18.79169,14.40011,15.89511,18.13206,17.69536,18.15598,20.17427,17.2672,14.36013,14.8567,15.3532,15.8498,15.19467,19.69626,21.27294,16.85969,17.28856,16.43187,19.40024,20.69422,14.80771,16.97615,17.8056,15.91611,,,,,,
Bahrain,4.58422,4.40986,10.46193,10.802,11.1421,11.4821,11.8222,12.1623,12.5023,12.8424,13.1825,13.5225,13.8626,14.2027,14.5427,14.8828,15.2229,15.5629,15.903,16.2431,16.5831,16.9232,17.2633,17.6033,17.9434,18.2835,18.6235,18.9636,19.3037,19.6437,19.9838,20.3239,20.6639,21.004,21.3441,21.6842,22.0242,22.3643,22.7044,23.0444,23.3845,23.7246,24.0646,24.40469,,,,,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.67875,25.47756,26.71441,20.189,20.1315,20.0739,17.1275,17.29592,17.87294,17.58319,16.89418,16.75625,16.10117,16.47839,,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41435,6.52924,7.5888,8.6483,9.7079,10.76745,10.3729,9.9783,9.5838,9.18919,10.91408,8.66601,10.3002,11.9344,13.56864,12.98805,11.81363,10.06137,9.47148,,
Bermuda,,,,10.69286,11.1074,11.52198,12.6335,13.745,14.8565,15.9681,17.0796,18.1911,19.3026,20.4141,21.5256,22.63716,25.1316,27.626,30.1205,32.6149,35.10937,27.30661,23.01425,19.4872,15.9602,12.4331,8.9061,5.379,1.85199,2.8213,3.7906,4.7599,5.7292,6.6986,7.6679,8.6372,9.6065,10.5758,11.5451,12.5144,13.48375,14.6712,15.8587,17.0462,18.23369,17.8174,17.4012,16.98494,,
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,25.46756,24.1243,22.7811,21.43783,21.06649,22.07378,21.58902,23.5896,21.2549,18.92012,18.99504,16.66423,16.17167,15.91005,15.98869,16.39821,16.76335,17.303,18.60182,19.27436,21.454,,,,
Barbados,,13.18595,12.87168,13.01985,12.81771,16.4652,20.11263,22.70667,22.5003,22.294,22.0876,21.8813,21.6749,21.4686,21.2622,21.0559,20.8495,20.6432,20.4368,20.2305,20.0241,19.81777,21.3542,22.8906,24.4271,25.9635,27.5,29.0364,30.5728,32.10928,27.44123,29.06154,29.93282,28.6243,31.49998,31.57781,30.8771,30.17642,30.08956,29.90298,32.50573,31.3638,30.22184,37.02109,39.27677,35.1818,31.08689,28.54073,,
Brunei,5.47028,7.76357,9.68746,2.76511,3.66832,7.72218,6.37505,7.8089,9.24283,11.52899,15.26308,17.30924,12.93189,12.4048,11.8777,11.3507,10.8236,10.29651,10.46441,1.95287,10.23052,2.12122,1.67929,1.16546,2.531,3.8966,5.2621,6.6277,7.9932,9.3588,10.7243,12.0899,13.4554,14.8209,16.1865,17.552,18.9176,20.2831,21.6487,23.0142,24.37979,26.2653,28.1507,30.0362,31.92166,25.4081,18.8945,,,
Bhutan,,,1.38906,12.1971,23.0051,33.8131,24.1583,14.5035,4.84863,6.32184,6.6198,6.9177,7.2157,7.5136,7.8116,8.1095,8.4074,8.7054,9.0033,9.3013,9.5992,9.8972,10.1951,10.4931,10.791,11.0889,11.3869,11.6848,11.9828,12.2807,12.5787,12.8766,13.1746,13.4725,13.7704,14.06839,13.859,13.6497,13.4403,13.23095,15.11068,11.0392,10.8023,10.5653,10.3284,,,,,
Botswana,,7.66942,11.61545,14.25127,14.18246,12.90432,12.70798,15.67831,14.2226,5.9374,13.80726,14.6239,15.4405,16.25707,15.40078,14.60521,18.86245,14.32899,10.78263,14.9908,19.1989,16.9046,14.61023,15.63,16.6497,17.6695,18.6892,19.7089,20.7287,21.7484,22.7682,23.7879,24.8077,25.8274,26.8471,27.86688,27.6807,27.49449,34.502,41.50944,,,,,,,,,,
"Central African Republic",,,,,,,,,16.47236,16.7575,17.0427,17.3279,17.6131,17.8983,18.1835,18.4687,18.75387,20.89812,21.0281,21.1582,21.2882,23.35783,23.3219,23.2859,23.25,23.214,23.1781,23.1421,23.1062,23.0702,23.0343,22.9983,22.9624,22.9264,22.8904,22.8545,22.81854,21.28217,17.48191,22.71604,20.47402,27.29113,,,,,,,,
Canada,,31.36184,31.36655,31.12949,30.71697,31.43102,31.438,29.61135,29.07323,30.57821,29.79349,29.90282,29.37821,30.06431,30.931,30.52069,31.02303,30.89166,30.8411,31.69809,31.81251,28.13155,30.75022,27.7808,34.57579,35.26796,33.8455,32.4231,31.00068,31.6464,32.2921,32.9379,33.5836,34.2293,34.875,35.5208,36.1665,36.81221,34.44431,36.06861,35.38945,35.5994,,,,,,,,
Switzerland,17.56728,18.93137,18.60307,18.92359,17.60462,17.64809,16.81163,17.63708,17.34708,18.54749,19.86338,20.10699,19.66839,19.99105,19.68156,19.13421,19.84031,20.27419,20.39868,20.79405,20.92507,21.15714,20.9179,20.67873,20.50509,19.91414,19.74487,20.045,20.34507,22.30876,22.29218,23.111,24.22523,27.0848,27.942,25.95954,26.59321,25.4512,23.99906,25.14305,25.30709,25.99618,26.3081,26.14603,26.37799,26.2626,26.00316,,,
Chile,,,,,47.93494,27.35102,29.0528,30.7546,32.45636,33.66482,35.8439,36.3581,33.7592,31.1603,28.5615,25.9626,23.3637,20.76482,20.559,20.3532,20.14737,20.364,20.5806,20.79722,19.17723,17.64221,16.72845,16.52374,16.5246,15.5296,14.53464,14.281,14.02741,13.1512,15.1174,13.96576,14.81158,15.31078,14.51448,15.60172,22.32997,21.79243,23.7035,25.61457,24.69634,25.68189,25.39554,25.15363,,
China,,13.92145,14.28223,15.73626,15.98394,15.98305,16.81709,16.54942,20.77436,26.3851,30.66925,31.57293,30.53421,32.53898,33.95889,34.1342,34.16858,32.1679,29.38277,28.52,27.6573,26.7945,25.93177,23.18865,21.38331,19.54807,19.66055,17.6206,15.58072,23.98415,,,,,,,,,,,,,,,,,,,,
"Ivory Coast",15.2677,14.607,13.94633,13.79976,18.83858,18.12563,15.93877,19.3232,22.70772,23.8944,15.28025,15.2416,15.2029,15.1642,15.1256,15.0869,15.0482,15.0096,14.9709,14.9322,14.8936,14.8549,14.81622,15.25327,16.71696,18.55619,18.26501,19.72602,23.51193,20.80258,22.04268,19.42326,17.32955,18.69688,20.22161,20,21.9331,23.9028,23.77474,21.93434,22.23469,25.85954,24.76669,24.89689,21.02246,21.4443,21.8988,26.03471,14.02777,
Cameroon,,18.47117,20.38072,21.5434,22.7061,23.8687,25.0314,26.1941,27.3567,28.5194,29.6821,30.8447,32.00739,36.66842,25.36063,26.3765,27.39245,27.3806,25.8742,32.47118,36.50361,29.54301,15.6134,15.1758,14.7382,14.3007,13.8631,13.4255,12.9879,12.5503,12.1127,11.6752,11.2376,10.8,10.3624,12.64325,10.49811,10.61487,8.85137,8.62576,9.04275,15.09368,7.76979,10.20724,,,,,,
"Congo (Kinshasa)",,,,,,,,,,,30.51076,25.69367,23.43929,33.22206,25.99722,28.49055,25.99732,23.23173,35.41486,34.8959,34.3769,33.858,33.339,32.8201,32.3011,31.7822,31.2632,30.7443,30.2253,29.7064,29.1874,28.6684,28.1495,27.6305,27.1116,26.5926,26.0737,25.5547,25.0358,24.5168,23.99784,23.3164,22.635,21.95353,22.8796,23.80564,,,,
"Congo (Brazzaville)",9.30186,14.2855,15.8751,17.4647,22.418,27.37136,25.5901,23.8089,22.02762,24.91557,25.62575,25.9229,26.22,26.5172,26.8143,27.1115,27.4086,27.7058,28.0029,28.3001,28.5972,28.8944,29.1915,29.4887,29.78581,27.52637,27.2321,26.9378,26.6436,26.3493,26.055,25.7607,25.46646,25.6151,25.7637,25.91235,22.9044,19.8964,16.8885,13.8805,10.87259,,,,,,,,,
Colombia,,,,,,,,,,23.35616,25.52646,22.79936,22.0741,21.3488,20.62349,22.49012,21.5655,20.6409,19.7162,18.79159,18.8804,18.9692,19.058,19.1469,19.2357,19.3245,19.4133,19.5021,19.59094,19.07028,19.87775,19.87471,17.6859,15.4971,13.3083,13.81403,16.558,19.3019,22.04587,19.59373,22.10541,20.60527,21.97269,17.72644,20.75521,21.38159,22.97659,22.49238,23.31461,
Comoros,,4.54609,4.5006,4.4551,4.4095,4.364,4.3185,4.273,4.2275,4.1819,4.1364,4.0909,4.0454,3.9999,3.9543,3.9088,3.8633,3.8178,3.7723,3.7267,3.6812,3.6357,3.5902,3.5447,3.4991,3.4536,3.4081,3.3626,3.31705,4.405,5.493,6.581,7.66893,8.8254,9.9819,11.1384,12.295,13.4515,14.60796,12.7297,10.8514,8.97309,8.20401,9.742,7.74071,10.41168,,,,
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51308,15.9228,14.3326,12.7423,11.15206,11.213,11.27392,13.96658,15.2685,16.57033,16.1952,15.81999,17.47844,18.42339,17.64119,17.15109,,
"Costa Rica",,,,,,,,,,,29.56944,33.3366,37.10376,31.08849,35.1324,39.1763,43.22026,43.0229,42.82559,42.26739,40.4349,38.6025,36.77,34.9375,33.1051,31.27259,28.48134,24.7495,21.0177,17.28584,19.43766,19.15676,18.81469,18.7955,18.7763,19.8517,20.92713,20.9087,20.90153,18.98625,18.41766,19.63842,19.68788,20.51479,21.68091,22.25432,22.95425,23.63856,23.13634,
Cuba,,,,,,,,,,,9.04242,9.8629,10.6834,11.5038,12.3243,13.1448,13.9652,14.7857,15.6062,16.4266,17.2471,18.06756,18.4275,18.78736,19.01944,18.373,17.7266,17.0802,16.43377,15.92241,17.5713,17.10481,17.53864,19.6587,21.77871,22.06052,22.89283,25.11732,,,,,,,,,,,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25014,,,,,,
Cyprus,8.88695,10.46719,8.55856,6.00202,4.58963,3.58137,3.11275,3.56046,5.55522,4.83,4.14235,3.85403,3.8539,4.034,4.21407,4.36933,4.28789,4.54279,4.14125,3.8675,3.81763,3.8544,6.32145,5.8024,6.25872,7.14634,9.0481,10.9499,12.8517,14.7535,17.12993,12.82839,14.43299,21.26273,22.01836,22.86093,23.52663,23.31487,24.98685,25.76502,20.45646,20.44679,21.4236,22.40035,20.80751,20.70407,20.78145,,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,12.85927,18.74218,15.25442,14.96658,16.05364,17.4838,18.91405,19.09867,18.97731,19.33629,19.99625,20.75441,21.50678,21.01366,26.69742,25.51026,23.70898,23.22273,22.53438,25.79253,23.42144,21.47734,20.03148,13.32785,12.59606,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,22.08193,22.20447,23.04705,23.35106,23.3017,23.25234,23.494,23.7357,23.9775,24.2192,24.4609,24.7026,24.9443,25.18597,25.36404,26.65244,26.44158,27.16245,28.12803,26.78422,26.48312,26.58781,25.94906,25.98579,,,
Djibouti,,2.77056,4.2524,5.7342,7.216,8.6978,10.1797,11.6615,13.1433,14.62513,14.6856,14.7461,14.8065,14.867,14.9274,14.9879,15.0484,15.1088,15.1693,15.2298,15.2902,15.3507,15.4112,15.4716,15.5321,15.5925,15.653,15.7135,15.7739,15.8344,15.8949,15.9553,16.0158,16.0763,16.1367,16.1972,16.2576,16.3181,16.3786,16.439,16.4995,,,,,,,,,
Dominica,,,,,,,,,,,,,,,,,,,,2.38295,2.6322,2.8814,3.1306,3.3798,3.629,3.8782,4.1274,4.3767,4.6259,4.8751,5.1243,5.3735,5.6227,5.8719,6.1211,6.3704,6.6196,6.8688,7.118,7.3672,7.6164,7.8656,8.1149,8.3641,8.6133,8.86249,,,,
Denmark,20.65032,17.81064,18.53976,21.10052,20.73998,21.79594,20.6195,19.44313,17.87803,16.62879,17.40874,18.4038,19.3988,20.3938,21.3888,22.3838,23.37884,21.85535,23.32637,17.87843,19.5798,21.28125,23.6471,26.01291,25.91195,24.24841,23.74403,24.9351,26.12616,28.98839,30.00131,32.09439,31.97987,29.9952,29.82436,28.67793,28.3821,29.197,28.30347,27.64096,27.32889,27.90448,29.99536,26.89384,30.68284,,,,,
"Dominican Republic",25.36899,25.2187,25.0684,24.9181,24.7679,24.6176,24.4673,24.317,24.1667,24.0164,23.8661,23.7159,23.56557,24.12465,20.67305,22.24228,21.1236,20.0049,18.8863,17.7676,16.6489,15.5303,14.4116,13.29292,10.55549,9.34112,13.42928,13.5298,13.6303,13.7308,13.8314,13.9319,14.0324,14.1329,14.2334,14.334,14.4345,14.535,,,,,,,,,,,,
Algeria,,,,,,,,,,13.91096,19.71122,19.9706,20.2299,20.4892,20.7486,21.0079,21.2672,21.5266,21.7859,22.0452,22.3046,22.5639,22.8232,23.0826,23.3419,23.6013,23.8606,24.1199,24.3793,24.6386,24.8979,25.1573,25.4166,25.6759,25.9353,26.1946,26.4539,26.7133,26.97261,,,,,,,,,,,
Ecuador,16.53528,9.88327,12.0748,14.2664,16.458,18.6495,20.8411,23.03266,22.8235,22.6143,22.4051,22.196,21.9868,21.7776,21.56844,20.49441,17.91753,18.5056,19.0937,19.6818,20.2698,20.8579,21.446,22.0341,22.6221,23.21022,19.4088,15.6074,11.806,8.00464,5.16006,7.9434,10.7267,13.51,16.2932,19.0765,21.8598,24.6431,27.4264,30.20973,35.78782,33.45215,34.49249,32.25039,40.37434,43.51374,,,,
Egypt,,22.31814,23.2345,26.7046,30.17472,30.71504,32.2882,29.9504,36.14397,37.1358,38.1276,38.4744,38.82118,38.04818,36.8593,35.6703,34.4814,33.2925,32.10359,32.65576,35.5003,38.3448,41.18938,39.6472,38.1923,39.36949,39.62225,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04755,14.889,23.3933,31.89752,,,,,,,,,,,,,,,
Spain,19.25179,19.80518,16.13149,15.6097,15.08795,15.6726,16.25732,16.03191,14.80088,13.49335,13.643,13.7927,13.9424,14.0921,14.2418,14.3914,14.5411,14.69081,15.13185,16.02944,18.37728,18.97839,19.3079,17.81659,17.41762,18.09287,19.85609,19.82,19.78396,20.0789,21.78937,22.80482,22.84219,23.21864,22.8942,22.36546,22.25303,22.86417,23.07994,22.82928,23.43326,23.43326,22.30695,22.43703,22.49025,22.35801,21.79022,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,19.37901,15.90151,16.26499,17.67489,19.35761,18.42714,16.67671,16.7703,18.163,19.55571,19.7054,19.26275,17.3814,18.94835,20.4625,21.97672,19.87099,22.06965,21.73776,25.08595,21.82186,28.22683,26.23038,27.04369,27.11812,,,
Ethiopia,,15.86699,18.50355,18.8697,19.2359,19.6021,19.9683,20.33452,16.67278,15.50456,20.06179,18.58082,17.85685,16.5917,15.85055,16.10216,16.27679,15.8814,15.486,15.0906,14.6952,14.2998,13.9044,13.50904,14.0118,14.5146,15.01745,15.92996,17.8631,19.7962,21.7294,23.6625,25.5957,27.5288,29.462,31.3951,33.3283,35.2614,37.1945,39.12769,43.93656,44.87735,46.83746,42.71091,45.92157,47.8522,,,,
Finland,11.10335,11.08267,12.85344,13.61692,15.21888,15.49578,15.53431,17.4152,19.296,21.17686,21.09017,21.09386,20.93651,20.23458,20.60349,21.03596,19.94489,21.3042,22.72688,23.81815,25.39611,28.29078,29.95806,28.22735,25.73164,28.41765,28.3269,30.1617,31.9965,33.8313,34.03043,32.94224,32.47478,32.03157,32.20137,31.81018,31.65186,31.36248,31.00429,31.74847,31.8473,32.0233,28.56467,28.04155,27.91297,26.69626,26.54204,,,
Fiji,,,,,,,,,,6.9287,6.1314,5.33414,7.663,9.99177,9.8004,9.609,9.4177,9.2263,9.0349,8.84355,9.6514,10.4592,11.2671,12.0749,12.8828,13.6906,14.4985,15.3063,16.11417,14.92464,14.41922,16.04438,13.61265,14.7509,15.88924,15.4703,15.0514,14.6325,14.2136,13.7947,13.3758,12.95693,17.76,22.563,,,,,,
France,18.36914,18.24548,17.3819,16.99268,15.01425,14.3418,14.10462,13.87871,13.89264,13.81777,13.44494,13.75122,13.54187,13.35365,13.62549,14.09092,14.332,14.20306,14.37796,14.84783,15.28171,15.1721,15.84919,16.96847,16.76909,17.65063,18.14906,17.9599,17.7707,17.58146,,,,,,,,,,,,,,,,,,,,
Micronesia,,,9.56564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.80873,12.145,14.4813,16.8175,19.1538,21.4901,23.8263,26.1626,28.4989,30.8351,33.1714,35.5077,37.84394,34.09083,33.89354,45.35416,37.82598,,,,,
"United Kingdom",,23.75912,25.06369,24.46063,23.22398,21.76194,20.74074,21.51866,21.8212,22.1237,22.42626,23.02427,22.81192,22.69803,21.91608,22.58611,21.0873,20.7827,20.16751,20.07865,20.44396,20.68082,21.79378,22.4069,23.02001,23.62598,23.73445,22.8394,21.94441,20.11308,17.54055,17.23762,20.63792,19.76077,19.29337,22.29214,20.10144,17.38604,15.70931,14.36972,16.39469,22.09704,23.0278,23.9586,24.32627,22.82077,25.61589,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,17.69486,17.2578,16.8208,16.3838,15.9468,15.5098,15.0728,14.6358,14.1988,13.7618,13.3247,12.8877,12.4507,12.0137,11.5767,11.4379,11.2992,11.1604,19.1708,17.1495,15.1283,13.107,11.08576,10.07808,,
Ghana,,27.00304,25.76102,22.7744,19.78773,19.94042,16.03185,15.2477,8.7601,2.2725,2.0479,1.82328,2.16217,2.1452,2.1283,2.1114,2.09448,15.2789,11.72626,11.9162,12.1061,12.296,12.4859,12.6758,12.8657,13.0556,13.2455,13.4354,13.6254,13.8153,14.0052,14.19508,15.9759,17.7566,19.5374,22.0727,20.30182,26.01762,25.8532,23.87346,25.9484,13.12625,18.5205,19.4198,18.26524,,,,,
Guinea,,,,,,,,,,,,,,,23.55531,23.7565,23.9576,24.1588,24.36,24.5611,24.7623,24.96345,20.73618,23.33649,23.5583,23.7801,24.002,24.2238,24.4456,24.6675,24.8893,25.1111,25.3329,25.5548,25.77659,30.56197,31.8494,33.1367,34.42411,34.20871,36.23715,43.33534,33.38798,34.6366,39.14773,39.1215,36.68386,36.68386,17.2974,
Gambia,,,,,,,,,,,,,,,,13.41392,12.39022,12.7271,13.0641,13.401,19.92708,14.09832,15.3745,16.6506,17.9268,19.20295,22.87175,23.6076,24.3434,25.0792,25.815,26.55078,27.61333,26.00772,15.47192,14.26939,13.76917,15.00642,9.03216,8.73382,9.88183,7.63092,7.36082,10.72789,14.56867,11.32833,,,,
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01284,6.34808,5.78928,3.89815,,,,,,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12889,,,,,,,,,,,,,,,,,,,,,
Greece,15.39659,19.72222,22.6899,25.65756,26.74787,24.87307,27.12847,25.57905,23.10657,23.2895,23.4724,23.65537,23.02298,18.58294,24.3268,24.132,23.93714,23.69923,24.01699,24.87225,24.23389,23.92152,24.9293,25.9371,26.9449,27.9527,28.9604,29.9682,30.97601,29.11155,24.03279,30.52848,32.42395,30.93179,34.64413,36.0952,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7668,10.0392,10.3116,10.584,10.8564,11.1288,11.4012,11.6736,11.946,12.2184,12.4908,12.7632,13.0356,13.308,13.58036,,
Guatemala,12.04295,11.53894,13.1013,14.6637,16.226,17.7884,19.35075,19.4779,19.605,19.7322,19.8593,19.9865,20.1136,20.2407,20.3679,20.495,20.6222,20.7493,20.8764,21.0036,21.1307,21.2579,21.385,21.51215,16.51901,16.85953,17.0973,16.5757,16.0542,15.5326,15.011,14.4895,13.9679,13.4463,12.9247,12.4032,11.88161,10.91625,10.79647,11.0643,11.33206,12.44837,12.82632,12.29717,12.13767,13.78745,14.64296,13.22195,13.89463,
Guam,,,,,19.79108,17.34294,19.87934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,14.85379,15.8494,16.8451,17.8407,18.8363,19.832,20.8276,21.82322,17.5472,13.27115,13.264,13.2569,13.2498,13.24271,19.46536,18.0608,16.6563,15.2517,13.8472,12.4427,11.0381,9.6336,8.229,6.8245,5.41996,6.46579,6.2368,6.0078,5.7788,5.5498,5.3208,5.0919,4.86286,5.532,6.20109,5.7206,5.24019,5.89013,6.6174,7.34472,5.29366,3.86574,5.06216,,,,,,,
"Hong Kong",,24.58131,27.04488,20.53477,19.14795,22.95178,22.84042,24.07422,27.0656,29.4565,31.84732,30.73586,3.07927,28.35589,27.96404,26.66659,27.6861,28.7055,29.725,30.7444,31.76391,33.2076,34.65119,35.9941,37.3371,38.68,40.02293,38.8134,37.6039,36.3944,35.1849,33.9754,32.7659,31.5563,30.34683,28.35577,29.88298,30.69473,30.84998,45.5057,27.77816,28.65495,32.79963,38.87206,29.23212,29.5277,30.43803,28.49483,29.38676,
