Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Spain,101.18,99.14,99.89,105.42,102.84,107.04,112.85,114.98,132.24,127.94,123.31,114.28,109.9,104.31,104.91,90.49,84.74,78.59,57.24,42.08
"Sri Lanka",86.88,87.14,87.48,95.34,96.09,99.42,109.72,119.2,126.55,122.44,114.16,104.64,93.44,84.82,82.69,68.76,64.62,56.46,36.11,24.63
Sudan,141.7,144.77,145.5,157.48,155.59,129.91,134.27,136.37,143.44,141.16,126.59,146.37,171.95,222.7,236.37,180.73,176.11,176.69,135.94,106.02
Suriname,111.59,185.66,200.63,195.35,181.8,208.27,222.76,203.02,193.53,193.57,173.59,159.13,148.74,145.51,137.44,108.24,100.13,74.88,52.28,43.95
Swaziland,96.34,106.26,106.04,132.09,115.35,118.92,120.11,119.27,117.28,117.61,116.3,110.3,104.89,107.82,114.83,93.51,87.26,70.3,49.38,35.95
Sweden,54.75,54.1,58.16,60.59,59.48,65.28,86.06,90.24,91.38,89.56,87.56,81.87,77.34,74.23,79.61,65.22,60.11,54.4,41.42,30.48
Switzerland,210.02,212.07,214.08,231.24,226.69,232.54,242.82,249.81,258.53,249.4,231.73,210.46,198.46,165.62,174.69,144.16,131.46,121.71,85.11,63.43
Syria,150.29,159.9,157.84,159.17,159.71,150.53,147.85,149.58,148.09,126.25,106.1,96.75,90.27,79.79,85.03,66.52,60.21,53.23,38.55,27.96
Tajikistan,83.47,81.93,94.92,119.43,140.77,180.53,189.18,191.31,198.9,199.27,216.6,201.8,195.6,180.95,189.46,163.67,142.88,131.72,103.05,78.35
Tanzania,92.09,90.6,94.97,102.12,98.98,99.02,102.39,101.46,104.72,103.75,102.13,122.22,84.33,79.53,80.29,136.24,134,106.9,76.02,47.84
Thailand,95.66,102.57,96.46,96.7,78.88,77.67,78.18,74.22,72.55,66.6,65.7,49.63,41.48,42.3,46.52,35.82,31.55,27.7,20.01,14.62
"Timor Leste",10.44,10.4,11.4,37.54,37.78,95.47,129.04,131.05,99.8,105.64,83.58,70.8,64.42,57.25,56.15,30.51,16.58,11,2.47,2.27
Togo,128.08,132.87,139.89,136.06,144.38,167.07,192.61,204.91,226.45,223.03,215.05,196.89,190.66,170.14,166.31,140.42,128.29,108.43,72.33,51.67
Tonga,70.52,67.95,70.28,82.55,76.27,79.49,81.53,70.55,48.76,51.74,49.3,42.22,51.56,43.58,44.67,33.52,28.57,25.95,20.01,14.58
"Trinidad and Tobago",116.09,110.23,108.63,117.28,117.6,115.24,117.13,129.57,139.96,137.77,134.77,109.97,114.71,99.4,137.42,86.69,84.87,84.93,62.29,44.14
Tunisia,149.64,115.61,119.78,127.29,120.56,127.94,126.5,134.01,148.39,146.33,146.05,135.76,129.63,116.25,119.34,102.37,98.71,88.72,65.87,48.56
Turkey,45.14,53.84,54.06,53.93,94.29,99.42,94.05,92.38,89.57,86.88,91.78,87.59,90.08,72.08,62.32,51.62,43.82,38.05,26.12,19.54
Turkmenistan,54.99,42.37,66.8,73.94,68.55,42.11,56.66,55.44,64.21,75.66,66.64,55.21,40.51,43.12,38.35,31.22,25.98,20.96,15.2,11.5
Tuvalu,3.89,1.99,3.15,2.65,2.16,1.02,2.9,3.45,4.37,3.59,3.49,8.17,4.79,3.76,9.08,8.91,2.48,2.33,2.26,2.11
Uganda,204.77,191.39,187.31,209.28,222.26,250.74,285.8,302.75,304.19,324.46,337.82,350.31,335.43,308.64,304.79,270.23,220.77,168.83,118.72,86.73
Ukraine,107.69,99.09,123.61,148.88,141.58,133.47,136.5,147.99,160.83,148.64,145.56,128.65,118.76,125.1,151.92,125.18,111.46,100.79,77.49,55.86
"United Arab Emirates",41.55,38.83,38.37,52.99,36.52,34.11,34.52,52.63,51.85,52.06,47.55,44.8,45.82,43.33,44.05,38.55,32.28,27.15,20.56,16.13
"United Kingdom",53.21,55.24,63.94,67.92,69.64,74.8,79.29,81.81,84.7,78.05,77.65,74.74,75.56,70.76,71.78,57.74,53.72,47.85,33.94,24.59
"United States",367.38,358.12,363.83,385.7,388.73,391,419.63,452.15,473.68,456.54,439.16,413.59,401.96,380.25,395.94,332.64,310.29,274.67,195.92,141.8
Uruguay,408.9,346.87,288.49,336.89,251.32,278.33,296.61,303.79,288.01,227.95,209.24,187.93,165.4,126.26,142.9,117.3,98.83,86.05,57.31,39.52
Uzbekistan,128.99,139.89,148.23,169.21,142.72,150.2,154.65,167.66,159.06,149.6,141.01,146.3,152.23,132.64,144.3,98.18,93.88,93.91,69.16,43.64
Vanuatu,29.99,32.93,35.6,40.79,41.68,42.26,46.03,50.24,50.78,47.56,44.54,32.8,24.88,22.58,23.53,18.88,17.21,15.39,11.39,8.21
Venezuela,131.36,112.89,119.28,150.95,165.53,158.42,173.51,169.97,182.06,161.84,148.7,150.74,144.45,132.19,148.13,111.47,100.83,94.16,69.91,59.42
Vietnam,159.79,160.7,161.07,169.92,161.18,186.47,201.5,191.5,195.96,212.26,218.54,200.57,186.84,165.99,167.68,134.37,120.75,102.63,74.66,51.95
"West Bank and Gaza",18.89,14.8,14.1714,13.5429,12.9143,12.2857,11.6571,11.0286,10.4,,,,,,,,,,,
Yemen,128.48,111.52,123.22,137.75,110.96,104.55,121.91,126.85,166.92,168.36,159.16,162.09,162.93,158.54,178.15,145.16,127.48,122.83,93.95,69.84
Zambia,117.72,134.54,139.3,165.47,167.41,157.12,148.42,144.28,174.19,171.23,173,140.85,120.78,116.03,110.37,80.72,73.6,69.96,48.21,35.63
Zimbabwe,10.46,10.2,15.38,33.93,29.24,74.4,91.6,101.49,112.05,101.32,96.96,88.94,76.77,73.39,76.4,59.02,66.97,62.63,64.5,63.57
