Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Afghanistan,80,71,71,77,77,77,77,77,85,91
Albania,22,22,22,22,18,18,18,18,18,18
Algeria,22,22,23,23,23,23,27,27,27,26
Angola,58,58,58,62,59,49,45,45,43,43
"Antigua and Barbuda",15,15,19,15,15,15,15,23,23,23
Argentina,20,20,20,18,16,16,16,30,30,30
Armenia,37,37,24,24,20,18,18,18,18,18
Australia,8,8,8,8,8,8,8,8,8,8
Austria,10,10,9,9,9,9,9,9,9,9
Azerbaijan,36,36,36,36,30,26,26,26,25,25
Bahamas,,,13,13,13,13,13,13,13,13
Bahrain,,,15,15,15,15,15,15,15,15
Bangladesh,63,63,38,38,35,37,37,37,37.6,33.6
Barbados,,,,,,,8,8,8,8
Belarus,38,38,38,35,31,30,30,30,30,30
Belgium,9,9,9,9,9,9,8,8,8,8
Belize,21,21,21,21,21,21,21,20,19,19
Benin,38,38,38,37,32,32,32,30,27,25
Bhutan,37,37,37,37,37,37,37,37,37,37
Bolivia,36,36,36,23,23,23,23,23,24,28
"Bosnia and Herzegovina",25,25,15,13,13,13,13,13,13,13
Botswana,43,43,43,42,41,41,41,37,35,35
Brazil,24,24,22,19,16,17,17,17,17,17
Brunei,,19,19,19,19,20,15,15,15,15
Bulgaria,22,22,18,18,18,18,17,17,17,17
"Burkina Faso",54,54,54,54,49,49,49,47,49,49
Burundi,71,71,71,71,60,60,54,46,46,43
"Cape Verde",22,22,21,18,18,18,18,18,18,20
Cambodia,54,45,45,29,29,26,26,26,24,24
Cameroon,33,33,33,33,26,26,25,25,25,25
Canada,10,10,10,10,10,10,10,10,10,10
"Central African Republic",66,66,66,66,62,62,62,62,55,68
Chad,102,102,102,102,100,101,101,101,98,90
Chile,16,16,16,16,16,16,15,12,12,12
China,26,24,24,24,24,24,24,24,24,24
Colombia,48,35,20,15,14,13,13,13,13,13
Comoros,24,24,24,24,24,24,24,24,24,24
"Congo (Kinshasa)",66,66,66,66,63,63,63,63,63,63
"Congo (Brazzaville)",62,62,62,62,62,62,62,62,54,54
"Costa Rica",35,35,18,18,14,14,14,14,14,14
"Ivory Coast",43,43,43,43,36,36,36,34,34,32
Croatia,18,18,16,16,16,16,16,16,15,14
Cyprus,,,,5,5,5,5,5,5,5
"Czech Republic",18,18,18,20,20,20,20,17,17,17
Denmark,5,5,5,5,5,5,5,5,5,5
Djibouti,26,26,18,16,18,18,18,18,18,18
Dominica,18,18,18,15,15,15,15,14,14,14
"Dominican Republic",17,17,13,10,10,10,10,10,10,10
Ecuador,44,44,44,29,29,29,25,25,25,24
Egypt,32,28,21,18,18,15,15,15,15,15
"El Salvador",30,30,18,10,10,10,10,10,10,10
"Equatorial Guinea",42,42,42,45,45,44,44,44,44,44
Eritrea,69,69,69,60,60,59,59,59,59,59
Estonia,5,5,5,5,5,5,5,5,5,5
Ethiopia,41,41,41,41,44,44,44,44,44,44
Fiji,24,24,23,23,23,22,22,22,22,22
Finland,8,8,8,8,8,8,8,7,7,7
France,20,12,12,11,11,11,11,11,11,11
Gabon,22,22,22,22,22,22,22,22,22,22
Gambia,23,23,23,23,21,21,19,19,19,19
Georgia,52,14,14,14,11,11,11,10,10,10
Germany,7,7,7,7,7,7,7,7,7,7
Ghana,63,50,37,37,37,37,37,42,42,41
Greece,19,19,19,19,19,19,19,15,15,14
Grenada,23,23,23,20,16,12,12,9,9,9
Guatemala,34,31,16,16,16,16,16,16,16,16
Guinea,32,32,32,32,32,32,32,32,31,31
"Guinea Bissau",24,24,24,24,22,22,22,22,22,22
Guyana,26,26,26,26,24,22,22,22,22,22
Haiti,49,49,49,37,33,33,31,31,31,26
Honduras,22,22,22,22,22,22,22,16,16,16
"Hong Kong",17,5,5,5,5,5,5,5,5,5
Hungary,18,18,18,18,18,18,18,19,19,19
Iceland,9,9,9,9,9,9,9,9,9,9
India,41,41,21,20,20,20,20,20,21.1,21.1
Indonesia,27,27,27,27,27,27,27,23,23,26
Iran,44,44,44,44,43,37,37,37,37,37
Iraq,101,101,101,101,101,83,83,82,82,82
Ireland,10,10,10,10,10,10,10,10,10,9
Israel,12,12,12,12,12,10,10,10,10,10
Italy,18,18,18,18,18,18,18,18,18,18
Jamaica,22,18,18,18,18,18,18,17,17,17
Japan,11,11,11,11,11,11,11,11,11,11
Jordan,28,22,22,22,19,18,15,15,15,15
Kazakhstan,76,76,76,76,71,62,62,69,69,67
Kenya,62,37,37,26,25,24,24,26,26,26
Kiribati,21,21,21,21,21,21,21,21,21,21
"South Korea",12,12,10,8,8,7,7,7,7,7
Kosovo,,,,,16,16,16,15,15,15
Kuwait,21,21,21,21,20,20,20,20,20,20
Kyrgyzstan,75,75,75,75,72,72,72,75,75,73
Laos,65,65,37,37,37,37,33,26,26,26
Latvia,12,12,12,12,12,11,11,11,11,11
Lebanon,34,34,38,38,33,33,30,30,30,30
Lesotho,49,49,49,49,49,35,35,35,33,33
Liberia,,32,32,32,30,30,29,29,29,29
Libya,,,,,,,,37,37,37
Lithuania,11,11,11,11,11,10,9,8,9,9
Luxembourg,,7,7,7,7,7,7,7,7,7
"Macedonia (F.Y.R.O.M.)",15,15,15,13,11,11,11,11,11,11
Madagascar,48,48,44,27,26,24,24,24,21,21
Malawi,54,54,54,54,51,51,47,39,39,39
Malaysia,10,10,10,10,10,10,10,8,8,8
Maldives,20,20,20,20,20,22,22,22,22,22
Mali,69,69,69,46,41,35,35,35,35,34
Malta,,,,,,,9,9,9,9
"Marshall Islands",25,25,25,25,25,25,25,25,25,25
Mauritania,40,40,40,40,40,40,38,38,38,38
Mauritius,12,12,12,12,10,9,9,9,9,9
Mexico,17,17,17,17,17,12,12,12,11.2,11.2
Micronesia,30,30,31,31,31,31,31,31,31,31
Moldova,31,31,31,29,29,29,29,29,29,27
Mongolia,44,44,44,44,42,42,42,45,45,45
Montenegro,,14,14,14,14,14,14,14,14,14
Morocco,29,29,18,17,16,16,15,15,15,14
Mozambique,36,36,36,30,28,28,28,28,25,25
"Burma (Myanmar)",,,,,,,,27,27,22
Namibia,20,20,20,20,20,20,20,20,20,20
Nepal,35,35,35,35,35,35,35,38,39,39
Netherlands,6,6,6,6,6,6,6,6,6,6
"New Zealand",9,9,9,9,9,9,9,9,9,9
Nicaragua,37,37,37,28,28,25,23,20,20,20
Niger,66,66,66,66,66,66,66,64,62,61
Nigeria,53,46,46,42,41,39,39,39,33.9,33.9
Norway,7,7,7,7,7,7,7,7,7,7
Oman,15,15,15,15,15,9,9,9,9,9
Pakistan,39,19,19,18,18,18,18,18,19.4,18.4
Palau,35,35,33,31,31,31,31,31,31,30
Panama,9,9,9,9,9,9,9,9,9,9
"Papua New Guinea",29,29,29,29,29,29,29,32,32,30
Paraguay,33,33,33,33,33,33,33,33,30,30
Peru,29,29,29,25,24,17,17,17,17,17
Philippines,18,18,18,16,16,14,14,14,14,15
Poland,17,17,17,17,17,17,15,15,14,14
