"Data Item",1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
World,29,37,40,35,72,82,99,79,69,69,61,73,55,62,55,74,71,73,74,64,70,57,49,55,62,66,65,71,78,51,72,69,68,56,66,61,63,77,48,46,37,36,39,42,45,45,59,66,48,54,60,51,58,58,57,46,45,44,43,35,43,33,34,40,33,31,33,31,32,36,23,29,20,14,17,14,18,20
