"Data Item",2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"United States",40,38,44,42,45,44,47,48,49,52,56,54,59,58,63,60,63,67,63
