Country,2012,2013,2014,2015,2016
Guatemala,4.065779983,4.486849903,4.417345699,9.440813372,10.0758876
Guinea,,,,2.162921008,
Guyana,,,,0.248856195,
Haiti,,0.161091785,0.157,0.152943069,
Honduras,3.675196691,4.185321798,11.7244947,16.34366327,17.23298081
"Hong Kong",51.84253095,73.4793822,95.43947141,104.5406552,107.0225063
Hungary,13.22149973,23.09059198,26.31125589,34.03680778,39.8047157
Iceland,60.67682803,71.70489506,74.26100414,85.30865865,93.42971181
India,1.852609662,4.900063768,3.247241772,5.522292007,9.359864912
Indonesia,22.19590607,31.86268071,31.59226929,34.71722661,42.04704973
Iran,,,1.161154143,10.7096715,20.022762
Ireland,59.38724231,64.23603635,67.15000714,80.98327254,95.04588251
Israel,40.99339425,65.53237501,52.98339003,52.15985923,56.06394725
Italy,31.2656824,51.76321262,64.83443746,70.90198326,82.13519427
Jamaica,1.526566066,1.575327261,28.25832074,33.13572745,53.50900516
Japan,93.66417723,113.1192751,120.5355163,121.3730441,126.4380837
Jordan,4.932080012,10.71071941,16.13814184,19.0568931,35.58412746
Kazakhstan,38.41053882,41.98446558,56.55455347,59.78125449,59.96679755
Kenya,0.316822547,2.219555363,3.043007176,9.093004476,15.49587659
"South Korea",105.0522528,106.0378824,105.3377527,108.5624713,109.6722118
Kuwait,5.88,50.5185,95.1569,139.7953826,139.309075
Kyrgyzstan,4.079679856,13.3683,22.65689274,68.50259066,30.98197136
Laos,,0.768755999,2.063595697,4.576160652,14.16259666
Latvia,37.55816618,51.23128724,61.21004703,71.72564353,67.04061956
Lebanon,0.023477458,0.314559271,41.82488862,53.51137776,53.42700605
Lesotho,1.730147311,1.730147311,7.400799724,32.79696745,37.70312568
Liberia,0.191519005,0.005546712,3.8188,7.6319921,20.51765329
Libya,1.6,13.81560267,,,
Lithuania,17.23365909,8.55100785,49.92991227,58.56206539,74.21970684
Luxembourg,66.6688633,72.56927328,80.54602361,111.2785765,83.33379352
"Macedonia (F.Y.R.O.M.)",18.6534864,21.59334425,38.33647026,47.68567572,56.19397597
Madagascar,0.051606523,0.051606523,0.438148976,6.093892396,9.011614833
Malawi,3.079692148,3.462711113,3.898997022,4.093589074,16.5902089
Malaysia,12.26335325,13.51963478,12.48815281,58.33828234,89.94123097
Mali,0.361778229,0.657538313,1.839095784,11.29742742,18.84041953
Malta,32.63883405,57.64028701,40.58610176,49.72753437,63.17100262
Mauritania,0.508253472,3.227636179,5.353352803,14.42382237,23.09642804
Mauritius,12.36039073,21.49865695,28.76881525,31.78158605,37.02991669
Mexico,4.609145403,9.724259396,6.269951149,37.48665935,50.36284774
Moldova,3.520953131,5.070915356,47.23732824,49.35690389,51.94176141
Mongolia,12.66948417,26.67912171,18.17825527,57.61957233,76.02032124
Montenegro,15.3316431,26.99132106,23.07562325,30.95977424,43.65383007
Morocco,8.026945394,10.04205526,14.96145952,26.82478252,39.27853139
Mozambique,1.044726496,1.836962546,1.783886655,2.979362691,9.372524941
"Burma (Myanmar)",,0.028733045,1.035807682,14.87636078,
Namibia,3.627876716,28.82289327,34.21221153,35.45818803,62.06995573
Nepal,0.013120864,0.063419237,12.95082496,17.42486151,21.09657983
Netherlands,49.18766839,60.97798833,62.34200869,69.09701274,70.53730974
"New Zealand",53.00702751,65.22825293,81.27372934,92.71976287,114.2199236
Nicaragua,0.993345837,1.019328962,1.266084673,1.364521469,7.220319315
Nigeria,2.831279088,10.19241966,10.09805959,11.70856907,20.9504528
Norway,24.36623425,84.62534488,85.6550229,93.02077172,92.82511499
Oman,37.81444726,56.68309323,67.26314294,73.69328653,78.26163607
Pakistan,0.260142608,0.324787606,0.520424124,5.064630697,13.01961306
Panama,14.51114966,15.01054761,25.22308801,29.49622989,32.66014956
Paraguay,4.476553258,5.480519585,4.758820369,4.175145669,39.23275636
Peru,1.382665069,2.776312462,2.906493741,13.65006822,36.71202365
Philippines,3.363133082,3.824965396,20.32653067,27.97496528,41.58042715
Poland,48.42197628,49.25478422,58.51676604,62.28053851,60.17542339
Portugal,27.35792513,32.46908008,36.74151285,45.28029546,52.04192945
"Puerto Rico",14.66779299,14.70170011,15.82222574,,
Qatar,60.99620276,72.10816844,76.79438071,106.3103748,80.02930379
Romania,14.08812401,23.70541658,37.57848726,49.41274023,63.53284813
Russia,47.88351332,52.86654472,60.12812005,65.91208484,71.29253858
Rwanda,6.401756382,3.245262108,5.831517998,11.11766572,25.87801502
"Saudi Arabia",40.37082684,42.78072497,49.49757656,99.0346288,111.6726143
Senegal,1.475325426,3.750816776,15.25589955,23.73633772,26.41611668
Serbia,34.47717435,40.16121533,54.75639201,61.12512509,71.75435338
Seychelles,4.706545886,8.67395519,9.911889528,12.66585214,
"Sierra Leone",0.25,34.09,23.5611,13.03223557,15.22083698
Singapore,110.9382099,123.2925656,135.0619958,156.1490072,142.195952
Slovakia,31.91821917,34.94755427,53.58305523,59.51986321,67.52946057
Slovenia,29.27265294,37.09337533,41.78558174,46.6557493,52.0296188
"South Africa",19.81768601,26.01587303,25.19761035,46.69968277,59.46658125
Spain,40.91549233,53.23843984,67.11046909,77.05566701,82.06316527
"Sri Lanka",2.304542267,4.440637876,7.822052206,13.01046477,15.77102035
Suriname,,,14.96611111,,
Swaziland,0.664821786,12.00418221,0.659979425,7.967159526,
Sweden,91.54995892,101.2725225,104.8588034,116.3265641,122.0893836
Switzerland,36.07488746,41.40316115,44.30606575,76.61289136,97.61355374
Tajikistan,0.64,3.5975,6.555,9.512487116,12.07843924
Tanzania,1.239763674,1.489412737,2.69935557,3.041129384,3.189853909
Thailand,,0.143077601,52.29031115,79.86704307,75.28106588
"Timor Leste",,0.386190735,0.406460682,,
"Trinidad and Tobago",1.153860437,1.469653197,18.87460845,28.31662619,32.22068513
Tunisia,,5.204583899,26.12764135,47.55810951,62.63293877
Turkey,8.765394367,16.32277628,32.25983053,42.67132464,50.94183688
Uganda,2.832577569,7.559323822,7.408560425,14.66079322,18.30919018
Ukraine,4.425740283,5.496184402,5.425001182,7.549151394,8.095364293
"United Arab Emirates",21.71312257,50.8910638,89.04107786,113.9575321,91.98557229
"United Kingdom",62.27313969,72.0406648,87.19050454,98.6592845,87.79205786
"United States",65.47734679,74.69047182,92.80341682,97.89046358,109.2251051
Uruguay,9.008854417,31.97673664,31.94071252,59.83893265,77.71047613
Venezuela,4.18516344,4.749819459,3.733551296,43.85329352,42.97443219
Vietnam,18.0365255,18.98857458,18.76574227,31.04412168,38.97774232
Yemen,0.084677829,0.188147777,0.20169032,3.0262,5.850773324
Zambia,0.370071627,0.656387039,0.678894312,1.001564343,13.7902681
Zimbabwe,14.89684562,29.66218313,37.79905338,39.2300192,39.02732415
