Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Australia,,100,89.31482697,86.92041779,89.21627045,89.65176392,95.09560394,101.2891235,107.9565735,115.5608978,118.3848572,131.4985352,
Belgium,,100,98.88749695,94.54192352,104.1560745,109.2155991,101.0624466,98.88349152,104.8564911,111.4901428,129.8056946,128.5214386,
Canada,95.63059998,100,97.66062164,93.31786346,92.90292358,93.15129089,93.3595047,91.47102356,92.51537323,94.12101746,92.85890961,96.23690796,
Denmark,93.30567932,100,94.46478271,77.21734619,78.14477539,77.99176025,79.18421936,81.38226318,94.71154785,99.51129913,98.8405838,93.24355316,93.59895325
Finland,93.72119904,100,96.58563995,89.79750824,94.08321381,92.32163239,88.95832825,86.09736633,81.74513245,80.13872528,81.17562103,85.25022888,
France,87.49480438,100,100.4759598,128.2416992,131.4657135,123.1243744,121.0499802,122.9926605,125.5286484,126.7992706,135.2613983,144.2026978,159.7900391
Germany,,100,97.47179413,105.8289413,107.2827835,104.1172409,95.1630249,91.46102905,86.26268768,85.50494385,86.0003891,85.97201538,
Iceland,,100,115.7238617,119.7031479,102.7434387,95.89930725,95.53271484,71.681427,72.81469727,81.69200134,91.53198242,87.17163086,
Italy,97.7714386,100,89.70894623,90.80154419,85.12619781,77.54898071,77.56575012,90.72599792,81.09468842,84.18317413,82.46743774,83.20648193,86.18986511
Japan,94.96128082,100,84.60548401,95.57258606,91.02309418,90.97618103,93.35655975,98.69011688,100.8244705,108.8253784,,,
Netherlands,,100,96.18015289,92.14780426,88.49298096,89.37828827,88.49039459,90.451828,92.66488647,92.51275635,95.56783295,98.37887573,98.63059998
"New Zealand",,100,76.33945465,68.96420288,64.86616516,60.90110016,62.23351288,65.37057495,69.93663788,75.2877655,83.18180084,82.81312561,
Norway,104.1462555,100,87.93551636,73.47607422,78.9888916,80.56051636,83.25842285,91.78968048,96.5376358,101.1562958,100.9734192,95.58601379,95.01034546
Portugal,90.92922974,100,105.9787903,95.5816803,102.3333054,114.5380173,103.4025345,111.5701294,118.9006958,125.4367523,125.2052155,137.1635132,
Russia,,100,95.83375549,89.61418152,85.29414368,83.13382721,83.16827393,82.33718109,80.26546478,78.2806015,76.14471436,75.34911346,
Spain,107.1567383,100,72.90460205,55.79084396,57.71852875,61.05252457,62.34792709,66.73090363,66.99009705,67.62468719,73.00505829,67.68818665,
Sweden,,100,100.3003922,98.82216644,127.3599777,142.0393219,132.6210785,131.3518829,140.1860046,144.0333862,149.328476,146.6604614,
"United Kingdom",97.89736938,100,90.23929596,92.25807953,99.61752319,113.9339905,123.4993286,134.2511139,148.2553406,155.1352234,165.8606262,160.741394,163.1092072
"United States",102.9747238,100,92.23339081,83.59578705,86.58499908,90.74382019,92.05930328,94.03778076,98.34873199,102.0700302,104.2089539,103.4301453,
