"Data Item",1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Computer memory price per megabyte",411041792,239494758.5,67947725,5242880,4722786.4,4202692.8,3682599.2,3162505.6,2642412,2260730.2,1879048.4,1497366.6,1115684.8,734003,622455.3333,510907.6667,399360,314573,421888,40704,36800,28000,10528,6480,8800,3520,2396,1379,880,300,176,163,505,106,45,36,33.1,35.8,32.3,29.9,4.63,2.16,1.44,1.56,0.75,0.13,0.176,0.174,0.185,0.112,0.082,0.023,0.01,0.019,0.01,0.0049,0.0043,0.0095,0.0078,0.0036,0.0049,0.0067,0.0043
