Country,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Gabon,,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,17.5,10.5,10.5
Gambia,,7.6,7.6,7.6,7.6,7.6,7.6,7.7,7.6,7.7,7.6,7.6,7.6
Georgia,2.5,0.2,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Germany,4.2,4.2,4.1,5.2,5.2,5.2,5.2,5.2,5.7,5.7,6.7,6.7,6.7
Ghana,3,1.6,1.7,1.3,1.2,1.1,0.8,0.7,1.2,1.2,1.2,1.2,1.2
Greece,14,4,4,4,3.9,3.9,12,12,11.7,11.7,4.9,4.9,4.8
Grenada,,7.5,7.5,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Guatemala,2.4,2.6,1.2,1,1.1,1,1,0.9,3.8,3.8,3.8,3.7,3.7
Guinea,15.1,14.8,14.9,13.9,13.9,13.9,14,14.4,14.2,9.1,8.6,8.5,8.5
"Guinea Bissau",,11.8,11.7,11.6,11.6,10.7,10.7,10.6,10.5,10.6,10.6,5.6,5.5
Guyana,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6
Haiti,7,6.9,6.8,6.8,7.5,7.2,7.2,7.4,7.3,7.2,7.1,7.1,7
Honduras,8.7,6.8,5.8,5.6,5.6,5.5,5.5,5.7,5.7,5.7,5.7,5.7,5.7
"Hong Kong",4.2,4.2,4.2,4.2,4.2,5,4.2,4.1,4,7.7,7.7,7.7,7.7
Hungary,11,11,11,11,11,11,5,5,5,5,5,5,5
Iceland,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,3.6,3.6,3.6
India,13,7.9,7.8,7.7,7.5,7.4,7.4,7.2,7.1,7.7,7.7,7.7,7.7
Indonesia,10.3,10.4,10.5,10.5,10.7,10.7,10.9,10.8,10.8,10.8,10.8,10.8,10.8
Iran,5.6,5.6,5.5,5.6,5.6,5.5,5.5,5.6,5.6,5.6,5.6,5.6,5.7
Iraq,7.7,7.7,6.6,6.3,6.5,7.7,6.4,6.9,7.5,8.2,8.2,8.2,7.9
Ireland,10.3,10.3,10.3,10.2,9.6,6.5,6.5,6.5,2.5,2.6,2.6,2.5,2.5
Israel,9.8,9.8,9.8,9.8,7.3,7.3,7.3,7.3,7.3,7.3,8.3,8.3,8.3
Italy,4.6,4.5,4.5,4.4,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4
Jamaica,14.7,14.6,14.4,14.3,11.7,10,8,7.9,7.9,9.9,9.9,9.8,9.8
Japan,4.1,4.1,4.1,5,5,5,5.5,5.7,5.8,5.8,5.8,5.8,5.8
Jordan,10,10,10,10,10,7.5,7.5,7.5,7.5,9,9,9,9
Kazakhstan,1.3,1.2,1.8,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kenya,5.5,5.5,5.5,5.5,5.4,5.5,5.5,5.6,5.5,5.5,6.4,6.1,6.1
Kiribati,,0.1,,,,,,,,,,,
"South Korea",6.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Kosovo,,,,,,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3
Kuwait,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5
Kyrgyzstan,5.9,5.8,5.8,4.6,3.9,2.8,2.3,2.2,0.3,0.3,0.3,0.2,0.2
Laos,4.3,4.2,4.2,4.2,4.1,4.1,1,1,1.1,1.1,1.1,1.1,1
Latvia,2.1,2,2,2,2,2,2,2,2,2,2,2,2
Lebanon,5.9,5.9,5.8,5.9,5.9,5.8,5.8,5.8,5.8,5.9,5.9,5.9,5.9
Lesotho,8.5,8.4,8.4,8.2,8.2,8,8,8,7.9,8.7,8.4,8.4,8.2
Liberia,,,13.5,13.3,13.3,13.2,13.2,13.1,13.1,12.9,12.9,13,13
Libya,,,,,,,,,NA,NA,NA,NA,NA
Lithuania,3,2.8,1.6,1.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Luxembourg,,,10.2,10.2,10.2,10.2,10.2,10.1,10.1,10.1,10.1,10.1,10.1
"Macedonia (F.Y.R.O.M.)",3.7,3.6,3.5,3.5,3.4,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.2
Madagascar,11.6,11.6,11.6,11.6,9,9.4,9.8,10.6,10.3,10.3,10.3,9.2,9.2
Malawi,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.6,2,1.9,1.8,1.7
Malaysia,3,3.1,3.1,3.2,3.2,3.3,3.2,3.3,3.3,3.3,3.3,3.3,3.4
Maldives,NA,NA,NA,NA,NA,NA,16.9,16.7,16.1,16.2,16.2,15.9,15.9
Mali,21.7,21,20.1,20.5,19.7,19.5,11.4,11.6,11.5,12,12.1,11.9,11.8
Malta,,,,,,,,5.1,5.5,5.5,5.5,13.5,13.5
"Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,6.7,6.8,5.2,5.2,5.2,5.2,5.2,4.7,4.7,4.7,4.7,4.6,4.6
Mauritius,15.9,15.8,15.8,10.8,10.8,10.7,10.6,10.6,10.6,10.6,10.6,10.6,10.6
Mexico,5.5,5.5,5.4,5,5.1,5.4,5.4,5.4,5.4,5.1,5.2,5.2,5.2
Micronesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1,0.8,1.4,1.3,1.3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Mongolia,2.4,2.3,2.2,2.2,2.1,2.1,2.2,2.1,2.1,2.1,2.1,2.1,2.1
Montenegro,,,2.4,2.4,3.3,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1
Morocco,7.5,7.5,5.2,4.9,4.9,4.9,4.9,4.9,5.9,5.9,5.9,5.9,5.9
Mozambique,12.3,4.1,5.2,8.1,8.4,7.6,6.8,6.2,5.8,5.7,5.5,5.3,5.4
"Burma (Myanmar)",,,,,,,,,7.2,7.2,5.2,5.1,5.1
Namibia,10.1,10,10,10,10,9.8,11.7,11.5,11.7,13.9,13.9,13.8,13.8
Nepal,6.4,6.4,6.4,6.4,6.3,4.8,4.8,5,4.9,4.8,4.8,4.8,4.8
Netherlands,6.2,6.2,6.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
"New Zealand",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Nicaragua,6.4,6.4,3.4,3.4,3.4,3.8,4.8,5,5,5,5,5,5
Niger,16.1,16.1,16.1,11.1,11.1,11,11,11,11,9,9,9,9
Nigeria,22.5,22.5,21.2,21.2,21,20.9,20.9,20.9,20.8,18.7,18.6,10.5,10.5
Norway,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Oman,3,3,3,3,3,3,3,3,3,3,3,3,3
Pakistan,5.8,4.6,5.5,5.5,5.4,5.4,4.3,4.3,4.4,4.7,4.6,4.6,4.6
Palau,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.2
Panama,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.4,2.4,2.4
"Papua New Guinea",5.2,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.2
Paraguay,2,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
Peru,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Philippines,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
Poland,1.6,1.6,1.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3
Portugal,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.3,7.3,7.3,7.3,7.3,7.3
"Puerto Rico",2.1,2.1,1.8,1.8,1.9,1.8,1.3,1.2,1.3,1.2,1.2,1.2,1.2
Qatar,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Romania,2.2,2,1.9,1.8,2.3,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4
Russia,0.5,0.4,0.3,0.3,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2
Rwanda,10.3,9.8,9.6,9.4,0.6,0.5,0.4,6.3,5.6,0.2,0.1,0.1,0.1
"Saint Thomas and Principe",12.7,12.6,12.6,12.6,10.9,10.9,10.9,8.9,9,9,9,9,9
Samoa,1.9,1.8,1.8,1.8,1.7,1.6,1.6,1.6,1.6,3.7,3.7,3.8,3.8
"San Marino",,,,,,,,,6.6,6.6,4.1,4.1,4.1
Senegal,19.5,19.5,19.5,19.5,20.6,20.6,20.6,20.3,20.2,15.2,15.2,10.2,10.2
Serbia,5.5,5.4,5.4,5.4,2.9,2.8,2.7,2.8,2.8,2.8,2.7,2.8,2.8
Seychelles,,11.9,7,7,7,7,7,7,7,7,7,7,7
"Sierra Leone",17,14.7,13.8,14.9,12.9,12.4,12.2,11.8,11.6,10.9,10.8,10.8,10.7
Singapore,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9
Slovakia,3.1,0.1,0.1,0.1,0.1,0.1,,,,,,,
Slovenia,2,2,2,2,2,2,2.1,2,2,2,2,2,2
"Solomon Islands",5.2,5.3,5.2,5.1,5,4.8,4.9,4.9,4.8,4.8,4.7,4.7,4.7
Somalia,,,,,,,,,,,,1.6,1.5
"South Africa",11.3,11.1,9,8.9,8.8,8.7,8.9,5.6,5.9,6.1,6.2,6.4,7.3
"South Sudan",,,,,,,,,15.4,16.2,15.6,16,15.9
Spain,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,6.1,6.1,6.1
"Sri Lanka",5.2,5.2,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
"Saint Kitts and Nevis",,13.3,13.3,13.3,13.2,13.1,13.1,13.1,13,13,13,13,11
"Saint Lucia",,7.3,7.4,7.4,7.4,7.5,7.4,7.4,7.6,7.5,7.6,7.6,7.6
"Saint Vincent and Grenadines",,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.8,11.8,11.8,11.8
Sudan,3.5,3.4,3.3,3.2,3.1,3,3,3,2.8,2.8,2.8,2.6,2.6
Suriname,,13.7,13.7,13.7,13.9,13.8,13.8,13.8,13.7,13.7,13.7,13.7,13.7
Swaziland,,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Sweden,3,3,3,3,3,3,3,4.3,4.3,4.3,4.3,4.3,4.3
Switzerland,1.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Syria,30.8,28.3,27.9,27.9,27.8,27.8,27.7,27.7,27.7,27.7,27.7,27.8,27.9
Taiwan,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Tajikistan,,2,1.9,1.9,1.8,4.6,5.5,5.3,4.3,4.1,3.7,3.4,2.7
Tanzania,7.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.5,4.4,4.4
Thailand,6.3,8.3,8.2,8.1,2.7,3.1,5.9,7.7,7.7,7.5,7.5,7.5,7.4
"Timor Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,13.9,13.9,13.9,13.9,13.4,13.1,13,13,12.8,11.4,9.3,9.2,9.2
Tonga,10.3,10.3,10.2,10.2,10.2,10.2,10.2,15.2,15.1,15.1,15.1,15.1,15.1
"Trinidad and Tobago",,7.1,7.1,7,7,7,7,7.1,7,7,7,7,7
Tunisia,6.2,6.2,6.2,6.2,6.2,6.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Turkey,3,3.1,3.1,3.1,3,3,3,3.3,3.3,4,4,4,4
Uganda,2.8,2.8,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6
Ukraine,6.4,5.6,3.4,3.3,2.9,2.6,4.1,3.9,3.7,2.4,2,2,1.9
"United Arab Emirates",2.3,2.3,2.3,2.1,2.2,2,2.3,2.3,2.3,0.4,0.2,0.2,0.2
"United Kingdom",4.9,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.8
"United States",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,3.5,2.5,2.4,2.4,2.4
Uruguay,7.1,7.1,7.1,7.1,7,7,7,7,7,7,7,7,7
Uzbekistan,12.4,9.8,7.5,6.3,5.4,4.8,3.8,2.3,2.1,1.4,1.3,1.4,1.3
Vanuatu,7,11,11,10,7,7,7,7,7,7,7,7,7
Venezuela,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.5,2.5,2.5,2.5,2.5,2.7
Vietnam,1.3,1.2,1.2,1.2,1.2,1.1,0.6,0.6,0.6,0.6,0.6,0.6,0.6
"West Bank and Gaza",1.3,1.3,1.4,1.3,1.1,1.1,1.1,1.1,3.1,3.1,3.1,3.1,3
Yemen,3.9,3.9,3.9,3.9,3.8,3.8,3.8,1.8,1.8,1.8,1.8,1.8,1.8
Zambia,9.7,9.6,9.6,9.6,6.6,6.6,6.6,8.3,8.2,8.6,13.6,15,9.9
Zimbabwe,23,25,22.9,25,25,10.1,8.4,7.7,7.7,7.7,7.6,7.6,7.6
