Country,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cambodia,,10,57,24,11,2,1.5,1,6,3,12.8,22.6,32.4,42.2,52,187,124.5,62,4,8,38.2,68.4,98.6,128.8,159,145,66,100,134,168,202,236,270,304,338,372,406,440,474,56,47,5,770,1229,2252,3085,4190,740,155,1197,1711,1380.2,1049.4,718.6,387.8,57,53.4,49.8,46.2,42.6,39,588,,,,,,
Cameroon,,,,,,,,,,,,,,,,,,,,,,,2167,362,206,83,3,135,69,3,16,229,243,5,55,392,1158,165,94,4,4,16,4026,1268,648,527,615,5796,1709,4603,1584,123,259,66,207,8005,2847,922,10,407,804,10759,22433,363,29,3355,124,
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,2,5,6,2,7,2,2,2,3.5,5,6,4,5,3,7,2,1,1,2,2,9,5,1,2,3,1
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,303,20,219,213.9444,208.8889,203.8333,198.7778,193.7222,188.6667,183.6111,178.5556,173.5,168.4444,163.3889,158.3333,153.2778,148.2222,143.1667,138.1111,133.0556,128,12913,428,280.5,133,,,,,,,,,,,,,,,,,,
"Central African Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,22,71.6667,121.3333,171,220.6667,270.3333,320,291,262,233,204,175,146,117,21,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,8230,9,173.5,338,1136.6471,1935.2941,2733.9412,3532.5882,4331.2353,5129.8824,5928.5294,6727.1765,7525.8235,8324.4706,9123.1176,9921.7647,10720.4118,11519.0588,12317.7059,13116.3529,13915,9641.3333,5367.6667,1094,4462,7830,8801,4095,217,2730.5,5244,2649.5,55,5531,90,1668,1134.3333,600.6667,67,6395,17267,,,,,
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,73,32,1,1,1,4,24,22.2308,20.4615,18.6923,16.9231,15.1538,13.3846,11.6154,9.8462,8.0769,6.3077,4.5385,2.7692,1,1.5,2,1,,
China,1,30.4615,59.9231,89.3846,118.8462,148.3077,177.7692,207.2308,236.6923,266.1538,295.6154,325.0769,354.5385,384,1,1,1,1,1,8,15,22,29,36,43,50,57,64,71,78,85,88,76,64,52,40,28,16,4,7267,5628,644,210,583,11673,34877,10337,316,1177,4642,4589,1846,140,181.5,223,244,980,161,168,174,85,157,26,77,53,24,13,27
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11979,15129,230,996,1922,4428,1508,442,42,34,26,18,10,2,,,,,,,,,,,,
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,2675,5,336.5909,668.1818,999.7727,1331.3636,1662.9545,1994.5455,2326.1364,2657.7273,2989.3182,3320.9091,3652.5,3984.0909,4315.6818,4647.2727,4978.8636,5310.4545,5642.0455,5973.6364,6305.2273,6636.8182,6968.4091,7300,1180,3297,226,1567,56,1,519,1037,1555,4,,,,,,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3481,5515,1051,2379,10328,2977,162,740,1059,1150,295,99,468,4066,1949,986,58057,553,7886,2421,34899,12711,14995,5728,31658,27272,7665,13430,20642,28269,30150,22899,13884,21700,33661,26944,22203,19182,28093
"Costa Rica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,38,24,19,1,,,,,,,,,,,,,,,,,,,
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,181,76,65,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,4,3.9375,3.875,3.8125,3.75,3.6875,3.625,3.5625,3.5,3.4375,3.375,3.3125,3.25,3.1875,3.125,3.0625,3,2.9375,2.875,2.8125,2.75,2.6875,2.625,2.5625,2.5,2.4375,2.375,2.3125,2.25,2.1875,2.125,2.0625,2,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3333,1.6667,2,2,3,2.7778,2.5556,2.3333,2.1111,1.8889,1.6667,1.4444,1.2222,1,1,1,1,1,1,1,1,1,1,1,1,1
Djibouti,,,,,,,,,,,,,,,,,,,,,,6,440,8,6.5,5,3.5,2,2,3,19,35,51,67,83,99,115,1357.5,2600,3842.5,5085,6327.5,7570,8812.5,10055,1122,1556,1990,2424,164,996,1828,1722.1429,1616.2857,1510.4286,1404.5714,1298.7143,1192.8571,1087,1407,1727,2047,127,,,,,
"Dominican Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,20851,7919,1954,603,546,1159
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46320,31870,6833,1785,2160,1059,65,3724,90,27,9,17,25,5,,,,,,,,,,,,
"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947,8717,6573,11745,2923,182,95,8,134,631,,,,,,,,,,,,,,,,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,108,105.4211,102.8421,100.2632,97.6842,95.1053,92.5263,89.9474,87.3684,84.7895,82.2105,79.6316,77.0526,74.4737,71.8947,69.3158,66.7368,64.1579,61.5789,59,6391,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,1,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,850,2187,2121.2121,2055.4242,1989.6364,1923.8485,1858.0606,1792.2727,1726.4848,1660.697,1594.9091,1529.1212,1463.3333,1397.5455,1331.7576,1265.9697,1200.1818,1134.3939,1068.6061,1002.8182,937.0303,871.2424,805.4545,739.6667,673.8788,608.0909,542.303,476.5152,410.7273,344.9394,279.1515,213.3636,147.5758,81.7879,16,27043,54070,24121,3862,31509,1682,,,,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0769,1.1538,1.2308,1.3077,1.3846,1.4615,1.5385,1.6154,1.6923,1.7692,1.8462,1.9231,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,,,1,3,3.5,4,5,9,5,6,7,8,1,20,18,3,1,19,37,7,4,1,6,7,6,5,4,6,8,3,2,3.5,5,2,1,1.25,1.5,1.75,2,4,2,1,1,1,1,1,1,1,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,6.9524,6.9048,6.8571,6.8095,6.7619,6.7143,6.6667,6.619,6.5714,6.5238,6.4762,6.4286,6.381,6.3333,6.2857,6.2381,6.1905,6.1429,6.0952,6.0476,6,629,503.6,378.2,252.8,127.4,2,,,,,,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.8889,1.7778,1.6667,1.5556,1.4444,1.3333,1.2222,1.1111,1,15,7,30,53,76,99,122,145,168,191,214,113,12,1,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,1,2,6,3,1,2,1,2,3,4,4,1,1.25,1.5,1.75,2,2,2,1,1,1,1,1,5,1,1.5,2,5,3,2,1,1,1,3,2,1,2,2.6667,3.3333,4,4,3,2,1,1,1
Ghana,,,,,,,,,,,,,,,,,,,,,,2733,13048,625,677,483,187,102,6565,1853,1783,260,943,11051,14160,1015,60,635.4,1210.8,1786.2,2361.6,2937,13172,228,1448,2267,4698,1665,379,3426,9432,3331,5487,3614,204,407,3166,3357,179,1223,1294,438,10628,9548,50,28944,692,175
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3674,15395,30604,5282,7970,1568,1263,5970,2077,612,13,1,1,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,2000,1892.875,1785.75,1678.625,1571.5,1464.375,1357.25,1250.125,1143,1035.875,928.75,821.625,714.5,607.375,500.25,393.125,286,4177.125,8068.25,11959.375,15850.5,19741.625,23632.75,27523.875,31415,6506,287,584,881,599,519,392,61,6,1516,3821,3242,8546,513,42,22.5,3,7350,319,1,,
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,6000,7328,8656,9984,11312,12640,13968,15296,119,8397,20555,126,305,484,663,842,290,155,25111,37,153,14323,5,1026,2047,3068,969,11,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,66,,,,,,,,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179379,340311,112076,58809,27753,36045,41421
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,407,4013,5049,4717,708,100,306,56,8,1,,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
India,,625,86787,101493,213225,22146,23533,39829,54961,66849,14852,14621,47637,51082,44839,53011,42677,13052,13708,22587,19280,15067,71386,20435,41611,30903,22049,14946,8376,10585,5073,8344,4681,4656,8542,2527,5808,4208,11934,17162,5640,3583,6993,6911,12084,4973,3315,4396,2768,7151,3839,4053,4081,3455,2893,4695,3155,1939,2635,2680,3917.5,5155,5439.3333,5723.6667,6008,4031,889,841
Indonesia,,,,,,,,,,,,41,1742,428,535,326,265,204,700,135,627,5997,23555,44383,52042,41474,48387,41264,17112,10683,18817,5541,18354,10391,13832,7921,4732,11915,659,50,67,155,6202,25,3564,47,56.5,66,66,189.75,313.5,437.25,561,755.25,949.5,1143.75,1338,1227.6667,1117.3333,1007,,,,,,,,
Iran,,,,,,,,,,,,,,,,,5037,162,221,389,557,19663,344,322,55,304,2966,2100,10836,264,1856,1599,6034,427,270,531,1208,20,295,486,5222,178,1892,97,1347,15,2177,1641.5,1106,270,1369,345,105,118,96,94,1133,576,19,72,443.6667,815.3333,1187,53,256,171,86,
Iraq,,,,,,,,,,,,,,,,,,227,218.4545,209.9091,201.3636,192.8182,184.2727,175.7273,167.1818,158.6364,150.0909,141.5455,133,96,156.0769,216.1538,276.2308,336.3077,396.3846,456.4615,516.5385,576.6154,636.6923,696.7692,756.8462,816.9231,877,97,280,838,820,1,27,53,1985,532,560,718,187,35,1589,3143,4697,925,6,2,2347.5,4693,1,2483,4965,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,185,1,11,10,9,8,7,6,5,4,3,2,1,1.2,1.4,1.6,1.8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,278,139.5,1,1.5,2,5,8,8.2667,8.5333,8.8,9.0667,9.3333,9.6,9.8667,10.1333,10.4,10.6667,10.9333,11.2,11.4667,11.7333,12,1,1.3333,1.6667,2,1.875,1.75,1.625,1.5,1.375,1.25,1.125,1,1,1,1,1,1,1,1,,,
Japan,,,,,,,,,,,,,,,16,2,3.2,4.4,5.6,6.8,8,5,4.6,4.2,3.8,3.4,3,6,52,34,11,23,19,16,35,55,36,26,34,33,95,73,90,46,89,91,321,39,89,60,40,34,11,27,16,66,43,34,29.6,25.2,20.8,16.4,12,3,8,5,7,10
Jordan,,,,,,,,,,,,,,,,,,,,,,3,27.8333,52.6667,77.5,102.3333,127.1667,152,427,284,141,505.5,870,773.5556,677.1111,580.6667,484.2222,387.7778,291.3333,194.8889,98.4444,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,3,16,10,4,3.25,2.5,1.75,1,1,1,1,1,1,1,1,,,,,,,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,239,51,226.5,402,1093,1359,21,673,1070,2808,2424,3498,1049,14,1352,839,255,586.5,918,1741.3333,2564.6667,3388,2134,880,1547,482,17200,22432,11039,1157,1001,291,580.5,870,816,870,1206,3091,11425,3188,74,61,48,35,13291,5866
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,4,3.8,3.6,3.4,3.2,3,2,13,1,3,5.5,8,34.25,60.5,86.75,113,38,69.6667,101.3333,133,100,67,34,1,1,1,1,1,1.2222,1.4444,1.6667,1.8889,2.1111,2.3333,2.5556,2.7778,3,3.2222,3.4444,3.6667,3.8889,4.1111,4.3333,4.5556,4.7778,5,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Laos,,,,,31,57.0625,83.125,109.1875,135.25,161.3125,187.375,213.4375,239.5,265.5625,291.625,317.6875,343.75,369.8125,395.875,421.9375,448,659.375,870.75,1082.125,1293.5,1504.875,1716.25,1927.625,2139,2350.375,2561.75,2773.125,2984.5,3195.875,3407.25,3618.625,3830,4041.375,4252.75,4464.125,4675.5,4886.875,5098.25,5309.625,5521,9660,1365,720,669.9091,619.8182,569.7273,519.6364,469.5455,419.4545,369.3636,319.2727,269.1818,219.0909,169,201,219,237,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,54,50.5714,47.1429,43.7143,40.2857,36.8571,33.4286,30,49.625,69.25,88.875,108.5,128.125,147.75,167.375,187,206.625,226.25,245.875,265.5,285.125,304.75,324.375,344,3,2.8182,2.6364,2.4545,2.2727,2.0909,1.9091,1.7273,1.5455,1.3636,1.1818,1,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,168,606,947,1336,512,704,646,512,422,438,2690,1582,670,183,492,355,59,33,68,28,80,132,342.6667,553.3333,764,3420,8922,91,2123,215,365,1062,1115,34740,2786,3823,4929,3063,1236,1070,1546,1146,219,92,44,,
Libya,,,,,,,,,,,,,,,,,,,,,,1151,1105.84,1060.68,1015.52,970.36,925.2,880.04,834.88,789.72,744.56,699.4,654.24,609.08,563.92,518.76,473.6,428.44,383.28,338.12,292.96,247.8,202.64,157.48,112.32,67.16,22,,,,,,,,,,,,,,,,,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,2,358.1071,714.2143,1070.3214,1426.4286,1782.5357,2138.6429,2494.75,2850.8571,3206.9643,3563.0714,3919.1786,4275.2857,4631.3929,4987.5,5343.6071,5699.7143,6055.8214,6411.9286,6768.0357,7124.1429,7480.25,7836.3571,8192.4643,8548.5714,8904.6786,9260.7857,9616.8929,9973,29305,7219,27,5,,,,,,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,371,253.6667,136.3333,19,577,263,262.3333,261.6667,261,374,487,390.8,294.6,198.4,102.2,6,8351,13457,8088,298,25193,107,1,1,130,1745,26508,2391,2395,32618,2736,675,1105,4148,475,831,5751,1155,120,187,355.6667,524.3333,693,1792
Malaysia,,,,,,1,39.6667,78.3333,117,155.6667,194.3333,233,271.6667,310.3333,349,512,16,5,10,15,70,106,53,864,369,349,110,246,444,1635,502,97,469,516,2195,67,52,55,1168,1324,393,2071,506,474,995,534,2209,1486,389,1304,535,124,557,376.6667,196.3333,16,126.5,237,220.3333,203.6667,187,443,586,282,171,134,244,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,2665,4792,2,219,130,296.5,463,629.5,796,962.5,1129,1295.5,1462,1628.5,1795,3759,1916,352,581.875,811.75,1041.625,1271.5,1501.375,1731.25,1961.125,2191,5723,6,6,6,1885,67,18,1455,2839,1178,7,80,153,842,1531,2220,219,23,,,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,1139,148,150,151.4545,152.9091,154.3636,155.8182,157.2727,158.7273,160.1818,161.6364,163.0909,164.5455,166,259,3734,1578,575,700,1247.7143,1795.4286,2343.1429,2890.8571,3438.5714,3986.2857,4534,462,385.6,309.2,232.8,156.4,80,34,2083,4132,25,3,13.75,24.5,35.25,46,,,,,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,8162,10712,4059,16430,1088,2356,71,38,5,1,1,1,1,1,1,1,1,1,1,1,2,187,14,1,
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,28.5,23,17.5,12,6.5,1,863.75,1726.5,2589.25,3452,14,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,240,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,,,,,,,,,,56,7,5.75,4.5,3.25,2,328.5,655,981.5,1308,1634.5,1961,2287.5,2614,2940.5,3267,3593.5,3920,4246.5,4573,3431.25,2289.5,1147.75,6,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,453,1018,11,3,18,2291,4564,1212,1753,2301,10745,521,3,1,124.3333,247.6667,371,4152,7847,30802,19803,692,3374.3333,6056.6667,8739,42672,44329,17649,8794,24375,13758,20080,2226,6306,2622,9087,19679,7430,1279,647,1869,480,8739,883
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,14,3496,159,120,81,42,3,485,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,2706,2423.2857,2140.5714,1857.8571,1575.1429,1292.4286,1009.7143,727,2,18,34,226,391,4,1,7,8,260,185,428,1662,22,1,24,38.625,53.25,67.875,82.5,97.125,111.75,126.375,141,23888,30648,798,31,32,157,274,245,1745,1580.4444,1415.8889,1251.3333,1086.7778,922.2222,757.6667,593.1111,428.5556,264,173,82,1790,12,34,483.5,933,80,169
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,5,3.5,2,2,2,1.8,1.6,1.4,1.2,1,2,3,3,3,3,1,9,3,2,4,2,1,1,1,1,1,4,3,4,5,4.5,4,3.5,3,2.5,2,1.5,1
"New Zealand",,,,,,,,,,,,,,,,,,,,,,,,3,2.9333,2.8667,2.8,2.7333,2.6667,2.6,2.5333,2.4667,2.4,2.3333,2.2667,2.2,2.1333,2.0667,2,3,4,5,4.25,3.5,2.75,2,2,1.6667,1.3333,1,1,1,1,1,1,1,1,,,,,,,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3067,6631,7821,8825,2813,1283,1437,552,12,,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,16,9265,51,121,286,246.1429,206.2857,166.4286,126.5714,86.7143,46.8571,7,1267.3333,2527.6667,3788,3063.6,2339.2,1614.8,890.4,166,1702,3238,2402.6667,1567.3333,732,264,3957,259,722.5,1186,225,81,236,292,2178,553,1232,24,972,1063,1154,2324,5284,585,2059,51,38
Nigeria,,,,,,,,,,,,,,,,,,,,,,15,22931,1363,157,97.5,38,112,376,197,293,138,107,248,178,1667,30,91,1290,137,1078,30278,59478,8687,4160,2859,1059,12374,1322,3464,26358,2799,2312,5429,1933,3186,4477,2028,1661,5410,13691,44456,23377,597,6600,35996,5290,768
"North Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,159.8125,149.625,139.4375,129.25,119.0625,108.875,98.6875,88.5,78.3125,68.125,57.9375,47.75,37.5625,27.375,17.1875,7,,,,,,,,,,,,,,,,,,,,
