Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Jordan,,,,,,,0.002031338,0.001197961,0.001278748,0.003612132,0.00584982,0.00573567,0.006274467,0.007304499,0.010209067,0.011261146,0.010305397,0.011291218,0.010230544,0.0102608,0.011428442,0.011475318,0.01161038,0.011507294,0.01161103,0.010079992,0.012089271,0.007118608,0.006029562,0.00702928,0.007,0.008,0.007,0.006,0.006
Kazakhstan,--,--,--,--,--,--,--,--,--,--,--,--,3.592,3.206,3.025,2.663,2.611,2.712,2.661,2.597011373,3.346,3.649,3.951,4.126,4.615,4.75,5.020009919,5.176009884,5.447009854,5.48100976,5.719,5.97,6.316,6.412,6.48
Kenya,0.012,0.016,0.017,0.02,0.019,0.022,0.023,0.024,0.029,0.031,0.032,0.034,0.034,0.036,0.035,0.038,0.04,0.038,0.038,0.03,0.021,0.033,0.039,0.044,0.042,0.013009999,0.013009919,0.013009884,0.012009854,0.01315616,0.015,,,,
"North Korea",0.771,0.8,0.837,0.847,0.866,0.719,0.722,0.724,0.857,0.699,0.886,0.835,0.783,0.728,0.696,0.663,0.587,0.558,0.51,0.567,0.595,0.613,0.586,0.604,0.622,0.526,0.539,0.527,0.548,0.557,0.787,0.896,0.907,0.918,0.896
"South Korea",0.346,0.368,0.372,0.43,0.479,0.556,0.697,0.814,0.801,0.831,0.829,0.816,0.765,0.751,0.702,0.761,0.81,0.83,0.964,1.091,1.145,1.17,1.217,1.332,1.335,1.432955553,1.470713662,1.427975476,1.495918142,1.476850688,1.472078089,1.53311181,1.484166475,1.349349963,1.505620195
Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Kuwait,3.989380716,2.628,1.945,2.513,2.761,2.441,3.363,3.766,3.627,4.316,2.832,0.43,2.442,4.283,4.727,4.812,4.943,4.847,5.015,4.597,5.035,4.814,4.581,5.141,5.706,6.108,6.125,5.984,6.293,5.728,5.635,6.187,6.517,6.562,6.498
Kyrgyzstan,--,--,--,--,--,--,--,--,--,--,--,--,0.13215189,0.121151475,0.135151475,0.125151475,0.13504184,0.122817021,0.109669122,0.131521223,0.148480678,0.137591597,0.118369748,0.143998325,0.15,0.009,0.008961345,0.007680336,0.009,0.010569412,0.010462185,0.013369748,0.017221849,0.021,0.023
Laos,0.01,0.011,0.012,0.011,0.01,0.009,0.009,0.006,0.005,0.007,0.008,0.009,0.009,0.009,0.009,0.011,0.012,0.014,0.019,0.025,0.035,0.036,0.037,0.033,0.036,0.004,0.004,0.01,0.01,0.011,0.012,0.011,0.012,0.012,0.013
Latvia,--,--,--,--,--,--,--,--,--,--,--,--,0.026,0.029,0.034,0.03,0.019,0.03,0.031,0.028,0.029,0.029,0.025,0.023,0.032,0.000879912,0.000872872,0.00093898,0.000581386,0.000488,,,,,
Lebanon,0.009,0.009,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.003,0.005,0.006,0.007,0.008,0.007,0.008,0.009,0.008,0.003,0.005,0.003,0.007,0.014,0.011,,,,,,,,,,
Lesotho,,,,,,,,,,,,,,,,,,,,0.002,0.003,0.003,0.003,0.003,0.003,,,,,,,,,,
Liberia,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,4.02877655,2.574,2.614,2.524,2.527,2.461,2.435,2.295,2.735,2.702,3.183,3.432,3.343,3.169,3.206,3.228,3.276,3.386,3.26,3.067,3.298,3.208,3.112,3.3,3.609,3.99,4.222,4.38,4.48,4.288,4.322,1.323,3.526,2.514,1.503
Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,0.151,0.138,0.089,0.124,0.144,0.127,0.153,0.114,0.101,0.139,0.166,0.177,0.17,0.110857663,0.093094457,0.105300461,0.10445982,0.112896575,0.004,0.004,0.004,0.004,0.004
Luxembourg,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001459854,0.00168623,0.001632576,0.000601094,0.00061488,0.0005,0.0003,0.000151007,0.000151289,0.000189288
"Macedonia (F.Y.R.O.M.)",--,--,--,--,--,--,--,--,--,--,--,--,0.051,0.047,0.049,0.052,0.053,0.05,0.061,0.059,0.058,0.055,0.054,0.059,0.059,0.042,0.041,0.04,0.047,0.045,0.041,0.05,0.045,0.041,0.044
Madagascar,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.005,0.005,0.006,0.006,,,,,,,,,,
Malawi,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.008,0.008,0.008,0.008,0.009,0.009,0.009,0.01,0.012,0.012,0.012,0.012,0.014,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002
Malaysia,0.661012306,0.63,0.707,0.931,1.307,1.426,1.655,1.679,1.81,1.922,2.032,2.191,2.263,2.338,2.41,2.59,2.834,3.008,3.141,3.158,3.313,3.339,3.43,3.659,3.707,3.685,3.611,3.755,3.825,3.733,3.771,3.656,3.685,3.729,3.809
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-07,2.98E-07,,,,,,,,
Mali,0.000862204,0.000857146,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,,,,,,,,,,
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,2.00E-05,1.98E-05,1.98E-05,1.97E-05,1.95E-05,,,,,
Mauritania,0.0002597,0.00031359,0.000397252,0.000410281,0.00037584,0.000323857,0.000188028,0.000260475,0.0002581,0.0002608,0.00026005,0.0002609,0.000268892,0.000268034,0.000288848,0.000288736,0.00028952,0.00030639,0.000285516,0.00030678,0.000326432,0.000351322,0.000345882,0.000415125,0.000440704,0.0327,0.065,0.032,0.028,0.024,0.018,0.017,0.014,0.014,0.013
Mauritius,0.000851816,0.000616727,0.000972222,0.000368201,0.0006786,0.001,0.001,0.001,0.001,0.002,0.000873768,0.000772264,0.001,0.001,0.0007737,0.001,0.001,0.000939596,0.001,0.003,0.005,0.005,0.005,0.006,0.006,0.004004,0.004003968,0.004003954,3.94E-06,9.76E-06,,,,,
Mexico,5.71125132,6.739,7.791,7.655,7.883,7.825,7.096,7.343,7.349,7.37,7.636,7.958,7.961,8.061,8.178,8.117,8.813,9.107,9.366,9.112,9.393,9.595,9.663,10.107,10.018,9.768130642,9.771360411,9.507116555,8.779198335,8.72973702,8.38528348,8.393735345,8.24966678,8.185511015,7.83472528
Moldova,--,--,--,--,--,--,--,--,--,--,--,--,0.005,0.005,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,,,,,,,,,,
Mongolia,0.123,0.1,0.125,0.127,0.126,0.152,0.164,0.181,0.2,0.187,0.166,0.164,0.145,0.131,0.12,0.117,0.119,0.115,0.118219365,0.11543873,0.121,0.12,0.129,0.125001152,0.127004134,0.176004124,0.196004091,0.224000123,0.246019708,0.34701952,0.6,0.704,0.636,0.634,0.772
Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.012,0.009,0.014,0.008,0.015,0.016,0.014,0.013,0.013
Morocco,0.028100108,0.024,0.02,0.019,0.018,0.019,0.02,0.019839938,0.020840043,0.020628311,0.020628311,0.021628311,0.018307166,0.013418874,0.018418874,0.015371681,0.027373402,0.02716755,0.023209437,0.012418874,0.01,0.013,0.013,0.019,0.02,0.004001,0.004000992,0.004,0.005,0.006,0.003,0.002,0.002,0.002,0.004
Mozambique,0.139,0.035,0.031,0.053,0.006,0.002,0.000396948,0.000250056,0.000505876,0.0005216,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.01,0.017,0.08,0.099,0.123,0.131,0.112,0.159,0.08,0.094,0.098,0.129,0.105,0.122,0.154,0.307,0.37,0.454
Namibia,--,--,--,--,--,--,--,--,--,--,,,,,,0.012,0.009,0.006,0.01,0.012,0.014,0.014,0.015,0.015,0.016,,,,,,,,,,
Nepal,0.002,0.002,0.002,0.003,0.003,0.003,0.005,0.006,0.006,0.006,0.009,0.009,0.009,0.009,0.01,0.012,0.012,0.011,0.011,0.014,0.016,0.019,0.021,0.023,0.024,s,s,s,s,s,s,s,s,s,s
Netherlands,3.155893908,2.937,2.539,2.724,2.7622088,2.921,2.74,2.729,2.423,2.605,2.635,2.95,2.926,2.975,2.913,2.907,3.248,2.881,2.769,2.556,2.473,2.631,2.615,2.528,2.94,2.704006816,2.652163337,2.644824867,2.819241619,2.648058166,2.898501596,2.654076366,2.640034998,2.821605144,2.337658371
"Antilles (Netherlands)",,,,,,,,,,,,,,1.03E-05,7.22E-05,7.22E-05,7.24E-05,7.15E-05,7.14E-05,7.16E-05,0.00030603,0.00030999,0.00030519,0.00030723,0.00030066,0.00029997,0.00029757,0.00029652,0.00029562,0.0005856,,,,,
"New Caledonia",0.003,0.003,0.004,0.003,0.004,0.005,0.004,0.003,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.004,0.003,0.003,0.003,0.00019998,0.00029757,0.00039536,0.00029562,0.0002928,,,,,
"New Zealand",0.322433854,0.337,0.368,0.397,0.431,0.453,0.528,0.515,0.557,0.573,0.589,0.611,0.597,0.617,0.633,0.637,0.658,0.692,0.641,0.662,0.666,0.667,0.692,0.621,0.629,0.36,0.371,0.417,0.444,0.445,0.47,0.371,0.379,0.366,0.378
Nicaragua,0.006,0.005,0.005,0.004,0.006,0.006,0.005,0.006,0.006,0.01,0.008,0.008,0.007,0.009,0.008,0.007,0.007,0.006,0.005,0.005,0.004,0.004,0.006,0.007,0.007,0.005,0.005,0.004,0.003,0.004,0.003,,,,
Niger,s,s,s,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.018,0.046,0.046,0.046
Nigeria,4.4945244,3.183,2.857,2.769,3.118,3.356,3.31,3.052,3.303,3.902,4.069,4.3,4.426,4.451,4.369,4.525,4.564,4.849,4.897,4.89,5.178,5.453,5.153,5.709,5.898,6.446,6.263,6.245,5.874,5.694,6.341,6.605,6.997,6.501,6.822
"Northern Mariana Islands",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Norway,2.92831828,3.017,3.014,3.435,3.672,3.771,3.908,4.335,4.683,5.586,5.802,6.173,6.862,7.121,7.774,8.348,9.26,9.582,9.329,9.53,10.297,10.294,10.682,10.62,10.781,9.30709999,8.94119838,8.595,8.75,8.655,8.308,7.889,8.115,7.733,7.81
Oman,0.638100128,0.721,0.74,0.859,0.943,1.132,1.28,1.341,1.412,1.493,1.588,1.643,1.722,1.816,1.902,1.994,2.066,2.132,2.197,2.166,2.428,2.48,2.484,2.349,2.258,2.385,2.447,2.395,2.5,2.639,2.833,2.86,3.057,3.11,3.14
Pakistan,0.413484569,0.448320032,0.497320032,0.505320032,0.53032003,0.575320032,0.632320032,0.673320032,0.72032003,0.7560969,0.796319156,0.865,0.912,0.92,0.99,1.014,1.036,1.051,1.062,1.089755823,1.14,1.117,1.137,1.242,1.317,1.177619004,1.325131015,1.361586151,1.373538107,1.400176284,1.43225879,1.433728615,1.517862746,1.467595317,1.494518241
"West Bank and Gaza",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,
Panama,0.01,0.015,0.013,0.01,0.017,0.021,0.023,0.022,0.024,0.023,0.023,0.021,0.02,0.024,0.025,0.025,0.031,0.03,0.022,0.032,0.035,0.026,0.034,0.029,0.038,0.000229977,0.000714168,0.000751184,,,,,,,
"Papua New Guinea",0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005409311,0.116,0.266,0.232,0.218,0.226,0.175,0.175,0.212,0.157,0.152,0.126,0.118,0.108,0.089,0.107,0.088,0.094,0.089,0.071,0.064,0.06,0.051,0.248
Paraguay,0.007,0.008,0.007,0.008,0.009,0.042,0.124,0.193,0.205,0.253,0.283,0.306,0.281,0.321,0.372,0.43,0.464,0.514,0.514,0.526,0.54,0.464,0.486,0.519,0.515,,,,,,,,,,
Peru,0.539234524,0.558,0.563,0.505,0.538,0.56,0.545,0.512,0.456,0.427674082,0.407,0.386,0.371,0.425,0.439,0.443,0.428,0.396,0.403,0.39,0.387,0.399,0.403,0.399,0.407,0.292010499,0.309010415,0.352009884,0.395009854,0.42800976,0.608,0.776,0.833,0.87,0.916
Philippines,0.096391,0.077,0.104,0.122,0.152,0.154,0.152,0.139,0.155,0.161,0.156,0.148,0.156,0.164,0.171,0.16334195,0.168345028,0.161345028,0.169345028,0.216345028,0.229345028,0.233,0.306,0.359,0.407,0.328189981,0.295535626,0.342573272,0.353601094,0.40562464,0.433,0.345,0.364,0.337,0.389
Poland,3.588545396,3.109,3.495809935,3.59,3.725,3.843,3.968,4.065,4.065,3.801487713,3.254325142,3.187092665,3.022092919,3.054097543,3.076097543,3.077087788,3.09409781,3.093097543,2.776097543,2.657097543,2.552,2.585,2.558,2.58,2.595,2.532,2.485,2.342,2.285,2.156,2.119,2.211,2.288,2.279,2.186
Portugal,0.088,0.058,0.078,0.09,0.107,0.118,0.096,0.104,0.134,0.07,0.106,0.106,0.06,0.1,0.121,0.096,0.162,0.144,0.143,0.089,0.133,0.164,0.101,0.181,0.125,0.038739926,0.04989271,0.063,0.059,0.076,0.002,,,,
"Puerto Rico",0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.001,0.001,0.001,0.001,0.000695742,0.00089636,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,,,,,,,,,,
Qatar,1.199849896,1.052,0.933,0.839,1.091,0.877,0.881,0.858,0.991,1.059,1.2,1.245,1.39,1.446,1.443,1.507,1.654,1.9,2.31,2.371,2.828,2.744,2.807,3.14,3.701,4.225,4.475,5.11,5.906,6.564,8.052,9.528,9.909,10.205,10.012
Reunion,0.003,0.004,0.004,0.005,0.004,0.005,0.005,0.005,0.004,0.005,0.006,0.005,0.005,0.005,0.005,0.005,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.00209999,0.002109109,0.00209884,9.85E-05,0.0001952,,,,,
Romania,2.17715712,2.239,2.357,2.433,2.372,2.285,2.356,2.35,2.333,2.153,1.797,1.556,1.461,1.431,1.394,1.422,1.382,1.369,1.227,1.171,1.154,1.212,1.167,1.101,1.109,0.915068083,0.958813216,0.965822598,0.97933389,0.94317044,0.90371065,0.93197523,0.91102852,0.854600417,0.85029522
Russia,--,--,--,--,--,--,--,--,--,--,--,--,49.284,45.848,43.297,42.348,40.714,39.667,39.945,41,41.915,43.029,44.291,47.3,49.924,49.39278111,50.49387169,50.90269478,51.08744167,48.08935271,51.19728419,52.71496793,53.44696384,53.98594917,54.01042994
Rwanda,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.001,0.001,0.000909304,0.000986781,0.001,0.000831328,,,,,,,,,,
"Saint Vincent and Grenadines",0.000176596,0.000177701,0.000188172,0.00018936,0.00022968,0.000271622,0.000292488,0.000322989,0.00036134,0.000375552,0.000249648,0.000135668,0.00020684,0.000237107,0.000216636,0.000216552,0.00021714,0.000214473,0.000224334,0.000224972,0.000255025,0.000196327,0.000223806,0.000212625,0.000270432,,,,,,,,,,
Samoa,7.27E-05,7.32E-05,0.000125448,0.00012624,0.00016704,0.000177599,0.00020892,0.000187542,0.000185832,0.00020864,0.00020804,0.00020872,0.00025855,0.000257725,0.0002579,0.000268112,0.0003102,0.000337029,0.000387486,0.000439718,0.000357035,0.000495984,0.000630726,0.00054675,0.0005008,,,,,,,,,,
"Saint Thomas and Principe",7.27E-05,7.32E-05,8.36E-05,6.31E-05,8.35E-05,8.36E-05,7.31E-05,8.34E-05,8.26E-05,8.35E-05,8.32E-05,8.35E-05,8.27E-05,8.25E-05,8.25E-05,8.25E-05,8.27E-05,8.17E-05,7.14E-05,9.20E-05,0.00010201,4.13E-05,6.10E-05,7.09E-05,6.01E-05,,,,,,,,,,
"Saudi Arabia",22.43450771,22.437,15.104,11.923,11.289,8.642,12.036,10.842,12.856,12.809,15.92,19.747,20.393,20.107,20.39,20.659,20.816,21.243,21.415,20.177,21.593,20.945,20.27,23.049,24.628,26.063,25.285,24.586,26.254,23.78,25.429,26.715,27.938,27.598,27.588
Senegal,,,,,,,,,,,0.000457688,0.000459184,0.000455048,0.001098869,0.00146422,0.002474352,0.00248598,0.001490224,0.001499653,0.0015113,0.002540653,0.002640646,0.005,0.006,0.005,0.002549945,0.002535626,0.002375592,0.002,0.002,0.002,0.000634964,0.001,0.001,0.001
Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.291,0.289,0.3,0.305,0.314,0.336,0.316,0.335,0.264
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,0.000153015,0.000154995,0.000162768,0.000162,0.000160256,,,,,,,,,,
Singapore,,,,,,,,,,,0.002,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.01,0.01,0.01,0.009,0.009,0.01,,,,,,,
Slovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,0.221,0.231,0.226,0.225,0.213,0.219,0.236,0.273,0.285,0.296,0.275,0.268,0.225215922,0.230788379,0.198995537,0.209869767,0.183433058,0.186875589,0.197514458,0.198339621,0.192849413,0.195447251
Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,0.12454663,0.116783611,0.122420666,0.124420666,0.125410824,0.124541442,0.12837687,0.125042508,0.126,0.128,0.13,0.125189288,0.138189288,0.099487921,0.095226546,0.097585492,0.101042593,0.095901807,0.095263092,0.100302427,0.091699397,0.085654549,0.088935708
Somalia,,,,,,,,,,,,,,,,,,,,,,,,0.00010125,,,,,,,,,,,
"South Africa",2.351,2.616,2.827,2.966,3.358,3.59,3.701,3.672,3.829,3.728,3.652,3.736,3.651,3.988,4.18,4.402,4.415,4.709,4.799,4.803,4.835,4.822,4.763,5.148,5.311,5.267338277,5.240618297,5.265766018,5.362238999,5.265455102,5.410450898,5.330838249,5.44041393,5.412623515,5.513146705
Spain,0.84581084,0.899,1.013,1.108,1.262,1.31,1.344,1.345,1.456,1.434,1.417,1.427,1.336,1.331,1.311,1.249,1.402,1.322,1.355,1.225,1.325,1.488,1.317,1.49,1.444,1.097569191,1.11885458,1.093165397,1.046616794,1.022633354,0.724177263,0.656652184,0.687609515,0.620481235,0.617839508
"Sri Lanka",0.015,0.016,0.017,0.013,0.022,0.025,0.027,0.022,0.027,0.029,0.032,0.032,0.03,0.039,0.042,0.045,0.033,0.035,0.04,0.042,0.032,0.032,0.027,0.033,0.03,0.000179982,0.000188461,2.97E-05,2.96E-05,2.93E-05,,,,,
Sudan,0.005,0.008,0.008,0.008,0.008,0.01,0.01,0.01,0.009,0.01,0.015,0.016,0.016558223,0.016556698,0.017185566,0.015371132,0.02,0.025,0.035,0.145,0.363,0.406,0.461,0.518,0.653,0.654,0.707,0.866,0.889,0.897,0.902,0.841,0.209,0.459,0.481
Suriname,0.009,0.009,0.011,0.008,0.009,0.012,0.013,0.008,0.012,0.02,0.021,0.023,0.027,0.027,0.029,0.029,0.03,0.025,0.029,0.036,0.03,0.03,0.031,0.031,0.031,0.023,0.027,0.031,0.037,0.037,0.037,0.037,0.037,0.035,0.035
Swaziland,0.005,0.005,0.004982676,0.003683801,0.004,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.004,0.003,0.008,0.006,0.005,0.007,0.012,0.013,0.012,0.01,0.013,0.012,0.013,0.011,0.008,0.006,0.004,0.003,0.004,0.003,0.006,0.006,0.006
Sweden,,0.987216664,0.953649992,1.069866656,1.209434515,1.309216664,1.317158165,1.402158165,1.389121509,1.391121177,1.416121177,1.410080785,1.392040503,1.37302244,1.329181743,1.391181766,1.265,1.399,1.496,1.46,1.392,1.545,1.372,1.239,1.443,0.794771537,0.759154752,0.767871672,0.638634505,0.528693499,0.562099163,0.585981636,0.620027686,0.642715168,0.628056154
Switzerland,0.475,0.515,0.522,0.52,0.49,0.549,0.558,0.580321967,0.599265498,0.542161178,0.553132399,0.56811277,0.57910332,0.60908525,0.654037928,0.613,0.551,0.606,0.605,0.674,0.648,0.704,0.64,0.637,0.618,0.248401916,0.29431819,0.295292469,0.270229251,0.27022082,0.260576463,0.263965177,0.251459582,0.255980444,0.272639804
Syria,0.41024724,0.408,0.4,0.412,0.426,0.44,0.477,0.569,0.645,0.83,1.002,1.256,1.236,1.41,1.427,1.438,1.511,1.478,1.501,1.48,1.462,1.366,1.42,1.402,1.38,1.244,1.191,1.131,1.105,1.123,1.25,1.097,0.604,0.352,0.247
Taiwan,0.221360742,0.277,0.29,0.346,0.395,0.445,0.413,0.468,0.408,0.404,0.494,0.424,0.438,0.413,0.43,0.434698063,0.455,0.442977288,0.457698063,0.462698063,0.463,0.444,0.467,0.46,0.469,0.439196824,0.427424759,0.435776565,0.405086407,0.412922037,0.402917,0.408709132,0.396527207,0.407816649,0.414950676
Tajikistan,--,--,--,--,--,--,--,--,--,--,--,--,0.17630378,0.18230295,0.17416143,0.15130295,0.154164612,0.141151475,0.146009955,0.159009955,0.142,0.147,0.153739496,0.165,0.164,0.003,0.003,0.003739496,0.004,0.004,0.005,0.00468441,0.007554622,0.008480672,0.009443698
Tanzania,0.01,0.011,0.011,0.011,0.011,0.012,0.011,0.012,0.013,0.015,0.016,0.018,0.017,0.017,0.016,0.016,0.019,0.015,0.022,0.024,0.024,0.029,0.029,0.027,0.028,0.015,0.018,0.02,0.021,0.024,0.029,0.033,0.023,0.027,0.023
Thailand,0.029679991,0.091679995,0.133,0.152,0.198,0.327,0.332,0.344,0.415,0.441,0.51,0.563,0.592,0.654,0.73,0.808,0.923,1.089,1.088,1.137,1.242,1.275,1.371,1.53,1.561,1.633027997,1.711038684,1.800019768,1.915009854,2.01201952,2.223019512,2.307,2.49,2.492,2.5
Togo,0.000394744,0.000397214,0.000595878,0.00019988,0.00039672,0.000793972,0.000793896,0.000791844,0.000784624,0.00099104,0.00098819,0.002,0.001,0.002,0.002,0.003,0.002,0.000949809,0.002,0.002,0.001,0.00051665,0.000874878,0.001,0.000820322,1.90E-05,2.78E-05,9.39E-05,,,,,,,
"Trinidad and Tobago",0.550391898,0.613188154,0.503177718,0.4851578,0.57612528,0.611167152,0.52826115,0.495302151,0.507268424,0.5092608,0.515322462,0.5472609,0.51331026,0.535288652,0.561330112,0.580340296,0.61717578,0.629183834,0.625183546,0.732184068,0.81520402,0.843299657,0.943264498,1.253122892,1.354230506,1.477219978,1.712257894,1.758187796,1.763,1.806,1.79,1.719,1.703,1.783,1.754
Tunisia,0.244794944,0.262303137,0.271407706,0.268315601,0.27468904,0.254,0.249532746,0.243,0.237485228,0.242354688,0.216457688,0.234,0.251661888,0.224649467,0.21241264,0.200422792,0.2167238,0.245735336,0.247764775,0.253961244,0.244877286,0.242795641,0.251946089,0.256,0.271,0.262419958,0.265376922,0.244425012,0.300384306,0.23794672,0.24,0.218,0.208,0.202,0.172
Turkey,0.364611936,0.396,0.433,0.416,0.466,0.532,0.605,0.684,0.716,0.725,0.781,0.8,0.871,0.905,0.908,0.955,1.017,1.037,1.126,1.04,0.954,0.857,0.886,0.86,0.945,0.592529847,0.637932386,0.725,0.766,0.774,0.718,0.73,0.687,0.599,0.623
Turkmenistan,--,--,--,--,--,--,--,--,--,--,--,--,2.344041368,2.583051545,1.493041264,1.361041248,1.5500517,1.160051065,0.750061182,1.14705113,2.048051005,2.133030999,2.381030519,2.605030375,2.617030048,2.664,2.629,2.922,3.001,1.82,2.092,2.827,2.931,3.198,3.373
Uganda,0.007,0.005,0.006,0.005,0.006,0.007,0.007,0.006,0.006,0.007,0.008,0.008,0.01,0.01,0.01,0.011,0.011,0.013,0.013,0.013,0.016,0.016,0.017,0.018,0.019,0.0099,0.00079352,0.00079072,,,,,,,
Ukraine,--,--,--,--,--,--,--,--,--,--,--,--,4.568,4.146,3.623,3.37,3.046,3.085,3.105,3.114,3.115,3.124,3.122,3.263,3.252,3.151225798,3.191640254,3.248029737,3.220985818,3.046712479,3.018776021,3.170140193,3.208052824,3.140849778,2.720798835
"United Arab Emirates",3.887414192,3.454,2.999,2.909,3.004,3.292,3.678,4.21,4.222,4.994,5.512,6.242,6.11,5.784,5.836,6.14,6.341,6.501,6.606,6.254,6.767,6.593,6.498,7.13,7.425,7.589,7.868,7.914,8.129,7.519,7.64,8.462,8.917,8.988,9.18
"United Kingdom",8.251093888,8.567,9.203,9.722,8.649,9.916,10.313,10.027,9.681,8.69,8.675,9.019,9.011,9.345,10.179,10.808,11.508,11.206,11.445,11.808,11.053,11.082,10.928,10.416,9.345,8.445663894,7.684782341,7.200394091,6.745618899,6.344376965,5.876857264,4.951287534,4.480344205,4.093878867,3.997449216
"United States",67.17467185,66.9512,66.5697,64.1148,68.8389,67.6987,67.0667,67.5416,68.9195,69.3208,70.7039,70.3625,69.9553,68.3159,70.727,71.1755,72.487,72.4723,72.8762,71.7417,71.3327,71.7338,70.7121,69.9389,70.2336,66.732,67.876,68.964,69.925,69.228,70.431,72.641,74.056,76.388,82.019
Uruguay,0.023,0.026,0.025,0.075,0.073,0.067,0.075,0.075,0.055,0.04,0.073,0.064,0.082,0.075,0.077,0.06,0.059,0.066,0.093,0.056,0.072,0.094,0.096,0.086,0.048,0.000389961,0.00049595,0.001,2.96E-05,0.00040992,,,,,
Uzbekistan,--,--,--,--,--,--,--,--,--,--,--,--,1.791,1.906,2.046,2.14,2.15,2.17,2.38,2.379,2.405,2.648,2.448,2.455,2.539,2.413,2.493,2.595,2.673,2.385,2.374,2.502,2.503,2.378,2.437
Venezuela,5.766051992,5.667,5.251,5.031,5.056,4.816,5.215,5.169,5.583,5.764,6.304,6.959,6.954,7.26,7.699,8.077,8.617,9.462,9.416,8.51,9.337,9.196,8.128,7.29,8.032,7.233,7.141,6.875,6.856,6.738,6.516,6.99,6.799,6.718,6.779
Vietnam,0.116,0.1333591,0.142,0.143,0.117,0.129,0.143,0.156,0.174,0.213,0.259,0.348,0.421,0.466,0.537,0.682,0.736,0.774,0.913,1.006,1.118,1.287,1.341,1.452,1.723,1.67149995,1.765644735,1.783780836,1.725009854,1.8780976,1.871,1.895,1.898,1.884,1.74
Yemen,,,,,,,0.021,0.042,0.363,0.406,0.403,0.412,0.381,0.46,0.7,0.721,0.712,0.756,0.811,0.855,0.917,0.921,0.918,0.897,0.847,0.836,0.783,0.666,0.625,0.626,0.825,0.822,0.645,0.668,0.617
Zambia,0.106,0.112,0.117,0.114,0.113,0.114,0.113,0.097,0.097,0.079,0.088,0.088,0.088,0.086,0.082,0.083,0.077,0.082,0.079,0.082,0.081,0.085,0.084,0.085,0.086,0.003,0.001,s,s,0.001,0.001,0.001,0.001,0.004,0.004
